Candidate,Party,State,Office,Incumbency,Result,Total Money
"KUSTER, ANN MCLANE",DEMOCRATIC,NH,US HOUSE DISTRICT NH 002,Challenger,Won-General,3216030.74
"BASS, CHARLES F",REPUBLICAN,NH,US HOUSE DISTRICT NH 002,Incumbent,Lost-General,2100291.59
"GUINTA, FRANK C",REPUBLICAN,NH,US HOUSE DISTRICT NH 001,Incumbent,Lost-General,1923877.11
"HASSAN, MARGARET WOOD (MAGGIE)",DEMOCRATIC,NH,GOVERNOR,Open,Won-General,1881620.88
"LAMONTAGNE, OVIDE M",REPUBLICAN,NH,GOVERNOR,Open,Lost-General,1868535.63
"SHEA-PORTER, CAROL",DEMOCRATIC,NH,US HOUSE DISTRICT NH 001,Challenger,Won-General,1722514.84
"BRADLEY, JEB E",REPUBLICAN,NH,SENATE DISTRICT 003,Incumbent,Won-General,193353.51
"VAN OSTERN, COLIN",DEMOCRATIC,NH,EXECUTIVE COUNCILOR-002,Open,Won-General,192811.76
"SANBORN, ANDY",REPUBLICAN,NH,SENATE DISTRICT 009,Incumbent,Won-General,174470.81
"PAPPAS, CHRISTOPHER C (CHRIS)",DEMOCRATIC,NH,EXECUTIVE COUNCILOR-004,Open,Won-General,173782.25
"BURTON, RAYMOND S",REPUBLICAN,NH,EXECUTIVE COUNCILOR,Incumbent,Won-General,165236.12
"NYQUIST, LEE C",DEMOCRATIC,NH,SENATE DISTRICT 009,Challenger,Lost-General,137759.70
"SOUCY, DONNA M",DEMOCRATIC,NH,SENATE DISTRICT 018,Open,Won-General,122914.73
"MORSE, CHARLES W (CHUCK)",REPUBLICAN,NH,SENATE DISTRICT 022,Incumbent,Won-General,120566.02
"DALLESANDRO, LOU C",DEMOCRATIC,NH,SENATE DISTRICT 020,Incumbent,Won-General,114481.48
"STILES, NANCY F",REPUBLICAN,NH,SENATE DISTRICT 024,Incumbent,Won-General,107351.74
"SUNUNU, CHRISTOPHER (CHRIS)",REPUBLICAN,NH,EXECUTIVE COUNCILOR-003,Incumbent,Won-General,102331.23
"LAMB JR, ROBERT C",DEMOCRATIC,NH,SENATE DISTRICT 002,Challenger,Lost-General,98679.96
"KELLY, MOLLY",DEMOCRATIC,NH,SENATE DISTRICT 010,Incumbent,Won-General,79976.00
"HOSMER, ANDREW J",DEMOCRATIC,NH,SENATE DISTRICT 007,Open,Won-General,75895.00
"LARSEN, SYLVIA B",DEMOCRATIC,NH,SENATE DISTRICT 015,Incumbent,Won-General,75155.45
"LUTHER, JIM",REPUBLICAN,NH,SENATE DISTRICT 012,Incumbent,Lost-General,65208.70
"PIERCE, DAVID MAXEY",DEMOCRATIC,NH,SENATE DISTRICT 005,Open,Won-General,65049.00
"DUNCAN, BILL",DEMOCRATIC,NH,EXECUTIVE COUNCILOR-003,Challenger,Lost-General,63515.50
"HOLLINGWORTH, BEVERLY A",DEMOCRATIC,NH,SENATE DISTRICT 024,Challenger,Lost-General,62920.00
"FORRESTER, JEANIE",REPUBLICAN,NH,SENATE DISTRICT 002,Incumbent,Won-General,61709.00
"WOODS, PHYLLIS",REPUBLICAN,NH,SENATE DISTRICT 004,Open,Lost-General,58846.07
"WATTERS, DAVID H",DEMOCRATIC,NH,SENATE DISTRICT 004,Open,Won-General,57766.00
"CLARK, MARTHA FULLER",DEMOCRATIC,NH,SENATE DISTRICT 021,Open,Won-General,55480.00
"WOODBURN, JEFFREY (JEFF)",DEMOCRATIC,NH,SENATE DISTRICT 001,Open,Won-General,53530.31
"CARSON, SHARON M",REPUBLICAN,NH,SENATE DISTRICT 014,Incumbent,Won-General,53014.32
"PRESCOTT, RUSSELL E",REPUBLICAN,NH,SENATE DISTRICT 023,Incumbent,Won-General,49067.02
"GILMOUR, MARGARET C (PEGGY)",DEMOCRATIC,NH,SENATE DISTRICT 012,Challenger,Won-General,48305.96
"LASKY, BETTE R",DEMOCRATIC,NH,SENATE DISTRICT 013,Open,Won-General,47721.00
"BOUTIN, DAVID RICHARD",REPUBLICAN,NH,SENATE DISTRICT 016,Incumbent,Won-General,46250.12
"ODELL JR, ROBERT P (BOB)",REPUBLICAN,NH,SENATE DISTRICT 008,Incumbent,Won-General,44395.48
"WHEELER, DAVID K",REPUBLICAN,NH,EXECUTIVE COUNCILOR-005,Incumbent,Lost-General,38491.78
"BRAGDON, PETER",REPUBLICAN,NH,SENATE DISTRICT 011,Incumbent,Won-General,34593.84
"WARNER, DEBI",REPUBLICAN,NH,SENATE DISTRICT 001,Open,Lost-General,33718.53
"RAUSCH, JAMES B (JIM)",REPUBLICAN,NH,SENATE DISTRICT 019,Incumbent,Won-General,33615.00
"REAGAN, JOHN MATTHEW",REPUBLICAN,NH,SENATE DISTRICT 017,Open,Won-General,31740.00
"BURNS, ROBERT",REPUBLICAN,NH,EXECUTIVE COUNCILOR-004,Open,Lost-General,31725.00
"PIGNATELLI, DEBORA",DEMOCRATIC,NH,EXECUTIVE COUNCILOR-005,Challenger,Won-General,28563.43
"FRAHER, NANCY RB",DEMOCRATIC,NH,SENATE DISTRICT 017,Open,Lost-General,26901.00
"YOUSSEF, JOSHUA F",REPUBLICAN,NH,SENATE DISTRICT 007,Open,Lost-General,25420.00
"FOOTE, RICHARD A",REPUBLICAN,NH,SENATE DISTRICT 010,Challenger,Lost-General,24617.10
"CATALDO, SAM A",REPUBLICAN,NH,SENATE DISTRICT 006,Open,Won-General,23238.00
"LEONARD, RICHARD (RICH)",DEMOCRATIC,NH,SENATE DISTRICT 006,Open,Lost-General,23169.00
"GREAZZO, PHIL",REPUBLICAN,NH,SENATE DISTRICT 020,Challenger,Lost-General,21642.12
"KELLEY, KATHLEEN M",DEMOCRATIC,NH,SENATE DISTRICT 016,Challenger,Lost-General,19320.00
"CROTEAU, CAROL",DEMOCRATIC,NH,SENATE DISTRICT 023,Challenger,Lost-General,11015.40
"WARDEN, MARK",REPUBLICAN,NH,HOUSE DISTRICT HILLSBOROUGH 039,Incumbent,Won-General,10755.56
"CAMPBELL, DAVID B",DEMOCRATIC,NH,HOUSE DISTRICT HILLSBOROUGH 033,Incumbent,Won-General,10502.50
"SHERMAN, THOMAS (TOM)",DEMOCRATIC,NH,HOUSE DISTRICT ROCKINGHAM 024,Challenger,Won-General,9580.00
"BEAUDRY, ARTHUR J",INDEPENDENT,NH,SENATE DISTRICT 018,Open,Lost-General,8425.00
"LEY, DOUGLAS A",DEMOCRATIC,NH,HOUSE DISTRICT CHESHIRE 009,Challenger,Won-General,7483.20
"BARRY, J GAIL",REPUBLICAN,NH,SENATE DISTRICT 018,Open,Lost-General,7426.02
"OSGOOD, PHILIP (JOE)",REPUBLICAN,NH,SENATE DISTRICT 005,Open,Lost-General,7270.54
"AMES, RICHARD",DEMOCRATIC,NH,HOUSE DISTRICT CHESHIRE 009,Challenger,Won-General,6455.00
"KRASUCKI, JOSEPH F (JOE)",REPUBLICAN,NH,SENATE DISTRICT 013,Open,Lost-General,4700.24
