Candidate,Party,State,Office,Incumbency,Result,Total Money
"COTTON, THOMAS (TOM)",REPUBLICAN,AR,US HOUSE DISTRICT AR 004,Open,Won-General,4271027.60
"GRIFFIN, JOHN TIMOTHY (TIM)",REPUBLICAN,AR,US HOUSE DISTRICT AR 002,Incumbent,Won-General,1608893.34
"CRAWFORD, ERIC ALAN (RICK)",REPUBLICAN,AR,US HOUSE DISTRICT AR 001,Incumbent,Won-General,1323059.16
"WOMACK, STEVE",REPUBLICAN,AR,US HOUSE DISTRICT AR 003,Incumbent,Won-General,962280.93
"HALL, CLARK M",DEMOCRATIC,AR,US HOUSE DISTRICT AR 001,Open,Lost-Primary Runoff,414545.36
"RAPERT, JASON",REPUBLICAN,AR,SENATE DISTRICT 035,Incumbent,Won-General,374510.11
"ELLINGTON, SCOTT",DEMOCRATIC,AR,US HOUSE DISTRICT AR 001,Challenger,Lost-General,372025.10
"HURST, Q BYRUM",DEMOCRATIC,AR,US HOUSE DISTRICT AR 004,Open,Lost-Primary Runoff,357971.00
"TYLER, LINDA S",DEMOCRATIC,AR,SENATE DISTRICT 035,Challenger,Lost-General,273343.54
"RULE, HERBERT C",DEMOCRATIC,AR,US HOUSE DISTRICT AR 002,Challenger,Lost-General,240670.30
"INGRAM, KEITH M",DEMOCRATIC,AR,SENATE DISTRICT 024,Open,Default Winner-General,227240.49
"WOODS, JON",REPUBLICAN,AR,SENATE DISTRICT 007,Open,Won-General,218550.24
"THOMPSON, ROBERT",DEMOCRATIC,AR,SENATE DISTRICT 020,Incumbent,Won-General,217661.06
"HART, JOSEPHINE LINKER (JO)",NONPARTISAN,AR,SUPREME COURT-POSITION 004,Open,Default Winner-General,209229.55
"AKIN, MIKE",REPUBLICAN,AR,SENATE DISTRICT 026,Open,Lost-General,200941.09
"ELLIOTT, JOYCE",DEMOCRATIC,AR,SENATE DISTRICT 031,Incumbent,Won-General,180438.80
"JOHNSON, DAVID",DEMOCRATIC,AR,SENATE DISTRICT 032,Incumbent,Won-General,180219.56
"DISMANG, JONATHAN P",REPUBLICAN,AR,SENATE DISTRICT 028,Incumbent,Won-General,177133.15
"IRVIN, MISSY THOMAS",REPUBLICAN,AR,SENATE DISTRICT 018,Incumbent,Won-General,173682.19
"SANDERS, DAVID J",REPUBLICAN,AR,SENATE DISTRICT 015,Open,Won-General,169993.83
"HYDE, BARRY",DEMOCRATIC,AR,SENATE DISTRICT 034,Open,Lost-General,168905.92
"HESTER, BART",REPUBLICAN,AR,SENATE DISTRICT 001,Open,Default Winner-General,159112.16
"ROGERS, TIFFANY",DEMOCRATIC,AR,SENATE DISTRICT 028,Challenger,Lost-General,155457.00
"WOOD, RHONDA",NONPARTISAN,AR,APPELLATE COURT DISTRICT 002-POSITION 002,Open,Default Winner-General,147688.73
"SABIN, WARWICK",DEMOCRATIC,AR,HOUSE DISTRICT 033,Open,Default Winner-General,143566.69
"VINES, JOHN T",DEMOCRATIC,AR,HOUSE DISTRICT 025,Incumbent,Won-General,141681.87
"TEAGUE, LARRY R",DEMOCRATIC,AR,SENATE DISTRICT 010,Incumbent,Default Winner-General,136609.81
"BROWN, JERRY R",DEMOCRATIC,AR,SENATE DISTRICT 023,Open,Lost-General,126363.75
"HARRELSON, STEVE",DEMOCRATIC,AR,SENATE DISTRICT 011,Incumbent,Lost-General,126146.97
"NICKELS, JIM",DEMOCRATIC,AR,HOUSE DISTRICT 041,Incumbent,Won-General,125124.73
"WYATT, DAVID",DEMOCRATIC,AR,SENATE DISTRICT 019,Incumbent,Won-General,124640.65
"HICKEY JR, JIMMY",REPUBLICAN,AR,SENATE DISTRICT 011,Challenger,Won-General,123405.52
"HUTCHINSON, JEREMY YOUNG",REPUBLICAN,AR,SENATE DISTRICT 033,Incumbent,Default Winner-General,122011.91
"HOYT, JOHN M (JOHNNY)",DEMOCRATIC,AR,SENATE DISTRICT 015,Open,Lost-General,119976.10
"FLETCHER, MIKE",DEMOCRATIC,AR,SENATE DISTRICT 013,Incumbent,Lost-General,119311.44
"ENGLISH, JANE",REPUBLICAN,AR,SENATE DISTRICT 034,Open,Won-General,119257.48
"PIERCE, BOBBY J",DEMOCRATIC,AR,SENATE DISTRICT 027,Open,Won-General,115928.58
"BROADAWAY, MARY",DEMOCRATIC,AR,HOUSE DISTRICT 057,Open,Won-General,115801.96
"STUBBLEFIELD, GARY",REPUBLICAN,AR,SENATE DISTRICT 006,Open,Won-General,114398.74
"GRAVES, BARBARA",DEMOCRATIC,AR,HOUSE DISTRICT 032,Challenger,Lost-General,113568.47
"CHEATHAM, EDDIE L",DEMOCRATIC,AR,SENATE DISTRICT 026,Open,Won-General,113288.13
"LAMOUREUX, MICHAEL",REPUBLICAN,AR,SENATE DISTRICT 016,Incumbent,Default Winner-General,113172.22
"HOLLAND, BRUCE",REPUBLICAN,AR,SENATE DISTRICT 009,Incumbent,Won-General,112216.05
"WHITEAKER, PHILLIP",NONPARTISAN,AR,APPELLATE COURT DISTRICT 001-POSITION 002,Open,Won-General,111427.67
"COPENHAVER, HAROLD",DEMOCRATIC,AR,HOUSE DISTRICT 058,Challenger,Won-General,107671.13
"COLLINS, CHARLES S (CHARLIE)",REPUBLICAN,AR,HOUSE DISTRICT 084,Incumbent,Won-General,107576.01
"WILLIAMS, EDDIE JOE",REPUBLICAN,AR,SENATE DISTRICT 029,Incumbent,Default Winner-General,107108.25
"SHIPLEY, MARY GAY",DEMOCRATIC,AR,HOUSE DISTRICT 055,Open,Lost-Primary Runoff,101230.88
"BRYANT, L J",DEMOCRATIC,AR,HOUSE DISTRICT 052,Open,Lost-General,98386.10
"PENNARTZ, TRACY",DEMOCRATIC,AR,SENATE DISTRICT 009,Challenger,Lost-General,97133.67
"CLARK, ALAN",REPUBLICAN,AR,SENATE DISTRICT 013,Challenger,Won-General,95358.37
"MALOCH, BRUCE",DEMOCRATIC,AR,SENATE DISTRICT 012,Open,Default Winner-General,93721.72
"HIXSON, KENNETH",NONPARTISAN,AR,APPELLATE COURT DISTRICT 003-POSITION 002,Open,Default Winner-General,92423.00
"WELLS, JOHN PAUL",DEMOCRATIC,AR,SENATE DISTRICT 006,Open,Lost-General,92089.96
"JEFFRESS, HARMON GENE (GENE)",DEMOCRATIC,AR,US HOUSE DISTRICT AR 004,Open,Lost-General,91120.00
"FRISBY II, HENRY L",REPUBLICAN,AR,SENATE DISTRICT 027,Open,Lost-General,90896.02
"LINDSEY, UVALDE",DEMOCRATIC,AR,SENATE DISTRICT 004,Open,Default Winner-General,90615.82
"MAGIE, STEPHEN K",DEMOCRATIC,AR,HOUSE DISTRICT 072,Open,Won-General,90554.63
"KERR, ALLEN W",REPUBLICAN,AR,HOUSE DISTRICT 032,Incumbent,Won-General,90331.03
"KING, BRYAN B",REPUBLICAN,AR,SENATE DISTRICT 005,Open,Default Winner-General,89092.00
"HARRIS, FRED W",DEMOCRATIC,AR,HOUSE DISTRICT 018,Open,Lost-General,88650.50
"KIZZIA, DAVID",DEMOCRATIC,AR,HOUSE DISTRICT 026,Challenger,Won-General,86068.73
"BOOKOUT, PAUL",DEMOCRATIC,AR,SENATE DISTRICT 021,Incumbent,Default Winner-General,80950.00
"JOHNSON, BLAKE",REPUBLICAN,AR,SENATE DISTRICT 020,Challenger,Lost-General,78240.00
"WORTHEN, DIANA GONZALES",DEMOCRATIC,AR,SENATE DISTRICT 007,Open,Lost-General,76498.95
"CALDWELL, RONALD",REPUBLICAN,AR,SENATE DISTRICT 023,Open,Won-General,75570.20
"HOLCOMB, MIKE",DEMOCRATIC,AR,HOUSE DISTRICT 010,Open,Won-General,74163.57
"REEP, GREGG",DEMOCRATIC,AR,SENATE DISTRICT 026,Open,Lost-Primary Runoff,73939.66
"ROBERTSON, JEANNETTE A",NONPARTISAN,AR,APPELLATE COURT DISTRICT 001-POSITION 002,Open,Lost-General,71028.52
"ARMSTRONG III, EDDIE",DEMOCRATIC,AR,HOUSE DISTRICT 037,Open,Default Winner-General,69662.00
"COLLINS SMITH, LINDA",REPUBLICAN,AR,SENATE DISTRICT 019,Challenger,Lost-General,69542.18
"WILKINS, BUTCH",DEMOCRATIC,AR,HOUSE DISTRICT 059,Incumbent,Won-General,69155.00
"WHITE, WILLIAM (ZAC)",DEMOCRATIC,AR,SENATE DISTRICT 018,Challenger,Lost-General,68383.00
"SHEPHERD, MATTHEW",REPUBLICAN,AR,HOUSE DISTRICT 006,Incumbent,Won-General,67850.06
"WILLIAMS, DARRIN",DEMOCRATIC,AR,HOUSE DISTRICT 036,Incumbent,Default Winner-General,67612.40
"SAMPLE, BILL",REPUBLICAN,AR,SENATE DISTRICT 014,Incumbent,Default Winner-General,67249.90
"KEY, JOHNNY",REPUBLICAN,AR,SENATE DISTRICT 017,Incumbent,Default Winner-General,65707.60
"EDWARDS, JOHN CHARLES",DEMOCRATIC,AR,HOUSE DISTRICT 035,Incumbent,Won-General,64608.00
"HODGES, MONTE",DEMOCRATIC,AR,HOUSE DISTRICT 055,Open,Default Winner-General,62651.49
"WREN II, TOMMY",DEMOCRATIC,AR,HOUSE DISTRICT 062,Incumbent,Won-General,61290.26
"BIVIANO, MARK L",REPUBLICAN,AR,HOUSE DISTRICT 046,Incumbent,Won-General,59853.50
"DAVIS, ANDY",REPUBLICAN,AR,HOUSE DISTRICT 031,Open,Won-General,59774.53
"LAWRENCE, ROCKY",REPUBLICAN,AR,HOUSE DISTRICT 072,Open,Lost-General,59233.26
"EUBANKS, JON S",REPUBLICAN,AR,HOUSE DISTRICT 074,Incumbent,Won-General,59051.00
"CATLETT, JOHN WAYNE",DEMOCRATIC,AR,HOUSE DISTRICT 073,Incumbent,Won-General,57450.99
"FLOWERS, STEPHANIE",DEMOCRATIC,AR,SENATE DISTRICT 025,Incumbent,Won-General,56653.52
"BREEDLOVE, STEVE",DEMOCRATIC,AR,HOUSE DISTRICT 075,Open,Lost-General,56256.71
"GOSSAGE, BILL",REPUBLICAN,AR,HOUSE DISTRICT 082,Challenger,Won-General,55515.78
"GRAY, ADELLA",DEMOCRATIC,AR,HOUSE DISTRICT 084,Challenger,Lost-General,54345.07
"HARRISON, BRANDON",NONPARTISAN,AR,APPELLATE COURT DISTRICT 004-POSITION 001,Open,Default Winner-General,52614.60
"POST, LESLEE MILAM",DEMOCRATIC,AR,HOUSE DISTRICT 082,Incumbent,Lost-General,52372.63
"BLEDSOE, CECILE HERNDON",REPUBLICAN,AR,SENATE DISTRICT 003,Incumbent,Default Winner-General,52133.52
"THOMPSON, TOMMY",DEMOCRATIC,AR,HOUSE DISTRICT 065,Incumbent,Won-General,51498.25
"JULIAN, PATTI",DEMOCRATIC,AR,HOUSE DISTRICT 038,Open,Won-General,50990.00
"JETT, JOE",DEMOCRATIC,AR,HOUSE DISTRICT 056,Open,Default Winner-General,50511.00
"MALONE, STEPHANIE",REPUBLICAN,AR,HOUSE DISTRICT 077,Incumbent,Won-General,49792.18
"HUBBARD, JON M",REPUBLICAN,AR,HOUSE DISTRICT 058,Incumbent,Lost-General,49772.00
"DERDEN JR, GARLAND",REPUBLICAN,AR,HOUSE DISTRICT 013,Open,Lost-General,49341.05
"SORVILLO, JIM",REPUBLICAN,AR,SENATE DISTRICT 032,Challenger,Lost-General,49282.50
"HUTCHISON, JOHN K",REPUBLICAN,AR,HOUSE DISTRICT 052,Open,Won-General,49206.39
"DOUGLAS, CHARLOTTE VINING",REPUBLICAN,AR,HOUSE DISTRICT 075,Open,Won-General,49084.08
"MCLEAN, JAMES",DEMOCRATIC,AR,HOUSE DISTRICT 063,Incumbent,Won-General,49033.63
"OSBORNE, KYLE",DEMOCRATIC,AR,HOUSE DISTRICT 046,Challenger,Lost-General,48730.78
"OVERBEY, BETTY WARREN",DEMOCRATIC,AR,HOUSE DISTRICT 069,Incumbent,Won-General,48539.12
"TALLEY, BRENT",DEMOCRATIC,AR,HOUSE DISTRICT 003,Open,Won-General,48461.08
"CAVENAUGH, RONALD",REPUBLICAN,AR,HOUSE DISTRICT 060,Challenger,Lost-General,48206.40
"RICE, TERRY W",REPUBLICAN,AR,HOUSE DISTRICT 021,Incumbent,Default Winner-General,48186.23
"BRAGG, KENNETH W (KEN)",REPUBLICAN,AR,HOUSE DISTRICT 015,Open,Won-General,48121.08
"LOWERY, MARK",REPUBLICAN,AR,HOUSE DISTRICT 039,Open,Won-General,47553.70
"BALTZ, SCOTT",DEMOCRATIC,AR,HOUSE DISTRICT 061,Challenger,Won-General,47509.65
"FILES, JAKE CARTER",REPUBLICAN,AR,SENATE DISTRICT 008,Incumbent,Default Winner-General,45811.70
"RATLIFF, JAMES",DEMOCRATIC,AR,HOUSE DISTRICT 060,Incumbent,Won-General,44678.00
"HALSTEAD, KELLY",DEMOCRATIC,AR,HOUSE DISTRICT 039,Open,Lost-General,44585.90
"POGUE, ALAN L",REPUBLICAN,AR,HOUSE DISTRICT 041,Challenger,Lost-General,44456.05
"WHITAKER, DAVID J",DEMOCRATIC,AR,HOUSE DISTRICT 085,Open,Won-General,43978.31
"HARMON, JIMMIE",DEMOCRATIC,AR,HOUSE DISTRICT 024,Challenger,Lost-General,43474.53
"FARRER, JOE",REPUBLICAN,AR,HOUSE DISTRICT 044,Open,Won-General,43320.61
"ROBERTS, CHARLES",REPUBLICAN,AR,HOUSE DISTRICT 010,Open,Lost-General,42430.46
"COZART, BRUCE",REPUBLICAN,AR,HOUSE DISTRICT 024,Incumbent,Won-General,41643.06
"NIX, BARBARA",DEMOCRATIC,AR,HOUSE DISTRICT 028,Challenger,Lost-General,41480.90
"DALE, ROBERT",REPUBLICAN,AR,HOUSE DISTRICT 068,Incumbent,Default Winner-General,40680.98
"MILLER, JOSH",REPUBLICAN,AR,HOUSE DISTRICT 066,Open,Won-General,40505.78
"HALL, DOROTHY A",DEMOCRATIC,AR,HOUSE DISTRICT 010,Open,Lost-Primary Runoff,40216.15
"LAMPKIN, SHEILLA E",DEMOCRATIC,AR,HOUSE DISTRICT 009,Incumbent,Won-General,40212.90
"HOUSE, DOUGLAS",REPUBLICAN,AR,HOUSE DISTRICT 040,Open,Won-General,39101.89
"HARRIS, JUSTIN T",REPUBLICAN,AR,HOUSE DISTRICT 081,Incumbent,Won-General,39071.98
"LEDING, GREG",DEMOCRATIC,AR,HOUSE DISTRICT 086,Incumbent,Won-General,38580.00
"BURNETT, DAVID",DEMOCRATIC,AR,SENATE DISTRICT 022,Incumbent,Default Winner-General,37875.00
"ALTES, ROBERT DENNIS",REPUBLICAN,AR,HOUSE DISTRICT 076,Incumbent,Default Winner-General,37150.00
"CHESTERFIELD, LINDA POINDEXTER",DEMOCRATIC,AR,SENATE DISTRICT 030,Incumbent,Default Winner-General,37118.00
"BELL, NATE",REPUBLICAN,AR,HOUSE DISTRICT 020,Incumbent,Won-General,36976.61
"ADEN, KEN",DEMOCRATIC,AR,US HOUSE DISTRICT AR 003,Challenger,Withdrew-General,36955.22
"BALLINGER, BOB",REPUBLICAN,AR,HOUSE DISTRICT 097,Open,Won-General,36760.00
"MAUCH, LOY",REPUBLICAN,AR,HOUSE DISTRICT 026,Incumbent,Lost-General,36597.50
"HAMMER, KIM",REPUBLICAN,AR,HOUSE DISTRICT 028,Incumbent,Won-General,36293.89
"BENEDICT, LORI",REPUBLICAN,AR,HOUSE DISTRICT 061,Incumbent,Lost-General,35613.51
"WESTERMAN, BRUCE E",REPUBLICAN,AR,HOUSE DISTRICT 022,Incumbent,Default Winner-General,35446.08
"COOPER, JOHN R",REPUBLICAN,AR,HOUSE DISTRICT 059,Challenger,Lost-General,34770.50
"BAINE, JOHN",DEMOCRATIC,AR,HOUSE DISTRICT 007,Open,Default Winner-General,34765.00
"GRAHAM, PAUL",REPUBLICAN,AR,HOUSE DISTRICT 085,Open,Lost-General,34640.06
"HILLMAN, DAVID",DEMOCRATIC,AR,HOUSE DISTRICT 013,Open,Won-General,34549.39
"WOMACK, RICHARD",REPUBLICAN,AR,HOUSE DISTRICT 018,Open,Won-General,34363.24
"FERGUSON, DEBORAH",DEMOCRATIC,AR,HOUSE DISTRICT 051,Open,Won-General,34362.23
