Candidate,Party,State,Office,Incumbency,Result,Total Money
"MULLIN, MARKWAYNE",REPUBLICAN,OK,US HOUSE DISTRICT OK 002,Open,Won-General,1694170.17
"LUCAS, FRANK D",REPUBLICAN,OK,US HOUSE DISTRICT OK 003,Incumbent,Won-General,1652599.11
"WALLACE, ROB",DEMOCRATIC,OK,US HOUSE DISTRICT OK 002,Open,Lost-General,1190563.78
"LANKFORD, JAMES PAUL",REPUBLICAN,OK,US HOUSE DISTRICT OK 005,Incumbent,Won-General,1150382.98
"COLE, TOM",REPUBLICAN,OK,US HOUSE DISTRICT OK 004,Incumbent,Won-General,1024143.68
"BRIDENSTINE, JIM",REPUBLICAN,OK,US HOUSE DISTRICT OK 001,Open,Won-General,785802.69
"JOLLEY, CLARK",REPUBLICAN,OK,SENATE DISTRICT 041,Incumbent,Won-General,604501.48
"HERRIMAN, WAYNE",DEMOCRATIC,OK,US HOUSE DISTRICT OK 002,Open,Lost-Primary Runoff,591778.90
"PADDACK, SUSAN",DEMOCRATIC,OK,SENATE DISTRICT 013,Incumbent,Won-General,559550.79
"FAUGHT, GEORGE",REPUBLICAN,OK,US HOUSE DISTRICT OK 002,Open,Lost-Primary Runoff,498760.89
"ANTHONY, BOB",REPUBLICAN,OK,CORPORATION COMMISSIONER,Incumbent,Default Winner-General,430146.53
"DOUGLAS, PATRICE",REPUBLICAN,OK,CORPORATION COMMISSIONER,Incumbent,Default Winner-General,385025.69
"MAZZEI, MICHAEL P",REPUBLICAN,OK,SENATE DISTRICT 025,Incumbent,Default Winner-General,377327.33
"NEWBERRY, DAN",REPUBLICAN,OK,SENATE DISTRICT 037,Incumbent,Default Winner-General,343213.14
"OLSON, JOHN",DEMOCRATIC,OK,US HOUSE DISTRICT OK 001,Open,Lost-General,325696.73
"SHANNON, TAHROHON WAYNE",REPUBLICAN,OK,HOUSE DISTRICT 062,Incumbent,Default Winner-General,301724.24
"CRAIN, BRIAN A",REPUBLICAN,OK,SENATE DISTRICT 039,Incumbent,Won-General,271022.25
"MCCALL, CHARLES A",REPUBLICAN,OK,HOUSE DISTRICT 022,Open,Won-General,244291.73
"BARRINGTON, DON R",REPUBLICAN,OK,SENATE DISTRICT 031,Incumbent,Won-General,223056.40
"SANDERS, MIKE",REPUBLICAN,OK,HOUSE DISTRICT 059,Incumbent,Default Winner-General,209015.19
"JUSTICE, RON",REPUBLICAN,OK,SENATE DISTRICT 023,Incumbent,Default Winner-General,198548.72
"BILLY, LISA J",REPUBLICAN,OK,HOUSE DISTRICT 042,Incumbent,Won-General,197114.82
"ELLIS, JERRY",DEMOCRATIC,OK,SENATE DISTRICT 005,Incumbent,Won-General,196359.97
"GARRISON, EARL",DEMOCRATIC,OK,SENATE DISTRICT 009,Incumbent,Won-General,195070.16
"MCDANIEL, RANDY",REPUBLICAN,OK,HOUSE DISTRICT 083,Incumbent,Won-General,193174.11
"DANK, DAVID M",REPUBLICAN,OK,HOUSE DISTRICT 085,Incumbent,Default Winner-General,183626.49
