Candidate,Party,State,Office,Incumbency,Result,Total Money
"BERG, RICHARD A (RICK)",REPUBLICAN,ND,US SENATE DISTRICT ND SW-CLASS I,Open,Lost-General,6377559.00
"HEITKAMP, HEIDI",DEMOCRATIC-NPL,ND,US SENATE DISTRICT ND SW-CLASS I,Open,Won-General,6181161.91
"DALRYMPLE III, JOHN S (JACK) & WRIGLEY, DREW",REPUBLICAN,ND,GOVERNOR / LIEUTENANT GOVERNOR,Incumbent,Won-General,3593179.00
"CRAMER, KEVIN J",REPUBLICAN,ND,US HOUSE DISTRICT ND 001,Open,Won-General,1344441.03
"GULLESON, PAM",DEMOCRATIC-NPL,ND,US HOUSE DISTRICT ND 001,Open,Lost-General,950129.79
"TAYLOR, RYAN M & CHAFFEE, ELLEN",DEMOCRATIC-NPL,ND,GOVERNOR / LIEUTENANT GOVERNOR,Challenger,Lost-General,651284.11
"CHRISTMANN, RANDEL (RANDY)",REPUBLICAN,ND,PUBLIC SERVICE COMMISSIONER,Open,Won-General,214882.90
"BAESLER, KIRSTEN",NONPARTISAN,ND,SUPERINTENDENT OF PUBLIC INSTRUCTION,Open,Won-General,199038.33
"CRABTREE, BRADFORD (BRAD)",DEMOCRATIC-NPL,ND,PUBLIC SERVICE COMMISSIONER,Open,Lost-General,178459.48
"HAMM, ADAM",REPUBLICAN,ND,INSURANCE COMMISSIONER,Incumbent,Won-General,90687.00
"SCHMIDT, KELLY L",REPUBLICAN,ND,TREASURER,Incumbent,Won-General,37149.63
"POTTER, TRACY",NONPARTISAN,ND,SUPERINTENDENT OF PUBLIC INSTRUCTION,Open,Lost-General,30930.00
"SINNER, GEORGE B",DEMOCRATIC-NPL,ND,SENATE DISTRICT 046,Open,Won-General,27169.98
"FLAKOLL, TIM",REPUBLICAN,ND,SENATE DISTRICT 044,Incumbent,Won-General,24882.00
"MUSHIK, ROSS",DEMOCRATIC-NPL,ND,TREASURER,Challenger,Lost-General,24877.40
"KELSH, SCOT",DEMOCRATIC-NPL,ND,AUDITOR,Challenger,Lost-General,21252.94
"ARMSTRONG, KELLY",REPUBLICAN,ND,SENATE DISTRICT 036,Open,Won-General,20750.00
"POTTER, TOM",DEMOCRATIC-NPL,ND,INSURANCE COMMISSIONER,Challenger,Lost-General,19479.76
"MILLER, JOE",REPUBLICAN,ND,SENATE DISTRICT 010,Incumbent,Won-General,17643.33
"MEYER, SHIRLEY",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 036,Incumbent,Lost-General,16575.00
"SCHNEIDER, MCLAIN (MAC)",DEMOCRATIC-NPL,ND,SENATE DISTRICT 042,Incumbent,Won-General,16350.00
"OCONNELL, DAVID PAUL",DEMOCRATIC-NPL,ND,SENATE DISTRICT 006,Incumbent,Won-General,15325.00
"ROERS, JIM",REPUBLICAN,ND,SENATE DISTRICT 046,Open,Lost-General,12870.43
"STEBBINS, TANYA",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 008,Challenger,Lost-General,12203.15
"COOK, DWIGHT C",REPUBLICAN,ND,SENATE DISTRICT 034,Incumbent,Won-General,12050.00
"POOLMAN, NICOLE",REPUBLICAN,ND,SENATE DISTRICT 007,Open,Won-General,12000.00
"KELSH, JEROME (JERRY)",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 026,Incumbent,Won-General,11975.00
"MUSCHA, NAOMI T",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 024,Open,Won-General,11700.00
"HAWKEN, KATHY",REPUBLICAN,ND,HOUSE DISTRICT 046,Incumbent,Won-General,11475.00
"KASPER, JAMES M",REPUBLICAN,ND,HOUSE DISTRICT 046,Incumbent,Won-General,11450.00
"BOSCHEE, JOSHUA A",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 044,Challenger,Won-General,11392.81
"PORTER, TODD",REPUBLICAN,ND,HOUSE DISTRICT 034,Incumbent,Won-General,11100.00
"AXNESS, TYLER",DEMOCRATIC-NPL,ND,SENATE DISTRICT 016,Open,Won-General,10850.00
"SATROM, BERNIE",REPUBLICAN,ND,SENATE DISTRICT 012,Open,Lost-General,10557.86
"ROBINSON, LARRY",DEMOCRATIC-NPL,ND,SENATE DISTRICT 024,Incumbent,Won-General,10551.00
"THORESON, BLAIR",REPUBLICAN,ND,HOUSE DISTRICT 044,Incumbent,Won-General,9550.00
"HOGUE, DAVID",REPUBLICAN,ND,SENATE DISTRICT 038,Incumbent,Won-General,9500.00
"GRABINGER, JOHN",DEMOCRATIC-NPL,ND,SENATE DISTRICT 012,Open,Won-General,9475.00
"CLARK, DONALD L",REPUBLICAN,ND,HOUSE DISTRICT 044,Incumbent,Lost-General,9450.00
"NATHE, MIKE",REPUBLICAN,ND,HOUSE DISTRICT 030,Incumbent,Won-General,9050.00
"HANSON, MYRON",REPUBLICAN,ND,HOUSE DISTRICT 006,Challenger,Lost-General,9000.00
"MOCK, COREY",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 042,Incumbent,Won-General,8950.28
"FROSETH, GLEN",REPUBLICAN,ND,HOUSE DISTRICT 004,Incumbent,Won-General,8350.00
"RUBY, DAN",REPUBLICAN,ND,HOUSE DISTRICT 038,Incumbent,Won-General,8200.00
"KLEIN, JERRY",REPUBLICAN,ND,SENATE DISTRICT 014,Incumbent,Won-General,8175.00
"OLEK, RICK",DEMOCRATIC-NPL,ND,SENATE DISTRICT 044,Challenger,Lost-General,8170.00
"SMITH, PAMELA",REPUBLICAN,ND,SENATE DISTRICT 006,Challenger,Lost-General,7900.00
"JACOBSON, LYNN",DEMOCRATIC-NPL,ND,SENATE DISTRICT 002,Challenger,Lost-General,7625.00
"DELZER, JEFF",REPUBLICAN,ND,HOUSE DISTRICT 008,Incumbent,Won-General,7600.00
"ANDERSON, DICK",REPUBLICAN,ND,HOUSE DISTRICT 006,Incumbent,Won-General,7425.00
"SOLBERG, DORVAN",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 002,Challenger,Lost-General,7375.00
"OVERSEN, KYLIE",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 042,Challenger,Won-General,7275.00
"SORUM, PAUL J & COACHMAN, MICHAEL",INDEPENDENT,ND,GOVERNOR / LIEUTENANT GOVERNOR,Challenger,Lost-General,7169.32
"LIES, DARYL J",REPUBLICAN,ND,SENATE DISTRICT 004,Challenger,Lost-General,7150.00
"LEE, GARY A",REPUBLICAN,ND,SENATE DISTRICT 022,Incumbent,Won-General,7150.00
"GUY, NANCY",DEMOCRATIC-NPL,ND,SENATE DISTRICT 030,Challenger,Lost-General,6970.00
"HANSON, LYLE L",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 012,Incumbent,Lost-General,6950.00
"MURPHY, PHILIP M",DEMOCRATIC-NPL,ND,SENATE DISTRICT 020,Incumbent,Won-General,6859.00
"SCHATZ, MIKE",REPUBLICAN,ND,HOUSE DISTRICT 036,Incumbent,Won-General,6850.24
"BELTER, WESLEY R",REPUBLICAN,ND,HOUSE DISTRICT 022,Incumbent,Won-General,6700.00
"SKARPHOL, ROBERT J (BOB)",REPUBLICAN,ND,HOUSE DISTRICT 002,Incumbent,Won-General,6650.00
"EMMER, WARREN",DEMOCRATIC-NPL,ND,SENATE DISTRICT 007,Open,Lost-General,6525.00
"BENDISH, STACEY J",DEMOCRATIC-NPL,ND,SENATE DISTRICT 034,Challenger,Lost-General,6375.00
"FERGUSON, DANE J",REPUBLICAN,ND,HOUSE DISTRICT 018,Challenger,Lost-General,6300.00
"HAAK, JESSICA",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 012,Challenger,Won-General,6250.00
"BRANDENBURG, MICHAEL DON",REPUBLICAN,ND,HOUSE DISTRICT 028,Incumbent,Won-General,6100.00
"GLASSHEIM, ELIOT",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 018,Incumbent,Won-General,5976.00
"HUNSKOR, BOB",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 006,Incumbent,Won-General,5975.00
"DEVER, DICK",REPUBLICAN,ND,SENATE DISTRICT 032,Incumbent,Won-General,5950.00
"AMERMAN, BILL",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 026,Incumbent,Won-General,5775.00
"FRANTSVOG, ROBERT (BOB)",REPUBLICAN,ND,HOUSE DISTRICT 040,Incumbent,Won-General,5775.00
"ERTELT, SEBASTIAN",REPUBLICAN,ND,HOUSE DISTRICT 026,Challenger,Lost-General,5713.00
"BELLEW, LARRY",REPUBLICAN,ND,HOUSE DISTRICT 038,Incumbent,Won-General,5600.00
"CARLISLE, RON",REPUBLICAN,ND,SENATE DISTRICT 030,Incumbent,Won-General,5475.00
"KLEIN, MATTHEW M (MATT)",REPUBLICAN,ND,HOUSE DISTRICT 040,Incumbent,Won-General,5450.00
"ONSTAD, KENTON",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 004,Incumbent,Won-General,5375.00
"ANDRIST, JOHN M",REPUBLICAN,ND,SENATE DISTRICT 002,Incumbent,Won-General,5100.00
"MITZEL, JOHN",REPUBLICAN,ND,HOUSE DISTRICT 042,Challenger,Lost-General,5067.00
"FURAUS, LORI",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 034,Challenger,Lost-General,5000.00
"JANSEN, BOB",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 044,Challenger,Lost-General,4850.00
"CONKLIN, TOM",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 004,Incumbent,Lost-General,4825.00
"WARNER, JOHN",DEMOCRATIC-NPL,ND,SENATE DISTRICT 004,Incumbent,Won-General,4750.00
"ERBELE, ROBERT S",REPUBLICAN,ND,SENATE DISTRICT 028,Incumbent,Won-General,4650.00
"RUST, DAVID S",REPUBLICAN,ND,HOUSE DISTRICT 002,Incumbent,Won-General,4600.00
"PAUR, GARY",REPUBLICAN,ND,HOUSE DISTRICT 019,Incumbent,Won-General,4550.00
"DOCKTER, JASON D",REPUBLICAN,ND,HOUSE DISTRICT 007,Open,Won-General,4400.00
"TRIPLETT, CONSTANCE (CONNIE)",DEMOCRATIC-NPL,ND,SENATE DISTRICT 018,Incumbent,Won-General,4350.00
"MEIER, LISA M",REPUBLICAN,ND,HOUSE DISTRICT 032,Incumbent,Won-General,4350.00
"HOVLAND, KEITH E",REPUBLICAN,ND,SENATE DISTRICT 024,Challenger,Lost-General,4300.00
"DOSCH, MARK A",REPUBLICAN,ND,HOUSE DISTRICT 032,Incumbent,Won-General,4250.00
"KREBSBACH, KAREN K",REPUBLICAN,ND,SENATE DISTRICT 040,Incumbent,Won-General,4225.00
"DUFF, DAVID",REPUBLICAN,ND,SENATE DISTRICT 016,Open,Lost-General,4146.00
"KRETSCHMAR, WILLIAM E",REPUBLICAN,ND,HOUSE DISTRICT 028,Incumbent,Won-General,4100.00
"TROTTIER, WAYNE A",REPUBLICAN,ND,HOUSE DISTRICT 019,Incumbent,Won-General,3950.00
"HANSON, BEN",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 016,Open,Won-General,3875.00
"SHATTUCK, CINDY",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 006,Challenger,Lost-General,3850.00
"WATERMAN, DAVID",REPUBLICAN,ND,SENATE DISTRICT 018,Challenger,Lost-General,3850.00
"PETERSON, ROBERT R (BOB)",REPUBLICAN,ND,AUDITOR,Incumbent,Won-General,3773.53
"KILICHOWSKI, ROBERT (TORK)",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 019,Incumbent,Lost-General,3750.00
"BUHR, SHARON",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 024,Open,Lost-General,3550.00
"LARSON, WARREN D",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 007,Open,Lost-General,3457.00
"LANING, VERNON",REPUBLICAN,ND,HOUSE DISTRICT 008,Challenger,Won-General,3450.00
"HOLMAN, RICHARD G (RICK)",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 020,Incumbent,Won-General,3425.00
"DOTZENROD, JIM",DEMOCRATIC-NPL,ND,SENATE DISTRICT 026,Incumbent,Won-General,3425.00
"TOMAN, NATHAN P",REPUBLICAN,ND,HOUSE DISTRICT 034,Challenger,Won-General,3051.00
"CAMPBELL, TOM",REPUBLICAN,ND,SENATE DISTRICT 019,Open,Won-General,3000.00
"OLAFSON, SUE",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 040,Challenger,Lost-General,2900.00
"ANDERSON JR, HOWARD C",REPUBLICAN,ND,SENATE DISTRICT 008,Open,Won-General,2900.00
"KOPPELMAN, BEN",REPUBLICAN,ND,HOUSE DISTRICT 016,Open,Won-General,2875.00
"PETERSON, MIKE",REPUBLICAN,ND,HOUSE DISTRICT 042,Challenger,Lost-General,2863.38
"BECKER, RICK",REPUBLICAN,ND,HOUSE DISTRICT 007,Open,Won-General,2850.00
"MONSON, DAVID",REPUBLICAN,ND,HOUSE DISTRICT 010,Incumbent,Won-General,2775.00
"ROSE, MIKE",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 038,Challenger,Lost-General,2575.00
"STRINDEN, MARIE",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 018,Challenger,Won-General,2575.00
"UECKER, COLE",DEMOCRATIC-NPL,ND,SENATE DISTRICT 008,Open,Lost-General,2525.00
"LARSON, DIANE",REPUBLICAN,ND,HOUSE DISTRICT 030,Challenger,Won-General,2500.00
"SKROCH, KATHY",REPUBLICAN,ND,HOUSE DISTRICT 026,Challenger,Lost-General,2400.00
"KIEFERT, DWIGHT",REPUBLICAN,ND,HOUSE DISTRICT 024,Open,Won-General,2300.00
"SCHREINER, JOSH",REPUBLICAN,ND,HOUSE DISTRICT 042,Challenger,Withdrew-General,2250.00
"KIBLER, ROBERT E",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 038,Challenger,Lost-General,2200.00
"DAMSCHEN, CHARLES (CHUCK)",REPUBLICAN,ND,HOUSE DISTRICT 010,Incumbent,Won-General,2200.00
