Candidate,Party,State,Office,Incumbency,Result,Total Money
"WHITEHOUSE II, SHELDON",DEMOCRATIC,RI,US SENATE DISTRICT RI SW-CLASS I,Incumbent,Won-General,5902597.41
"CICILLINE, DAVID N",DEMOCRATIC,RI,US HOUSE DISTRICT RI 001,Incumbent,Won-General,2405866.48
"HINCKLEY III, BENJAMIN BARRETT",REPUBLICAN,RI,US SENATE DISTRICT RI SW-CLASS I,Challenger,Lost-General,1522572.00
"DOHERTY, BRENDAN P",REPUBLICAN,RI,US HOUSE DISTRICT RI 001,Challenger,Lost-General,1509200.57
"LANGEVIN, JAMES R",DEMOCRATIC,RI,US HOUSE DISTRICT RI 002,Incumbent,Won-General,1087903.80
"RILEY, MICHAEL G",REPUBLICAN,RI,US HOUSE DISTRICT RI 002,Challenger,Lost-General,1004759.75
"FOX, GORDON D",DEMOCRATIC,RI,HOUSE DISTRICT 004,Incumbent,Won-General,293364.27
"PAIVA-WEED, M TERESA",DEMOCRATIC,RI,SENATE DISTRICT 013,Incumbent,Won-General,209190.56
"RUGGERIO, DOMINICK J",DEMOCRATIC,RI,SENATE DISTRICT 004,Incumbent,Won-General,135810.39
"SHEKARCHI, K JOSEPH",DEMOCRATIC,RI,HOUSE DISTRICT 023,Open,Won-General,121477.00
"MATTIELLO, NICHOLAS ANTHONY (NICK)",DEMOCRATIC,RI,HOUSE DISTRICT 015,Incumbent,Won-General,116575.00
"CICCONE III, FRANK A",DEMOCRATIC,RI,SENATE DISTRICT 007,Incumbent,Won-General,86305.00
"DA PONTE, DANIEL",DEMOCRATIC,RI,SENATE DISTRICT 014,Incumbent,Won-General,77485.00
"MELO, HELIO",DEMOCRATIC,RI,HOUSE DISTRICT 064,Incumbent,Won-General,75750.00
"GOODWIN, MARYELLEN",DEMOCRATIC,RI,SENATE DISTRICT 001,Incumbent,Won-General,75088.14
"GALLO, HANNA M",DEMOCRATIC,RI,SENATE DISTRICT 027,Incumbent,Won-General,72174.70
"LOMBARDI, FRANK",DEMOCRATIC,RI,SENATE DISTRICT 026,Open,Won-General,62664.59
"GARABEDIAN, ARAM G",INDEPENDENT,RI,SENATE DISTRICT 027,Challenger,Lost-General,58884.29
"MCCAFFREY, MICHAEL J",DEMOCRATIC,RI,SENATE DISTRICT 029,Incumbent,Won-General,53745.00
"FOGARTY, PAUL W",DEMOCRATIC,RI,SENATE DISTRICT 023,Incumbent,Won-General,53605.00
"COSTANTINO, GREGORY J",DEMOCRATIC,RI,HOUSE DISTRICT 044,Open,Won-General,49926.21
"MILLER, JOSHUA",DEMOCRATIC,RI,SENATE DISTRICT 028,Incumbent,Won-General,49255.00
"LOMBARDO III, FRANK",DEMOCRATIC,RI,SENATE DISTRICT 025,Incumbent,Won-General,48169.99
"UCCI, STEPHEN R",DEMOCRATIC,RI,HOUSE DISTRICT 042,Incumbent,Won-General,48105.00
"RAPTAKIS, LEONIDAS P",DEMOCRATIC,RI,SENATE DISTRICT 033,Challenger,Won-General,47380.50
"ONEILL, J PATRICK",DEMOCRATIC,RI,HOUSE DISTRICT 059,Incumbent,Won-General,46400.00
"ARCHAMBAULT, STEPHEN R",DEMOCRATIC,RI,SENATE DISTRICT 022,Open,Won-General,42745.00
"HULL, RAYMOND A",DEMOCRATIC,RI,HOUSE DISTRICT 006,Incumbent,Won-General,40900.00
"SOSNOWSKI, V SUSAN",DEMOCRATIC,RI,SENATE DISTRICT 037,Incumbent,Won-General,38745.00
"KENNEDY, BRIAN PATRICK",DEMOCRATIC,RI,HOUSE DISTRICT 038,Incumbent,Won-General,38015.00
"KEABLE, CALE P",DEMOCRATIC,RI,HOUSE DISTRICT 047,Incumbent,Won-General,37388.27
"CAMPO, STEVEN",DEMOCRATIC,RI,HOUSE DISTRICT 031,Challenger,Lost-General,36829.00
"LIMA, CHARLENE",DEMOCRATIC,RI,HOUSE DISTRICT 014,Incumbent,Won-General,36090.37
"LOMBARDI, JOHN JOSEPH",DEMOCRATIC,RI,HOUSE DISTRICT 008,Open,Won-General,35625.00
"WALASKA, WILLIAM A",DEMOCRATIC,RI,SENATE DISTRICT 030,Incumbent,Won-General,34947.00
"SAN BENTO JR, WILLIAM",DEMOCRATIC,RI,HOUSE DISTRICT 058,Incumbent,Won-General,34775.00
"CRAVEN SR, ROBERT E",DEMOCRATIC,RI,HOUSE DISTRICT 032,Challenger,Won-General,32156.60
"SHEEHAN, JAMES C",DEMOCRATIC,RI,SENATE DISTRICT 036,Incumbent,Won-General,31648.82
"PEARSON, RYAN WILLIAM",DEMOCRATIC,RI,SENATE DISTRICT 019,Challenger,Won-General,30698.97
"NESSELBUSH, DONNA M",DEMOCRATIC,RI,SENATE DISTRICT 015,Incumbent,Won-General,30490.50
"FELAG JR, WALTER S",DEMOCRATIC,RI,SENATE DISTRICT 010,Incumbent,Won-General,29950.00
"CARNEVALE, JOHN M",DEMOCRATIC,RI,HOUSE DISTRICT 013,Incumbent,Won-General,29800.31
"SMITH, MARY ANN SHALLCROSS",INDEPENDENT,RI,HOUSE DISTRICT 046,Challenger,Lost-General,29611.50
"MARCELLO, MICHAEL J",DEMOCRATIC,RI,HOUSE DISTRICT 041,Incumbent,Won-General,29096.00
"LANCIA, ROBERT B",REPUBLICAN,RI,SENATE DISTRICT 027,Challenger,Lost-General,28590.21
"AMORE, GREGG",DEMOCRATIC,RI,HOUSE DISTRICT 065,Open,Won-General,28305.50
"CHIPPENDALE, MICHAEL W",REPUBLICAN,RI,HOUSE DISTRICT 040,Incumbent,Won-General,27591.07
"TRILLO, JOSEPH A",REPUBLICAN,RI,HOUSE DISTRICT 024,Incumbent,Won-General,27155.00
"BLAZEJEWSKI, CHRISTOPHER R",DEMOCRATIC,RI,HOUSE DISTRICT 002,Incumbent,Won-General,26931.02
"NEWBERRY, BRIAN C",REPUBLICAN,RI,HOUSE DISTRICT 048,Incumbent,Won-General,26920.00
"MCKENDALL, MARIACRISTINA C",REPUBLICAN,RI,SENATE DISTRICT 036,Challenger,Lost-General,25793.58
"RUGGIERO, DEBORAH L",DEMOCRATIC,RI,HOUSE DISTRICT 074,Incumbent,Won-General,24607.00
"GOLDIN, GAYLE L",DEMOCRATIC,RI,SENATE DISTRICT 003,Open,Won-General,23598.60
"FORGUE, JULIAN P",REPUBLICAN,RI,SENATE DISTRICT 023,Challenger,Lost-General,23385.00
"GUTHRIE, SCOTT J",DEMOCRATIC,RI,HOUSE DISTRICT 028,Incumbent,Won-General,22296.50
"SLATER, SCOTT A",DEMOCRATIC,RI,HOUSE DISTRICT 010,Incumbent,Won-General,21375.00
"HODGSON, DAWSON TUCKER",REPUBLICAN,RI,SENATE DISTRICT 035,Incumbent,Won-General,21287.68
"SATCHELL, ADAM J",DEMOCRATIC,RI,SENATE DISTRICT 009,Open,Won-General,21156.78
"ONEILL, EDWARD J",INDEPENDENT,RI,SENATE DISTRICT 017,Incumbent,Won-General,21127.72
"MCNAMARA, JOSEPH",DEMOCRATIC,RI,HOUSE DISTRICT 019,Incumbent,Won-General,21003.34
"KAZARIAN, KATHERINE S",DEMOCRATIC,RI,HOUSE DISTRICT 063,Open,Won-General,20995.00
"COOL RUMSEY, CATHERINE (CATHIE)",DEMOCRATIC,RI,SENATE DISTRICT 034,Challenger,Won-General,20899.58
"PICHARDO, JUAN M",DEMOCRATIC,RI,SENATE DISTRICT 002,Incumbent,Won-General,20405.50
"OBRIEN, WILLIAM W",DEMOCRATIC,RI,HOUSE DISTRICT 054,Open,Won-General,19800.00
"POLLARD, SCOTT M",DEMOCRATIC,RI,SENATE DISTRICT 021,Challenger,Lost-General,19754.00
"LYNCH PRATA, ERIN",DEMOCRATIC,RI,SENATE DISTRICT 031,Incumbent,Won-General,19425.00
"COSTA, DOREEN MARIE",REPUBLICAN,RI,HOUSE DISTRICT 031,Incumbent,Won-General,19363.00
"BATES, DAVID E",REPUBLICAN,RI,SENATE DISTRICT 032,Incumbent,Won-General,18925.87
"DOYLE II, JAMES E",DEMOCRATIC,RI,SENATE DISTRICT 008,Incumbent,Won-General,18915.00
"GALLISON JR, RAYMOND E",DEMOCRATIC,RI,HOUSE DISTRICT 069,Incumbent,Won-General,18650.00
"TANZI, TERESA ANN",DEMOCRATIC,RI,HOUSE DISTRICT 034,Incumbent,Won-General,18275.37
"ACKERMAN, MIA A",DEMOCRATIC,RI,HOUSE DISTRICT 045,Open,Won-General,18262.44
"CROWLEY, ELIZABETH A",DEMOCRATIC,RI,SENATE DISTRICT 016,Incumbent,Won-General,18085.00
"WILLIAMS, ANASTASIA P",DEMOCRATIC,RI,HOUSE DISTRICT 009,Incumbent,Won-General,17845.00
"DENICE, NICHOLAS A",DEMOCRATIC,RI,HOUSE DISTRICT 026,Challenger,Lost-General,17754.27
"LALLY JR, DONALD J",DEMOCRATIC,RI,HOUSE DISTRICT 033,Incumbent,Won-General,17600.00
"HEARN, JOY",DEMOCRATIC,RI,HOUSE DISTRICT 066,Incumbent,Won-General,17569.58
"MALIK, JAN P",DEMOCRATIC,RI,HOUSE DISTRICT 067,Incumbent,Won-General,17425.00
"WILKENS, CHRISTOPHER",REPUBLICAN,RI,HOUSE DISTRICT 034,Challenger,Lost-General,17272.46
"CORVESE, ARTHUR J",DEMOCRATIC,RI,HOUSE DISTRICT 055,Incumbent,Won-General,17255.00
"CASEY, STEPHEN M",DEMOCRATIC,RI,HOUSE DISTRICT 050,Open,Won-General,17015.00
"SILVA, AGOSTINHO F",DEMOCRATIC,RI,HOUSE DISTRICT 056,Incumbent,Won-General,16925.00
"DIPALMA, LOUIS P",DEMOCRATIC,RI,SENATE DISTRICT 012,Incumbent,Won-General,16363.89
"DIEL JR, MANFRED",REPUBLICAN,RI,HOUSE DISTRICT 066,Challenger,Lost-General,16194.40
