office,candidate,party,state,incumbency,result,total money,district
State Senator,Stephen Sweeney,DEM,NJ,Incumbent,Won-General,1736953.62,3
State Senator,William Gormley,REP,NJ,Incumbent,Won-General,984163.34,2
State Senator,John Bennett,REP,NJ,Incumbent,Lost-General,802695.16,12
State Senator,Ellen Karcher,DEM,NJ,Challenger,Won-General,777463.86,12
State Senator,Anthony Cimino,DEM,NJ,Challenger,Lost-General,740494.16,14
State Senator,Richard Codey,DEM,NJ,Incumbent,Won-General,722000.37,27
State Representative,Paul Digaetano,REP,NJ,Incumbent,Won-General,644183.42,36
State Senator,Thomas Kean Jr.,REP,NJ,Incumbent,Won-General,587091.68,21
State Senator,Paul Sarlo,DEM,NJ,Incumbent,Won-General,579856.72,36
State Senator,Anthony Bucco,REP,NJ,Incumbent,Won-General,556459.07,25
State Representative,Robert Smith,DEM,NJ,Incumbent,Won-General,544004.92,4
State Senator,Glenn Cunningham,DEM,NJ,Open,Won-General,543668.32,31
State Senator,Robert Singer,REP,NJ,Incumbent,Won-General,490001.03,30
State Senator,Fred Madden,DEM,NJ,Challenger,Won-General,473454.92,4
State Representative,David Mayer,DEM,NJ,Challenger,Won-General,473454.92,4
State Senator,Joseph Coniglio,DEM,NJ,Incumbent,Won-General,433567.22,38
State Senator,Wayne Bryant,DEM,NJ,Incumbent,Won-General,412360.96,5
State Representative,Alex Decroce,REP,NJ,Incumbent,Won-General,407427.7,26
State Representative,Louis Greenwald,DEM,NJ,Incumbent,Won-General,405689.13,6
State Senator,Blair Macinnes,DEM,NJ,Challenger,Lost-General,403155.06,25
State Senator,Joseph Kyrillos Jr.,REP,NJ,Incumbent,Won-General,399110.0,13
State Representative,John Burzichelli,DEM,NJ,Incumbent,Won-General,368461.95,3
State Representative,Joseph Vas,DEM,NJ,Challenger,Won-General,366262.09,19
State Senator,Joseph Suliga,DEM,NJ,Incumbent,Withdrew-General,360998.71,22
State Representative,Joe Roberts,DEM,NJ,Incumbent,Won-General,360766.64,5
State Senator,Byron Baer,DEM,NJ,Incumbent,Won-General,360493.9,37
State Senator,Robert Martin,REP,NJ,Incumbent,Won-General,357886.79,26
State Senator,Gerald Cardinale,REP,NJ,Incumbent,Won-General,357626.34,39
State Representative,Anthony Impreveduto,DEM,NJ,Incumbent,Won-General,320077.08,32
State Representative,John Wisniewski,DEM,NJ,Incumbent,Won-General,310666.67,19
State Senator,Rose Marie Heck,REP,NJ,Challenger,Lost-General,307312.56,38
State Representative,Joseph Egan,DEM,NJ,Incumbent,Won-General,302216.32,17
State Senator,Robert Littell,REP,NJ,Incumbent,Won-General,301399.49,24
State Senator,Robert Smith,DEM,NJ,Incumbent,Won-General,298111.61,17
State Senator,Andrew Ciesla,REP,NJ,Incumbent,Won-General,297623.86,10
State Senator,Diane Allen,REP,NJ,Incumbent,Won-General,296511.4,7
State Senator,Nia Gill,DEM,NJ,Incumbent,Won-General,284972.99,34
State Senator,John Adler,DEM,NJ,Incumbent,Won-General,283104.08,6
