,Year,Race,District,Cand 1,Cand 1 Party,Cand 1 Result,Cand 2,Cand 2 Party,Cand 2 Result,Cand 3,Cand 3 Party,Cand 3 Result
0,2016,Senator,0,Paul,REP,55.0,Gray,DEM,39.0,,nan,
1,2016,Senator,0,Paul,REP,50.0,Gray,DEM,38.0,,nan,
2,2015,Governor,0,Conway,DEM,44.3,Bevin,REP,41.3,Curtis,IND,6.3
3,2015,Governor,0,Conway,DEM,44.0,Bevin,REP,44.0,Curtis,IND,6
4,2015,Governor,0,Conway,DEM,45.0,Bevin,REP,40.0,Curtis,IND,6
5,2015,Governor,0,Conway,DEM,45.0,Bevin,REP,40.0,Curtis,IND,7
6,2015,Governor,0,Conway,DEM,43.0,Bevin,REP,41.0,Curtis,IND,6
7,2011,Governor,0,Beshear,DEM,54.0,Galbraith,IND,9.0,Williams,REP,29
8,2011,Governor,0,Beshear,DEM,55.0,Galbraith,IND,10.0,Williams,REP,28
9,2011,Governor,0,Beshear,DEM,51.0,Galbraith,IND,6.0,Williams,REP,30
10,2010,Senator,0,Conway,DEM,40.8,Paul,REP,51.8,,nan,
11,2010,Senator,0,Conway,DEM,40.0,Paul,REP,55.0,,nan,
12,2010,Senator,0,Conway,DEM,41.0,Paul,REP,53.0,,nan,
13,2010,Senator,0,Conway,DEM,39.0,Paul,REP,47.0,,nan,
14,2010,Senator,0,Conway,DEM,43.0,Paul,REP,52.0,,nan,
15,2010,U.S. Representative,3,Lally,REP,46.0,Yarmuth,DEM,50.0,,nan,
16,2010,U.S. Representative,3,Lally,REP,31.0,Yarmuth,DEM,58.0,,nan,
17,2010,U.S. Representative,3,Lally,REP,30.0,Yarmuth,DEM,53.0,,nan,
18,2010,U.S. Representative,3,Lally,REP,45.0,Yarmuth,DEM,47.0,,nan,
19,2010,U.S. Representative,3,Lally,REP,29.0,Yarmuth,DEM,52.0,,nan,
20,2010,U.S. Representative,6,Barr,REP,44.0,Chandler,DEM,48.0,,nan,
21,2010,U.S. Representative,6,Barr,REP,37.0,Chandler,DEM,51.0,,nan,
22,2010,U.S. Representative,6,Barr,REP,32.0,Chandler,DEM,46.0,,nan,
