,Year,Race,District,Cand 1,Cand 1 Party,Cand 1 Result,Cand 2,Cand 2 Party,Cand 2 Result,Cand 3,Cand 3 Party,Cand 3 Result
0,2016,Governor,0,Justice,DEM,41.0,Cole,REP,35.0,,nan,
1,2012,Senator,0,Manchin,DEM,62.0,Raese,REP,23.0,,nan,
2,2012,Senator,0,Manchin,DEM,61.0,Raese,REP,29.0,,nan,
3,2012,Senator,0,Manchin,DEM,60.0,Raese,REP,31.0,,nan,
4,2010,Senator Special Election,0,Manchin,DEM,50.5,Raese,REP,46.0,,nan,
5,2010,Senator Special Election,0,Manchin,DEM,50.0,Raese,REP,46.0,,nan,
6,2010,Senator Special Election,0,Manchin,DEM,51.0,Raese,REP,46.0,,nan,
7,2010,U.S. Representative,1,McKinley,REP,39.0,Oliverio,DEM,42.0,,nan,
8,2010,U.S. Representative,3,Maynard,REP,37.0,Rahall,DEM,53.0,,nan,
