,Year,Race,District,Cand 1,Cand 1 Party,Cand 1 Result,Cand 2,Cand 2 Party,Cand 2 Result,Cand 3,Cand 3 Party,Cand 3 Result
0,2014,Senator,0,Inhofe,REP,61.3,Silverstein,DEM,27.3,,nan,
1,2014,Senator,0,Inhofe,REP,63.0,Silverstein,DEM,28.0,,nan,
2,2014,Senator,0,Inhofe,REP,63.0,Silverstein,DEM,27.0,,nan,
3,2014,Senator,0,Inhofe,REP,58.0,Silverstein,DEM,27.0,,nan,
4,2014,Senator,0,Johnson,DEM,28.7,Lankford,REP,60.0,,nan,
5,2014,Senator,0,Johnson,DEM,28.0,Lankford,REP,59.0,,nan,
6,2014,Senator,0,Johnson,DEM,29.0,Lankford,REP,63.0,,nan,
7,2014,Senator,0,Johnson,DEM,29.0,Lankford,REP,58.0,,nan,
8,2014,Governor,0,Dorman,DEM,34.3,Fallin,REP,49.3,,nan,
9,2014,Governor,0,Dorman,DEM,40.0,Fallin,REP,48.0,,nan,
10,2014,Governor,0,Dorman,DEM,32.0,Fallin,REP,56.0,,nan,
11,2014,Governor,0,Dorman,DEM,31.0,Fallin,REP,44.0,,nan,
12,2012,U.S. Representative,2,Mullin,REP,45.0,Wallace,DEM,33.0,,nan,
13,2010,Governor,0,Askins,DEM,38.0,Fallin,REP,56.0,,nan,
14,2010,Governor,0,Askins,DEM,38.0,Fallin,REP,54.0,,nan,
15,2010,Governor,0,Askins,DEM,34.0,Fallin,REP,60.0,,nan,
16,2010,Governor,0,Askins,DEM,37.0,Fallin,REP,52.0,,nan,
17,2010,Governor,0,Askins,DEM,36.0,Fallin,REP,57.0,,nan,
18,2010,Governor,0,Askins,DEM,40.0,Fallin,REP,46.0,,nan,
19,2010,Governor,0,Askins,DEM,32.0,Fallin,REP,55.0,,nan,
20,2010,Governor,0,Askins,DEM,36.0,Fallin,REP,49.0,,nan,
21,2010,Governor,0,Askins,DEM,37.0,Fallin,REP,51.0,,nan,
22,2010,Senator,0,Coburn,REP,62.0,Rogers,DEM,22.0,,nan,
23,2010,Senator,0,Coburn,REP,68.0,Rogers,DEM,26.0,,nan,
24,2010,Senator,0,Coburn,REP,67.0,Rogers,DEM,24.0,,nan,
25,2010,Senator,0,Coburn,REP,65.0,Rogers,DEM,31.0,,nan,
26,2010,Senator,0,Coburn,REP,65.0,Rogers,DEM,26.0,,nan,
