,Year,Race,District,Cand 1,Cand 1 Party,Cand 1 Result,Cand 2,Cand 2 Party,Cand 2 Result,Cand 3,Cand 3 Party,Cand 3 Result
0,2016,Governor,0,Brown,DEM,45.5,Pierce,REP,35.5,,nan,
1,2016,Governor,0,Brown,DEM,42.0,Pierce,REP,33.0,,nan,
2,2016,Governor,0,Brown,DEM,48.0,Pierce,REP,34.0,,nan,
3,2016,Governor,0,Brown,DEM,46.0,Pierce,REP,33.0,,nan,
4,2016,Governor,0,Brown,DEM,46.0,Pierce,REP,42.0,,nan,
5,2016,Senator,0,Wyden,DEM,54.0,Callahan,REP,32.0,,nan,
6,2016,Senator,0,Wyden,DEM,52.0,Callahan,REP,33.0,,nan,
7,2014,Senator,0,Merkley,DEM,51.0,Wehby,REP,33.7,,nan,
8,2014,Senator,0,Merkley,DEM,49.0,Wehby,REP,30.0,,nan,
9,2014,Senator,0,Merkley,DEM,53.0,Wehby,REP,32.0,,nan,
10,2014,Senator,0,Merkley,DEM,51.0,Wehby,REP,39.0,,nan,
11,2014,Governor,0,Kitzhaber,DEM,47.7,Richardson,REP,40.0,,nan,
12,2014,Governor,0,Kitzhaber,DEM,45.0,Richardson,REP,38.0,,nan,
13,2014,Governor,0,Kitzhaber,DEM,50.0,Richardson,REP,40.0,,nan,
14,2014,Governor,0,Kitzhaber,DEM,48.0,Richardson,REP,42.0,,nan,
15,2010,Governor,0,Dudley,REP,44.3,Kitzhaber,DEM,46.7,,nan,
16,2010,Governor,0,Dudley,REP,43.0,Kitzhaber,DEM,46.0,,nan,
17,2010,Governor,0,Dudley,REP,41.0,Kitzhaber,DEM,48.0,,nan,
18,2010,Governor,0,Dudley,REP,49.0,Kitzhaber,DEM,46.0,,nan,
19,2010,Senator,0,Huffman,REP,38.0,Wyden,DEM,55.3,,nan,
20,2010,Senator,0,Huffman,REP,32.0,Wyden,DEM,57.0,,nan,
21,2010,Senator,0,Huffman,REP,42.0,Wyden,DEM,53.0,,nan,
22,2010,Senator,0,Huffman,REP,40.0,Wyden,DEM,56.0,,nan,
23,2010,U.S. Representative,1,Cornilles,REP,38.0,Wu,DEM,51.0,,nan,
24,2010,U.S. Representative,1,Cornilles,REP,42.0,Wu,DEM,51.0,,nan,
25,2010,U.S. Representative,4,DeFazio,DEM,48.0,Robinson,REP,42.0,,nan,
26,2010,U.S. Representative,5,Bruun,REP,38.0,Schrader,DEM,50.0,,nan,
27,2010,U.S. Representative,5,Bruun,REP,51.0,Schrader,DEM,41.0,,nan,
28,2010,U.S. Representative,5,Bruun,REP,36.0,Schrader,DEM,44.0,,nan,
