,Year,Race,District,Cand 1,Cand 1 Party,Cand 1 Result,Cand 2,Cand 2 Party,Cand 2 Result,Cand 3,Cand 3 Party,Cand 3 Result
0,2016,Senator,0,Feingold,DEM,47.0,Johnson,REP,44.3,,nan,
1,2016,Senator,0,Feingold,DEM,47.0,Johnson,REP,45.0,,nan,
2,2016,Senator,0,Feingold,DEM,45.0,Johnson,REP,44.0,,nan,
3,2016,Senator,0,Feingold,DEM,49.0,Johnson,REP,44.0,,nan,
4,2014,Governor,0,Burke,DEM,45.3,Walker,REP,47.5,,nan,
5,2014,Governor,0,Burke,DEM,43.0,Walker,REP,45.0,,nan,
6,2014,Governor,0,Burke,DEM,43.0,Walker,REP,50.0,,nan,
7,2014,Governor,0,Burke,DEM,49.0,Walker,REP,48.0,,nan,
8,2014,Governor,0,Burke,DEM,46.0,Walker,REP,47.0,,nan,
9,2012,Governor Recall Election,0,Barrett,DEM,44.8,Walker,REP,51.5,,nan,
10,2012,Governor Recall Election,0,Barrett,DEM,42.0,Walker,REP,54.0,,nan,
11,2012,Governor Recall Election,0,Barrett,DEM,47.0,Walker,REP,50.0,,nan,
12,2012,Governor Recall Election,0,Barrett,DEM,45.0,Walker,REP,52.0,,nan,
13,2012,Governor Recall Election,0,Barrett,DEM,45.0,Walker,REP,50.0,,nan,
14,2012,Senator,0,Baldwin,DEM,48.6,Thompson,REP,46.4,,nan,
15,2012,Senator,0,Baldwin,DEM,51.0,Thompson,REP,48.0,,nan,
16,2012,Senator,0,Baldwin,DEM,49.0,Thompson,REP,46.0,,nan,
17,2012,Senator,0,Baldwin,DEM,48.0,Thompson,REP,48.0,,nan,
18,2012,Senator,0,Baldwin,DEM,48.0,Thompson,REP,47.0,,nan,
19,2012,Senator,0,Baldwin,DEM,47.0,Thompson,REP,43.0,,nan,
20,2010,Governor,0,Barrett,DEM,43.3,Walker,REP,52.0,,nan,
21,2010,Governor,0,Barrett,DEM,44.0,Walker,REP,51.0,,nan,
22,2010,Governor,0,Barrett,DEM,44.0,Walker,REP,53.0,,nan,
23,2010,Governor,0,Barrett,DEM,42.0,Walker,REP,52.0,,nan,
24,2010,Senator,0,Feingold,DEM,45.0,Johnson,REP,52.7,,nan,
25,2010,Senator,0,Feingold,DEM,45.0,Johnson,REP,52.0,,nan,
26,2010,Senator,0,Feingold,DEM,44.0,Johnson,REP,53.0,,nan,
27,2010,Senator,0,Feingold,DEM,46.0,Johnson,REP,53.0,,nan,
28,2010,U.S. Representative,7,Duffy,REP,46.0,Lassa,DEM,39.0,,nan,
29,2010,U.S. Representative,7,Duffy,REP,44.0,Lassa,DEM,35.0,,nan,
30,2010,U.S. Representative,7,Duffy,REP,42.0,Lassa,DEM,33.0,,nan,
31,2010,U.S. Representative,8,Kagen,DEM,37.0,Ribble,REP,40.0,,nan,
32,2010,U.S. Representative,8,Kagen,DEM,44.0,Ribble,REP,45.0,,nan,
33,2010,U.S. Representative,8,Kagen,DEM,39.0,Ribble,REP,49.0,,nan,
34,2010,U.S. Representative,8,Kagen,DEM,37.0,Ribble,REP,40.0,,nan,
35,2010,U.S. Representative,8,Kagen,DEM,44.0,Ribble,REP,45.0,,nan,
36,2010,U.S. Representative,8,Kagen,DEM,39.0,Ribble,REP,49.0,,nan,
