,Year,Race,District,Cand 1,Cand 1 Party,Cand 1 Result,Cand 2,Cand 2 Party,Cand 2 Result,Cand 3,Cand 3 Party,Cand 3 Result
0,2016,Senator,0,Thune,REP,54.0,Williams,DEM,35.0,,nan,
1,2016,Senator,0,Thune,REP,57.0,Williams,DEM,36.0,,nan,
2,2014,S.D. Senator,0,Pressler,IND,17.2,Rounds,REP,42.2,Weiland,DEM,30.0
3,2014,S.D. Senator,0,Pressler,IND,21.0,Rounds,REP,45.0,Weiland,DEM,31.0
4,2014,S.D. Senator,0,Pressler,IND,19.0,Rounds,REP,43.0,Weiland,DEM,32.0
5,2014,S.D. Senator,0,Pressler,IND,13.0,Rounds,REP,42.0,Weiland,DEM,33.0
6,2014,S.D. Senator,0,Pressler,IND,16.0,Rounds,REP,43.0,Weiland,DEM,29.0
7,2014,S.D. Senator,0,Pressler,IND,17.0,Rounds,REP,38.0,Weiland,DEM,25.0
8,2014,Governor,0,Daugaard,REP,59.3,Wismer,DEM,29.0,,nan,
9,2014,Governor,0,Daugaard,REP,54.0,Wismer,DEM,34.0,,nan,
10,2014,Governor,0,Daugaard,REP,62.0,Wismer,DEM,26.0,,nan,
11,2014,Governor,0,Daugaard,REP,67.0,Wismer,DEM,28.0,,nan,
12,2014,Governor,0,Daugaard,REP,54.0,Wismer,DEM,28.0,,nan,
13,2010,Governor,0,Daugaard,REP,55.0,Heidepriem,DEM,36.0,,nan,
14,2010,Governor,0,Daugaard,REP,57.0,Heidepriem,DEM,33.0,,nan,
15,2010,Governor,0,Daugaard,REP,57.0,Heidepriem,DEM,28.0,,nan,
16,2010,Governor,0,Daugaard,REP,59.0,Heidepriem,DEM,27.0,,nan,
17,2010,Governor,0,Daugaard,REP,52.0,Heidepriem,DEM,35.0,,nan,
18,2010,Governor,0,Daugaard,REP,52.0,Heidepriem,DEM,36.0,,nan,
19,2010,Governor,0,Daugaard,REP,51.0,Heidepriem,DEM,36.0,,nan,
20,2010,Governor,0,Daugaard,REP,53.0,Heidepriem,DEM,33.0,,nan,
21,2010,Governor,0,Daugaard,REP,49.0,Heidepriem,DEM,32.0,,nan,
22,2010,Governor,0,Daugaard,REP,41.0,Heidepriem,DEM,32.0,,nan,
23,2010,U.S. Representative,1,Noem,REP,45.0,Herseth Sandlin,DEM,43.0,,nan,
24,2010,U.S. Representative,1,Noem,REP,49.0,Herseth Sandlin,DEM,44.0,,nan,
25,2010,U.S. Representative,1,Noem,REP,42.0,Herseth Sandlin,DEM,45.0,,nan,
26,2010,U.S. Representative,1,Noem,REP,47.0,Herseth Sandlin,DEM,44.0,,nan,
27,2010,U.S. Representative,1,Noem,REP,45.0,Herseth Sandlin,DEM,47.0,,nan,
28,2010,U.S. Representative,1,Noem,REP,51.0,Herseth Sandlin,DEM,42.0,,nan,
29,2010,U.S. Representative,1,Noem,REP,49.0,Herseth Sandlin,DEM,44.0,,nan,
30,2010,U.S. Representative,1,Noem,REP,53.0,Herseth Sandlin,DEM,41.0,,nan,
31,2010,U.S. Representative,1,Noem,REP,35.0,Herseth Sandlin,DEM,50.0,,nan,
32,2010,U.S. Representative,1,Noem,REP,35.0,Herseth Sandlin,DEM,46.0,,nan,
