,Year,Race,District,Cand 1,Cand 1 Party,Cand 1 Result,Cand 2,Cand 2 Party,Cand 2 Result,Cand 3,Cand 3 Party,Cand 3 Result
0,2016,Senator,0,Van Hollen,DEM,58.0,Szeliga,REP,29.0,,nan,
1,2016,Senator,0,Van Hollen,DEM,54.0,Szeliga,REP,24.0,,nan,
2,2016,Senator,0,Van Hollen,DEM,55.0,Szeliga,REP,26.0,,nan,
3,2014,Governor,0,Brown,DEM,39.0,Hogan,REP,44.0,,nan,
4,2014,Governor,0,Brown,DEM,46.0,Hogan,REP,44.0,,nan,
5,2014,Governor,0,Brown,DEM,51.0,Hogan,REP,38.0,,nan,
6,2014,Governor,0,Brown,DEM,49.0,Hogan,REP,42.0,,nan,
7,2014,Governor,0,Brown,DEM,47.0,Hogan,REP,38.0,,nan,
8,2014,Governor,0,Brown,DEM,55.0,Hogan,REP,38.0,,nan,
9,2014,Governor,0,Brown,DEM,51.0,Hogan,REP,37.0,,nan,
10,2014,Governor,0,Brown,DEM,52.0,Hogan,REP,39.0,,nan,
11,2014,Governor,0,Brown,DEM,48.0,Hogan,REP,35.0,,nan,
12,2014,Governor,0,Brown,DEM,51.0,Hogan,REP,33.0,,nan,
13,2012,Senator,0,Bongino,REP,22.7,Cardin,DEM,51.0,Sobhani,IND,16.3
14,2012,Senator,0,Bongino,REP,24.0,Cardin,DEM,50.0,Sobhani,IND,14.0
15,2012,Senator,0,Bongino,REP,22.0,Cardin,DEM,53.0,Sobhani,IND,14.0
16,2012,Senator,0,Bongino,REP,22.0,Cardin,DEM,50.0,Sobhani,IND,21.0
17,2012,U.S. Representative,6,Bartlett,REP,41.0,Delaney,DEM,42.0,,nan,
18,2010,Governor,0,Ehrlich,REP,40.5,O'Malley,DEM,51.3,,nan,
19,2010,Governor,0,Ehrlich,REP,42.0,O'Malley,DEM,52.0,,nan,
20,2010,Governor,0,Ehrlich,REP,40.0,O'Malley,DEM,54.0,,nan,
21,2010,Governor,0,Ehrlich,REP,38.0,O'Malley,DEM,52.0,,nan,
22,2010,Governor,0,Ehrlich,REP,42.0,O'Malley,DEM,47.0,,nan,
23,2010,Senator,0,Mikulski,DEM,58.5,Wargotz,REP,33.8,,nan,
24,2010,Senator,0,Mikulski,DEM,56.0,Wargotz,REP,38.0,,nan,
25,2010,Senator,0,Mikulski,DEM,64.0,Wargotz,REP,27.0,,nan,
26,2010,Senator,0,Mikulski,DEM,59.0,Wargotz,REP,32.0,,nan,
27,2010,Senator,0,Mikulski,DEM,55.0,Wargotz,REP,38.0,,nan,
28,2010,U.S. Representative,1,Harris,REP,40.0,Kratovil,DEM,40.0,,nan,
29,2010,U.S. Representative,1,Harris,REP,53.0,Kratovil,DEM,42.0,,nan,
30,2010,U.S. Representative,1,Harris,REP,43.0,Kratovil,DEM,40.0,,nan,
31,2010,U.S. Representative,1,Harris,REP,39.0,Kratovil,DEM,36.0,,nan,
