,Year,Race,District,Cand 1,Cand 1 Party,Cand 1 Result,Cand 2,Cand 2 Party,Cand 2 Result,Cand 3,Cand 3 Party,Cand 3 Result
0,2016,Senator,0,Blumenthal,DEM,54.0,Carter,REP,33.0,,nan,
1,2016,Senator,0,Blumenthal,DEM,60.0,Carter,REP,30.0,,nan,
2,2014,Gov,0,Foley,REP,41.0,Malloy,DEM,42.3,Visconti,nan,5.7
3,2014,Gov,0,Foley,REP,42.0,Malloy,DEM,43.0,Visconti,nan,8
4,2014,Gov,0,Foley,REP,41.0,Malloy,DEM,44.0,Visconti,nan,6
5,2014,Gov,0,Foley,REP,40.0,Malloy,DEM,40.0,Visconti,nan,3
6,2010,Governor,0,Foley,REP,47.5,Malloy,DEM,45.8,,nan,
7,2010,Governor,0,Foley,REP,48.0,Malloy,DEM,46.0,,nan,
8,2010,Governor,0,Foley,REP,48.0,Malloy,DEM,45.0,,nan,
9,2010,Governor,0,Foley,REP,49.0,Malloy,DEM,47.0,,nan,
10,2010,Governor,0,Foley,REP,45.0,Malloy,DEM,45.0,,nan,
11,2010,Senator,0,Blumenthal,DEM,53.0,McMahon,REP,44.3,,nan,
12,2010,Senator,0,Blumenthal,DEM,53.0,McMahon,REP,46.0,,nan,
13,2010,Senator,0,Blumenthal,DEM,53.0,McMahon,REP,44.0,,nan,
14,2010,Senator,0,Blumenthal,DEM,54.0,McMahon,REP,43.0,,nan,
15,2010,Senator,0,Blumenthal,DEM,52.0,McMahon,REP,44.0,,nan,
16,2010,U.S. Representative,1,Brickley,REP,38.0,Larson,DEM,56.0,,nan,
17,2010,U.S. Representative,1,Brickley,REP,45.0,Larson,DEM,52.0,,nan,
18,2010,U.S. Representative,2,Courtney,DEM,57.0,Peckinpaugh,REP,38.0,,nan,
19,2010,U.S. Representative,2,Courtney,DEM,55.0,Peckinpaugh,REP,41.0,,nan,
20,2010,4th Distirct,0,Himes,DEM,46.0,Debicella,REP,42.0,,nan,
21,2010,U.S. Representative,5,Caligiuri,REP,52.0,Murphy,DEM,44.0,,nan,
22,2010,U.S. Representative,5,Caligiuri,REP,47.0,Murphy,DEM,46.0,,nan,
23,2010,U.S. Representative,5,Caligiuri,REP,50.0,Murphy,DEM,44.0,,nan,
