,Year,Race,District,Cand 1,Cand 1 Party,Cand 1 Result,Cand 2,Cand 2 Party,Cand 2 Result,Cand 3,Cand 3 Party,Cand 3 Result
0,2017,Governor,0,Murphy,DEM,49.5,Guadagno,REP,35.1,,nan,
1,2017,Governor,0,Murphy,DEM,53.0,Guadagno,REP,41.0,,nan,
2,2017,Governor,0,Murphy,DEM,50.0,Guadagno,REP,35.0,,nan,
3,2017,Governor,0,Murphy,DEM,46.0,Guadagno,REP,32.0,,nan,
4,2017,Governor,0,Murphy,DEM,53.0,Guadagno,REP,39.0,,nan,
5,2017,Governor,0,Murphy,DEM,47.0,Guadagno,REP,31.0,,nan,
6,2017,Governor,0,Murphy,DEM,49.0,Guadagno,REP,33.0,,nan,
7,2017,Governor,0,Murphy,DEM,51.0,Guadagno,REP,37.0,,nan,
8,2017,Governor,0,Murphy,DEM,47.0,Guadagno,REP,33.0,,nan,
9,2014,Senator,0,Bell,REP,38.4,Booker,DEM,53.8,,nan,
10,2014,Senator,0,Bell,REP,40.0,Booker,DEM,54.0,,nan,
11,2014,Senator,0,Bell,REP,39.0,Booker,DEM,51.0,,nan,
12,2014,Senator,0,Bell,REP,33.0,Booker,DEM,57.0,,nan,
13,2014,Senator,0,Bell,REP,40.0,Booker,DEM,56.0,,nan,
14,2014,Senator,0,Bell,REP,40.0,Booker,DEM,51.0,,nan,
15,2013,Governor,0,Buono,DEM,34.7,Christie,REP,58.8,,nan,
16,2013,Governor,0,Buono,DEM,33.0,Christie,REP,61.0,,nan,
17,2013,Governor,0,Buono,DEM,37.0,Christie,REP,57.0,,nan,
18,2013,Governor,0,Buono,DEM,30.0,Christie,REP,66.0,,nan,
19,2013,Governor,0,Buono,DEM,40.0,Christie,REP,59.0,,nan,
20,2013,Governor,0,Buono,DEM,36.0,Christie,REP,54.0,,nan,
21,2013,Governor,0,Buono,DEM,32.0,Christie,REP,56.0,,nan,
22,2013,Senator Special,0,Booker,DEM,53.4,Lonegan,REP,39.6,,nan,
23,2013,Senator Special,0,Booker,DEM,54.0,Lonegan,REP,40.0,,nan,
24,2013,Senator Special,0,Booker,DEM,58.0,Lonegan,REP,36.0,,nan,
25,2013,Senator Special,0,Booker,DEM,52.0,Lonegan,REP,42.0,,nan,
26,2013,Senator Special,0,Booker,DEM,50.0,Lonegan,REP,39.0,,nan,
27,2013,Senator Special,0,Booker,DEM,53.0,Lonegan,REP,41.0,,nan,
28,2012,U.S. Representative,3,Adler,DEM,39.0,Runyan,REP,49.0,,nan,
29,2010,U.S. Representative,3,Adler,DEM,43.0,Runyan,REP,48.0,,nan,
30,2010,U.S. Representative,3,Adler,DEM,46.0,Runyan,REP,45.0,,nan,
31,2010,U.S. Representative,3,Adler,DEM,37.0,Runyan,REP,40.0,,nan,
32,2010,U.S. Representative,3,Adler,DEM,42.0,Runyan,REP,39.0,,nan,
33,2010,U.S. Representative,3,Adler,DEM,41.0,Runyan,REP,39.0,,nan,
34,2010,U.S. Representative,3,Adler,DEM,38.0,Runyan,REP,30.0,,nan,
35,2010,U.S. Representative,6,Little,REP,45.0,Pallone,DEM,52.0,,nan,
36,2010,U.S. Representative,6,Little,REP,41.0,Pallone,DEM,53.0,,nan,
37,2010,U.S. Representative,12,Holt,DEM,51.0,Sipprelle,REP,43.0,,nan,
38,2010,U.S. Representative,12,Holt,DEM,51.0,Sipprelle,REP,46.0,,nan,
39,2009,Governor,0,Christie,REP,42.6,Corzine,DEM,41.6,Daggett,IND,10.4
40,2009,Governor,0,Christie,REP,41.0,Corzine,DEM,43.0,Daggett,IND,8.0
41,2009,Governor,0,Christie,REP,45.0,Corzine,DEM,42.0,Daggett,IND,10.0
42,2009,Governor,0,Christie,REP,42.0,Corzine,DEM,40.0,Daggett,IND,12.0
43,2009,Governor,0,Christie,REP,46.0,Corzine,DEM,43.0,Daggett,IND,8.0
44,2009,Governor,0,Christie,REP,39.0,Corzine,DEM,40.0,Daggett,IND,14.0
