,Year,Race,District,Cand 1,Cand 1 Party,Cand 1 Result,Cand 2,Cand 2 Party,Cand 2 Result,Cand 3,Cand 3 Party,Cand 3 Result
0,2016,Governor,0,Cooper,DEM,48.4,McCrory,REP,46.2,,nan,
1,2016,Governor,0,Cooper,DEM,47.0,McCrory,REP,46.0,,nan,
2,2016,Governor,0,Cooper,DEM,50.0,McCrory,REP,47.0,,nan,
3,2016,Governor,0,Cooper,DEM,48.0,McCrory,REP,47.0,,nan,
4,2016,Governor,0,Cooper,DEM,46.0,McCrory,REP,46.0,,nan,
5,2016,Governor,0,Cooper,DEM,51.0,McCrory,REP,45.0,,nan,
6,2016,Senator,0,Burr,REP,47.0,Ross,DEM,45.0,,nan,
7,2016,Senator,0,Burr,REP,46.0,Ross,DEM,45.0,,nan,
8,2016,Senator,0,Burr,REP,47.0,Ross,DEM,47.0,,nan,
9,2016,Senator,0,Burr,REP,48.0,Ross,DEM,47.0,,nan,
10,2016,Senator,0,Burr,REP,49.0,Ross,DEM,43.0,,nan,
11,2016,Senator,0,Burr,REP,44.0,Ross,DEM,44.0,,nan,
12,2016,Senator,0,Burr,REP,48.0,Ross,DEM,44.0,,nan,
13,2014,U.S. Representative,2,Aiken,DEM,39.0,Ellmers,REP,47.0,,nan,
14,2012,Governor,0,Dalton,DEM,38.0,McCrory,REP,52.3,,nan,
15,2012,Governor,0,Dalton,DEM,43.0,McCrory,REP,50.0,,nan,
16,2012,Governor,0,Dalton,DEM,36.0,McCrory,REP,53.0,,nan,
17,2012,Governor,0,Dalton,DEM,38.0,McCrory,REP,52.0,,nan,
18,2012,Governor,0,Dalton,DEM,35.0,McCrory,REP,54.0,,nan,
19,2010,Senator,0,Burr,REP,50.3,Marshall,DEM,37.5,,nan,
20,2010,Senator,0,Burr,REP,52.0,Marshall,DEM,40.0,,nan,
21,2010,Senator,0,Burr,REP,53.0,Marshall,DEM,38.0,,nan,
22,2010,Senator,0,Burr,REP,44.0,Marshall,DEM,34.0,,nan,
23,2010,Senator,0,Burr,REP,52.0,Marshall,DEM,38.0,,nan,
24,2010,U.S. Representative,2,Ellmers,REP,46.0,Etheridge,DEM,41.0,,nan,
25,2010,U.S. Representative,2,Ellmers,REP,39.0,Etheridge,DEM,38.0,,nan,
26,2010,U.S. Representative,7,McIntyre,DEM,45.0,Pantano,REP,46.0,,nan,
27,2010,U.S. Representative,8,Johnson,REP,45.0,Kissell,DEM,46.0,,nan,
28,2010,U.S. Representative,8,Johnson,REP,39.0,Kissell,DEM,53.0,,nan,
29,2010,U.S. Representative,11,Miller,REP,44.0,Shuler,DEM,45.0,,nan,
