,Year,Race,District,Cand 1,Cand 1 Party,Cand 1 Result,Cand 2,Cand 2 Party,Cand 2 Result,Cand 3,Cand 3 Party,Cand 3 Result
0,2016,Senator,0,Portman,REP,53.8,Strickland,DEM,35.5,,nan,
1,2016,Senator,0,Portman,REP,49.0,Strickland,DEM,28.0,,nan,
2,2016,Senator,0,Portman,REP,52.0,Strickland,DEM,39.0,,nan,
3,2016,Senator,0,Portman,REP,58.0,Strickland,DEM,37.0,,nan,
4,2016,Senator,0,Portman,REP,56.0,Strickland,DEM,38.0,,nan,
5,2014,Governor,0,FitzGerald,DEM,35.0,Kasich,REP,55.7,,nan,
6,2014,Governor,0,FitzGerald,DEM,34.0,Kasich,REP,62.0,,nan,
7,2014,Governor,0,FitzGerald,DEM,36.0,Kasich,REP,51.0,,nan,
8,2014,Governor,0,FitzGerald,DEM,35.0,Kasich,REP,54.0,,nan,
9,2012,Senator,0,Brown,DEM,50.0,Mandel,REP,45.0,,nan,
10,2012,Senator,0,Brown,DEM,50.0,Mandel,REP,48.0,,nan,
11,2012,Senator,0,Brown,DEM,54.0,Mandel,REP,44.0,,nan,
12,2012,Senator,0,Brown,DEM,44.0,Mandel,REP,41.0,,nan,
13,2012,Senator,0,Brown,DEM,51.0,Mandel,REP,47.0,,nan,
14,2012,Senator,0,Brown,DEM,51.0,Mandel,REP,45.0,,nan,
15,2012,Senator,0,Brown,DEM,50.0,Mandel,REP,45.0,,nan,
16,2010,Governor,0,Kasich,REP,49.0,Strickland,DEM,46.5,,nan,
17,2010,Governor,0,Kasich,REP,52.0,Strickland,DEM,48.0,,nan,
18,2010,Governor,0,Kasich,REP,48.0,Strickland,DEM,44.0,,nan,
19,2010,Governor,0,Kasich,REP,49.0,Strickland,DEM,48.0,,nan,
20,2010,Governor,0,Kasich,REP,47.0,Strickland,DEM,46.0,,nan,
21,2010,Senator,0,Fisher,DEM,37.0,Portman,REP,57.5,,nan,
22,2010,Senator,0,Fisher,DEM,39.0,Portman,REP,60.0,,nan,
23,2010,Senator,0,Fisher,DEM,39.0,Portman,REP,57.0,,nan,
24,2010,Senator,0,Fisher,DEM,37.0,Portman,REP,56.0,,nan,
25,2010,Senator,0,Fisher,DEM,33.0,Portman,REP,57.0,,nan,
26,2010,U.S. Representative,1,Chabot,REP,53.0,Driehaus,DEM,41.0,,nan,
27,2010,U.S. Representative,1,Chabot,REP,47.0,Driehaus,DEM,45.0,,nan,
28,2010,U.S. Representative,1,Chabot,REP,51.0,Driehaus,DEM,39.0,,nan,
29,2010,U.S. Representative,1,Chabot,REP,56.0,Driehaus,DEM,39.0,,nan,
30,2010,U.S. Representative,12,Brooks,DEM,34.0,Tiberi,REP,51.0,,nan,
31,2010,U.S. Representative,13,Ganley,REP,41.0,Sutton,DEM,43.0,,nan,
32,2010,U.S. Representative,15,Kilroy,DEM,38.0,Stivers,REP,47.0,,nan,
33,2010,U.S. Representative,15,Kilroy,DEM,44.0,Stivers,REP,49.0,,nan,
34,2010,U.S. Representative,15,Kilroy,DEM,41.0,Stivers,REP,46.0,,nan,
35,2010,U.S. Representative,16,Boccieri,DEM,39.0,Renacci,REP,42.0,,nan,
36,2010,U.S. Representative,16,Boccieri,DEM,35.0,Renacci,REP,49.0,,nan,
37,2010,Governor,0,Kasich,REP,49.0,Strickland,DEM,46.5,,nan,
38,2010,Governor,0,Kasich,REP,52.0,Strickland,DEM,48.0,,nan,
39,2010,Governor,0,Kasich,REP,48.0,Strickland,DEM,44.0,,nan,
40,2010,Governor,0,Kasich,REP,49.0,Strickland,DEM,48.0,,nan,
41,2010,Governor,0,Kasich,REP,47.0,Strickland,DEM,46.0,,nan,
