,Year,Race,District,Cand 1,Cand 1 Party,Cand 1 Result,Cand 2,Cand 2 Party,Cand 2 Result,Cand 3,Cand 3 Party,Cand 3 Result
0,2016,U.S. Representative,1,Pingree,DEM,61.0,Holbrook,REP,28.0,,nan,
1,2016,U.S. Representative,1,Pingree,DEM,57.0,Holbrook,REP,37.0,,nan,
2,2016,U.S. Representative,2,Poliquin,REP,44.0,Cain,DEM,46.0,,nan,
3,2016,U.S. Representative,2,Poliquin,REP,50.0,Cain,DEM,45.0,,nan,
4,2014,Governor,0,Cutler,IND,12.3,LePage,REP,41.2,Michaud,DEM,39.8
5,2014,Governor,0,Cutler,IND,9.0,LePage,REP,44.0,Michaud,DEM,45.0
6,2014,Governor,0,Cutler,IND,13.0,LePage,REP,42.0,Michaud,DEM,42.0
7,2014,Governor,0,Cutler,IND,7.0,LePage,REP,35.0,Michaud,DEM,37.0
8,2014,Governor,0,Cutler,IND,13.0,LePage,REP,40.0,Michaud,DEM,40.0
9,2014,Governor,0,Cutler,IND,16.0,LePage,REP,45.0,Michaud,DEM,35.0
10,2014,Governor,0,Cutler,IND,16.0,LePage,REP,41.0,Michaud,DEM,40.0
11,2014,Senator,0,Bellows,DEM,32.2,Collins,REP,61.4,,nan,
12,2014,Senator,0,Bellows,DEM,37.0,Collins,REP,57.0,,nan,
13,2014,Senator,0,Bellows,DEM,32.0,Collins,REP,64.0,,nan,
14,2014,Senator,0,Bellows,DEM,35.0,Collins,REP,54.0,,nan,
15,2014,Senator,0,Bellows,DEM,27.0,Collins,REP,67.0,,nan,
16,2014,Senator,0,Bellows,DEM,30.0,Collins,REP,65.0,,nan,
17,2012,Senator,0,Dill,DEM,11.3,King,IND,49.0,Summers,REP,34.3
18,2012,Senator,0,Dill,DEM,11.0,King,IND,48.0,Summers,REP,34.0
19,2012,Senator,0,Dill,DEM,12.0,King,IND,50.0,Summers,REP,36.0
20,2012,Senator,0,Dill,DEM,11.0,King,IND,49.0,Summers,REP,33.0
21,2012,U.S. Representative,2,Michaud,DEM,50.0,Raye,REP,46.0,,nan,
22,2012,U.S. Representative,2,Michaud,DEM,55.0,Raye,REP,36.0,,nan,
23,2012,U.S. Representative,2,Michaud,DEM,52.0,Raye,REP,32.0,,nan,
24,2012,U.S. Representative,2,Michaud,DEM,56.0,Raye,REP,37.0,,nan,
25,2012,U.S. Representative,2,Michaud,DEM,54.0,Raye,REP,39.0,,nan,
26,2012,U.S. Representative,2,Michaud,DEM,47.0,Raye,REP,35.0,,nan,
27,2012,U.S. Representative,2,Michaud,DEM,53.0,Raye,REP,37.0,,nan,
28,2010,Governor,0,Cutler,IND,26.5,LePage,REP,39.3,Mitchell,DEM,23.3
29,2010,Governor,0,Cutler,IND,21.0,LePage,REP,40.0,Mitchell,DEM,21.0
30,2010,Governor,0,Cutler,IND,28.0,LePage,REP,40.0,Mitchell,DEM,24.0
31,2010,Governor,0,Cutler,IND,31.0,LePage,REP,37.0,Mitchell,DEM,22.0
32,2010,Governor,0,Cutler,IND,26.0,LePage,REP,40.0,Mitchell,DEM,26.0
33,2010,U.S. Representative,1,Pingree,DEM,41.0,Scontras,REP,45.0,,nan,
34,2010,U.S. Representative,1,Pingree,DEM,45.0,Scontras,REP,40.0,,nan,
35,2010,U.S. Representative,1,Pingree,DEM,49.0,Scontras,REP,33.0,,nan,
36,2010,U.S. Representative,1,Pingree,DEM,48.0,Scontras,REP,33.0,,nan,
37,2010,U.S. Representative,1,Pingree,DEM,46.0,Scontras,REP,38.0,,nan,
38,2010,U.S. Representative,1,Pingree,DEM,54.0,Scontras,REP,26.0,,nan,
39,2010,U.S. Representative,1,Pingree,DEM,53.0,Scontras,REP,29.0,,nan,
40,2010,U.S. Representative,1,Pingree,DEM,47.0,Scontras,REP,38.0,,nan,
41,2010,U.S. Representative,2,Levesque,REP,40.0,Michaud,DEM,44.0,,nan,
42,2010,U.S. Representative,2,Levesque,REP,30.0,Michaud,DEM,49.0,,nan,
43,2010,U.S. Representative,2,Levesque,REP,29.0,Michaud,DEM,49.0,,nan,
44,2010,U.S. Representative,2,Levesque,REP,30.0,Michaud,DEM,43.0,,nan,
45,2010,U.S. Representative,2,Levesque,REP,32.0,Michaud,DEM,44.0,,nan,
46,2010,U.S. Representative,2,Levesque,REP,28.0,Michaud,DEM,48.0,,nan,
47,2010,U.S. Representative,2,Levesque,REP,38.0,Michaud,DEM,45.0,,nan,
