,Year,Race,District,Cand 1,Cand 1 Party,Cand 1 Result,Cand 2,Cand 2 Party,Cand 2 Result,Cand 3,Cand 3 Party,Cand 3 Result
0,2016,Senator,0,McGinty,DEM,45.0,Toomey,REP,43.0,,nan,
1,2016,Senator,0,McGinty,DEM,42.0,Toomey,REP,43.0,,nan,
2,2016,Senator,0,McGinty,DEM,44.0,Toomey,REP,44.0,,nan,
3,2016,Senator,0,McGinty,DEM,45.0,Toomey,REP,43.0,,nan,
4,2016,Senator,0,McGinty,DEM,47.0,Toomey,REP,41.0,,nan,
5,2016,Senator,0,McGinty,DEM,47.0,Toomey,REP,44.0,,nan,
6,2014,Governor,0,Corbett,REP,40.2,Wolf,DEM,51.2,,nan,
7,2014,Governor,0,Corbett,REP,39.0,Wolf,DEM,51.0,,nan,
8,2014,Governor,0,Corbett,REP,43.0,Wolf,DEM,50.0,,nan,
9,2014,Governor,0,Corbett,REP,40.0,Wolf,DEM,50.0,,nan,
10,2014,Governor,0,Corbett,REP,40.0,Wolf,DEM,53.0,,nan,
11,2014,Governor,0,Corbett,REP,39.0,Wolf,DEM,52.0,,nan,
12,2012,Senator,0,Casey,DEM,48.2,Smith,REP,42.8,,nan,
13,2012,Senator,0,Casey,DEM,52.0,Smith,REP,44.0,,nan,
14,2012,Senator,0,Casey,DEM,48.0,Smith,REP,42.0,,nan,
15,2012,Senator,0,Casey,DEM,46.0,Smith,REP,45.0,,nan,
16,2012,Senator,0,Casey,DEM,48.0,Smith,REP,39.0,,nan,
17,2012,Senator,0,Casey,DEM,49.0,Smith,REP,42.0,,nan,
18,2012,Senator,0,Casey,DEM,46.0,Smith,REP,45.0,,nan,
19,2010,Governor,0,Corbett,REP,50.7,Onorato,DEM,42.8,,nan,
20,2010,Governor,0,Corbett,REP,52.0,Onorato,DEM,45.0,,nan,
21,2010,Governor,0,Corbett,REP,49.0,Onorato,DEM,42.0,,nan,
22,2010,Governor,0,Corbett,REP,52.0,Onorato,DEM,42.0,,nan,
23,2010,Governor,0,Corbett,REP,52.0,Onorato,DEM,43.0,,nan,
24,2010,Governor,0,Corbett,REP,51.0,Onorato,DEM,44.0,,nan,
25,2010,Governor,0,Corbett,REP,48.0,Onorato,DEM,41.0,,nan,
26,2010,Senator,0,Sestak,DEM,45.0,Toomey,REP,49.5,,nan,
27,2010,Senator,0,Sestak,DEM,46.0,Toomey,REP,51.0,,nan,
28,2010,Senator,0,Sestak,DEM,44.0,Toomey,REP,48.0,,nan,
29,2010,Senator,0,Sestak,DEM,45.0,Toomey,REP,50.0,,nan,
30,2010,Senator,0,Sestak,DEM,46.0,Toomey,REP,50.0,,nan,
31,2010,Senator,0,Sestak,DEM,45.0,Toomey,REP,52.0,,nan,
32,2010,Senator,0,Sestak,DEM,44.0,Toomey,REP,46.0,,nan,
33,2010,2010 Key  House s,0,Dahlkemper,DEM,37.0,Kelly,REP,44.0,,nan,
34,2010,2010 Key  House s,0,Dahlkemper,DEM,36.0,Kelly,REP,49.0,,nan,
35,2010,2010 Key  House s,0,Dahlkemper,DEM,38.0,Kelly,REP,44.0,,nan,
36,2010,2010 Key  House s,0,Dahlkemper,DEM,38.0,Kelly,REP,52.0,,nan,
