,Year,Race,District,Cand 1,Cand 1 Party,Cand 1 Result,Cand 2,Cand 2 Party,Cand 2 Result,Cand 3,Cand 3 Party,Cand 3 Result
0,2017,U.S. Representative,1,Gianforte,REP,49.0,Quist,DEM,35.0,Wicks,LIB,8.0
1,2017,U.S. Representative,1,Gianforte,REP,45.0,Quist,DEM,37.0,Wicks,LIB,5.0
2,2017,U.S. Representative,1,Gianforte,REP,52.0,Quist,DEM,39.0,Wicks,LIB,6.0
3,2016,Governor,0,Bullock,DEM,44.0,Gianforte,REP,32.0,,nan,
4,2016,U.S. Representative,1,Zinke,REP,50.0,Juneau,DEM,31.0,,nan,
5,2014,U.S. Representative,1,Lewis,DEM,33.0,Zinke,REP,40.0,,nan,
6,2012,Governor,0,Bullock,DEM,44.0,Hill,REP,45.7,,nan,
7,2012,Governor,0,Bullock,DEM,48.0,Hill,REP,48.0,,nan,
8,2012,Governor,0,Bullock,DEM,46.0,Hill,REP,49.0,,nan,
9,2012,Governor,0,Bullock,DEM,38.0,Hill,REP,40.0,,nan,
10,2012,Senator,0,Rehberg,REP,47.7,Tester,DEM,47.3,,nan,
11,2012,Senator,0,Rehberg,REP,46.0,Tester,DEM,48.0,,nan,
12,2012,Senator,0,Rehberg,REP,49.0,Tester,DEM,45.0,,nan,
13,2012,Senator,0,Rehberg,REP,48.0,Tester,DEM,49.0,,nan,
14,2012,U.S. Representative,1,Daines,REP,48.0,Gillan,DEM,44.0,,nan,
15,2012,U.S. Representative,1,Daines,REP,51.0,Gillan,DEM,40.0,,nan,
16,2012,U.S. Representative,1,Daines,REP,43.0,Gillan,DEM,34.0,,nan,
17,2012,U.S. Representative,1,Daines,REP,36.0,Gillan,DEM,23.0,,nan,
18,2012,U.S. Representative,1,Daines,REP,46.0,Gillan,DEM,38.0,,nan,
19,2012,U.S. Representative,1,Daines,REP,40.0,Gillan,DEM,37.0,,nan,
20,2012,U.S. Representative,1,Daines,REP,33.0,Gillan,DEM,27.0,,nan,
21,2012,U.S. Representative,1,Daines,REP,35.0,Gillan,DEM,27.0,,nan,
