,Year,Race,District,Cand 1,Cand 1 Party,Cand 1 Result,Cand 2,Cand 2 Party,Cand 2 Result,Cand 3,Cand 3 Party,Cand 3 Result
0,2014,Governor,0,King,DEM,37.7,Martinez,REP,51.0,,nan,
1,2014,Governor,0,King,DEM,38.0,Martinez,REP,53.0,,nan,
2,2014,Governor,0,King,DEM,38.0,Martinez,REP,50.0,,nan,
3,2014,Governor,0,King,DEM,37.0,Martinez,REP,50.0,,nan,
4,2014,Senator,0,Udall,DEM,50.0,Weh,REP,43.0,,nan,
5,2014,Senator,0,Udall,DEM,52.0,Weh,REP,36.0,,nan,
6,2014,Senator,0,Udall,DEM,53.0,Weh,REP,35.0,,nan,
7,2014,Senator,0,Udall,DEM,52.0,Weh,REP,39.0,,nan,
8,2014,Senator,0,Udall,DEM,51.0,Weh,REP,38.0,,nan,
9,2014,Senator,0,Udall,DEM,54.0,Weh,REP,36.0,,nan,
10,2014,Senator,0,Udall,DEM,53.0,Weh,REP,35.0,,nan,
11,2014,Senator,0,Udall,DEM,52.0,Weh,REP,44.0,,nan,
12,2014,Senator,0,Udall,DEM,54.0,Weh,REP,33.0,,nan,
13,2014,Senator,0,Udall,DEM,53.0,Weh,REP,33.0,,nan,
14,2016,Senator,0,Heinrich,DEM,51.3,Wilson,REP,40.7,,nan,
15,2016,Senator,0,Heinrich,DEM,50.0,Wilson,REP,42.0,,nan,
16,2016,Senator,0,Heinrich,DEM,52.0,Wilson,REP,39.0,,nan,
17,2016,Senator,0,Heinrich,DEM,52.0,Wilson,REP,41.0,,nan,
18,2012,U.S. Representative,1,Arnold-Jones,REP,36.0,Grisham,DEM,51.0,,nan,
19,2012,U.S. Representative,1,Arnold-Jones,REP,37.0,Grisham,DEM,51.0,,nan,
20,2012,U.S. Representative,1,Arnold-Jones,REP,34.0,Grisham,DEM,46.0,,nan,
21,2010,Governor,0,Denish,DEM,42.3,Martinez,REP,53.0,,nan,
22,2010,Governor,0,Denish,DEM,43.0,Martinez,REP,53.0,,nan,
23,2010,Governor,0,Denish,DEM,42.0,Martinez,REP,52.0,,nan,
24,2010,Governor,0,Denish,DEM,42.0,Martinez,REP,54.0,,nan,
25,2010,U.S. Representative,1,Barela,REP,49.0,Heinrich,DEM,46.0,,nan,
26,2010,U.S. Representative,1,Barela,REP,41.0,Heinrich,DEM,48.0,,nan,
27,2010,U.S. Representative,1,Barela,REP,43.0,Heinrich,DEM,50.0,,nan,
28,2010,U.S. Representative,1,Barela,REP,42.0,Heinrich,DEM,49.0,,nan,
29,2010,U.S. Representative,1,Barela,REP,41.0,Heinrich,DEM,47.0,,nan,
30,2010,U.S. Representative,1,Barela,REP,51.0,Heinrich,DEM,45.0,,nan,
31,2010,U.S. Representative,1,Barela,REP,36.0,Heinrich,DEM,45.0,,nan,
32,2010,U.S. Representative,2,Pearce,REP,48.0,Teague,DEM,45.0,,nan,
33,2010,U.S. Representative,2,Pearce,REP,46.0,Teague,DEM,42.0,,nan,
34,2010,U.S. Representative,2,Pearce,REP,45.0,Teague,DEM,44.0,,nan,
35,2010,U.S. Representative,2,Pearce,REP,48.0,Teague,DEM,47.0,,nan,
36,2010,U.S. Representative,2,Pearce,REP,42.0,Teague,DEM,45.0,,nan,
37,2010,U.S. Representative,2,Pearce,REP,43.0,Teague,DEM,41.0,,nan,
38,2010,U.S. Representative,3,Lujan,DEM,49.0,Mullins,REP,43.0,,nan,
39,2010,U.S. Representative,3,Lujan,DEM,42.0,Mullins,REP,36.0,,nan,
