,Year,Race,District,Cand 1,Cand 1 Party,Cand 1 Result,Cand 2,Cand 2 Party,Cand 2 Result,Cand 3,Cand 3 Party,Cand 3 Result
0,2014,Governor,0,Parnell,REP,43.4,Walker,IND,44.6,,nan,
1,2014,Governor,0,Parnell,REP,45.0,Walker,IND,46.0,,nan,
2,2014,Governor,0,Parnell,REP,43.0,Walker,IND,50.0,,nan,
3,2014,Governor,0,Parnell,REP,42.0,Walker,IND,39.0,,nan,
4,2014,Governor,0,Parnell,REP,42.0,Walker,IND,37.0,,nan,
5,2014,Governor,0,Parnell,REP,45.0,Walker,IND,51.0,,nan,
6,2014,U.S. Representative,1,Dunbar,DEM,41.0,McDermott,LIB,6.0,Young,REP,47
7,2014,U.S. Representative,1,Dunbar,DEM,43.0,McDermott,LIB,10.0,Young,REP,44
8,2014,U.S. Representative,1,Dunbar,DEM,33.0,McDermott,LIB,9.0,Young,REP,48
9,2010,Governor,0,Berkowitz,DEM,39.5,Parnell,REP,55.0,,nan,
10,2010,Governor,0,Berkowitz,DEM,43.0,Parnell,REP,54.0,,nan,
11,2010,Governor,0,Berkowitz,DEM,40.0,Parnell,REP,52.0,,nan,
12,2010,Governor,0,Berkowitz,DEM,36.0,Parnell,REP,62.0,,nan,
13,2010,Governor,0,Berkowitz,DEM,39.0,Parnell,REP,52.0,,nan,
14,2010,Senator,0,McAdams,DEM,30.0,Miller,REP,37.0,Murkowski,nan,30
15,2010,Senator,0,McAdams,DEM,23.0,Miller,REP,27.0,Murkowski,nan,37
16,2010,Senator,0,McAdams,DEM,23.0,Miller,REP,37.0,Murkowski,nan,37
17,2010,Senator,0,McAdams,DEM,27.0,Miller,REP,35.0,Murkowski,nan,34
18,2010,Senator,0,McAdams,DEM,26.0,Miller,REP,35.0,Murkowski,nan,33
19,2010,Senator,0,McAdams,DEM,22.0,Miller,REP,38.0,Murkowski,nan,36
20,2010,Senator,0,McAdams,DEM,25.0,Miller,REP,42.0,Murkowski,nan,27
