,Year,Race,District,Cand 1,Cand 1 Party,Cand 1 Result,Cand 2,Cand 2 Party,Cand 2 Result,Cand 3,Cand 3 Party,Cand 3 Result
0,2014,Governor,0,Aiona,REP,32.5,Hannemann,IND,10.5,Ige,DEM,45.3
1,2014,Governor,0,Aiona,REP,22.0,Hannemann,IND,5.0,Ige,DEM,54.0
2,2014,Governor,0,Aiona,REP,34.0,Hannemann,IND,11.0,Ige,DEM,40.0
3,2014,Governor,0,Aiona,REP,35.0,Hannemann,IND,12.0,Ige,DEM,47.0
4,2014,Governor,0,Aiona,REP,39.0,Hannemann,IND,14.0,Ige,DEM,40.0
5,2010,Governor,0,Abercrombie,DEM,50.0,Aiona,REP,45.0,,nan,
6,2010,Governor,0,Abercrombie,DEM,50.0,Aiona,REP,45.0,,nan,
7,2010,Governor,0,Abercrombie,DEM,51.0,Aiona,REP,43.0,,nan,
8,2010,Governor,0,Abercrombie,DEM,49.0,Aiona,REP,47.0,,nan,
9,2010,Senator,0,Cavasso,REP,40.0,Inouye,DEM,53.0,,nan,
10,2010,Senator,0,Cavasso,REP,29.0,Inouye,DEM,65.0,,nan,
11,2010,U.S. Representative,1,Djou,REP,45.0,Hanabusa,DEM,50.0,,nan,
12,2010,U.S. Representative,1,Djou,REP,48.0,Hanabusa,DEM,45.0,,nan,
13,2010,U.S. Representative,1,Djou,REP,45.0,Hanabusa,DEM,41.0,,nan,
14,2010,U.S. Representative,1,Djou,REP,47.0,Hanabusa,DEM,48.0,,nan,
