,Year,Race,District,Cand 1,Cand 1 Party,Cand 1 Result,Cand 2,Cand 2 Party,Cand 2 Result,Cand 3,Cand 3 Party,Cand 3 Result
0,2016,Senator,0,Cortez Masto,DEM,47.3,Heck,REP,45.5,,nan,
1,2016,Senator,0,Cortez Masto,DEM,48.0,Heck,REP,47.0,,nan,
2,2016,Senator,0,Cortez Masto,DEM,49.0,Heck,REP,43.0,,nan,
3,2016,Senator,0,Cortez Masto,DEM,45.0,Heck,REP,43.0,,nan,
4,2016,Senator,0,Cortez Masto,DEM,47.0,Heck,REP,49.0,,nan,
5,2012,Senator,0,Berkley,DEM,44.0,Heller,REP,48.0,,nan,
6,2012,Senator,0,Berkley,DEM,46.0,Heller,REP,48.0,,nan,
7,2012,Senator,0,Berkley,DEM,40.0,Heller,REP,46.0,,nan,
8,2012,Senator,0,Berkley,DEM,45.0,Heller,REP,48.0,,nan,
9,2012,Senator,0,Berkley,DEM,45.0,Heller,REP,50.0,,nan,
10,2012,U.S. Representative,3,Heck,REP,50.0,Oceguera,DEM,40.0,,nan,
11,2012,U.S. Representative,4,Horsford,DEM,42.0,Tarkanian,REP,47.0,,nan,
12,2012,U.S. Representative,4,Horsford,DEM,42.0,Tarkanian,REP,45.0,,nan,
13,2010,Governor,0,Reid,DEM,39.0,Sandoval,REP,55.7,,nan,
14,2010,Governor,0,Reid,DEM,44.0,Sandoval,REP,55.0,,nan,
15,2010,Governor,0,Reid,DEM,38.0,Sandoval,REP,54.0,,nan,
16,2010,Governor,0,Reid,DEM,35.0,Sandoval,REP,58.0,,nan,
17,2010,Senator,0,Angle,REP,48.0,Reid,DEM,45.3,,nan,
18,2010,Senator,0,Angle,REP,47.0,Reid,DEM,46.0,,nan,
19,2010,Senator,0,Angle,REP,48.0,Reid,DEM,45.0,,nan,
20,2010,Senator,0,Angle,REP,49.0,Reid,DEM,45.0,,nan,
21,2010,U.S. Representative,3,Heck,REP,53.0,Titus,DEM,43.0,,nan,
22,2010,U.S. Representative,3,Heck,REP,47.0,Titus,DEM,44.0,,nan,
23,2010,U.S. Representative,3,Heck,REP,43.0,Titus,DEM,47.0,,nan,
24,2010,U.S. Representative,3,Heck,REP,48.0,Titus,DEM,45.0,,nan,
25,2010,U.S. Representative,3,Heck,REP,42.0,Titus,DEM,43.0,,nan,
26,2010,U.S. Representative,3,Heck,REP,40.0,Titus,DEM,42.0,,nan,
27,2010,U.S. Representative,3,Heck,REP,49.0,Titus,DEM,44.0,,nan,
28,2010,U.S. Representative,3,Heck,REP,40.0,Titus,DEM,40.0,,nan,
