,Year,Race,District,Cand 1,Cand 1 Party,Cand 1 Result,Cand 2,Cand 2 Party,Cand 2 Result,Cand 3,Cand 3 Party,Cand 3 Result
0,2014,Governor,0,Schauer,DEM,44.3,Snyder,REP,46.3,,nan,
1,2014,Governor,0,Schauer,DEM,47.0,Snyder,REP,49.0,,nan,
2,2014,Governor,0,Schauer,DEM,45.0,Snyder,REP,46.0,,nan,
3,2014,Governor,0,Schauer,DEM,43.0,Snyder,REP,45.0,,nan,
4,2014,Governor,0,Schauer,DEM,40.0,Snyder,REP,45.0,,nan,
5,2014,Governor,0,Schauer,DEM,45.0,Snyder,REP,44.0,,nan,
6,2014,Governor,0,Schauer,DEM,46.0,Snyder,REP,49.0,,nan,
7,2014,Senator,0,Land,REP,37.6,Peters,DEM,50.4,,nan,
8,2014,Senator,0,Land,REP,40.0,Peters,DEM,52.0,,nan,
9,2014,Senator,0,Land,REP,38.0,Peters,DEM,51.0,,nan,
10,2014,Senator,0,Land,REP,35.0,Peters,DEM,50.0,,nan,
11,2014,Senator,0,Land,REP,33.0,Peters,DEM,48.0,,nan,
12,2014,Senator,0,Land,REP,42.0,Peters,DEM,51.0,,nan,
13,2014,U.S. Representative,11,McKenzie,DEM,35.0,Trott,REP,47.0,,nan,
14,2012,Senator,0,Hoekstra,REP,39.5,Stabenow,DEM,52.8,,nan,
15,2012,Senator,0,Hoekstra,REP,41.0,Stabenow,DEM,55.0,,nan,
16,2012,Senator,0,Hoekstra,REP,42.0,Stabenow,DEM,55.0,,nan,
17,2012,Senator,0,Hoekstra,REP,44.0,Stabenow,DEM,50.0,,nan,
18,2012,Senator,0,Hoekstra,REP,38.0,Stabenow,DEM,52.0,,nan,
19,2012,Senator,0,Hoekstra,REP,33.0,Stabenow,DEM,54.0,,nan,
20,2012,Senator,0,Hoekstra,REP,39.0,Stabenow,DEM,51.0,,nan,
21,2012,U.S. Representative,1,Benishek,REP,42.0,McDowell,DEM,44.0,,nan,
22,2012,U.S. Representative,3,Amash,REP,34.0,Pestka,DEM,35.0,,nan,
23,2012,U.S. Representative,11,Bentivolio,REP,47.0,Taj,DEM,39.0,,nan,
24,2010,Governor,0,Bernero,DEM,35.5,Snyder,REP,53.0,,nan,
25,2010,Governor,0,Bernero,DEM,35.0,Snyder,REP,53.0,,nan,
26,2010,Governor,0,Bernero,DEM,37.0,Snyder,REP,55.0,,nan,
27,2010,Governor,0,Bernero,DEM,36.0,Snyder,REP,50.0,,nan,
28,2010,Governor,0,Bernero,DEM,34.0,Snyder,REP,54.0,,nan,
29,2010,U.S. Representative,1,Benishek,REP,42.0,McDowell,DEM,40.0,,nan,
30,2010,U.S. Representative,1,Benishek,REP,42.0,McDowell,DEM,39.0,,nan,
31,2010,U.S. Representative,1,Benishek,REP,45.0,McDowell,DEM,29.0,,nan,
32,2010,U.S. Representative,7,Schauer,DEM,45.0,Walberg,REP,39.0,,nan,
33,2010,U.S. Representative,7,Schauer,DEM,41.0,Walberg,REP,41.0,,nan,
34,2010,U.S. Representative,7,Schauer,DEM,38.0,Walberg,REP,42.0,,nan,
35,2010,U.S. Representative,7,Schauer,DEM,40.0,Walberg,REP,50.0,,nan,
36,2010,U.S. Representative,7,Schauer,DEM,37.0,Walberg,REP,45.0,,nan,
37,2010,U.S. Representative,9,Peters,DEM,48.0,Raczkowski,REP,43.0,,nan,
38,2010,U.S. Representative,9,Peters,DEM,41.0,Raczkowski,REP,45.0,,nan,
39,2010,U.S. Representative,15,Dingell,DEM,53.0,Steele,REP,36.0,,nan,
40,2010,U.S. Representative,15,Dingell,DEM,40.0,Steele,REP,44.0,,nan,
41,2010,U.S. Representative,15,Dingell,DEM,49.0,Steele,REP,30.0,,nan,
