,Year,Race,District,Cand 1,Cand 1 Party,Cand 1 Result,Cand 2,Cand 2 Party,Cand 2 Result,Cand 3,Cand 3 Party,Cand 3 Result
0,2016,Senator,0,Schumer,DEM,67.0,Long,REP,25.0,,nan,
1,2016,Senator,0,Schumer,DEM,66.0,Long,REP,27.0,,nan,
2,2016,Senator,0,Schumer,DEM,69.0,Long,REP,23.0,,nan,
3,2016,Senator,0,Schumer,DEM,60.0,Long,REP,23.0,,nan,
4,2016,Senator,0,Schumer,DEM,60.0,Long,REP,28.0,,nan,
5,2016,Senator,0,Schumer,DEM,66.0,Long,REP,23.0,,nan,
6,2016,Senator,0,Schumer,DEM,64.0,Long,REP,22.0,,nan,
7,2016,Senator,0,Schumer,DEM,64.0,Long,REP,24.0,,nan,
8,2016,Senator,0,Schumer,DEM,55.0,Long,REP,23.0,,nan,
9,2016,Senator,0,Schumer,DEM,63.0,Long,REP,24.0,,nan,
10,2016,U.S. Representative,1,Zeldin,REP,53.0,Throne-Holst,DEM,38.0,,nan,
11,2016,U.S. Representative,3,Suozzi,DEM,50.0,Martins,REP,34.0,,nan,
12,2016,U.S. Representative,19,Faso,REP,42.0,Teachout,DEM,45.0,,nan,
13,2014,U.S. Representative,1,Bishop,DEM,45.0,Zeldin,REP,50.0,,nan,
14,2014,U.S. Representative,1,Bishop,DEM,51.0,Zeldin,REP,41.0,,nan,
15,2014,U.S. Representative,4,Blakeman,REP,42.0,Rice,DEM,52.0,,nan,
16,2014,U.S. Representative,4,Blakeman,REP,37.0,Rice,DEM,55.0,,nan,
17,2014,U.S. Representative,11,Grimm,REP,53.0,Recchia,DEM,34.0,,nan,
18,2014,U.S. Representative,11,Grimm,REP,44.0,Recchia,DEM,40.0,,nan,
19,2014,U.S. Representative,18,Hayworth,REP,44.0,Maloney,DEM,49.0,,nan,
20,2014,U.S. Representative,18,Hayworth,REP,42.0,Maloney,DEM,50.0,,nan,
21,2014,U.S. Representative,19,Eldridge,DEM,35.0,Gibson,REP,58.0,,nan,
22,2014,U.S. Representative,19,Eldridge,DEM,33.0,Gibson,REP,57.0,,nan,
23,2014,U.S. Representative,21,Funiciello,G,11.0,Stefanik,REP,50.0,Woolf,DEM,32
24,2014,U.S. Representative,21,Funiciello,G,8.0,Stefanik,REP,45.0,Woolf,DEM,37
25,2014,U.S. Representative,21,Funiciello,G,10.0,Stefanik,REP,46.0,Woolf,DEM,33
26,2014,U.S. Representative,24,Katko,REP,52.0,Maffei,DEM,42.0,,nan,
27,2014,U.S. Representative,24,Katko,REP,42.0,Maffei,DEM,50.0,,nan,
28,2012,Senator,0,Gillibrand,DEM,66.3,Long,REP,23.3,,nan,
29,2012,Senator,0,Gillibrand,DEM,64.0,Long,REP,22.0,,nan,
30,2012,Senator,0,Gillibrand,DEM,67.0,Long,REP,24.0,,nan,
31,2012,Senator,0,Gillibrand,DEM,68.0,Long,REP,24.0,,nan,
32,2012,2012 Key  House s,0,Altschuler,REP,39.0,Bishop,DEM,52.0,,nan,
33,2010,Governor,0,Cuomo,DEM,55.0,Paladino,REP,35.0,,nan,
34,2010,Governor,0,Cuomo,DEM,58.0,Paladino,REP,33.0,,nan,
35,2010,Governor,0,Cuomo,DEM,56.0,Paladino,REP,37.0,,nan,
36,2010,Governor,0,Cuomo,DEM,55.0,Paladino,REP,33.0,,nan,
37,2010,Governor,0,Cuomo,DEM,55.0,Paladino,REP,35.0,,nan,
38,2010,Governor,0,Cuomo,DEM,51.0,Paladino,REP,37.0,,nan,
39,2010,Senator,0,Schumer,DEM,61.8,Townsend,REP,32.6,,nan,
40,2010,Senator,0,Schumer,DEM,64.0,Townsend,REP,32.0,,nan,
41,2010,Senator,0,Schumer,DEM,60.0,Townsend,REP,36.0,,nan,
42,2010,Senator,0,Schumer,DEM,62.0,Townsend,REP,32.0,,nan,
43,2010,Senator,0,Schumer,DEM,64.0,Townsend,REP,32.0,,nan,
44,2010,Senator,0,Schumer,DEM,59.0,Townsend,REP,31.0,,nan,
45,2010,Senator Special Election,0,DioGuardi,REP,36.0,Gillibrand,DEM,55.8,,nan,
46,2010,Senator Special Election,0,DioGuardi,REP,37.0,Gillibrand,DEM,57.0,,nan,
47,2010,Senator Special Election,0,DioGuardi,REP,40.0,Gillibrand,DEM,55.0,,nan,
48,2010,Senator Special Election,0,DioGuardi,REP,36.0,Gillibrand,DEM,56.0,,nan,
49,2010,Senator Special Election,0,DioGuardi,REP,34.0,Gillibrand,DEM,57.0,,nan,
50,2010,Senator Special Election,0,DioGuardi,REP,33.0,Gillibrand,DEM,54.0,,nan,
51,2010,2010 Key  House s,0,Altschuler,REP,39.0,Bishop,DEM,51.0,,nan,
52,2010,2010 Key  House s,0,Altschuler,REP,45.0,Bishop,DEM,47.0,,nan,
