,Year,Race,District,Cand 1,Cand 1 Party,Cand 1 Result,Cand 2,Cand 2 Party,Cand 2 Result,Cand 3,Cand 3 Party,Cand 3 Result
0,2016,Governor,0,Inslee,DEM,50.7,Bryant,REP,42.3,,nan,
1,2016,Governor,0,Inslee,DEM,50.0,Bryant,REP,43.0,,nan,
2,2016,Governor,0,Inslee,DEM,51.0,Bryant,REP,39.0,,nan,
3,2016,Governor,0,Inslee,DEM,51.0,Bryant,REP,45.0,,nan,
4,2016,Senator,0,Murray,DEM,53.0,Vance,REP,41.0,,nan,
5,2016,Senator,0,Murray,DEM,58.0,Vance,REP,34.0,,nan,
6,2016,Senator,0,Murray,DEM,55.0,Vance,REP,39.0,,nan,
7,2016,Senator,0,Murray,DEM,48.0,Vance,REP,41.0,,nan,
8,2016,Senator,0,Murray,DEM,44.0,Vance,REP,23.0,,nan,
9,2012,Governor,0,Inslee,DEM,47.3,McKenna,REP,46.3,,nan,
10,2012,Governor,0,Inslee,DEM,50.0,McKenna,REP,48.0,,nan,
11,2012,Governor,0,Inslee,DEM,47.0,McKenna,REP,46.0,,nan,
12,2012,Governor,0,Inslee,DEM,49.0,McKenna,REP,46.0,,nan,
13,2012,Governor,0,Inslee,DEM,45.0,McKenna,REP,47.0,,nan,
14,2012,Governor,0,Inslee,DEM,46.0,McKenna,REP,46.0,,nan,
15,2012,Governor,0,Inslee,DEM,47.0,McKenna,REP,45.0,,nan,
16,2012,U.S. Representative,1,DelBene,DEM,47.0,Koster,REP,44.0,,nan,
17,2012,U.S. Representative,1,DelBene,DEM,42.0,Koster,REP,46.0,,nan,
18,2012,U.S. Representative,1,DelBene,DEM,32.0,Koster,REP,49.0,,nan,
19,2010,Senator,0,Murray,DEM,48.3,Rossi,REP,48.0,,nan,
20,2010,Senator,0,Murray,DEM,48.0,Rossi,REP,50.0,,nan,
21,2010,Senator,0,Murray,DEM,49.0,Rossi,REP,47.0,,nan,
22,2010,Senator,0,Murray,DEM,49.0,Rossi,REP,48.0,,nan,
23,2010,Senator,0,Murray,DEM,47.0,Rossi,REP,47.0,,nan,
24,2010,U.S. Representative,2,Koster,REP,46.0,Larsen,DEM,50.0,,nan,
25,2010,U.S. Representative,2,Koster,REP,47.0,Larsen,DEM,50.0,,nan,
26,2010,U.S. Representative,2,Koster,REP,50.0,Larsen,DEM,46.0,,nan,
27,2010,U.S. Representative,3,Heck,DEM,46.0,Herrera,REP,50.0,,nan,
28,2010,U.S. Representative,3,Heck,DEM,42.0,Herrera,REP,53.0,,nan,
29,2010,U.S. Representative,3,Heck,DEM,40.0,Herrera,REP,42.0,,nan,
30,2010,U.S. Representative,3,Heck,DEM,43.0,Herrera,REP,52.0,,nan,
31,2010,U.S. Representative,3,Heck,DEM,41.0,Herrera,REP,54.0,,nan,
32,2010,U.S. Representative,8,DelBene,DEM,45.0,Reichert,REP,52.0,,nan,
33,2010,U.S. Representative,8,DelBene,DEM,46.0,Reichert,REP,49.0,,nan,
34,2010,U.S. Representative,8,DelBene,DEM,45.0,Reichert,REP,52.0,,nan,
35,2010,U.S. Representative,8,DelBene,DEM,41.0,Reichert,REP,54.0,,nan,
36,2010,U.S. Representative,9,Muri,REP,46.0,Smith,DEM,49.0,,nan,
37,2010,U.S. Representative,9,Muri,REP,46.0,Smith,DEM,49.0,,nan,
