,Year,Race,District,Cand 1,Cand 1 Party,Cand 1 Result,Cand 2,Cand 2 Party,Cand 2 Result,Cand 3,Cand 3 Party,Cand 3 Result
0,2012,Senator,0,Berg,REP,49.0,Heitkamp,DEM,43.3,,nan,
1,2012,Senator,0,Berg,REP,47.0,Heitkamp,DEM,45.0,,nan,
2,2012,Senator,0,Berg,REP,50.0,Heitkamp,DEM,45.0,,nan,
3,2012,Senator,0,Berg,REP,50.0,Heitkamp,DEM,40.0,,nan,
4,2012,U.S. Representative,1,Cramer,REP,50.0,Gulleson,DEM,40.0,,nan,
5,2012,U.S. Representative,1,Cramer,REP,52.0,Gulleson,DEM,32.0,,nan,
6,2012,U.S. Representative,1,Cramer,REP,49.0,Gulleson,DEM,37.0,,nan,
7,2012,U.S. Representative,1,Cramer,REP,49.0,Gulleson,DEM,35.0,,nan,
8,2010,Senator,0,Hoeven,REP,72.0,Potter,DEM,25.0,,nan,
9,2010,Senator,0,Hoeven,REP,68.0,Potter,DEM,25.0,,nan,
10,2010,Senator,0,Hoeven,REP,69.0,Potter,DEM,25.0,,nan,
11,2010,Senator,0,Hoeven,REP,69.0,Potter,DEM,22.0,,nan,
12,2010,Senator,0,Hoeven,REP,73.0,Potter,DEM,19.0,,nan,
13,2010,Senator,0,Hoeven,REP,72.0,Potter,DEM,23.0,,nan,
14,2010,Senator,0,Hoeven,REP,69.0,Potter,DEM,24.0,,nan,
15,2010,Senator,0,Hoeven,REP,68.0,Potter,DEM,25.0,,nan,
16,2010,U.S. Representative,1,Berg,REP,52.0,Pomeroy,DEM,42.0,,nan,
17,2010,U.S. Representative,1,Berg,REP,44.0,Pomeroy,DEM,45.0,,nan,
18,2010,U.S. Representative,1,Berg,REP,48.0,Pomeroy,DEM,45.0,,nan,
19,2010,U.S. Representative,1,Berg,REP,53.0,Pomeroy,DEM,44.0,,nan,
20,2010,U.S. Representative,1,Berg,REP,49.0,Pomeroy,DEM,46.0,,nan,
21,2010,U.S. Representative,1,Berg,REP,51.0,Pomeroy,DEM,44.0,,nan,
22,2010,U.S. Representative,1,Berg,REP,52.0,Pomeroy,DEM,43.0,,nan,
23,2010,U.S. Representative,1,Berg,REP,49.0,Pomeroy,DEM,45.0,,nan,
24,2010,U.S. Representative,1,Berg,REP,51.0,Pomeroy,DEM,44.0,,nan,
25,2010,U.S. Representative,1,Berg,REP,46.0,Pomeroy,DEM,40.0,,nan,
