,Year,Race,District,Cand 1,Cand 1 Party,Cand 1 Result,Cand 2,Cand 2 Party,Cand 2 Result,Cand 3,Cand 3 Party,Cand 3 Result
0,2016,Senator,0,Scott,REP,45.0,Dixon,DEM,28.0,,nan,
1,2014,S.C. Senator,0,Graham,REP,46.0,Hutto,DEM,28.3,Ravenel,IND,8.7
2,2014,S.C. Senator,0,Graham,REP,43.0,Hutto,DEM,28.0,Ravenel,IND,8.0
3,2014,S.C. Senator,0,Graham,REP,49.0,Hutto,DEM,29.0,Ravenel,IND,10.0
4,2014,S.C. Senator,0,Graham,REP,46.0,Hutto,DEM,28.0,Ravenel,IND,8.0
5,2014,Senator,0,Dickerson,DEM,30.3,Scott,REP,55.7,,nan,
6,2014,Senator,0,Dickerson,DEM,28.0,Scott,REP,57.0,,nan,
7,2014,Senator,0,Dickerson,DEM,31.0,Scott,REP,58.0,,nan,
8,2014,Senator,0,Dickerson,DEM,32.0,Scott,REP,52.0,,nan,
9,2014,Governor,0,Haley,REP,49.0,Sheheen,DEM,33.5,,nan,
10,2014,Governor,0,Haley,REP,50.0,Sheheen,DEM,33.0,,nan,
11,2014,Governor,0,Haley,REP,51.0,Sheheen,DEM,31.0,,nan,
12,2014,Governor,0,Haley,REP,44.0,Sheheen,DEM,34.0,,nan,
13,2014,Governor,0,Haley,REP,51.0,Sheheen,DEM,36.0,,nan,
14,2010,Governor,0,Haley,REP,48.0,Sheheen,DEM,37.3,,nan,
15,2010,Governor,0,Haley,REP,47.0,Sheheen,DEM,38.0,,nan,
16,2010,Governor,0,Haley,REP,51.0,Sheheen,DEM,37.0,,nan,
17,2010,Governor,0,Haley,REP,46.0,Sheheen,DEM,37.0,,nan,
18,2010,Senator,0,DeMint,REP,58.0,Greene,DEM,21.0,,nan,
19,2010,Senator,0,DeMint,REP,58.0,Greene,DEM,11.0,,nan,
20,2010,Senator,0,DeMint,REP,64.0,Greene,DEM,21.0,,nan,
21,2010,Senator,0,DeMint,REP,63.0,Greene,DEM,19.0,,nan,
22,2010,Senator,0,DeMint,REP,62.0,Greene,DEM,20.0,,nan,
23,2010,Senator,0,DeMint,REP,58.0,Greene,DEM,21.0,,nan,
24,2010,U.S. Representative,5,Mulvaney,REP,49.0,Spratt,DEM,39.0,,nan,
25,2010,U.S. Representative,5,Mulvaney,REP,39.0,Spratt,DEM,46.0,,nan,
26,2010,U.S. Representative,5,Mulvaney,REP,49.0,Spratt,DEM,39.0,,nan,
27,2010,U.S. Representative,5,Mulvaney,REP,39.0,Spratt,DEM,46.0,,nan,
