,Year,Race,District,Cand 1,Cand 1 Party,Cand 1 Result,Cand 2,Cand 2 Party,Cand 2 Result,Cand 3,Cand 3 Party,Cand 3 Result
0,2016,Governor,0,Scott,REP,47,Minter,DEM,40,,nan,
1,2016,Governor,0,Scott,REP,39,Minter,DEM,38,,nan,
2,2016,Senator,0,Leahy,DEM,59,Milne,REP,22,,nan,
3,2016,Senator,0,Leahy,DEM,57,Milne,REP,34,,nan,
4,2014,Governor,0,Milne,REP,35,Shumlin,DEM,47,,nan,
5,2014,Governor,0,Milne,REP,29,Shumlin,DEM,46,,nan,
6,2014,Governor,0,Milne,REP,35,Shumlin,DEM,45,,nan,
7,2014,Governor,0,Milne,REP,36,Shumlin,DEM,48,,nan,
8,2014,Governor,0,Milne,REP,27,Shumlin,DEM,52,,nan,
9,2012,Governor,0,Brock,REP,26,Shumlin,DEM,60,,nan,
10,2012,Governor,0,Brock,REP,27,Shumlin,DEM,60,,nan,
11,2012,Governor,0,Brock,REP,29,Shumlin,DEM,51,,nan,
12,2010,Governor,0,Dubie,REP,45,Shumlin,DEM,50,,nan,
13,2010,Governor,0,Dubie,REP,44,Shumlin,DEM,43,,nan,
14,2010,Governor,0,Dubie,REP,46,Shumlin,DEM,49,,nan,
15,2010,Governor,0,Dubie,REP,55,Shumlin,DEM,36,,nan,
16,2010,Governor,0,Dubie,REP,51,Shumlin,DEM,33,,nan,
17,2010,Governor,0,Dubie,REP,45,Shumlin,DEM,35,,nan,
18,2010,Senator,0,Britton,REP,27,Leahy,DEM,62,,nan,
19,2010,Senator,0,Britton,REP,32,Leahy,DEM,62,,nan,
20,2010,Senator,0,Britton,REP,29,Leahy,DEM,64,,nan,
