,Year,Race,District,Cand 1,Cand 1 Party,Cand 1 Result,Cand 2,Cand 2 Party,Cand 2 Result,Cand 3,Cand 3 Party,Cand 3 Result
0,2016,Senator,0,Blunt,REP,46.8,Kander,DEM,45.5,,nan,
1,2016,Senator,0,Blunt,REP,45.0,Kander,DEM,46.0,,nan,
2,2016,Senator,0,Blunt,REP,48.0,Kander,DEM,44.0,,nan,
3,2016,Senator,0,Blunt,REP,47.0,Kander,DEM,46.0,,nan,
4,2016,Senator,0,Blunt,REP,47.0,Kander,DEM,46.0,,nan,
5,2016,Governor,0,Greitens,REP,46.0,Koster,DEM,45.5,,nan,
6,2016,Governor,0,Greitens,REP,46.0,Koster,DEM,45.0,,nan,
7,2016,Governor,0,Greitens,REP,46.0,Koster,DEM,46.0,,nan,
8,2012,Governor,0,Nixon,DEM,49.7,Spence,REP,42.0,,nan,
9,2012,Governor,0,Nixon,DEM,53.0,Spence,REP,45.0,,nan,
10,2012,Governor,0,Nixon,DEM,48.0,Spence,REP,39.0,,nan,
11,2012,Governor,0,Nixon,DEM,48.0,Spence,REP,42.0,,nan,
12,2010,Senator,0,Blunt,REP,51.7,Carnahan,DEM,41.3,,nan,
13,2010,Senator,0,Blunt,REP,54.0,Carnahan,DEM,41.0,,nan,
14,2010,Senator,0,Blunt,REP,49.0,Carnahan,DEM,40.0,,nan,
15,2010,Senator,0,Blunt,REP,52.0,Carnahan,DEM,43.0,,nan,
16,2010,U.S. Representative,3,Carnahan,DEM,54.0,Martin,REP,38.0,,nan,
17,2010,U.S. Representative,3,Carnahan,DEM,48.0,Martin,REP,39.0,,nan,
18,2010,U.S. Representative,4,Hartzler,REP,39.0,Skelton,DEM,46.0,,nan,
19,2010,U.S. Representative,4,Hartzler,REP,35.0,Skelton,DEM,47.0,,nan,
20,2010,U.S. Representative,4,Hartzler,REP,42.0,Skelton,DEM,45.0,,nan,
