Candidate,Party,State,Office,Incumbency,Result,Total Money
"THUNE, JOHN",REPUBLICAN,SD,US SENATE DISTRICT SD SW-CLASS III,Incumbent,Won-General,10709206.74
"DAUGAARD, DENNIS & MICHELS, MATTHEW (MATT)",REPUBLICAN,SD,GOVERNOR / LIEUTENANT GOVERNOR,Open,Won-General,2636328.91
"NOEM, KRISTI LYNN",REPUBLICAN,SD,US HOUSE DISTRICT SD 001,Challenger,Won-General,2355872.35
"SANDLIN, STEPHANIE M HERSETH",DEMOCRATIC,SD,US HOUSE DISTRICT SD 001,Incumbent,Lost-General,2076336.70
"HEIDEPRIEM, SCOTT N & ARNDT, BEN",DEMOCRATIC,SD,GOVERNOR / LIEUTENANT GOVERNOR,Open,Lost-General,1476416.12
"JACKLEY, MARTY J",REPUBLICAN,SD,ATTORNEY GENERAL,Incumbent,Won-General,460944.28
"JOHNSON, DUSTIN (DUSTY)",REPUBLICAN,SD,PUBLIC UTILITY COMMISSIONER,Incumbent,Won-General,297199.71
"GANT, JASON M",REPUBLICAN,SD,SECRETARY OF STATE,Open,Won-General,261045.52
"NESSELHUF, BEN (B J)",DEMOCRATIC,SD,SECRETARY OF STATE,Open,Lost-General,207495.82
"MUNSTERMAN, SCOTT",REPUBLICAN,SD,HOUSE DISTRICT 007,Open,Won-General,203086.53
"BARNETT, STEVE",REPUBLICAN,SD,AUDITOR,Open,Won-General,99635.22
"BARTLING, JULIE",DEMOCRATIC,SD,AUDITOR,Open,Lost-General,98275.50
"JOHNSTON, MARK",REPUBLICAN,SD,SENATE DISTRICT 012,Challenger,Won-General,58959.78
"FEINSTEIN, MARC S",DEMOCRATIC,SD,HOUSE DISTRICT 014,Incumbent,Won-General,58606.37
"GRAY, BOB",REPUBLICAN,SD,SENATE DISTRICT 024,Incumbent,Won-General,57720.38
"SATTGAST, RICH",REPUBLICAN,SD,TREASURER,Open,Won-General,57361.57
"HEINEMAN, PHYLLIS M",REPUBLICAN,SD,SENATE DISTRICT 013,Open,Won-General,54620.20
"LUST, DAVID",REPUBLICAN,SD,HOUSE DISTRICT 034,Incumbent,Won-General,45903.44
"BERRY, NANCY TURBAK",DEMOCRATIC,SD,SENATE DISTRICT 005,Incumbent,Lost-General,45666.17
"PERRY, TAD",REPUBLICAN,SD,HOUSE DISTRICT 024,Open,Won-General,45148.77
"KATUS, TOM",DEMOCRATIC,SD,TREASURER,Open,Lost-General,41836.21
"GARNOS, COOPER",REPUBLICAN,SD,SENATE DISTRICT 021,Incumbent,Won-General,38278.00
"GOSCH, BRIAN",REPUBLICAN,SD,HOUSE DISTRICT 032,Incumbent,Won-General,37048.13
"ABDALLAH, GENE G",REPUBLICAN,SD,HOUSE DISTRICT 010,Challenger,Won-General,37022.73
"LEDERMAN, DANIEL I",REPUBLICAN,SD,SENATE DISTRICT 016,Open,Won-General,36947.29
"PETERS, DEBORAH",REPUBLICAN,SD,SENATE DISTRICT 009,Open,Won-General,35761.26
"OLSON, RUSSELL",REPUBLICAN,SD,SENATE DISTRICT 008,Incumbent,Won-General,35373.00
"HUNHOFF, BERNIE",DEMOCRATIC,SD,HOUSE DISTRICT 018,Incumbent,Won-General,33443.56
"CONZET, KRISTIN",REPUBLICAN,SD,HOUSE DISTRICT 032,Incumbent,Won-General,32781.35
"HOLIEN, RIED",REPUBLICAN,SD,SENATE DISTRICT 005,Challenger,Won-General,32568.95
"MAGSTADT, MELISSA",REPUBLICAN,SD,HOUSE DISTRICT 005,Challenger,Won-General,31849.27
"LUCAS, LARRY J",DEMOCRATIC,SD,HOUSE DISTRICT 026A,Incumbent,Won-General,31710.12
"HANSEN, TOM",REPUBLICAN,SD,SENATE DISTRICT 022,Incumbent,Won-General,30740.35
"JERSTAD, SANDY",DEMOCRATIC,SD,SENATE DISTRICT 012,Incumbent,Lost-General,29392.30
"FARGEN, MITCHELL",DEMOCRATIC,SD,HOUSE DISTRICT 008,Incumbent,Won-General,29235.78
"ODONNELL, ANGIE BUHL",DEMOCRATIC,SD,SENATE DISTRICT 015,Open,Won-General,29233.35
"SCHLEKEWAY, TODD",REPUBLICAN,SD,SENATE DISTRICT 011,Open,Won-General,28598.40
"KREBS, SHANTEL",REPUBLICAN,SD,SENATE DISTRICT 010,Open,Won-General,28511.93
"RAVE, TIMOTHY A",REPUBLICAN,SD,SENATE DISTRICT 025,Challenger,Won-General,27727.52
"KRAUS, ELIZABETH",REPUBLICAN,SD,SENATE DISTRICT 033,Open,Won-General,27512.53
"BOOMGARDEN, JAMIE M",REPUBLICAN,SD,HOUSE DISTRICT 017,Incumbent,Won-General,27487.76
"TIDEMANN, LARRY",REPUBLICAN,SD,SENATE DISTRICT 007,Challenger,Won-General,27114.48
"JUHNKE, KENT",REPUBLICAN,SD,HOUSE DISTRICT 021,Incumbent,Won-General,25516.02
"JOHNSON, JARROD",REPUBLICAN,SD,COMMISSIONER OF PUBLIC LANDS,Incumbent,Won-General,25180.64
"CHRISTENSEN, EUGENE D",REPUBLICAN,SD,SENATE DISTRICT 027,Challenger,Lost-General,24980.69
"NELSON, THOMAS R",REPUBLICAN,SD,SENATE DISTRICT 031,Incumbent,Won-General,24616.00
"RAUSCH, VAL",REPUBLICAN,SD,HOUSE DISTRICT 004,Incumbent,Won-General,23787.97
"KARPEN, DOYLE",DEMOCRATIC,SD,PUBLIC UTILITY COMMISSIONER,Challenger,Lost-General,23332.14
"WINTERS, JEFF",DEMOCRATIC,SD,HOUSE DISTRICT 014,Challenger,Lost-General,21676.00
"CUTLER, JONI CLARK",REPUBLICAN,SD,SENATE DISTRICT 014,Open,Won-General,21453.00
"SCHAEFER, JAMES",REPUBLICAN,SD,HOUSE DISTRICT 021,Challenger,Won-General,21371.29
"WICK, HAL",REPUBLICAN,SD,HOUSE DISTRICT 012,Challenger,Won-General,21342.57
"KLOUCEK, FRANK J",DEMOCRATIC,SD,HOUSE DISTRICT 019,Open,Won-General,21286.46
"SOLUM, ROGER",REPUBLICAN,SD,HOUSE DISTRICT 005,Incumbent,Won-General,21215.59
"RAMPELBERG, BRUCE",REPUBLICAN,SD,SENATE DISTRICT 030,Open,Won-General,21075.00
"BLAKE, SUSAN",DEMOCRATIC,SD,HOUSE DISTRICT 013,Incumbent,Won-General,20426.81
"MERCHANT, PAMELA K",DEMOCRATIC,SD,SENATE DISTRICT 007,Incumbent,Lost-General,19814.50
"AHLERS, DAN",DEMOCRATIC,SD,SENATE DISTRICT 025,Incumbent,Lost-General,19693.75
"GIBSON, PEGGY ANNE",DEMOCRATIC,SD,HOUSE DISTRICT 022,Incumbent,Won-General,19324.29
"HOERTH, ALAN C",DEMOCRATIC,SD,SENATE DISTRICT 003,Challenger,Lost-General,19293.78
"HICKEY, STEVE",REPUBLICAN,SD,HOUSE DISTRICT 009,Open,Won-General,19004.30
"NETHERTON, JENNA HAGGAR",INDEPENDENT,SD,HOUSE DISTRICT 015,Challenger,Won-General,18906.78
"HUNHOFF, JEAN",REPUBLICAN,SD,SENATE DISTRICT 018,Incumbent,Won-General,18219.63
"HAVERLY, JEFFREY",REPUBLICAN,SD,SENATE DISTRICT 035,Incumbent,Won-General,18011.48
"WHITE, JIM",REPUBLICAN,SD,HOUSE DISTRICT 022,Challenger,Won-General,17769.37
"DUNN, JEFF",DEMOCRATIC,SD,HOUSE DISTRICT 005,Challenger,Lost-General,17657.06
"MURRAY, MATTHEW",INDEPENDENT,SD,HOUSE DISTRICT 032,Challenger,Lost-General,17006.17
"ANDERSON, MARK W",DEMOCRATIC,SD,HOUSE DISTRICT 009,Open,Lost-General,16888.14
"GARREAU, JULIE A",DEMOCRATIC,SD,SENATE DISTRICT 028,Challenger,Lost-General,16496.90
"VEHLE, MIKE",REPUBLICAN,SD,SENATE DISTRICT 020,Incumbent,Won-General,16460.91
"DENNERT, H PAUL",DEMOCRATIC,SD,HOUSE DISTRICT 002,Incumbent,Won-General,16452.90
"STEELE, MANNY",REPUBLICAN,SD,HOUSE DISTRICT 012,Incumbent,Won-General,15595.06
"DRYDEN, ROBERT DANNY (DAN)",REPUBLICAN,SD,HOUSE DISTRICT 034,Challenger,Won-General,15285.00
"LISS, BRIAN C",REPUBLICAN,SD,HOUSE DISTRICT 013,Challenger,Won-General,15116.37
"EVEN, TIM",DEMOCRATIC,SD,HOUSE DISTRICT 003,Challenger,Lost-General,15067.16
"BURG, QUINTEN L",DEMOCRATIC,SD,HOUSE DISTRICT 022,Incumbent,Lost-General,14546.38
"HAWLEY, SPENCER",DEMOCRATIC,SD,HOUSE DISTRICT 007,Open,Won-General,14243.65
"SUTTON, BILLIE H",DEMOCRATIC,SD,SENATE DISTRICT 026,Open,Won-General,14044.93
"MAHER, RYAN M",REPUBLICAN,SD,SENATE DISTRICT 028,Incumbent,Won-General,13968.00
"DANFORTH, PERRY D",DEMOCRATIC,SD,SENATE DISTRICT 022,Challenger,Lost-General,13749.95
"NELSON, STACE",REPUBLICAN,SD,HOUSE DISTRICT 025,Challenger,Won-General,13329.70
"BOLIN, JIM",REPUBLICAN,SD,HOUSE DISTRICT 016,Incumbent,Won-General,13237.14
"HATCH, TRUDI",DEMOCRATIC,SD,HOUSE DISTRICT 009,Open,Lost-General,13157.86
"HUNT, ROGER",REPUBLICAN,SD,HOUSE DISTRICT 010,Incumbent,Won-General,13057.47
"FEICKERT, DENNIS",DEMOCRATIC,SD,HOUSE DISTRICT 003,Incumbent,Won-General,12652.63
"VANNEMAN, KIM",REPUBLICAN,SD,HOUSE DISTRICT 026B,Incumbent,Won-General,12562.50
"KIRKEBY, MARK",REPUBLICAN,SD,HOUSE DISTRICT 035,Incumbent,Won-General,12507.38
"GULSON, GEORGE",DEMOCRATIC,SD,SENATE DISTRICT 010,Open,Lost-General,12472.00
"TORNBERG, ANN",DEMOCRATIC,SD,HOUSE DISTRICT 016,Challenger,Lost-General,12375.00
"SOLBERG, DARRELL D",DEMOCRATIC,SD,HOUSE DISTRICT 011,Incumbent,Lost-General,12173.97
"TORNOW, R SHAWN",REPUBLICAN,SD,HOUSE DISTRICT 014,Challenger,Won-General,12170.55
"MOSER, NICK G",REPUBLICAN,SD,HOUSE DISTRICT 018,Incumbent,Won-General,12144.83
"WILLADSEN, MARK K",REPUBLICAN,SD,HOUSE DISTRICT 011,Challenger,Won-General,12065.79
"TURBIVILLE, CHARLES M",REPUBLICAN,SD,HOUSE DISTRICT 031,Incumbent,Won-General,11924.00
"STREET, STEVE",DEMOCRATIC,SD,HOUSE DISTRICT 004,Incumbent,Won-General,11843.00
"HANSEN, JON",REPUBLICAN,SD,HOUSE DISTRICT 025,Challenger,Won-General,11821.13
"ROMKEMA, FRED W",REPUBLICAN,SD,HOUSE DISTRICT 031,Incumbent,Won-General,11805.00
"JOHNSON, PAULA L",DEMOCRATIC,SD,HOUSE DISTRICT 012,Challenger,Lost-General,11763.88
"JORGENSON, TERRI",REPUBLICAN,SD,SENATE DISTRICT 017,Open,Lost-General,11675.73
"LARSON, JAMES (JIM)",DEMOCRATIC,SD,HOUSE DISTRICT 011,Challenger,Lost-General,11560.00
"ROSE, DAVID B",REPUBLICAN,SD,HOUSE DISTRICT 014,Challenger,Lost-General,10876.00
"PARKER, MATT",DEMOCRATIC,SD,SENATE DISTRICT 013,Open,Lost-General,10845.72
"NOVSTRUP, AL",REPUBLICAN,SD,SENATE DISTRICT 003,Incumbent,Won-General,10799.04
"KILLER, KEVIN",DEMOCRATIC,SD,HOUSE DISTRICT 027,Incumbent,Won-General,10761.57
"VENNER, MARK E",REPUBLICAN,SD,HOUSE DISTRICT 024,Open,Won-General,10722.39
"COOL, TOM",DEMOCRATIC,SD,SENATE DISTRICT 011,Open,Lost-General,10563.21
"PUTNAM, J E (JIM)",REPUBLICAN,SD,SENATE DISTRICT 019,Open,Won-General,10550.00
"JENSEN, PHIL",REPUBLICAN,SD,HOUSE DISTRICT 033,Incumbent,Won-General,10549.28
"VERCHIO, MIKE",REPUBLICAN,SD,HOUSE DISTRICT 030,Incumbent,Won-General,10385.00
"NOVSTRUP, DAVID",REPUBLICAN,SD,HOUSE DISTRICT 003,Incumbent,Won-General,9841.01
