Candidate,Party,State,Office,Incumbency,Result,Total Money
"CANTOR, ERIC I",REPUBLICAN,VA,US HOUSE DISTRICT VA 007,Incumbent,Won-General,5901783.04
"RIGELL, EDWARD SCOTT",REPUBLICAN,VA,US HOUSE DISTRICT VA 002,Challenger,Won-General,4485347.05
"PERRIELLO, THOMAS STUART PRICE (TOM)",DEMOCRATIC,VA,US HOUSE DISTRICT VA 005,Incumbent,Lost-General,3746181.40
"FIMIAN, KEITH S",REPUBLICAN,VA,US HOUSE DISTRICT VA 011,Challenger,Lost-General,2805442.37
"HURT, ROBERT",REPUBLICAN,VA,US HOUSE DISTRICT VA 005,Challenger,Won-General,2677519.62
"BOUCHER, RICK C",DEMOCRATIC,VA,US HOUSE DISTRICT VA 009,Incumbent,Lost-General,2516161.90
"CONNOLLY, GERALD E (GERRY)",DEMOCRATIC,VA,US HOUSE DISTRICT VA 011,Incumbent,Won-General,2409912.18
"NYE III, GLENN C",DEMOCRATIC,VA,US HOUSE DISTRICT VA 002,Incumbent,Lost-General,2225471.15
"WOLF, FRANK R",REPUBLICAN,VA,US HOUSE DISTRICT VA 010,Incumbent,Won-General,1309216.22
"WITTMAN, ROBERT J (ROB)",REPUBLICAN,VA,US HOUSE DISTRICT VA 001,Incumbent,Won-General,1295395.96
"MORAN JR, JAMES P (JIM)",DEMOCRATIC,VA,US HOUSE DISTRICT VA 008,Incumbent,Won-General,1286996.83
"GRIFFITH, H MORGAN",REPUBLICAN,VA,US HOUSE DISTRICT VA 009,Challenger,Won-General,1093786.34
"BALL, KRYSTAL M",DEMOCRATIC,VA,US HOUSE DISTRICT VA 001,Challenger,Lost-General,1036828.65
"FORBES, J RANDY",REPUBLICAN,VA,US HOUSE DISTRICT VA 004,Incumbent,Won-General,984554.20
"GOODLATTE, ROBERT W (BOB)",REPUBLICAN,VA,US HOUSE DISTRICT VA 006,Incumbent,Won-General,981584.25
"BARNETT, JEFFERY R",DEMOCRATIC,VA,US HOUSE DISTRICT VA 010,Challenger,Lost-General,605564.15
"MURRAY, J PATRICK",REPUBLICAN,VA,US HOUSE DISTRICT VA 008,Challenger,Lost-General,446468.17
"SCOTT, ROBERT C (BOBBY)",DEMOCRATIC,VA,US HOUSE DISTRICT VA 003,Incumbent,Won-General,427993.74
"LEGROW, WYNNE E",DEMOCRATIC,VA,US HOUSE DISTRICT VA 004,Challenger,Lost-General,170981.66
"WAUGH JR, RICK E",DEMOCRATIC,VA,US HOUSE DISTRICT VA 007,Challenger,Lost-General,148139.74
"GOLDEN, KENNETH",INDEPENDENT,VA,US HOUSE DISTRICT VA 002,Challenger,Lost-General,121370.48
"SMITH JR, C L (CHUCK)",REPUBLICAN,VA,US HOUSE DISTRICT VA 003,Challenger,Lost-General,90636.07
"HEATON, JEREMIAH D",INDEPENDENT,VA,US HOUSE DISTRICT VA 009,Challenger,Lost-General,23306.67
"BAYNE, FLOYD C",UNK,VA,US HOUSE DISTRICT VA 007,Challenger,Lost-General,18289.26
"MOORE, DAVID",REPUBLICAN,VA,US HOUSE DISTRICT VA 009,Open,Lost-Convention,13329.69
"LIGHT, ADAM N",REPUBLICAN,VA,US HOUSE DISTRICT VA 009,Open,Lost-Convention,12956.50
"VANKE, JEFFREY W",INDEPENDENT,VA,US HOUSE DISTRICT VA 006,Challenger,Lost-General,12154.42
"REDPATH, WILLIAM B",LIBERTARIAN,VA,US HOUSE DISTRICT VA 010,Challenger,Lost-General,10537.72
"RING, JESSEE",REPUBLICAN,VA,US HOUSE DISTRICT VA 009,Open,Lost-Convention,8210.00
"BAIN, STUART M",LIBERTARIAN,VA,US HOUSE DISTRICT VA 006,Challenger,Lost-General,8064.84
"QUIGLEY, JAMES J",LIBERTARIAN,VA,US HOUSE DISTRICT VA 003,Challenger,Lost-General,4795.00
"DOTSON, DAVID L",LIBERTARIAN,VA,US HOUSE DISTRICT VA 011,Challenger,Lost-General,1595.00
"PARKER, GLENDA GAIL",UNK,VA,US HOUSE DISTRICT VA 001,Challenger,Lost-General,0.00
"ROOP, BRANDON",REPUBLICAN,VA,US HOUSE DISTRICT VA 009,Open,Lost-Convention,0.00
"KELLY, JOHN D",INDEPENDENT,VA,US HOUSE DISTRICT VA 003,Challenger,Lost-General,0.00
"CLARK, JEFFREY A",INDEPENDENT,VA,US HOUSE DISTRICT VA 005,Challenger,Lost-General,0.00
"FISHER, J RON",UNK,VA,US HOUSE DISTRICT VA 008,Challenger,Lost-General,0.00
"CARR, WILLIAM R",REPUBLICAN,VA,US HOUSE DISTRICT VA 009,Open,Lost-Convention,0.00
"DECARLO, CHRISTOPHER F",INDEPENDENT,VA,US HOUSE DISTRICT VA 011,Challenger,Lost-General,0.00
"GILLIS JR, DAVID WILLIAM",UNK,VA,US HOUSE DISTRICT VA 011,Challenger,Lost-General,0.00
