Candidate,Party,State,Office,Incumbency,Result,Total Money
"MCMAHON, LINDA E",REPUBLICAN,CT,US SENATE DISTRICT CT SW-CLASS III,Open,Lost-General,50210591.79
"FOLEY SR, THOMAS COLEMAN (TOM) & BOUGHTON, MARK D",REPUBLICAN,CT,GOVERNOR / LIEUTENANT GOVERNOR,Open,Lost-General,12519438.32
"MALLOY, DANNEL P & WYMAN, NANCY S",DEMOCRATIC,CT,GOVERNOR / LIEUTENANT GOVERNOR,Open,Won-General,9130509.56
"BLUMENTHAL, RICHARD A",DEMOCRATIC,CT,US SENATE DISTRICT CT SW-CLASS III,Open,Won-General,8720798.58
"HIMES, JAMES A",DEMOCRATIC,CT,US HOUSE DISTRICT CT 004,Incumbent,Won-General,3337541.55
"MURPHY, CHRISTOPHER S",DEMOCRATIC,CT,US HOUSE DISTRICT CT 005,Incumbent,Won-General,2999154.26
"LARSON, JOHN B",DEMOCRATIC,CT,US HOUSE DISTRICT CT 001,Incumbent,Won-General,2340615.45
"DEBICELLA, DANIEL C",REPUBLICAN,CT,US HOUSE DISTRICT CT 004,Challenger,Lost-General,1964614.57
"COURTNEY, JOE",DEMOCRATIC,CT,US HOUSE DISTRICT CT 002,Incumbent,Won-General,1752418.08
"CALIGIURI, SAM S F",REPUBLICAN,CT,US HOUSE DISTRICT CT 005,Challenger,Lost-General,1256990.49
"MERRILL, DENISE",DEMOCRATIC,CT,SECRETARY OF STATE,Open,Won-General,1210840.73
"LEMBO, KEVIN P",DEMOCRATIC,CT,COMPTROLLER,Open,Won-General,1200026.43
"DELAURO, ROSA L",DEMOCRATIC,CT,US HOUSE DISTRICT CT 003,Incumbent,Won-General,1179072.46
"JEPSEN, GEORGE C",DEMOCRATIC,CT,ATTORNEY GENERAL,Open,Won-General,831737.14
"WRIGHT, JEFF",REPUBLICAN,CT,TREASURER,Challenger,Lost-General,830358.19
"FARRELL JR, JERRY",REPUBLICAN,CT,SECRETARY OF STATE,Open,Lost-General,824800.00
"NAPPIER, DENISE L",DEMOCRATIC,CT,TREASURER,Incumbent,Won-General,777887.33
"ALPERT, MERRICK",DEMOCRATIC,CT,US SENATE DISTRICT CT SW-CLASS III,Open,Lost-Convention,379708.14
