Candidate,Party,State,Office,Incumbency,Result,Total Money
"ISAKSON, JOHNNY",REPUBLICAN,GA,US SENATE DISTRICT GA SW-CLASS III,Incumbent,Won-General,9112090.12
"BARNES, ROY EUGENE",DEMOCRATIC,GA,GOVERNOR,Open,Lost-General,9042084.74
"DEAL, NATHAN J",REPUBLICAN,GA,GOVERNOR,Open,Won-General,8554212.84
"CAGLE, L S (CASEY)",REPUBLICAN,GA,LIEUTENANT GOVERNOR,Incumbent,Won-General,3198283.20
"HANDEL, KAREN CHRISTINE",REPUBLICAN,GA,GOVERNOR,Open,Lost-Primary Runoff,2884515.94
"PRICE, THOMAS EDMUNDS (TOM)",REPUBLICAN,GA,US HOUSE DISTRICT GA 006,Incumbent,Won-General,2091908.07
"BARROW, JOHN J",DEMOCRATIC,GA,US HOUSE DISTRICT GA 012,Incumbent,Won-General,1947065.36
"OLENS, SAMUEL S",REPUBLICAN,GA,ATTORNEY GENERAL,Open,Won-General,1776201.07
"HODGES, KEN",DEMOCRATIC,GA,ATTORNEY GENERAL,Open,Lost-General,1547351.76
"BISHOP JR, SANFORD D",DEMOCRATIC,GA,US HOUSE DISTRICT GA 002,Incumbent,Won-General,1472349.08
"MARSHALL, JIM",DEMOCRATIC,GA,US HOUSE DISTRICT GA 008,Incumbent,Lost-General,1465190.40
"GRAVES JR, JOHN THOMAS (TOM)",REPUBLICAN,GA,US HOUSE DISTRICT GA 009,Incumbent,Won-General,1399422.37
"GINGREY, JOHN PHILLIP (PHIL)",REPUBLICAN,GA,US HOUSE DISTRICT GA 011,Incumbent,Won-General,1329476.96
"KEOWN, MIKE",REPUBLICAN,GA,US HOUSE DISTRICT GA 002,Challenger,Lost-General,1202649.77
"HUDGENS, RALPH T",REPUBLICAN,GA,INSURANCE COMMISSIONER,Open,Won-General,1117748.14
"SCOTT, JAMES AUSTIN (AUSTIN)",REPUBLICAN,GA,US HOUSE DISTRICT GA 008,Challenger,Won-General,1035186.84
"LEWIS, JOHN",DEMOCRATIC,GA,US HOUSE DISTRICT GA 005,Incumbent,Won-General,1007182.19
"KINGSTON, J H (JACK)",REPUBLICAN,GA,US HOUSE DISTRICT GA 001,Incumbent,Won-General,995341.66
"HAWKINS JR, B LEE",REPUBLICAN,GA,US HOUSE DISTRICT GA 009,Challenger,Lost-Primary Runoff,974909.61
"BLACK, GARY WARD",REPUBLICAN,GA,AGRICULTURE COMMISSIONER,Open,Won-General,924294.17
"KEMP, BRIAN",REPUBLICAN,GA,SECRETARY OF STATE,Incumbent,Won-General,896518.22
"SCOTT, DAVID A",DEMOCRATIC,GA,US HOUSE DISTRICT GA 013,Incumbent,Won-General,860815.22
"WESTMORELAND, LYNN A",REPUBLICAN,GA,US HOUSE DISTRICT GA 003,Incumbent,Won-General,838044.43
"BROUN, PAUL COLLINS",REPUBLICAN,GA,US HOUSE DISTRICT GA 010,Incumbent,Won-General,819208.18
"SINKFIELD, GEORGANNA T",DEMOCRATIC,GA,SECRETARY OF STATE,Challenger,Lost-General,796305.17
"PORTER, CAROL",DEMOCRATIC,GA,LIEUTENANT GOVERNOR,Challenger,Lost-General,726141.15
"JOHNSON JR, HENRY C (HANK)",DEMOCRATIC,GA,US HOUSE DISTRICT GA 004,Incumbent,Won-General,576452.29
"RALSTON, DAVID",REPUBLICAN,GA,HOUSE DISTRICT 007,Incumbent,Won-General,509505.18
"WOODALL, WILLIAM ROBERT (ROB)",REPUBLICAN,GA,US HOUSE DISTRICT GA 007,Open,Won-General,397182.66
"MCFADDEN, CHRIS",NONPARTISAN,GA,APPELLATE COURT-OPEN SEAT,Open,Won-General Runoff,369690.93
"MARTIN, JOE",DEMOCRATIC,GA,SUPERINTENDENT OF PUBLIC INSTRUCTION,Open,Lost-General,365858.80
"SMITH, PRESTON W",REPUBLICAN,GA,ATTORNEY GENERAL,Open,Lost-Primary Runoff,364245.42
