Candidate,Party,State,Office,Incumbency,Result,Total Money
"DUDLEY, CHRIS",REPUBLICAN,OR,GOVERNOR,Open,Lost-General,10443302.27
"KITZHABER, JOHN A",DEMOCRATIC,OR,GOVERNOR,Open,Won-General,7668152.37
"WYDEN, RON",DEMOCRATIC,OR,US SENATE DISTRICT OR SW-CLASS III,Incumbent,Won-General,6799896.87
"HUFFMAN II, JAMES",REPUBLICAN,OR,US SENATE DISTRICT OR SW-CLASS III,Challenger,Lost-General,2901821.18
"SCHRADER, WALTER (KURT)",DEMOCRATIC,OR,US HOUSE DISTRICT OR 005,Incumbent,Won-General,2165708.03
"WALDEN, GREGORY P",REPUBLICAN,OR,US HOUSE DISTRICT OR 002,Incumbent,Won-General,1855834.70
"WU, DAVID",DEMOCRATIC,OR,US HOUSE DISTRICT OR 001,Incumbent,Won-General,1361275.71
"ROBINSON, ART",REPUBLICAN,OR,US HOUSE DISTRICT OR 004,Challenger,Lost-General,1309622.28
"DEFAZIO, PETER A",DEMOCRATIC,OR,US HOUSE DISTRICT OR 004,Incumbent,Won-General,1304813.81
"DEVLIN, RICHARD",DEMOCRATIC,OR,SENATE DISTRICT 019,Incumbent,Won-General,1235799.65
"BLUMENAUER, EARL",DEMOCRATIC,OR,US HOUSE DISTRICT OR 003,Incumbent,Won-General,1171942.79
"BRUUN, LORENTZ SCOTT",REPUBLICAN,OR,US HOUSE DISTRICT OR 005,Challenger,Lost-General,1146022.24
"CORNILLES, ROB",REPUBLICAN,OR,US HOUSE DISTRICT OR 001,Challenger,Lost-General,1096405.48
"BARTON, BRENT",DEMOCRATIC,OR,SENATE DISTRICT 026,Open,Lost-General,915115.89
"STARR, BRUCE",REPUBLICAN,OR,SENATE DISTRICT 015,Incumbent,Won-General,831830.47
"WHEELER, EDWARD T",DEMOCRATIC,OR,TREASURER,Incumbent,Won-General,782964.81
"COURTNEY, PETER",DEMOCRATIC,OR,SENATE DISTRICT 011,Incumbent,Won-General,735467.72
"RILEY, CHARLES D (CHUCK)",DEMOCRATIC,OR,SENATE DISTRICT 015,Challenger,Lost-General,656181.25
"RASMUSSEN, WILLIAM",DEMOCRATIC,OR,HOUSE DISTRICT 037,Open,Lost-General,589636.32
"HANNA, BRUCE",REPUBLICAN,OR,HOUSE DISTRICT 007,Incumbent,Won-General,582482.25
"HUNT, DAVE",DEMOCRATIC,OR,HOUSE DISTRICT 040,Incumbent,Won-General,517765.73
"SCHRADER, MARTHA",DEMOCRATIC,OR,SENATE DISTRICT 020,Incumbent,Lost-General,514776.47
"BATES, ALAN C",DEMOCRATIC,OR,SENATE DISTRICT 003,Incumbent,Won-General,509919.48
"VAN ORMAN, SUZANNE",DEMOCRATIC,OR,HOUSE DISTRICT 052,Incumbent,Lost-General,484070.65
"CONGER, JASON",REPUBLICAN,OR,HOUSE DISTRICT 054,Challenger,Won-General,479874.29
"STIEGLER, JUDITH F",DEMOCRATIC,OR,HOUSE DISTRICT 054,Incumbent,Lost-General,441073.74
"THOMSEN, CHARLES WILLIAM (CHUCK)",REPUBLICAN,OR,SENATE DISTRICT 026,Open,Won-General,427319.28
"BLOSSER, SUSAN SOKOL",DEMOCRATIC,OR,HOUSE DISTRICT 024,Challenger,Lost-General,420432.55
"MYERS, CHERYL",DEMOCRATIC,OR,HOUSE DISTRICT 051,Open,Lost-General,399857.44
"LINDSAY, SHAWN",REPUBLICAN,OR,HOUSE DISTRICT 030,Open,Won-General,392902.42
"JOHNSON, MARK",REPUBLICAN,OR,HOUSE DISTRICT 052,Challenger,Won-General,387474.02
"KAHL, NICHOLAS A",DEMOCRATIC,OR,HOUSE DISTRICT 049,Incumbent,Lost-General,384199.38
"ROBLAN, ARNIE",DEMOCRATIC,OR,HOUSE DISTRICT 009,Incumbent,Won-General,368129.47
"DOTTERRER, DAVID G (DAVE)",REPUBLICAN,OR,SENATE DISTRICT 003,Challenger,Lost-General,367582.13
"RAYFIELD, DANIEL A",DEMOCRATIC,OR,SENATE DISTRICT 008,Challenger,Lost-General,365562.06
"PARRISH, JULIEANNE N (JULIE)",REPUBLICAN,OR,HOUSE DISTRICT 037,Open,Won-General,363764.23
"BREWER, KATERINA E",REPUBLICAN,OR,HOUSE DISTRICT 029,Open,Won-General,363060.95
"SHEEHAN, PATRICK D",REPUBLICAN,OR,HOUSE DISTRICT 051,Open,Won-General,357674.52
"AINGE, DOUG",DEMOCRATIC,OR,HOUSE DISTRICT 030,Open,Lost-General,356529.73
"HOWE, MARGARET L",DEMOCRATIC,OR,HOUSE DISTRICT 006,Challenger,Lost-General,351418.78
"KENNEMER, BILL",REPUBLICAN,OR,HOUSE DISTRICT 039,Incumbent,Won-General,349327.54
"KREMER, MARY",REPUBLICAN,OR,SENATE DISTRICT 019,Challenger,Lost-General,342223.87
"WAND, MATTHEW",REPUBLICAN,OR,HOUSE DISTRICT 049,Challenger,Won-General,329247.04
"MORSE, J FRANKLIN (FRANK)",REPUBLICAN,OR,SENATE DISTRICT 008,Incumbent,Won-General,312132.54
"WEIDNER, JIM",REPUBLICAN,OR,HOUSE DISTRICT 024,Incumbent,Won-General,265870.62
"OLSEN, ALAN R",REPUBLICAN,OR,SENATE DISTRICT 020,Challenger,Won-General,263491.80
"WINTERS, JACKIE",REPUBLICAN,OR,SENATE DISTRICT 010,Incumbent,Won-General,257361.77
"RILEY, KATIE",DEMOCRATIC,OR,HOUSE DISTRICT 029,Open,Lost-General,257069.62
"NOLAN, MARY T",DEMOCRATIC,OR,HOUSE DISTRICT 036,Incumbent,Won-General,246699.77
"READ, TOBIAS",DEMOCRATIC,OR,HOUSE DISTRICT 027,Incumbent,Won-General,222109.70
"NORRIS, ALICE",DEMOCRATIC,OR,HOUSE DISTRICT 039,Challenger,Lost-General,220711.04
"GEORGE, LAWRENCE B",REPUBLICAN,OR,SENATE DISTRICT 013,Incumbent,Won-General,219383.77
"CASTILLO, SUSAN",NONPARTISAN,OR,SUPERINTENDENT OF PUBLIC INSTRUCTION,Incumbent,Won-General,219064.50
"TELFER, CHRIS",REPUBLICAN,OR,TREASURER,Challenger,Lost-General,211718.00
"SCHAUFLER, MICHAEL",DEMOCRATIC,OR,HOUSE DISTRICT 048,Incumbent,Won-General,208798.24
"CAMERON, KEVIN M",REPUBLICAN,OR,HOUSE DISTRICT 019,Incumbent,Won-General,202454.29
"JOHNSON, ELIZABETH K (BETSY)",DEMOCRATIC,OR,SENATE DISTRICT 016,Incumbent,Won-General,199360.00
"ESQUIVEL, SAL",REPUBLICAN,OR,HOUSE DISTRICT 006,Incumbent,Won-General,191166.27
"MONROE, W ROD",DEMOCRATIC,OR,SENATE DISTRICT 024,Incumbent,Won-General,158501.30
"SMITH, GREGORY V",REPUBLICAN,OR,HOUSE DISTRICT 057,Incumbent,Won-General,154509.09
"BUCKLEY, PETER",DEMOCRATIC,OR,HOUSE DISTRICT 005,Incumbent,Won-General,153226.32
"GILLIAM, VICTOR S (VIC)",REPUBLICAN,OR,HOUSE DISTRICT 018,Incumbent,Won-General,152028.92
"KOMP, BETTY",DEMOCRATIC,OR,HOUSE DISTRICT 022,Incumbent,Won-General,151934.80
"FREEMAN, TIM J",REPUBLICAN,OR,HOUSE DISTRICT 002,Incumbent,Won-General,146085.37
"HORNING, ROBERT DAVID",REPUBLICAN,OR,SENATE DISTRICT 016,Challenger,Lost-General,142228.69
"MATTHEWS, GREG",DEMOCRATIC,OR,HOUSE DISTRICT 050,Incumbent,Won-General,141676.28
"BEYER, LESLEE (LEE)",DEMOCRATIC,OR,SENATE DISTRICT 006,Open,Won-General,139041.34
"WHEELER, ROBERT",REPUBLICAN,OR,SENATE DISTRICT 024,Challenger,Lost-General,136209.67
"HOYLE, VALERIE (VAL)",DEMOCRATIC,OR,HOUSE DISTRICT 014,Incumbent,Won-General,134857.14
"OLSON, ANDY",REPUBLICAN,OR,HOUSE DISTRICT 015,Incumbent,Won-General,133044.71
"JENSON, ROBERT (BOB)",REPUBLICAN,OR,HOUSE DISTRICT 058,Incumbent,Won-General,127455.50
"WINGARD, MATTHEW",REPUBLICAN,OR,HOUSE DISTRICT 026,Incumbent,Won-General,125527.31
"EDWARDS, CHRIS",DEMOCRATIC,OR,SENATE DISTRICT 007,Incumbent,Won-General,124800.81
"GARRETT, CHRISTOPHER",DEMOCRATIC,OR,HOUSE DISTRICT 038,Incumbent,Won-General,121856.98
"BERGER, VICKI",REPUBLICAN,OR,HOUSE DISTRICT 020,Incumbent,Won-General,120415.00
"KOTEK, TINA",DEMOCRATIC,OR,HOUSE DISTRICT 044,Incumbent,Won-General,115014.38
"PROZANSKI JR, FLOYD F",DEMOCRATIC,OR,SENATE DISTRICT 004,Incumbent,Won-General,112068.66
"WITT, BRADLEY K",DEMOCRATIC,OR,HOUSE DISTRICT 031,Incumbent,Won-General,109350.18
"KOPEL-BAILEY, JULES",DEMOCRATIC,OR,HOUSE DISTRICT 042,Incumbent,Won-General,108333.00
"WHISNANT, C GENE",REPUBLICAN,OR,HOUSE DISTRICT 053,Incumbent,Won-General,106344.20
"KYLE, CLAUDIA",DEMOCRATIC,OR,HOUSE DISTRICT 019,Challenger,Lost-General,105920.83
"HUFFMAN, JOHN E",REPUBLICAN,OR,HOUSE DISTRICT 059,Incumbent,Won-General,101658.09
"FOREST, MICHAEL W",REPUBLICAN,OR,SENATE DISTRICT 011,Challenger,Lost-General,100977.29
"BONAMICI, SUZANNE",DEMOCRATIC,OR,SENATE DISTRICT 017,Incumbent,Won-General,100571.77
"CLEM, BRIAN L",DEMOCRATIC,OR,HOUSE DISTRICT 021,Incumbent,Won-General,96504.02
"MCLANE, MICHAEL R (MIKE)",REPUBLICAN,OR,HOUSE DISTRICT 055,Open,Won-General,92407.40
"LECOMPTE, KATHRYN",REPUBLICAN,OR,HOUSE DISTRICT 022,Challenger,Lost-General,89661.96
"BOONE, DEBORAH",DEMOCRATIC,OR,HOUSE DISTRICT 032,Incumbent,Won-General,86132.93
"BARKER, JEFF",DEMOCRATIC,OR,HOUSE DISTRICT 028,Incumbent,Won-General,84878.96
"ROBERTS, R SCOTT",REPUBLICAN,OR,HOUSE DISTRICT 009,Challenger,Lost-General,80349.84
"HOLVEY, PAUL R",DEMOCRATIC,OR,HOUSE DISTRICT 008,Incumbent,Won-General,78435.42
"DOHERTY, MARGARET",DEMOCRATIC,OR,HOUSE DISTRICT 035,Incumbent,Won-General,77896.51
"THOMPSON, JIM",REPUBLICAN,OR,HOUSE DISTRICT 023,Incumbent,Won-General,77114.18
"SPRENGER, SHERRIE",REPUBLICAN,OR,HOUSE DISTRICT 017,Incumbent,Won-General,76498.57
"KRIEGER, WAYNE",REPUBLICAN,OR,HOUSE DISTRICT 001,Incumbent,Won-General,74003.00
"KITTELMAN, MARILYN S",REPUBLICAN,OR,SENATE DISTRICT 004,Challenger,Lost-General,73431.76
"ORR, RODNEY E",DEMOCRATIC,OR,HOUSE DISTRICT 018,Challenger,Lost-General,73078.58
"BENTZ, CLIFF B",REPUBLICAN,OR,HOUSE DISTRICT 060,Incumbent,Won-General,67916.90
"SMITH, JEFFERSON",DEMOCRATIC,OR,HOUSE DISTRICT 047,Incumbent,Won-General,67201.45
"SHIELDS, WILLIAM (CHIP)",DEMOCRATIC,OR,SENATE DISTRICT 022,Incumbent,Won-General,66955.12
"BARNHART, PHILIP N",DEMOCRATIC,OR,HOUSE DISTRICT 011,Incumbent,Won-General,66401.00
"GELSER, SARA A",DEMOCRATIC,OR,HOUSE DISTRICT 016,Incumbent,Won-General,65069.31
"DEMBROW, MICHAEL E",DEMOCRATIC,OR,HOUSE DISTRICT 045,Incumbent,Won-General,64035.63
"BEYER, ELIZABETH TERRY",DEMOCRATIC,OR,HOUSE DISTRICT 012,Incumbent,Won-General,63197.78
"MAURER, RON",NONPARTISAN,OR,SUPERINTENDENT OF PUBLIC INSTRUCTION,Challenger,Lost-General,62931.70
"COWAN, JEAN",DEMOCRATIC,OR,HOUSE DISTRICT 010,Incumbent,Won-General,60357.06
"GREENLICK, MITCH",DEMOCRATIC,OR,HOUSE DISTRICT 033,Incumbent,Won-General,58898.49
"NATHANSON, NANCY",DEMOCRATIC,OR,HOUSE DISTRICT 013,Incumbent,Won-General,57649.36
"WANG, ANDRE M",REPUBLICAN,OR,HOUSE DISTRICT 050,Challenger,Lost-General,56898.01
"THATCHER, LONA KIM",REPUBLICAN,OR,HOUSE DISTRICT 025,Incumbent,Won-General,55856.37
"SONNEN, CHAEL",REPUBLICAN,OR,HOUSE DISTRICT 037,Open,Withdrew-General,51778.79
"RICHARDSON, DENNIS M",REPUBLICAN,OR,HOUSE DISTRICT 004,Incumbent,Won-General,48115.00
"COON, DWIGHT D",REPUBLICAN,OR,HOUSE DISTRICT 014,Challenger,Lost-General,47506.77
"LANDAU, JACK L",NONPARTISAN,OR,SUPREME COURT-OPEN SEAT,Open,Default Winner-General,46229.01
"TOMEI, CAROLYN",DEMOCRATIC,OR,HOUSE DISTRICT 041,Incumbent,Won-General,46083.49
"BARNES, LEWIS R",REPUBLICAN,OR,HOUSE DISTRICT 032,Challenger,Lost-General,44542.50
"HICKS, MATTHEW (WALLY)",REPUBLICAN,OR,HOUSE DISTRICT 003,Open,Won-General,43995.00
"SPASARO, MICHAEL P",REPUBLICAN,OR,SENATE DISTRICT 006,Open,Lost-General,41894.01
"CANNON, BEN",DEMOCRATIC,OR,HOUSE DISTRICT 046,Incumbent,Won-General,41254.68
"BYERS, SARA C",DEMOCRATIC,OR,HOUSE DISTRICT 007,Challenger,Lost-General,40607.05
"FREDERICK, LEW",DEMOCRATIC,OR,HOUSE DISTRICT 043,Incumbent,Won-General,40185.55
"GARRARD, BILL",REPUBLICAN,OR,HOUSE DISTRICT 056,Incumbent,Won-General,38625.00
"LOPEZ, DELIA",REPUBLICAN,OR,US HOUSE DISTRICT OR 003,Challenger,Lost-General,36798.05
"LOVELACE, KELLY R",REPUBLICAN,OR,HOUSE DISTRICT 011,Challenger,Lost-General,36387.36
"PARKER, VIRGINIA L",DEMOCRATIC,OR,SENATE DISTRICT 013,Challenger,Lost-General,34847.69
"LAURENT, LAURENCE",DEMOCRATIC,OR,HOUSE DISTRICT 015,Challenger,Lost-General,33426.89
"SEGERS, JOYCE B",DEMOCRATIC,OR,US HOUSE DISTRICT OR 002,Challenger,Lost-General,31350.55
"HARKER, CHRIS",DEMOCRATIC,OR,HOUSE DISTRICT 034,Incumbent,Won-General,30922.50
"EDWARDS, DAVID",DEMOCRATIC,OR,HOUSE DISTRICT 030,Incumbent,Withdrew-General,27908.72
"LAWRENCE, JEFF",LIBERTARIAN,OR,US HOUSE DISTRICT OR 003,Challenger,Lost-General,26859.99
"KOZAK, MIKE",NO PARTY AFFILIATION,OR,HOUSE DISTRICT 054,Challenger,Lost-General,24633.00
"FALBO, JEAN",DEMOCRATIC,OR,HOUSE DISTRICT 057,Challenger,Lost-General,24404.29
"COOK, ROSETTA",REPUBLICAN,OR,HOUSE DISTRICT 016,Challenger,Lost-General,21050.17
"STAGGENBORG, RICHARD",PROGRESSIVE,OR,US SENATE DISTRICT OR SW-CLASS III,Challenger,Lost-General,19378.24
"WEBB, SANDY NICOLE",DEMOCRATIC,OR,HOUSE DISTRICT 026,Challenger,Lost-General,18439.84
"DUNCAN, REBECCA A",NONPARTISAN,OR,APPELLATE COURT-DUNCAN SEAT,Incumbent,Won-General,17880.08
"LEVINE, RICHARD",DEMOCRATIC,OR,HOUSE DISTRICT 004,Challenger,Lost-General,17494.15
"LEMLER, REBECCA J",REPUBLICAN,OR,HOUSE DISTRICT 010,Challenger,Lost-General,16580.47
"BODNER, KAREN S",REPUBLICAN,OR,SENATE DISTRICT 007,Challenger,Lost-General,15983.07
"PIERCE, JACKIE",DEMOCRATIC,OR,SENATE DISTRICT 010,Challenger,Lost-General,14858.74
"GARDIER JR, ROBERT W",REPUBLICAN,OR,HOUSE DISTRICT 038,Challenger,Lost-General,14810.69
"SCHULZ, HUGO",REPUBLICAN,OR,HOUSE DISTRICT 041,Challenger,Lost-General,13956.50
"LUCAS, DANIEL C",REPUBLICAN,OR,HOUSE DISTRICT 027,Challenger,Lost-General,12747.32
"GURNEY, ANNE MARIE",REPUBLICAN,OR,HOUSE DISTRICT 045,Challenger,Lost-General,11840.00
"SANNES, MARVIN J",REPUBLICAN,OR,HOUSE DISTRICT 021,Challenger,Lost-General,8103.70
"DELPHINE, MARC L",LIBERTARIAN,OR,US SENATE DISTRICT OR SW-CLASS III,Challenger,Lost-General,7711.38
"WILSON, JERRY",PROGRESSIVE,OR,GOVERNOR,Open,Withdrew-General,7500.00
"SCHENDEL, DIANE",REPUBLICAN,OR,HOUSE DISTRICT 036,Challenger,Lost-General,7295.93
"CATON, JEFF",INDEPENDENT,OR,HOUSE DISTRICT 048,Challenger,Lost-General,7111.03
"FIDDES, RUSSELL G",REPUBLICAN,OR,HOUSE DISTRICT 035,Challenger,Lost-General,6721.26
"KISTLER, DANIEL R",NONPARTISAN,OR,SUPREME COURT-KISTLER SEAT,Incumbent,Default Winner-General,6318.54
"CRONK, BRUCE W",WORKING FAMILIES,OR,US SENATE DISTRICT OR SW-CLASS III,Challenger,Lost-General,6100.00
"HARMON, KITTY C",REPUBLICAN,OR,HOUSE DISTRICT 044,Challenger,Lost-General,5615.62
"DYER, JIM",DEMOCRATIC,OR,HOUSE DISTRICT 025,Challenger,Lost-General,5473.87
"FORSBERG, TOBY",DEMOCRATIC,OR,HOUSE DISTRICT 039,Challenger,Withdrew-General,5440.43
"DECOSTE, EDWARD H",REPUBLICAN,OR,HOUSE DISTRICT 031,Challenger,Lost-General,5147.75
"HILL, TYLER",REPUBLICAN,OR,HOUSE DISTRICT 034,Challenger,Lost-General,4648.80
"GORDON, SIMONE",REPUBLICAN,OR,HOUSE DISTRICT 008,Challenger,Lost-General,4565.95
"BERG, BILL",REPUBLICAN,OR,HOUSE DISTRICT 028,Challenger,Lost-General,4360.34
"ABERCROMBIE, SANDRA A",REPUBLICAN,OR,HOUSE DISTRICT 005,Challenger,Lost-General,4320.76
"KIRKPATRICK, STEVAN C",REPUBLICAN,OR,SENATE DISTRICT 017,Challenger,Lost-General,4188.09
"BIEKER, MICHAEL R",REPUBLICAN,OR,HOUSE DISTRICT 033,Challenger,Lost-General,3567.10
"FLOWERS, D",REPUBLICAN,OR,HOUSE DISTRICT 047,Challenger,Lost-General,3326.80
"HARISAY, RICHARD",DEMOCRATIC,OR,HOUSE DISTRICT 017,Challenger,Lost-General,3321.72
"BOETTNER, WILLIAM L",DEMOCRATIC,OR,HOUSE DISTRICT 059,Challenger,Lost-General,3303.02
"POWERS, MICHAEL",DEMOCRATIC,OR,HOUSE DISTRICT 020,Challenger,Lost-General,3092.70
"MARSH, MICHAEL P",CONSTITUTION,OR,TREASURER,Challenger,Lost-General,3050.00
"BROWN, WALTER (WALT)",PROGRESSIVE,OR,TREASURER,Challenger,Lost-General,3000.00
"WAGNER, WES",LIBERTARIAN,OR,GOVERNOR,Open,Lost-General,2795.86
"GERRITZEN, DEBORAH J",REPUBLICAN,OR,HOUSE DISTRICT 040,Challenger,Lost-General,2784.67
"DALTON, WILLIAM B (BILL)",DEMOCRATIC,OR,SENATE DISTRICT 010,Challenger,Withdrew-General,2552.00
"TURNER, RUSSELL",REPUBLICAN,OR,HOUSE DISTRICT 046,Challenger,Lost-General,2445.53
"HUDDLE, JOHN",DEMOCRATIC,OR,HOUSE DISTRICT 053,Challenger,Lost-General,2354.00
"VANGORDON, SEAN M",REPUBLICAN,OR,HOUSE DISTRICT 012,Challenger,Lost-General,2291.21
