Candidate,Party,State,Office,Incumbency,Result,Total Money
"LINCOLN, BLANCHE LAMBERT",DEMOCRATIC,AR,US SENATE DISTRICT AR SW-CLASS III,Incumbent,Lost-General,12396448.69
"BEEBE, MIKE D",DEMOCRATIC,AR,GOVERNOR,Incumbent,Won-General,5122939.91
"HALTER, WILLIAM A",DEMOCRATIC,AR,US SENATE DISTRICT AR SW-CLASS III,Challenger,Lost-Primary Runoff,4102953.20
"BOOZMAN, JOHN",REPUBLICAN,AR,US SENATE DISTRICT AR SW-CLASS III,Challenger,Won-General,3612252.57
"ROSS, MIKE",DEMOCRATIC,AR,US HOUSE DISTRICT AR 004,Incumbent,Won-General,2370996.78
"GRIFFIN, JOHN TIMOTHY (TIM)",REPUBLICAN,AR,US HOUSE DISTRICT AR 002,Open,Won-General,1903199.45
"MCDANIEL, DUSTIN BLAKE",DEMOCRATIC,AR,ATTORNEY GENERAL,Incumbent,Won-General,1703806.75
"CAUSEY, CHAD",DEMOCRATIC,AR,US HOUSE DISTRICT AR 001,Open,Lost-General,1599747.56
"CRAWFORD, ERIC ALAN (RICK)",REPUBLICAN,AR,US HOUSE DISTRICT AR 001,Open,Won-General,1312415.95
"ELLIOTT, JOYCE",DEMOCRATIC,AR,US HOUSE DISTRICT AR 002,Open,Lost-General,1018267.26
"OBRIEN, PAT",DEMOCRATIC,AR,SECRETARY OF STATE,Challenger,Lost-General,814047.77
"BROADWAY, SHANE",DEMOCRATIC,AR,LIEUTENANT GOVERNOR,Open,Lost-General,757928.55
"WOMACK, STEVE",REPUBLICAN,AR,US HOUSE DISTRICT AR 003,Open,Won-General,714979.19
"GOODSON, COURTNEY HUDSON",NONPARTISAN,AR,SUPREME COURT-POSITION 003,Open,Default Winner-General,695027.22
"WILLS, ROBBIE",DEMOCRATIC,AR,US HOUSE DISTRICT AR 002,Open,Lost-Primary Runoff,634758.23
"RANKIN, BETH ANNE",REPUBLICAN,AR,US HOUSE DISTRICT AR 004,Challenger,Lost-General,590599.10
"WOOLDRIDGE, TIM",DEMOCRATIC,AR,US HOUSE DISTRICT AR 001,Open,Lost-Primary Runoff,547719.74
"KEET, JIM",REPUBLICAN,AR,GOVERNOR,Challenger,Lost-General,523603.29
"BAKER, KAREN",NONPARTISAN,AR,SUPREME COURT-POSITION 006,Open,Won-General,473054.00
"FOX, TIM",NONPARTISAN,AR,SUPREME COURT-POSITION 006,Open,Lost-General,446135.21
"BRYANT, L J",DEMOCRATIC,AR,COMMISSIONER OF STATE LANDS,Open,Lost-General,356844.49
"SHOFFNER, MARTHA",DEMOCRATIC,AR,TREASURER,Incumbent,Won-General,278073.67
"HUTCHINSON, JEREMY YOUNG",REPUBLICAN,AR,SENATE DISTRICT 022,Open,Won-General,250144.50
"BLEDSOE, CECILE HERNDON",REPUBLICAN,AR,US HOUSE DISTRICT AR 003,Open,Lost-Primary Runoff,240187.28
"DAVENPORT, MONTY",DEMOCRATIC,AR,COMMISSIONER OF STATE LANDS,Open,Lost-Primary Runoff,203680.51
"HART, JOSEPHINE LINKER (JO)",NONPARTISAN,AR,APPELLATE COURT DISTRICT 002-POSITION 001,Incumbent,Won-General,186834.43
"HARRELSON, STEVE",DEMOCRATIC,AR,SENATE DISTRICT 021,Open,Default Winner-General,182571.25
"HOYT, JOHN M (JOHNNY)",DEMOCRATIC,AR,SENATE DISTRICT 018,Open,Lost-General,179272.56
"WELLS, JOHN PAUL",DEMOCRATIC,AR,SENATE DISTRICT 006,Open,Lost-General,168130.31
"DANIELS, CHARLIE L",DEMOCRATIC,AR,AUDITOR,Open,Won-General,160682.40
"SHELBY, GENE",DEMOCRATIC,AR,SENATE DISTRICT 019,Open,Lost-General,143688.79
"DISMANG, JONATHAN P",REPUBLICAN,AR,SENATE DISTRICT 029,Open,Won-General,134296.75
"BURNETT, DAVID",DEMOCRATIC,AR,SENATE DISTRICT 015,Open,Default Winner-General,133026.00
"MAGIE, STEPHEN K",DEMOCRATIC,AR,HOUSE DISTRICT 046,Open,Lost-General,132867.68
