Candidate,Party,State,Office,Incumbency,Result,Total Money
"CORBETT, THOMAS & CAWLEY, JIM",REPUBLICAN,PA,GOVERNOR / LIEUTENANT GOVERNOR,Open,Won-General,29321047.51
"ONORATO, DAN & CONKLIN, H SCOTT",DEMOCRATIC,PA,GOVERNOR / LIEUTENANT GOVERNOR,Open,Lost-General,24741393.61
"TOOMEY, PATRICK JOSEPH",REPUBLICAN,PA,US SENATE DISTRICT PA SW-CLASS III,Open,Won-General,19045008.14
"SESTAK JR, JOSEPH A",DEMOCRATIC,PA,US SENATE DISTRICT PA SW-CLASS III,Open,Lost-General,13283348.90
"MURPHY, PATRICK J",DEMOCRATIC,PA,US HOUSE DISTRICT PA 008,Incumbent,Lost-General,4169953.48
"MEEHAN, PATRICK L",REPUBLICAN,PA,US HOUSE DISTRICT PA 007,Open,Won-General,3096487.85
"SCHWARTZ, ALLYSON YOUNG",DEMOCRATIC,PA,US HOUSE DISTRICT PA 013,Incumbent,Won-General,2841553.37
"CRITZ, MARK S",DEMOCRATIC,PA,US HOUSE DISTRICT PA 012,Incumbent,Won-General,2459353.17
"ALTMIRE, JASON",DEMOCRATIC,PA,US HOUSE DISTRICT PA 004,Incumbent,Won-General,2445609.46
"DENT, CHARLES W (CHARLIE)",REPUBLICAN,PA,US HOUSE DISTRICT PA 015,Incumbent,Won-General,2422795.14
"BURNS, TIMOTHY",REPUBLICAN,PA,US HOUSE DISTRICT PA 012,Challenger,Lost-General,2161789.00
"FITZPATRICK, MICHAEL G",REPUBLICAN,PA,US HOUSE DISTRICT PA 008,Challenger,Won-General,2132644.98
"CALLAHAN, JOHN B",DEMOCRATIC,PA,US HOUSE DISTRICT PA 015,Challenger,Lost-General,1985039.06
"GERLACH, JIM W",REPUBLICAN,PA,US HOUSE DISTRICT PA 006,Incumbent,Won-General,1921648.47
"KANJORSKI, PAUL E",DEMOCRATIC,PA,US HOUSE DISTRICT PA 011,Incumbent,Lost-General,1857256.43
"MURPHY, TIMOTHY F",REPUBLICAN,PA,US HOUSE DISTRICT PA 018,Incumbent,Won-General,1803433.60
"DAHLKEMPER, KATHLEEN ANN (KATHY)",DEMOCRATIC,PA,US HOUSE DISTRICT PA 003,Incumbent,Lost-General,1698269.10
"LENTZ, BRYAN R",DEMOCRATIC,PA,US HOUSE DISTRICT PA 007,Open,Lost-General,1656687.33
"CARNEY, CHRISTOPHER PAUL",DEMOCRATIC,PA,US HOUSE DISTRICT PA 010,Incumbent,Lost-General,1608886.59
"TRIVEDI, MANAN M",DEMOCRATIC,PA,US HOUSE DISTRICT PA 006,Challenger,Lost-General,1406398.88
"EVANS, DWIGHT",DEMOCRATIC,PA,HOUSE DISTRICT 203,Incumbent,Won-General,1400790.19
"HOLDEN, TIM",DEMOCRATIC,PA,US HOUSE DISTRICT PA 017,Incumbent,Won-General,1355683.66
"ROTHFUS, KEITH JAMES",REPUBLICAN,PA,US HOUSE DISTRICT PA 004,Challenger,Lost-General,1340470.21
"KELLY JR, GEORGE (MIKE)",REPUBLICAN,PA,US HOUSE DISTRICT PA 003,Challenger,Won-General,1261779.45
"BARLETTA, LOU",REPUBLICAN,PA,US HOUSE DISTRICT PA 011,Challenger,Won-General,1253097.64
"TURZAI, MICHAEL C",REPUBLICAN,PA,HOUSE DISTRICT 028,Incumbent,Won-General,1116489.99
"THOMPSON JR, GLENN WILLIAM",REPUBLICAN,PA,US HOUSE DISTRICT PA 005,Incumbent,Won-General,1064041.85
"EACHUS, TODD A",DEMOCRATIC,PA,HOUSE DISTRICT 116,Incumbent,Lost-General,1047400.93
"CORMAN III, JACOB D (JAKE)",REPUBLICAN,PA,SENATE DISTRICT 034,Incumbent,Won-General,995438.16
"DEE ADCOCK, CARSON",REPUBLICAN,PA,US HOUSE DISTRICT PA 013,Challenger,Lost-General,929302.77
