Candidate,Party,State,Office,Incumbency,Result,Total Money
"MARTINEZ, SUSANA & SANCHEZ, JOHN A",REPUBLICAN,NM,GOVERNOR / LIEUTENANT GOVERNOR,Open,Won-General,7946647.09
"DENISH, DIANE D & COLON, BIRAN S",DEMOCRATIC,NM,GOVERNOR / LIEUTENANT GOVERNOR,Open,Lost-General,6932361.92
"HEINRICH, MARTIN TREVOR",DEMOCRATIC,NM,US HOUSE DISTRICT NM 001,Incumbent,Won-General,2677963.63
"PEARCE, STEVAN E (STEVE)",REPUBLICAN,NM,US HOUSE DISTRICT NM 002,Challenger,Won-General,2445188.49
"TEAGUE, HARRY",DEMOCRATIC,NM,US HOUSE DISTRICT NM 002,Incumbent,Lost-General,2046140.09
"BARELA, JONATHAN L",REPUBLICAN,NM,US HOUSE DISTRICT NM 001,Challenger,Lost-General,1439069.30
"KING, GARY KENNETH",DEMOCRATIC,NM,ATTORNEY GENERAL,Incumbent,Won-General,1412049.81
"LUJAN, BEN RAY",DEMOCRATIC,NM,US HOUSE DISTRICT NM 003,Incumbent,Won-General,1106714.87
"CHANDLER, MATTHEW E",REPUBLICAN,NM,ATTORNEY GENERAL,Challenger,Lost-General,620172.19
"RUSH, MATTHEW D",REPUBLICAN,NM,COMMISSIONER OF PUBLIC LANDS,Open,Lost-General,429080.86
"MULLINS, THOMAS E",REPUBLICAN,NM,US HOUSE DISTRICT NM 003,Challenger,Lost-General,385258.88
"POWELL, RAY BENNETT",DEMOCRATIC,NM,COMMISSIONER OF PUBLIC LANDS,Open,Won-General,293747.07
"BALDERAS, HECTOR H",DEMOCRATIC,NM,AUDITOR,Incumbent,Won-General,257412.69
"VANZI, LINDA M",DEMOCRATIC,NM,APPELLATE COURT-VANZI SEAT,Incumbent,Won-General,249894.27
"DURAN, DIANNA J",REPUBLICAN,NM,SECRETARY OF STATE,Challenger,Won-General,203660.19
"FULLER, NED S",REPUBLICAN,NM,APPELLATE COURT-ROBLES SEAT,Challenger,Lost-General,194894.07
"ONEILL, WILLIAM BALDWIN (BILL)",DEMOCRATIC,NM,HOUSE DISTRICT 015,Incumbent,Won-General,169600.83
"EGOLF JR, BRIAN FRANKLIN",DEMOCRATIC,NM,HOUSE DISTRICT 047,Incumbent,Won-General,168137.65
"HERRERA, MARY E",DEMOCRATIC,NM,SECRETARY OF STATE,Incumbent,Lost-General,165391.62
"STEINBORN, JEFF",DEMOCRATIC,NM,HOUSE DISTRICT 037,Incumbent,Lost-General,141289.64
"HEATON, JOHN A",DEMOCRATIC,NM,HOUSE DISTRICT 055,Incumbent,Lost-General,138701.19
"LUJAN SR, BEN R",DEMOCRATIC,NM,HOUSE DISTRICT 046,Incumbent,Won-General,134158.03
"ROBLES, ROBERT E",DEMOCRATIC,NM,APPELLATE COURT-ROBLES SEAT,Incumbent,Won-General,130277.09
"COTE, NATHAN",DEMOCRATIC,NM,HOUSE DISTRICT 053,Incumbent,Lost-General,129338.48
"THOMAS, JACK A",DEMOCRATIC,NM,HOUSE DISTRICT 060,Incumbent,Lost-General,116554.26
"RODEFER, BENJAMIN",DEMOCRATIC,NM,HOUSE DISTRICT 023,Incumbent,Lost-General,114546.49
"STEWART, MIMI K",DEMOCRATIC,NM,HOUSE DISTRICT 021,Incumbent,Won-General,110074.31
"GENTRY, NATHANIEL (NATE)",REPUBLICAN,NM,HOUSE DISTRICT 030,Challenger,Won-General,109849.70
"HORWITZ, JUSTIN ALEXANDER",REPUBLICAN,NM,HOUSE DISTRICT 015,Challenger,Lost-General,106698.81
"BARRERAS, ANDREW JEROME",DEMOCRATIC,NM,HOUSE DISTRICT 007,Incumbent,Lost-General,100383.70
"DOYLE, DAVID L",REPUBLICAN,NM,HOUSE DISTRICT 023,Challenger,Won-General,98970.00
"LUNA, JULIAN R",DEMOCRATIC,NM,HOUSE DISTRICT 008,Open,Lost-General,98015.65
"RICHARD, STEPHANIE GARCIA",DEMOCRATIC,NM,HOUSE DISTRICT 043,Challenger,Lost-General,97292.49
"LEWIS, JAMES B",DEMOCRATIC,NM,TREASURER,Incumbent,Won-General,93851.67
"PARK, ALFRED A (AL)",DEMOCRATIC,NM,HOUSE DISTRICT 026,Incumbent,Won-General,92467.88
"GARDNER, KEITH",REPUBLICAN,NM,HOUSE DISTRICT 066,Incumbent,Won-General,87575.00
"LYONS, PATRICK HILLER",REPUBLICAN,NM,PUBLIC REGULATION COMMISSION DISTRICT 002,Open,Won-General,83773.00
"GIANNINI, KAREN E",DEMOCRATIC,NM,HOUSE DISTRICT 030,Incumbent,Lost-General,82693.64
"MCMILLAN, TERRY H",REPUBLICAN,NM,HOUSE DISTRICT 037,Challenger,Won-General,74304.99
"NUNEZ, ANDREW (ANDY)",DEMOCRATIC,NM,HOUSE DISTRICT 036,Incumbent,Won-General,70309.95
"EZZELL, CANDY SPENCE",REPUBLICAN,NM,HOUSE DISTRICT 058,Incumbent,Won-General,67429.28
"MCCAMLEY, WILLIAM J (BILL)",DEMOCRATIC,NM,PUBLIC REGULATION COMMISSION DISTRICT 005,Open,Lost-General,66443.00
"HALL, BEN L",REPUBLICAN,NM,PUBLIC REGULATION COMMISSION DISTRICT 005,Open,Won-General,64513.94
"RODELLA, DEBBIE A",DEMOCRATIC,NM,HOUSE DISTRICT 041,Incumbent,Won-General,63808.40
"TAYLOR, THOMAS C",REPUBLICAN,NM,HOUSE DISTRICT 001,Incumbent,Won-General,62450.00
"DUBOIS, STEPHANIE",DEMOCRATIC,NM,PUBLIC REGULATION COMMISSION DISTRICT 002,Open,Lost-General,55287.84
"WALLACE, JEANNETTE O",REPUBLICAN,NM,HOUSE DISTRICT 043,Incumbent,Won-General,53640.87
"VIGIL, RICHARD D",DEMOCRATIC,NM,HOUSE DISTRICT 070,Incumbent,Won-General,53478.30
"ESPINOZA, NORA LEE",REPUBLICAN,NM,HOUSE DISTRICT 059,Incumbent,Won-General,53085.28
"KINTIGH, DENNIS J",REPUBLICAN,NM,HOUSE DISTRICT 057,Incumbent,Won-General,51978.36
"GUTIERREZ, JONI MARIE",DEMOCRATIC,NM,HOUSE DISTRICT 033,Incumbent,Won-General,47831.64
"MARTINEZ, RODOLPHO S",DEMOCRATIC,NM,HOUSE DISTRICT 039,Incumbent,Won-General,47485.50
"VARELA, LUCIANO (LUCKY)",DEMOCRATIC,NM,HOUSE DISTRICT 048,Incumbent,Won-General,45729.78
"SAAVEDRA, HENRY (KIKI)",DEMOCRATIC,NM,HOUSE DISTRICT 010,Incumbent,Won-General,45304.15
"HALL, JIMMIE C",REPUBLICAN,NM,HOUSE DISTRICT 028,Incumbent,Won-General,45184.12
"LUNDSTROM, PATRICIA A (PATTY)",DEMOCRATIC,NM,HOUSE DISTRICT 009,Incumbent,Won-General,44247.50
"GONZALES, ROBERTO J (BOBBY)",DEMOCRATIC,NM,HOUSE DISTRICT 042,Incumbent,Won-General,43470.00
"BALDONADO, ALONZO",REPUBLICAN,NM,HOUSE DISTRICT 008,Open,Won-General,40576.12
"IRWIN, DONA G",DEMOCRATIC,NM,HOUSE DISTRICT 032,Incumbent,Won-General,40320.78
"STAPLETON, SHERYL M WILLIAMS",DEMOCRATIC,NM,HOUSE DISTRICT 019,Incumbent,Won-General,38735.00
"CHAVEZ, ELEANOR",DEMOCRATIC,NM,HOUSE DISTRICT 013,Incumbent,Won-General,38549.64
"GARCIA, THOMAS A",DEMOCRATIC,NM,HOUSE DISTRICT 068,Incumbent,Won-General,37580.00
"BROWN, CATHRYNN NOVICH",REPUBLICAN,NM,HOUSE DISTRICT 055,Challenger,Won-General,37142.33
"MARTINEZ, WALTER KEN",DEMOCRATIC,NM,HOUSE DISTRICT 069,Incumbent,Won-General,36533.00
"POWDRELL-CULBERT, JANE E",REPUBLICAN,NM,HOUSE DISTRICT 044,Incumbent,Won-General,36141.71
"SANDOVAL, EDWARD C (ED)",DEMOCRATIC,NM,HOUSE DISTRICT 017,Incumbent,Won-General,36129.00
"CERVANTES, JOSEPH",DEMOCRATIC,NM,HOUSE DISTRICT 052,Incumbent,Won-General,36005.25
"JEFF, SANDRA D",DEMOCRATIC,NM,HOUSE DISTRICT 005,Incumbent,Won-General,35675.00
"KING, RHONDA S",DEMOCRATIC,NM,HOUSE DISTRICT 050,Incumbent,Won-General,35237.00
"CHAVEZ, ERROL J",REPUBLICAN,NM,AUDITOR,Challenger,Lost-General,33856.84
"GARCIA, TIMOTHY L",DEMOCRATIC,NM,APPELLATE COURT-GARCIA SEAT,Incumbent,Won-General,33786.28
"LEWIS, TIMOTHY DWIGHT (TIM)",REPUBLICAN,NM,HOUSE DISTRICT 060,Challenger,Won-General,32991.26
"REHM, WILLIAM R (BILL)",REPUBLICAN,NM,HOUSE DISTRICT 031,Incumbent,Won-General,32873.38
