Candidate,Party,State,Office,Incumbency,Result,Total Money
"ODONNELL, CHRISTINE",REPUBLICAN,DE,US SENATE DISTRICT DE SW-CLASS II,Open,Lost-General,7358015.96
"COONS, CHRIS",DEMOCRATIC,DE,US SENATE DISTRICT DE SW-CLASS II,Open,Won-General,4095765.40
"CARNEY JR, JOHN C",DEMOCRATIC,DE,US HOUSE DISTRICT DE 001,Open,Won-General,2125221.11
"URQUHART, GLEN TAYLOR",REPUBLICAN,DE,US HOUSE DISTRICT DE 001,Open,Lost-General,1363974.27
"FLOWERS JR, CHIPMAN L (CHIP)",DEMOCRATIC,DE,TREASURER,Open,Won-General,357907.71
"BIDEN III, JOSEPH R (BEAU)",DEMOCRATIC,DE,ATTORNEY GENERAL,Incumbent,Won-General,168137.73
"BONINI, COLIN J",REPUBLICAN,DE,TREASURER,Open,Lost-General,140035.00
"KORN, RICHARD J",DEMOCRATIC,DE,AUDITOR,Challenger,Lost-General,128790.00
"LAVELLE, GREGORY FRANCIS",REPUBLICAN,DE,HOUSE DISTRICT 011,Incumbent,Won-General,112899.34
"BRIGGS KING, RUTH",REPUBLICAN,DE,HOUSE DISTRICT 037,Open,Won-General,98693.66
"BOOTH, JOSEPH W",REPUBLICAN,DE,SENATE DISTRICT 019,Open,Won-General,94566.18
"ELLIS, DAVID E",DEMOCRATIC,DE,HOUSE DISTRICT 022,Challenger,Lost-General,93935.91
"SHORT, BRYON",DEMOCRATIC,DE,HOUSE DISTRICT 007,Incumbent,Won-General,82638.44
"WILLIS, LINCOLN D",REPUBLICAN,DE,HOUSE DISTRICT 029,Open,Won-General,72634.00
"SCHWARTZKOPF, PETER C",DEMOCRATIC,DE,HOUSE DISTRICT 014,Incumbent,Won-General,72122.00
"WALLS, ROBERT E",DEMOCRATIC,DE,HOUSE DISTRICT 033,Incumbent,Lost-General,70658.29
"KENTON JR, HARVEY R",REPUBLICAN,DE,HOUSE DISTRICT 036,Open,Won-General,65380.00
"BLEVINS, PATRICIA M",DEMOCRATIC,DE,SENATE DISTRICT 007,Incumbent,Won-General,64772.00
