Candidate,Party,State,Office,Incumbency,Result,Total Money
"BURR, RICHARD MAUZE",REPUBLICAN,NC,US SENATE DISTRICT NC SW-CLASS III,Incumbent,Won-General,12525730.64
"MARSHALL, ELAINE F",DEMOCRATIC,NC,US SENATE DISTRICT NC SW-CLASS III,Challenger,Lost-General,2882344.14
"DANNUNZIO, TIMOTHY BRUCE",REPUBLICAN,NC,US HOUSE DISTRICT NC 008,Open,Lost-Primary Runoff,1551056.37
"BASNIGHT, MARC",DEMOCRATIC,NC,SENATE DISTRICT 001,Incumbent,Won-General,1504587.35
"CUNNINGHAM III, JAMES CALVIN (CAL)",DEMOCRATIC,NC,US SENATE DISTRICT NC SW-CLASS III,Open,Lost-Primary Runoff,1354279.18
"MCINTYRE, MIKE",DEMOCRATIC,NC,US HOUSE DISTRICT NC 007,Incumbent,Won-General,1307806.06
"SHULER, HEATH",DEMOCRATIC,NC,US HOUSE DISTRICT NC 011,Incumbent,Won-General,1298106.42
"PANTANO, ILARIO GREGORY",REPUBLICAN,NC,US HOUSE DISTRICT NC 007,Challenger,Lost-General,1234706.62
"HACKNEY, JOE",DEMOCRATIC,NC,HOUSE DISTRICT 054,Incumbent,Won-General,1214563.28
"ETHERIDGE, BOB R",DEMOCRATIC,NC,US HOUSE DISTRICT NC 002,Incumbent,Lost-General,1147767.72
"KISSELL, LARRY W",DEMOCRATIC,NC,US HOUSE DISTRICT NC 008,Incumbent,Won-General,1120022.10
"JOHNSON, HAROLD NELSON",REPUBLICAN,NC,US HOUSE DISTRICT NC 008,Challenger,Lost-General,1076450.67
"MYRICK, SUE",REPUBLICAN,NC,US HOUSE DISTRICT NC 009,Incumbent,Won-General,1032464.95
"PRICE, DAVID E",DEMOCRATIC,NC,US HOUSE DISTRICT NC 004,Incumbent,Won-General,980730.67
"MILLER, BRAD",DEMOCRATIC,NC,US HOUSE DISTRICT NC 013,Incumbent,Won-General,926582.82
"FOXX, VIRGINIA",REPUBLICAN,NC,US HOUSE DISTRICT NC 005,Incumbent,Won-General,832783.89
"BUTTERFIELD JR, GEORGE KENNETH (GK)",DEMOCRATIC,NC,US HOUSE DISTRICT NC 001,Incumbent,Won-General,824065.21
"MCHENRY, PATRICK TIMOTHY",REPUBLICAN,NC,US HOUSE DISTRICT NC 010,Incumbent,Won-General,809220.73
"MILLER, JEFF",REPUBLICAN,NC,US HOUSE DISTRICT NC 011,Challenger,Lost-General,771101.97
"QUEEN, JOE SAM",DEMOCRATIC,NC,SENATE DISTRICT 047,Incumbent,Lost-General,737619.68
"ELLMERS, RENEE",REPUBLICAN,NC,US HOUSE DISTRICT NC 002,Challenger,Won-General,716509.61
"JONES, WALTER B",REPUBLICAN,NC,US HOUSE DISTRICT NC 003,Incumbent,Won-General,649371.50
"DICKSON, MARGARET HIGHSMITH",DEMOCRATIC,NC,SENATE DISTRICT 019,Incumbent,Lost-General,637188.71
"BERGER SR, PHILIP EDWARD",REPUBLICAN,NC,SENATE DISTRICT 026,Incumbent,Won-General,614518.53
"WATT, MEL",DEMOCRATIC,NC,US HOUSE DISTRICT NC 012,Incumbent,Won-General,601191.60
"JACKSON, WILLIAM BRENT",REPUBLICAN,NC,SENATE DISTRICT 010,Open,Won-General,598651.76
"DAVIS, JAMES WAYLAND (JIM)",REPUBLICAN,NC,SENATE DISTRICT 050,Challenger,Won-General,592927.47
"FORIEST, TONY",DEMOCRATIC,NC,SENATE DISTRICT 024,Incumbent,Lost-General,571444.76
"HISE JR, RALPH E",REPUBLICAN,NC,SENATE DISTRICT 047,Challenger,Won-General,534895.93
"MEREDITH, WESLEY ALAN",REPUBLICAN,NC,SENATE DISTRICT 019,Challenger,Won-General,531474.09
"NESBITT, MARTIN L",DEMOCRATIC,NC,SENATE DISTRICT 049,Incumbent,Won-General,524516.20
"RABON, WILLIAM PETER",REPUBLICAN,NC,SENATE DISTRICT 008,Open,Won-General,511830.68
"GUNN JR, RICHARD W (RICK)",REPUBLICAN,NC,SENATE DISTRICT 024,Challenger,Won-General,508138.32
"HUDSON JR, GEORGE DEWEY",DEMOCRATIC,NC,SENATE DISTRICT 010,Open,Lost-General,500649.51
"COBLE, HOWARD",REPUBLICAN,NC,US HOUSE DISTRICT NC 006,Incumbent,Won-General,485848.47
"LAWSON, WILLIAM (BJ)",REPUBLICAN,NC,US HOUSE DISTRICT NC 004,Challenger,Lost-General,466447.22
"HOLLIMAN, L HUGH",DEMOCRATIC,NC,HOUSE DISTRICT 081,Incumbent,Lost-General,440324.97
"PATE JR, LOUIS MILFORD",REPUBLICAN,NC,SENATE DISTRICT 005,Challenger,Won-General,417451.31
"MARTIN III, DAVID GRIER",DEMOCRATIC,NC,HOUSE DISTRICT 034,Incumbent,Won-General,414748.02
"SOUCEK, DANIEL FREDERICK",REPUBLICAN,NC,SENATE DISTRICT 045,Challenger,Won-General,402323.70
"TILLIS, THOMAS R (THOM)",REPUBLICAN,NC,HOUSE DISTRICT 098,Incumbent,Won-General,397340.00
"SNOW JR, JOHN JOYNER",DEMOCRATIC,NC,SENATE DISTRICT 050,Incumbent,Lost-General,397266.44
"REDWINE, E DAVID",DEMOCRATIC,NC,SENATE DISTRICT 008,Open,Lost-General,394791.78
"GOOLSBY, THOMAS COWART",REPUBLICAN,NC,SENATE DISTRICT 009,Open,Won-General,391354.29
"SWINDELL IV, ALBIN B",DEMOCRATIC,NC,SENATE DISTRICT 011,Incumbent,Lost-General,379929.47
"PARFITT, DIANE M",DEMOCRATIC,NC,HOUSE DISTRICT 044,Incumbent,Won-General,346920.11
"GLAZIER, RICHARD B",DEMOCRATIC,NC,HOUSE DISTRICT 045,Incumbent,Won-General,342091.45
"KENNEDY, BILLY",DEMOCRATIC,NC,US HOUSE DISTRICT NC 005,Challenger,Lost-General,338869.71
"DAVIS, DONALD G",DEMOCRATIC,NC,SENATE DISTRICT 005,Incumbent,Lost-General,337907.91
"HEAGARTY, JOHN CHRISTOPHER",DEMOCRATIC,NC,HOUSE DISTRICT 041,Incumbent,Lost-General,330148.72
"STEIN, JOSHUA H (JOSH)",DEMOCRATIC,NC,SENATE DISTRICT 016,Incumbent,Won-General,325365.92
"BLAIR, MOTT PARKS",DEMOCRATIC,NC,HOUSE DISTRICT 004,Open,Lost-General,319524.92
"JACKSON, BARBARA",NONPARTISAN,NC,SUPREME COURT-OPEN SEAT,Open,Won-General,315351.11
"NEWTON III, ELDON SHARPE (BUCK)",REPUBLICAN,NC,SENATE DISTRICT 011,Challenger,Won-General,310712.00
"GARROU, LINDA D",DEMOCRATIC,NC,SENATE DISTRICT 032,Incumbent,Won-General,310448.06
"WILLIAMS, ARTHUR",DEMOCRATIC,NC,HOUSE DISTRICT 006,Incumbent,Lost-General,303871.27
"RUCHO, ROBERT A",REPUBLICAN,NC,SENATE DISTRICT 039,Incumbent,Won-General,296432.77
"MURRY, THOMAS O (TOM)",REPUBLICAN,NC,HOUSE DISTRICT 041,Challenger,Won-General,288516.79
"BRUBAKER, HAROLD",REPUBLICAN,NC,HOUSE DISTRICT 078,Incumbent,Won-General,276623.54
"STAM, PAUL",REPUBLICAN,NC,HOUSE DISTRICT 037,Incumbent,Won-General,276155.00
"JENKINS, S CLARK",DEMOCRATIC,NC,SENATE DISTRICT 003,Incumbent,Won-General,273472.77
"APODACA, THOMAS M",REPUBLICAN,NC,SENATE DISTRICT 048,Incumbent,Won-General,270650.00
"REEVES, BERNIE",REPUBLICAN,NC,US HOUSE DISTRICT NC 013,Open,Lost-Primary Runoff,266988.41
"WHILDEN, JANE K",DEMOCRATIC,NC,HOUSE DISTRICT 116,Incumbent,Lost-General,266241.88
"GIBSON, PRYOR",DEMOCRATIC,NC,HOUSE DISTRICT 069,Incumbent,Won-General,243030.34
"BRUNSTETTER, PETER SAMUEL (PETE)",REPUBLICAN,NC,SENATE DISTRICT 031,Incumbent,Won-General,239777.64
"BRAXTON, VAN",DEMOCRATIC,NC,HOUSE DISTRICT 010,Incumbent,Lost-General,237833.09
"CALABRIA, ANN MARIE",NONPARTISAN,NC,APPELLATE COURT-CALABRIA SEAT,Incumbent,Won-General,235956.52
"TARLETON, CULLIE",DEMOCRATIC,NC,HOUSE DISTRICT 093,Incumbent,Lost-General,231690.84
"GEER, MARTHA A",NONPARTISAN,NC,APPELLATE COURT-GEER SEAT,Incumbent,Won-General,231019.10
"SAMUELSON, RUTH",REPUBLICAN,NC,HOUSE DISTRICT 104,Incumbent,Won-General,228780.63
"MOFFITT, TIMOTHY D",REPUBLICAN,NC,HOUSE DISTRICT 116,Challenger,Won-General,224788.08
"WAINWRIGHT, WILLIAM L",DEMOCRATIC,NC,HOUSE DISTRICT 012,Incumbent,Won-General,223051.00
"GRAY, JANE",NONPARTISAN,NC,APPELLATE COURT-CALABRIA SEAT,Challenger,Lost-General,220378.67
"BRAWLEY JR, WILLIAM M (BILL)",REPUBLICAN,NC,HOUSE DISTRICT 103,Open,Won-General,214816.49
"BERGER, DOUGLAS",DEMOCRATIC,NC,SENATE DISTRICT 007,Incumbent,Won-General,202903.77
"RANDALL, WILLIAM (BILL)",REPUBLICAN,NC,US HOUSE DISTRICT NC 013,Challenger,Lost-General,201627.49
"BROWN, HARRY COOLIDGE",REPUBLICAN,NC,SENATE DISTRICT 006,Incumbent,Won-General,189550.80
"MAY, JOHN MILTON",DEMOCRATIC,NC,HOUSE DISTRICT 049,Incumbent,Lost-General,189511.16
"BLUE JR, DANIEL T",DEMOCRATIC,NC,SENATE DISTRICT 014,Incumbent,Won-General,184922.03
"NEWMAN, ANN M",DEMOCRATIC,NC,HOUSE DISTRICT 103,Open,Lost-General,184102.65
"ROUZER, DAVID CHESTON",REPUBLICAN,NC,SENATE DISTRICT 012,Incumbent,Won-General,180016.48
"UNDERHILL, ALICE GRAHAM",DEMOCRATIC,NC,HOUSE DISTRICT 003,Incumbent,Lost-General,179026.68
"OWENS JR, W C",DEMOCRATIC,NC,HOUSE DISTRICT 001,Incumbent,Won-General,175492.85
"CLODFELTER, DANIEL G (DAN)",DEMOCRATIC,NC,SENATE DISTRICT 037,Incumbent,Won-General,175338.00
"WEISS, JENNIFER",DEMOCRATIC,NC,HOUSE DISTRICT 035,Incumbent,Won-General,175093.86
"HARTSELL JR, FLETCHER L",REPUBLICAN,NC,SENATE DISTRICT 036,Incumbent,Won-General,166195.00
"HUNT, K NEAL",REPUBLICAN,NC,SENATE DISTRICT 015,Incumbent,Won-General,159245.23
"MANSFIELD, ERIC L",DEMOCRATIC,NC,SENATE DISTRICT 021,Open,Won-General,158206.00
"VAUGHAN, DONALD R (DON)",DEMOCRATIC,NC,SENATE DISTRICT 027,Incumbent,Won-General,158076.26
"HENION, STEVEN M",REPUBLICAN,NC,HOUSE DISTRICT 034,Challenger,Lost-General,153979.27
"WALTERS, MICHAEL PAGE",DEMOCRATIC,NC,SENATE DISTRICT 013,Incumbent,Won-General,153073.70
"HARRISON, MARY PRICE (PRICEY)",DEMOCRATIC,NC,HOUSE DISTRICT 057,Incumbent,Won-General,152823.06
"DAWKINS III, JOHNNY LEE",REPUBLICAN,NC,HOUSE DISTRICT 044,Challenger,Lost-General,152671.20
"COLLINS, JEFFREY LYNN",REPUBLICAN,NC,HOUSE DISTRICT 025,Challenger,Won-General,147114.66
"BRISSON, WILLIAM DALE",DEMOCRATIC,NC,HOUSE DISTRICT 022,Incumbent,Won-General,144551.06
"RAPP, RAY",DEMOCRATIC,NC,HOUSE DISTRICT 118,Incumbent,Won-General,141600.69
"MCCOMAS, DANNY",REPUBLICAN,NC,HOUSE DISTRICT 019,Incumbent,Won-General,137725.00
"MCLAWHORN, MARIAN N",DEMOCRATIC,NC,HOUSE DISTRICT 009,Incumbent,Won-General,137674.87
"LEUTZE, JAMES R",DEMOCRATIC,NC,SENATE DISTRICT 009,Open,Lost-General,135326.02
"STONE, MICHAEL CRAIG (MIKE)",REPUBLICAN,NC,HOUSE DISTRICT 051,Challenger,Won-General,133957.05
"STEWART, RANDY",DEMOCRATIC,NC,HOUSE DISTRICT 025,Incumbent,Lost-General,133893.51
"WOOLARD, ASHLEY MCMULLAN",REPUBLICAN,NC,US HOUSE DISTRICT NC 001,Challenger,Lost-General,132948.61
"BLACKWELL, HUGH",REPUBLICAN,NC,HOUSE DISTRICT 086,Incumbent,Won-General,132572.75
"LOVE SR, JIMMY",DEMOCRATIC,NC,HOUSE DISTRICT 051,Incumbent,Lost-General,132184.27
"COOK JR, WILLIAM MARVIN (BILL)",REPUBLICAN,NC,HOUSE DISTRICT 006,Challenger,Won-General,130151.58
"WRAY, MICHAEL H",DEMOCRATIC,NC,HOUSE DISTRICT 027,Incumbent,Won-General,127607.57
"LAROQUE, STEPHEN",REPUBLICAN,NC,HOUSE DISTRICT 010,Challenger,Won-General,126810.84
"PURCELL, WILLIAM R",DEMOCRATIC,NC,SENATE DISTRICT 025,Incumbent,Won-General,126353.95
"BROWN, ALICIA POWELL (RAYNE)",REPUBLICAN,NC,HOUSE DISTRICT 081,Challenger,Won-General,125296.33
"JONES, ELIZABETH HAMPTON",DEMOCRATIC,NC,SENATE DISTRICT 044,Open,Lost-General,125020.32
"DOLLAR, JOSEPH NELSON",REPUBLICAN,NC,HOUSE DISTRICT 036,Incumbent,Won-General,124738.40
"MCCULLOUGH, JOHN DOUGLAS",NONPARTISAN,NC,APPELLATE COURT-THIGPEN SEAT,Challenger,Lost-General,124332.57
"CRAWFORD JR, JAMES W",DEMOCRATIC,NC,HOUSE DISTRICT 032,Incumbent,Won-General,123138.54
"KEEVER, PATRICIA R",DEMOCRATIC,NC,HOUSE DISTRICT 115,Open,Won-General,122878.01
"FAISON, BILL",DEMOCRATIC,NC,HOUSE DISTRICT 050,Incumbent,Won-General,121070.53
"HOLLO, MARK",REPUBLICAN,NC,HOUSE DISTRICT 088,Open,Won-General,120472.17
"ADAMS, ALMA",DEMOCRATIC,NC,HOUSE DISTRICT 058,Incumbent,Won-General,118095.29
"TILLMAN, JERRY W",REPUBLICAN,NC,SENATE DISTRICT 029,Incumbent,Won-General,117718.00
"LEWIS, DAVID R",REPUBLICAN,NC,HOUSE DISTRICT 053,Incumbent,Won-General,117653.81
"JORDAN, JONATHAN CHRISTIAN",REPUBLICAN,NC,HOUSE DISTRICT 093,Challenger,Won-General,117107.30
"GOSS, STEVE",DEMOCRATIC,NC,SENATE DISTRICT 045,Incumbent,Lost-General,115888.93
"HARRINGTON, KATHRYN G",REPUBLICAN,NC,SENATE DISTRICT 043,Open,Won-General,114940.87
"BARNHART, JEFF",REPUBLICAN,NC,HOUSE DISTRICT 082,Incumbent,Won-General,113388.54
"SZOKA, JOHN DAVID",REPUBLICAN,NC,HOUSE DISTRICT 022,Challenger,Lost-General,112881.58
"TUCKER SR, WYATT THOMAS",REPUBLICAN,NC,SENATE DISTRICT 035,Open,Won-General,112433.34
"HILL, DEWEY",DEMOCRATIC,NC,HOUSE DISTRICT 020,Incumbent,Won-General,112046.14
"FISHER, SUSAN C",DEMOCRATIC,NC,HOUSE DISTRICT 114,Incumbent,Won-General,111312.24
"DOCTOR, JEFF",DEMOCRATIC,NC,US HOUSE DISTRICT NC 009,Challenger,Lost-General,111255.56
"THIGPEN JR, CRESSIE HAMPTON",NONPARTISAN,NC,APPELLATE COURT-THIGPEN SEAT,Incumbent,Won-General,111100.02
"SANDERSON, NORMAN W",REPUBLICAN,NC,HOUSE DISTRICT 003,Challenger,Won-General,109541.32
"GARRITY-BLAKE, BARBARA",DEMOCRATIC,NC,SENATE DISTRICT 002,Challenger,Lost-General,109529.42
"SCHRIVER, MICHAEL SCOTT",REPUBLICAN,NC,SENATE DISTRICT 007,Challenger,Lost-General,106735.76
"HAMMER, STANLEY F",NONPARTISAN,NC,APPELLATE COURT-THIGPEN SEAT,Challenger,Lost-General,106706.78
"COLE, EDWARD NELSON",DEMOCRATIC,NC,HOUSE DISTRICT 065,Incumbent,Lost-General,104927.40
"JEFFUS, MARGARET M",DEMOCRATIC,NC,HOUSE DISTRICT 059,Incumbent,Won-General,104581.46
"FOLWELL, DALE R",REPUBLICAN,NC,HOUSE DISTRICT 074,Incumbent,Won-General,104235.00
"HOWARD, JULIA C",REPUBLICAN,NC,HOUSE DISTRICT 079,Incumbent,Won-General,104225.00
"HUNTER, ROBERT C (BOB)",NONPARTISAN,NC,SUPREME COURT-OPEN SEAT,Open,Lost-General,96366.73
"DIXON JR, JAMES WILLIAM (JIMMY)",REPUBLICAN,NC,HOUSE DISTRICT 004,Open,Won-General,95769.46
"DANIEL, WARREN TODD",REPUBLICAN,NC,SENATE DISTRICT 044,Open,Won-General,95475.43
"ROSS, DEBORAH",DEMOCRATIC,NC,HOUSE DISTRICT 038,Incumbent,Won-General,93366.51
"PRESTON, JEAN R",REPUBLICAN,NC,SENATE DISTRICT 002,Incumbent,Won-General,93032.50
"MOORE, TIMOTHY KEITH (TIM)",REPUBLICAN,NC,HOUSE DISTRICT 111,Incumbent,Won-General,91854.30
"EARLE, BEVERLY M",DEMOCRATIC,NC,HOUSE DISTRICT 101,Incumbent,Won-General,90415.44
"HAIRE, R PHILLIP",DEMOCRATIC,NC,HOUSE DISTRICT 119,Incumbent,Won-General,89532.24
"DAWSON, MARY ELIZABETH FRE",REPUBLICAN,NC,HOUSE DISTRICT 018,Open,Lost-General,89244.87
"WRIGHT, CATHY SANFORD",REPUBLICAN,NC,HOUSE DISTRICT 054,Challenger,Lost-General,86147.34
"CARNEY, REBECCA A (BECKY)",DEMOCRATIC,NC,HOUSE DISTRICT 102,Incumbent,Won-General,85616.40
"WILKINS, WINFREY ALEXANDER",DEMOCRATIC,NC,HOUSE DISTRICT 055,Incumbent,Won-General,82405.00
"FRANTZ II, DONALD PHILLIP",REPUBLICAN,NC,HOUSE DISTRICT 035,Challenger,Lost-General,81988.67
"CRAWFORD, MARK",REPUBLICAN,NC,HOUSE DISTRICT 115,Open,Lost-General,81908.98
"BORDSEN, ALICE",DEMOCRATIC,NC,HOUSE DISTRICT 063,Incumbent,Won-General,81755.80
"JACKSON, DARREN",DEMOCRATIC,NC,HOUSE DISTRICT 039,Incumbent,Won-General,80446.59
"HARDISTER, JONATHAN YATES",REPUBLICAN,NC,HOUSE DISTRICT 057,Challenger,Lost-General,80032.06
"HAGER, MICHAEL DEAN (MIKE)",REPUBLICAN,NC,HOUSE DISTRICT 112,Open,Won-General,79329.26
"COTHAM, PATRICIA ANN",DEMOCRATIC,NC,HOUSE DISTRICT 100,Incumbent,Won-General,79218.10
"SHEPARD, PHILLIP R",REPUBLICAN,NC,HOUSE DISTRICT 015,Open,Won-General,77881.63
"CLARY, DEBBIE ANN",REPUBLICAN,NC,SENATE DISTRICT 046,Incumbent,Won-General,77679.77
"INSKO, VERLA C",DEMOCRATIC,NC,HOUSE DISTRICT 056,Incumbent,Won-General,75832.29
"DOCKHAM, JERRY C",REPUBLICAN,NC,HOUSE DISTRICT 080,Incumbent,Won-General,75058.54
"GILLESPIE, ROBERT MITCHELL",REPUBLICAN,NC,HOUSE DISTRICT 085,Incumbent,Won-General,74775.65
"COATES, LORENE T",DEMOCRATIC,NC,HOUSE DISTRICT 077,Incumbent,Lost-General,74173.91
"WOLFE, JOHN RANDOLPH",DEMOCRATIC,NC,HOUSE DISTRICT 090,Challenger,Lost-General,72208.00
"HAMILTON, SUSAN HOLLADAY",DEMOCRATIC,NC,HOUSE DISTRICT 018,Open,Won-General,70591.93
