office,candidate,party,state,incumbency,result,total money,district
State Senator,Christopher Marr,DEM,WA,Challenger,Won-General,565002.16,6
State Senator,Derek Kilmer,DEM,WA,Incumbent,Won-General,481229.94,26
State Senator,Luke Esser,REP,WA,Incumbent,Lost-General,380623.43,48
State Senator,Rodney Tom,DEM,WA,Challenger,Won-General,365723.42,48
Supreme Court-002,Stephen Johnson,IND,WA,Challenger,Lost-General,354115.28,nan
Supreme Court-009,Thomas Chambers,IND,WA,Incumbent,Won-General,340447.0,nan
Supreme Court-002,Susan Owens,IND,WA,Incumbent,Won-General,318707.77,nan
State Senator,Eric Oemig,DEM,WA,Open,Won-General,302642.26,45
State Senator,Claudia Kauffman,DEM,WA,Open,Won-General,288675.1,47
Supreme Court-008,Gerry Alexander,IND,WA,Incumbent,Won-General,271547.0,nan
State Representative,Geoffrey Simpson,DEM,WA,Incumbent,Won-General,261425.28,471
State Representative,Troy Kelley,DEM,WA,Open,Won-General,261149.14,281
State Representative,Deb Wallace,DEM,WA,Incumbent,Won-General,257961.61,172
State Representative,Christine Nasser Rolfes,DEM,WA,Challenger,Won-General,255688.86,232
State Senator,Yvonne Ward,DEM,WA,Challenger,Lost-General,255678.45,31
State Senator,Bradley Benson,REP,WA,Incumbent,Lost-General,252474.21,6
State Senator,Tracey Eide,DEM,WA,Incumbent,Won-General,252376.07,30
State Representative,Christopher Hurst,DEM,WA,Challenger,Won-General,243086.08,312
State Representative,Patrick Sullivan,DEM,WA,Incumbent,Won-General,234455.21,472
State Representative,Larry Seaquist,DEM,WA,Open,Won-General,233075.14,262
State Senator,Pamela Roach,REP,WA,Incumbent,Won-General,232967.21,31
State Representative,Lawrence Stanley Springer,DEM,WA,Incumbent,Won-General,231752.76,452
State Representative,Kevin Van De Wege,DEM,WA,Challenger,Won-General,231574.62,241
State Representative,Tami Green,DEM,WA,Incumbent,Won-General,228199.39,282
State Senator,Karen Keiser-Smith,DEM,WA,Incumbent,Won-General,222500.27,33
State Senator,Edward Murray,DEM,WA,Open,Won-General,218734.64,43
State Representative,Deborah Eddy,DEM,WA,Open,Won-General,215773.91,482
State Representative,Patricia Lantz,DEM,WA,Incumbent,Won-General,207341.97,261
State Senator,Timothy Sheldon,DEM,WA,Incumbent,Won-General,205050.4,35
State Representative,Jamie Pedersen,DEM,WA,Open,Won-General,199053.34,431
State Representative,Tim Lee,REP,WA,Challenger,Lost-General,196053.01,452
State Senator,Toby Nixon,REP,WA,Open,Lost-General,195360.72,45
State Representative,William Grant,DEM,WA,Incumbent,Won-General,188065.51,162
State Senator,Dale Brandland,REP,WA,Incumbent,Won-General,187147.47,42
State Representative,Hans Dunshee,DEM,WA,Incumbent,Won-General,181893.94,441
State Representative,Brendan Williams,DEM,WA,Incumbent,Won-General,180538.55,221
State Senator,David Schmidt,REP,WA,Incumbent,Lost-General,174927.62,44
State Representative,James Buck,REP,WA,Incumbent,Lost-General,172639.83,241
State Representative,Charles Bill Fromhold,DEM,WA,Incumbent,Won-General,166716.7,491
State Senator,James Honeyford,REP,WA,Incumbent,Won-General,166159.38,15
State Senator,Paull Shin,DEM,WA,Incumbent,Won-General,163928.0,21
State Representative,Frank Chopp Jr.,DEM,WA,Incumbent,Won-General,163491.57,432
State Representative,Jasper Macslarrow,DEM,WA,Challenger,Lost-General,157675.81,421
State Senator,Steven Hobbs,DEM,WA,Challenger,Won-General,156412.52,44
State Representative,Janice Shabro,REP,WA,Incumbent,Lost-General,148100.0,312
State Representative,John Lovick,DEM,WA,Incumbent,Won-General,147499.51,442
State Representative,Ross Hunter,DEM,WA,Incumbent,Won-General,146524.72,481
State Representative,Barbara Bailey,REP,WA,Incumbent,Won-General,146345.84,102
State Representative,Richard Debolt,REP,WA,Incumbent,Won-General,143342.0,201
State Senator,James Hines,REP,WA,Challenger,Lost-General,142949.23,26
State Senator,Jeanne Kohl-Welles,DEM,WA,Incumbent,Won-General,139190.0,36
State Representative,Beverly Woods,REP,WA,Incumbent,Lost-General,136878.36,232
State Representative,Lynn Kessler,DEM,WA,Incumbent,Won-General,133872.12,242
State Representative,Donald Anderson,REP,WA,Open,Lost-General,133661.73,281
State Representative,Roger Goodman,DEM,WA,Open,Won-General,132207.92,451
State Representative,Judith Clibborn,DEM,WA,Incumbent,Won-General,130582.73,412
State Representative,Jeffery Possinger,REP,WA,Open,Lost-General,127460.91,451
State Representative,Thomas Campbell,REP,WA,Incumbent,Won-General,126641.0,22
State Representative,Fred Jarrett,REP,WA,Incumbent,Won-General,126292.62,411
State Representative,Douglas Ericksen,REP,WA,Incumbent,Won-General,124644.65,421
State Representative,Michael Armstrong,REP,WA,Incumbent,Won-General,122850.0,122
State Representative,Mark Ericks,DEM,WA,Incumbent,Won-General,121064.9,12
State Representative,Bill Hinkle,REP,WA,Incumbent,Won-General,120034.5,132
State Senator,Erik Poulsen,DEM,WA,Incumbent,Won-General,118733.78,34
State Senator,Ken Jacobsen,DEM,WA,Incumbent,Won-General,118013.0,46
State Senator,Michael Riley,REP,WA,Open,Lost-General,116356.43,47
State Representative,Kelli Linville,DEM,WA,Incumbent,Won-General,115528.54,422
State Representative,Sherry Appleton,DEM,WA,Incumbent,Won-General,114788.39,231
State Representative,Daniel Roach,REP,WA,Incumbent,Won-General,113875.0,311
State Senator,Jean Berkey,DEM,WA,Incumbent,Won-General,112046.19,38
State Representative,William Eickmeyer,DEM,WA,Incumbent,Won-General,111758.34,352
State Representative,Robert Lawrence,REP,WA,Challenger,Lost-General,111374.08,282
State Representative,Ronald Boehme,REP,WA,Open,Lost-General,111012.78,262
State Representative,Mahlon Priest,REP,WA,Incumbent,Won-General,109008.8,302
State Representative,Gary Alexander,REP,WA,Incumbent,Won-General,108416.0,202
State Representative,Richard Curtis,REP,WA,Incumbent,Won-General,108185.0,181
State Representative,John Serben Jr.,REP,WA,Incumbent,Lost-General,106770.0,61
State Representative,Dawn Morrell,DEM,WA,Incumbent,Won-General,106172.83,252
State Representative,John McCoy,DEM,WA,Incumbent,Won-General,105022.76,381
State Senator,Karen Steele,REP,WA,Challenger,Lost-General,98940.04,33
State Representative,Bret Olson,REP,WA,Open,Lost-General,97432.09,482
State Representative,Michael Hope,REP,WA,Challenger,Lost-General,96792.0,441
State Senator,Jerome Delvin II,REP,WA,Incumbent,Won-General,96170.0,8
State Representative,Allister Obrien,DEM,WA,Incumbent,Won-General,94573.21,11
State Representative,Helen Sommers,DEM,WA,Incumbent,Won-General,93631.8,361
State Representative,Karen Willard,DEM,WA,Challenger,Lost-General,93346.47,311
State Senator,Harry Morton,REP,WA,Incumbent,Won-General,92981.1,7
State Representative,Ed Orcutt,REP,WA,Incumbent,Won-General,91924.33,182
State Representative,James Moeller,DEM,WA,Incumbent,Won-General,90046.27,492
State Representative,Ronald Bonlender,DEM,WA,Open,Lost-General,87300.95,142
State Representative,Maureen Walsh,REP,WA,Incumbent,Won-General,85603.02,161
State Representative,David Upthegrove,DEM,WA,Incumbent,Won-General,85292.45,332
State Representative,Brian James Sullivan,DEM,WA,Incumbent,Won-General,84337.04,212
State Representative,Christopher Strow,REP,WA,Incumbent,Won-General,84167.89,101
State Representative,Timothy Knue,DEM,WA,Challenger,Lost-General,83343.2,102
State Representative,Samuel Hunt,DEM,WA,Incumbent,Won-General,81883.67,222
State Representative,Cary Lawrence Condotta,REP,WA,Incumbent,Won-General,81137.0,121
State Representative,Daniel Newhouse,REP,WA,Incumbent,Won-General,80858.38,152
State Senator,Jesse Salomon,DEM,WA,Challenger,Lost-General,79959.56,42
State Senator,Renee Maher,REP,WA,Challenger,Lost-General,77977.52,30
State Senator,Darlene Fairley,DEM,WA,Incumbent,Won-General,77058.55,32
State Representative,Steven Conway,DEM,WA,Incumbent,Won-General,75410.0,291
State Representative,Steve Kirby,DEM,WA,Incumbent,Won-General,73766.14,292
State Representative,Jeffrey Morris,DEM,WA,Incumbent,Won-General,73345.0,402
State Representative,James McCune,REP,WA,Incumbent,Won-General,71525.67,21
State Representative,Charles Ross,REP,WA,Open,Won-General,71334.73,142
State Representative,Sharon Tomiko Santos,DEM,WA,Incumbent,Won-General,69776.8,371
State Representative,Shay Schual-Berke,DEM,WA,Incumbent,Won-General,69056.34,331
State Representative,Don Barlow,DEM,WA,Challenger,Won-General,68130.36,61
State Representative,Bruce Chandler,REP,WA,Incumbent,Won-General,68073.0,151
State Senator,Janea Holmquist,REP,WA,Open,Won-General,67314.95,13
State Representative,Daniel Kristiansen,REP,WA,Incumbent,Won-General,66779.0,391
State Representative,Kim Halvorson,REP,WA,Challenger,Lost-General,65236.75,381
State Senator,Daniel Adam Kline,DEM,WA,Incumbent,Won-General,64044.66,37
State Representative,Donna Watts,REP,WA,Challenger,Lost-General,63125.91,471
State Representative,Lynn Schindler,REP,WA,Incumbent,Won-General,62680.0,42
State Representative,Dave Quall,DEM,WA,Incumbent,Won-General,61470.0,401
State Representative,Joe McDermott,DEM,WA,Incumbent,Won-General,60707.8,342
State Representative,James McIntire,DEM,WA,Incumbent,Won-General,60596.69,461
State Representative,Brian Blake,DEM,WA,Incumbent,Won-General,59481.66,192
State Representative,Jay Rodne,REP,WA,Incumbent,Won-General,58397.84,51
State Representative,Robert Legg II,REP,WA,Challenger,Lost-General,57524.28,442
State Representative,Andrew Franz,REP,WA,Challenger,Lost-General,57512.62,472
State Representative,Eric Pettigrew,DEM,WA,Incumbent,Won-General,56786.0,372
State Representative,Kirk Pearson,REP,WA,Incumbent,Won-General,56504.95,392
State Representative,Ruth Kagi,DEM,WA,Incumbent,Won-General,56400.94,322
State Representative,Edwin Glenn Anderson,REP,WA,Incumbent,Won-General,55410.71,52
State Representative,Joyce McDonald,REP,WA,Incumbent,Won-General,54970.0,251
State Senator,Tomas Villanueva,DEM,WA,Challenger,Lost-General,53945.04,15
State Representative,Mary Skinner,REP,WA,Incumbent,Won-General,53265.0,141
State Representative,Eileen Cody,DEM,WA,Incumbent,Won-General,53113.0,341
State Representative,Phyllis Kenney,DEM,WA,Incumbent,Won-General,51151.01,462
State Representative,Larry Haler,REP,WA,Incumbent,Won-General,50288.97,82
State Representative,Stephen Hailey,REP,WA,Open,Won-General,49457.03,91
State Representative,Joel Kretz,REP,WA,Incumbent,Won-General,48594.89,72
State Representative,Michal Rechner,DEM,WA,Challenger,Lost-General,47931.48,201
State Representative,Kathryn Marie Haigh,DEM,WA,Incumbent,Won-General,47182.8,351
State Representative,Shirley Hankins,REP,WA,Incumbent,Won-General,46245.17,81
State Representative,Jackie Miller,DEM,WA,Challenger,Lost-General,45687.96,71
State Representative,Judith Warnick,REP,WA,Open,Won-General,45230.21,131
State Representative,Mary Lou Dickerson,DEM,WA,Incumbent,Won-General,44888.8,362
State Representative,Robert Hasegawa,DEM,WA,Incumbent,Won-General,44845.55,112
State Representative,David Buri,REP,WA,Incumbent,Won-General,43560.0,92
State Representative,Michael Sells,DEM,WA,Incumbent,Won-General,43331.39,382
State Representative,Mark Miloscia,DEM,WA,Incumbent,Won-General,42285.26,301
State Representative,Robert Sump,REP,WA,Incumbent,Won-General,42267.76,71
State Representative,John Ahern,REP,WA,Incumbent,Won-General,41752.73,62
State Senator,Rosa Lee Franklin,DEM,WA,Incumbent,Won-General,41430.0,29
State Representative,Dean Takko,DEM,WA,Incumbent,Won-General,41289.8,191
State Representative,George Fearing,DEM,WA,Challenger,Lost-General,39411.81,161
State Representative,Randy Neatherlin,REP,WA,Challenger,Lost-General,39278.2,352
State Representative,Larry Crouse,REP,WA,Incumbent,Won-General,39250.0,41
State Senator,Lisa Bowen,DEM,WA,Open,Lost-General,38859.92,13
State Representative,Mary Helen Roberts,DEM,WA,Incumbent,Won-General,37631.47,211
