office,candidate,party,state,incumbency,result,total money,district
Governor,Jim Gibbons,REP,NV,Open,Won-General,6577221.72,nan
Governor,Dina Titus,DEM,NV,Open,Lost-General,3844405.28,nan
Attorney General,Catherine Cortez-Masto,DEM,NV,Open,Won-General,1653897.65,nan
Lieutenant Governor,Brian Krolicki,REP,NV,Open,Won-General,1280344.73,nan
Secretary Of State,Ross Miller,DEM,NV,Open,Won-General,938180.24,nan
Lieutenant Governor,Robert Unger,DEM,NV,Open,Lost-General,929912.57,nan
State Representative,Barbara Buckley,DEM,NV,Incumbent,Won-General,808412.45,8
Secretary Of State,Daniel Tarkanian,REP,NV,Open,Lost-General,775011.04,nan
State Senator,Sandra Tiffany,REP,NV,Incumbent,Lost-General,697642.26,5
Supreme Court-Seat G,Nancy Saitta,IND,NV,Challenger,Won-General,686804.6,nan
State Senator,Barbara Katherine Cegavske,REP,NV,Incumbent,Won-General,626845.2,8
State Representative,John Oceguera,DEM,NV,Incumbent,Won-General,559357.67,16
Supreme Court-Seat G,Nancy Becker,IND,NV,Incumbent,Lost-General,546739.82,nan
Supreme Court-Seat C,Michael Cherry,IND,NV,Open,Won-General,517584.02,nan
Treasurer,Mark Destefano,REP,NV,Open,Lost-General,488651.58,nan
Treasurer,Kathleen Marshall,DEM,NV,Open,Won-General,467857.21,nan
Senator Capital,Mark Eugene Amodei,REP,NV,Incumbent,Won-General,448695.0,nan
State Senator,Warren Hardy II,REP,NV,Incumbent,Won-General,432666.45,12
Supreme Court-Seat F,Michael Douglas,IND,NV,Incumbent,Won-General,419425.17,nan
Senator Washoe 004-004,Randolph Townsend,REP,NV,Incumbent,Won-General,407756.59,nan
Senator Washoe 002-002,Maurice Washington,REP,NV,Incumbent,Won-General,361940.02,nan
State Senator,Dennis Nolan,REP,NV,Incumbent,Won-General,256050.0,9
State Representative,Bernie Anderson,DEM,NV,Incumbent,Won-General,233641.55,31
State Representative,Ty Cobb,REP,NV,Open,Won-General,211128.52,26
State Representative,Marcus Conklin,DEM,NV,Incumbent,Won-General,204519.0,37
State Representative,Valerie Weber,REP,NV,Incumbent,Won-General,201412.01,5
State Representative,Angelo Carvalho,REP,NV,Challenger,Lost-General,197467.5,17
Controller,Kim Wallin,DEM,NV,Challenger,Won-General,192894.35,nan
Attorney General,Don Chairez,REP,NV,Open,Lost-General,190458.66,nan
State Senator,Joyce Woodhouse,DEM,NV,Challenger,Won-General,184586.91,5
State Representative,Kelvin Atkinson,DEM,NV,Incumbent,Won-General,180731.05,17
State Senator,Chanda Cook,DEM,NV,Challenger,Lost-General,179502.67,8
State Representative,Susan Gerhardt,DEM,NV,Incumbent,Won-General,166480.16,29
State Representative,Marilyn Kirkpatrick,DEM,NV,Incumbent,Won-General,165408.56,1
State Representative,Heidi Gansert,REP,NV,Incumbent,Won-General,163116.5,25
State Senator,Terry Care,DEM,NV,Incumbent,Won-General,162603.38,7
State Representative,John Marvel,REP,NV,Incumbent,Won-General,161554.3,32
Controller,Steve Martin,REP,NV,Incumbent,Lost-General,158027.53,nan
State Representative,Steven Grierson,REP,NV,Open,Lost-General,156560.0,23
State Representative,Ed Goedhart,REP,NV,Open,Won-General,149960.48,36
State Representative,David Bobzien,DEM,NV,Challenger,Won-General,149580.86,24
State Representative,Joe Hardy,REP,NV,Incumbent,Won-General,147826.12,20
