office,candidate,party,state,incumbency,result,total money,district
Governor,Janet Napolitano,DEM,AZ,Incumbent,Won-General,1601963.51,nan
Governor,Len Munsil,REP,AZ,Challenger,Lost-General,1405936.69,nan
Attorney General,Bill Montgomery,REP,AZ,Challenger,Lost-General,263924.51,nan
Attorney General,Terry Goddard,DEM,AZ,Incumbent,Won-General,262620.79,nan
Secretary Of State,Israel Torres,DEM,AZ,Challenger,Lost-General,259228.86,nan
Secretary Of State,Jan Brewer,REP,AZ,Incumbent,Won-General,240584.86,nan
State Representative,James Weiers,REP,AZ,Incumbent,Won-General,191661.05,10
Corporation Commissioner,Kristin Mayes,REP,AZ,Incumbent,Won-General,170626.7,nan
Corporation Commissioner,Mark Manoil,DEM,AZ,Challenger,Lost-General,165465.32,nan
Corporation Commissioner,Richard Boyer,DEM,AZ,Challenger,Lost-General,163925.67,nan
Superintendent Of Public Instruction,Thomas Horne,REP,AZ,Incumbent,Won-General,134777.57,nan
Treasurer,Rano Singh,DEM,AZ,Open,Lost-General,133902.62,nan
Superintendent Of Public Instruction,Jason Williams,DEM,AZ,Challenger,Lost-General,125385.89,nan
State Senator,Tom Ohalleran,REP,AZ,Open,Won-General,122023.19,1
Corporation Commissioner,Gary Pierce,REP,AZ,Challenger,Won-General,119324.7,nan
State Senator,Carolyn Allen,REP,AZ,Incumbent,Won-General,112208.34,8
State Senator,Albert Anthony Melvin,REP,AZ,Open,Lost-General,93022.22,26
Treasurer,Dean Martin,REP,AZ,Open,Won-General,88478.73,nan
State Representative,John Kavanagh,REP,AZ,Challenger,Won-General,85647.21,8
State Senator,Jim Waring,REP,AZ,Incumbent,Won-General,80168.28,7
State Representative,David Jorgenson,REP,AZ,Challenger,Lost-General,78761.47,26
State Senator,Timothy Bee,REP,AZ,Incumbent,Won-General,73763.75,30
State Representative,Bob Robson,REP,AZ,Incumbent,Won-General,70238.5,20
State Representative,Michele Reagan,REP,AZ,Incumbent,Won-General,69178.22,8
State Senator,Russell Jones,REP,AZ,Open,Lost-General,69159.0,24
State Representative,Douglas Quelland,REP,AZ,Incumbent,Lost-General,68633.05,10
State Senator,Lisa Black,DEM,AZ,Challenger,Lost-General,68483.0,7
State Senator,Rebecca Rios,DEM,AZ,Incumbent,Won-General,68321.42,23
State Representative,Jacqueline Thrasher,DEM,AZ,Challenger,Won-General,68304.0,10
State Senator,Ann Christine Wallack,DEM,AZ,Challenger,Lost-General,67879.0,11
State Senator,Rose Crutcher,REP,AZ,Open,Lost-General,66040.46,17
State Senator,Jeffrey Chimene,DEM,AZ,Challenger,Lost-General,63525.4,30
State Representative,Stephanie Rimmer,DEM,AZ,Challenger,Lost-General,52971.7,8
