office,candidate,party,state,incumbency,result,total money,district
Treasurer,Jack Markell,DEM,DE,Incumbent,Won-General,1938512.27,nan
Attorney General,Joseph Biden III,DEM,DE,Open,Won-General,880142.34,nan
Attorney General,Ferris Wharton,REP,DE,Open,Lost-General,579755.26,nan
State Senator,David Sokola,DEM,DE,Incumbent,Won-General,134933.87,8
Auditor,Thomas Wagner Jr.,REP,DE,Incumbent,Won-General,109458.37,nan
State Senator,John Feroce,REP,DE,Challenger,Lost-General,105809.44,14
State Senator,Michael Ramone,REP,DE,Challenger,Lost-General,101223.45,8
State Senator,Harris McDowell III,DEM,DE,Incumbent,Won-General,100548.0,1
State Representative,Terry Spence,REP,DE,Incumbent,Won-General,84642.25,18
State Senator,James Vaughn,DEM,DE,Incumbent,Won-General,72072.0,14
State Representative,Gary Linarducci,REP,DE,Open,Lost-General,71998.49,4
State Representative,Gregory Francis Lavelle,REP,DE,Incumbent,Won-General,69339.07,11
State Senator,Thurman Adams Jr.,DEM,DE,Incumbent,Won-General,68675.0,19
State Senator,Patricia Blevins,DEM,DE,Incumbent,Won-General,68300.0,7
State Representative,Richard Korn,DEM,DE,Open,Lost-General,66124.32,20
State Senator,Catherine Cloutier,REP,DE,Incumbent,Won-General,65935.5,5
State Senator,David McBride,DEM,DE,Incumbent,Won-General,64741.45,13
State Representative,Robert Valihura Jr.,REP,DE,Incumbent,Won-General,63173.87,10
State Representative,Robert Walls,DEM,DE,Open,Won-General,58125.48,33
State Representative,Stephanie Ulbrich,REP,DE,Incumbent,Lost-General,57603.0,25
State Representative,Peter Schwartzkopf,DEM,DE,Incumbent,Won-General,55975.0,14
State Senator,Dorinda Connor,REP,DE,Incumbent,Won-General,54925.0,12
State Representative,Francis Murphy,DEM,DE,Challenger,Lost-General,52674.37,10
State Representative,Wayne Smith,REP,DE,Incumbent,Won-General,52674.26,7
State Representative,Richard Cathcart,REP,DE,Incumbent,Won-General,49403.94,9
State Representative,Gerald Brady,DEM,DE,Open,Won-General,47841.09,4
State Representative,Gerald Hocker,REP,DE,Incumbent,Won-General,45450.0,38
State Representative,John Mitchell Jr.,DEM,DE,Open,Won-General,44175.0,13
State Representative,Donna Stone,REP,DE,Incumbent,Won-General,43405.0,32
