office,candidate,party,state,incumbency,result,total money,district
State Senator,Marc Basnight,DEM,NC,Incumbent,Won-General,1529997.52,1
State Representative,James Black,DEM,NC,Incumbent,Won-General,910884.91,100
State Senator,Julia Boseman,DEM,NC,Incumbent,Won-General,847119.63,9
State Senator,W Bland,DEM,NC,Incumbent,Lost-General,782873.01,2
State Senator,Fred Smith Jr.,REP,NC,Incumbent,Won-General,703878.29,12
State Senator,Joe Sam Queen,DEM,NC,Challenger,Won-General,659062.61,47
State Senator,Tony Rand,DEM,NC,Incumbent,Won-General,623133.05,19
State Senator,John Joyner Snow Jr.,DEM,NC,Incumbent,Won-General,608067.13,50
State Senator,Robert C) Soles Jr.,DEM,NC,Incumbent,Won-General,577447.82,8
State Senator,Jean Preston,REP,NC,Challenger,Won-General,545366.89,2
Supreme Court-Chief Justice,Sarah Parker,IND,NC,Incumbent,Won-General,465248.17,nan
State Senator,Walter Dalton,DEM,NC,Incumbent,Won-General,441192.98,46
Supreme Court-Martin Seat,Mark Dean Martin,IND,NC,Incumbent,Won-General,433542.15,nan
State Senator,Irvin Roseman,REP,NC,Challenger,Lost-General,365445.81,9
Supreme Court-Chief Justice,Rusty Duke,IND,NC,Challenger,Lost-General,362043.4,nan
State Senator,Tony Foriest,DEM,NC,Challenger,Won-General,350034.5,24
State Senator,David Hoyle,DEM,NC,Incumbent,Won-General,325453.88,43
State Representative,Alice Graham Underhill,DEM,NC,Incumbent,Won-General,319616.12,3
State Representative,Greer Beaty,DEM,NC,Challenger,Lost-General,314279.7,36
State Representative,Ty Harrell,DEM,NC,Challenger,Won-General,307945.19,41
State Senator,Albin Swindell IV,DEM,NC,Incumbent,Won-General,307310.56,11
Supreme Court-Open Seat,Robin Hudson,IND,NC,Open,Won-General,306529.0,nan
State Representative,Jim Harrell,DEM,NC,Incumbent,Won-General,305640.82,90
State Senator,Janet Kay Ruthven Hagan,DEM,NC,Incumbent,Won-General,298125.22,27
Supreme Court-Timmons-Goodson Seat,Patricia Timmons-Goodson,IND,NC,Incumbent,Won-General,293214.95,nan
Supreme Court-Timmons-Goodson Seat,Eric Lee Levinson,IND,NC,Challenger,Lost-General,291485.5,nan
Supreme Court-Open Seat,Ann Marie Calabria,IND,NC,Open,Lost-General,284823.0,nan
State Senator,Philip Edward Berger Sr.,REP,NC,Incumbent,Won-General,282915.0,26
State Representative,Arthur Williams,DEM,NC,Incumbent,Won-General,277209.46,6
State Representative,Pryor Gibson,DEM,NC,Incumbent,Won-General,270673.17,69
State Representative,Charles Thomas,REP,NC,Open,Won-General,264788.86,116
State Senator,Peter Samuel Brunstetter,REP,NC,Incumbent,Won-General,262095.4,31
State Representative,Richard Glazier,DEM,NC,Incumbent,Won-General,251515.14,45
State Senator,Lyndon Ray Helton,DEM,NC,Challenger,Lost-General,248984.8,42
State Representative,Harold Brubaker,REP,NC,Incumbent,Won-General,238649.0,78
State Representative,Joe Boylan,REP,NC,Open,Won-General,222039.89,52
State Senator,Robert Pittenger,REP,NC,Incumbent,Won-General,212813.0,39
State Senator,Thomas Apodaca,REP,NC,Incumbent,Won-General,211978.41,48
State Representative,Mary Price Harrison,DEM,NC,Incumbent,Won-General,211167.48,57
State Representative,Cullie Tarleton,DEM,NC,Challenger,Won-General,209912.17,93
State Senator,Keith Presnell,REP,NC,Incumbent,Lost-General,209785.74,47
State Representative,Allan Dameron,DEM,NC,Challenger,Lost-General,199627.0,17
State Representative,Marian McLawhorn,DEM,NC,Incumbent,Won-General,196214.26,9
State Senator,Charles Albertson,DEM,NC,Incumbent,Won-General,193525.9,10
State Representative,David Lewis,REP,NC,Incumbent,Won-General,192573.08,53
State Representative,Linda Coleman,DEM,NC,Incumbent,Won-General,188170.03,39
State Senator,Ken McKim,REP,NC,Challenger,Lost-General,184816.84,50
State Senator,Linda Garrou,DEM,NC,Incumbent,Won-General,184493.71,32
State Senator,John Kerr,DEM,NC,Incumbent,Won-General,184489.93,5
State Representative,Julia Howard,REP,NC,Incumbent,Won-General,184004.57,79
State Senator,Neal Hunt,REP,NC,Incumbent,Won-General,183579.48,15
State Representative,Bill Daughtridge Jr.,REP,NC,Incumbent,Won-General,180568.0,25
