office,candidate,party,state,incumbency,result,total money,district
Governor,James Richard Perry,REP,TX,Incumbent,Won-General,49064208.21,nan
Governor,Bill White,DEM,TX,Challenger,Lost-General,26291532.2,nan
Lieutenant Governor,David Dewhurst III,REP,TX,Incumbent,Won-General,13866593.56,nan
Attorney General,Greg Abbott,REP,TX,Incumbent,Won-General,9794869.74,nan
Comptroller,Susan Combs,REP,TX,Incumbent,Won-General,5588534.62,nan
State Representative,Joseph Straus III,REP,TX,Incumbent,Won-General,5263667.95,121
U.S. Representative,William Flores,REP,TX,Challenger,Won-General,3983078.79,17
U.S. Representative,Chet Edwards,DEM,TX,Incumbent,Lost-General,3627838.89,17
Agriculture Commissioner,Todd Staples,REP,TX,Incumbent,Won-General,2225952.38,nan
State Senator,Kirk Watson,DEM,TX,Incumbent,Won-General,2209793.62,14
State Senator,John Whitmire,DEM,TX,Incumbent,Won-General,2108614.42,15
U.S. Representative,Pete Sessions,REP,TX,Incumbent,Won-General,1889123.8,32
U.S. Representative,Joe Barton,REP,TX,Incumbent,Won-General,1850212.47,6
U.S. Representative,Jeb Hensarling,REP,TX,Incumbent,Won-General,1738231.97,5
U.S. Representative,Ciro Rodriguez,DEM,TX,Incumbent,Lost-General,1607171.13,23
U.S. Representative,Francisco Raul Canseco,REP,TX,Challenger,Won-General,1576305.43,23
State Senator,Glenn Hegar Jr.,REP,TX,Incumbent,Won-General,1427242.74,18
State Senator,Jane Nelson,REP,TX,Incumbent,Won-General,1398550.12,12
State Representative,Stefani Carter,REP,TX,Challenger,Won-General,1397801.45,102
State Representative,Daniel Branch,REP,TX,Incumbent,Won-General,1372903.36,108
Commissioner Of General Land Office,Jerry Patterson,REP,TX,Incumbent,Won-General,1363976.47,nan
U.S. Representative,Kay Granger,REP,TX,Incumbent,Won-General,1347394.7,12
U.S. Representative,Michael McCaul,REP,TX,Incumbent,Won-General,1322948.73,10
State Representative,Patrick Rose,DEM,TX,Incumbent,Lost-General,1302512.95,45
U.S. Representative,Lamar Smith,REP,TX,Incumbent,Won-General,1273946.12,21
U.S. Representative,Enrique Cuellar,DEM,TX,Incumbent,Won-General,1220722.51,28
State Representative,Nicholas Van Campen Taylor,REP,TX,Open,Won-General,1218277.48,66
State Representative,Larry Gonzales,REP,TX,Challenger,Won-General,1207388.8,52
U.S. Representative,Solomon Ortiz Sr.,DEM,TX,Incumbent,Lost-General,1206353.95,27
U.S. Representative,Pete Olson,REP,TX,Incumbent,Won-General,1182020.65,22
State Senator,Dan Goeb Patrick,REP,TX,Incumbent,Won-General,1147591.88,7
Attorney General,Barbara Ann Radnofsky,DEM,TX,Challenger,Lost-General,1134280.69,nan
U.S. Representative,Lloyd Doggett,DEM,TX,Incumbent,Won-General,1120378.84,25
U.S. Representative,Randy Neugebauer,REP,TX,Incumbent,Won-General,1105130.82,19
U.S. Representative,Michael Conaway,REP,TX,Incumbent,Won-General,1100189.11,11
State Senator,Carlos Uresti,DEM,TX,Incumbent,Won-General,1095560.7,19
U.S. Representative,Gene Green,DEM,TX,Incumbent,Won-General,1070720.47,29
U.S. Representative,Sam Johnson,REP,TX,Incumbent,Won-General,1061532.25,3
State Senator,Kip Averitt,REP,TX,Incumbent,Withdrew-General,1060047.62,22
Supreme Court-Guzman Seat,Eva Guzman,REP,TX,Incumbent,Won-General,1041664.1,nan
State Senator,Robert Deuell,REP,TX,Incumbent,Won-General,1040945.13,2
U.S. Representative,Kevin Brady,REP,TX,Incumbent,Won-General,1025234.95,8
U.S. Representative,Michael Burgess,REP,TX,Incumbent,Won-General,1012642.51,26
U.S. Representative,John Carter,REP,TX,Incumbent,Won-General,987746.53,31
State Representative,Linda Harper-Brown,REP,TX,Incumbent,Won-General,981585.47,105
State Senator,Kevin Eltife,REP,TX,Incumbent,Won-General,973002.23,1
Lieutenant Governor,Linda Chavez-Thompson,DEM,TX,Challenger,Lost-General,958039.53,nan
State Representative,Donald Margo,REP,TX,Challenger,Won-General,948399.85,78
State Representative,Carol Kent,DEM,TX,Incumbent,Lost-General,933303.38,102
U.S. Representative,Ronald Paul,REP,TX,Incumbent,Won-General,932595.36,14
State Representative,Marva Beck,REP,TX,Challenger,Won-General,932400.18,57
State Senator,Rodney Ellis,DEM,TX,Incumbent,Won-General,923737.87,13
U.S. Representative,Charles Gonzales,DEM,TX,Incumbent,Won-General,916600.96,20
State Representative,Todd Hunter,REP,TX,Incumbent,Won-General,912101.29,32
U.S. Representative,Silvestre Reyes,DEM,TX,Incumbent,Won-General,904717.11,16
State Senator,Earl Jeffrey Wentworth,REP,TX,Incumbent,Won-General,888574.27,25
State Representative,Jason Isaac,REP,TX,Challenger,Won-General,871184.53,45
State Representative,Cindy Burkett,REP,TX,Challenger,Won-General,860020.13,101
State Representative,Erwin Cain,REP,TX,Challenger,Won-General,855328.3,3
State Senator,Steve Ogden,REP,TX,Incumbent,Won-General,853227.41,5
State Senator,Robert Nichols,REP,TX,Incumbent,Won-General,850839.24,3
State Representative,Jim Landtroop,REP,TX,Challenger,Won-General,835227.44,85
State Representative,Chris Turner,DEM,TX,Incumbent,Lost-General,818945.97,96
U.S. Representative,Sheila Jackson Lee,DEM,TX,Incumbent,Won-General,813910.32,18
State Senator,Florence Shapiro,REP,TX,Incumbent,Won-General,812517.79,8
State Representative,Paul Daniel Workman,REP,TX,Challenger,Won-General,793638.19,47
State Representative,Diana Marie Maldonado,DEM,TX,Incumbent,Lost-General,792658.68,52
U.S. Representative,Louis Gohmert Jr.,REP,TX,Incumbent,Won-General,790766.99,1
U.S. Representative,Ted Poe,REP,TX,Incumbent,Won-General,776926.55,2
State Representative,Bill Zedler,REP,TX,Challenger,Won-General,759788.95,96
State Representative,Jim Pitts,REP,TX,Incumbent,Won-General,759486.8,10
State Representative,Dwayne Bohac,REP,TX,Incumbent,Won-General,759029.22,138
U.S. Representative,Donna Campbell,REP,TX,Challenger,Lost-General,750312.99,25
State Representative,Connie Scott,REP,TX,Challenger,Won-General,748410.24,34
State Representative,Jim Dunnam,DEM,TX,Incumbent,Lost-General,739156.13,57
State Representative,Charlie Geren,REP,TX,Incumbent,Won-General,704650.63,99
State Representative,Jim Murphy,REP,TX,Challenger,Won-General,702573.33,133
State Representative,Ellen Cohen,DEM,TX,Incumbent,Lost-General,700229.07,134
State Representative,Borris Miles,DEM,TX,Open,Won-General,683075.0,146
U.S. Representative,Mac Thornberry,REP,TX,Incumbent,Won-General,680251.61,13
U.S. Representative,Stephen Broden,REP,TX,Challenger,Lost-General,678260.67,30
State Representative,Joe Driver,REP,TX,Incumbent,Won-General,675288.63,113
U.S. Representative,Grier Raggio,DEM,TX,Challenger,Lost-General,669193.4,32
Supreme Court-Open Seat,Debra Lehrmann,REP,TX,Open,Won-General,668216.79,nan
U.S. Representative,Ralph Hall,REP,TX,Incumbent,Won-General,665070.6,4
U.S. Representative,John Culberson,REP,TX,Incumbent,Won-General,662835.5,7
State Representative,Sergio Munoz Jr.,DEM,TX,Open,Default Winner-General,655193.5,36
State Representative,Charles Anderson,REP,TX,Incumbent,Won-General,646240.89,56
State Representative,Pete Gallego,DEM,TX,Incumbent,Won-General,643746.45,74
State Representative,Charles Hopson,REP,TX,Incumbent,Won-General,625729.05,11
U.S. Representative,Eddie Bernice Johnson,DEM,TX,Incumbent,Won-General,612424.36,30
State Representative,Joe Heflin,DEM,TX,Incumbent,Lost-General,611226.22,85
State Representative,Abel Herrero,DEM,TX,Incumbent,Lost-General,603981.03,34
State Representative,Robert Miklos,DEM,TX,Incumbent,Lost-General,585449.16,101
State Representative,Valinda Bolton,DEM,TX,Incumbent,Lost-General,579400.96,47
U.S. Representative,Ruben Hinojosa,DEM,TX,Incumbent,Won-General,578087.85,15
State Representative,Vicki Truitt,REP,TX,Incumbent,Won-General,576806.66,98
U.S. Representative,Randolph Farenthold,REP,TX,Challenger,Won-General,575471.57,27
State Representative,Paula Hightower Pierson,DEM,TX,Incumbent,Lost-General,575394.67,93
Railroad Commissioner,David Porter,REP,TX,Open,Won-General,564488.18,nan
State Representative,Norma Chavez,DEM,TX,Incumbent,Lost-Primary Runoff,558150.61,76
State Representative,Tim Kleinschmidt,REP,TX,Incumbent,Won-General,556585.15,17
State Representative,Jose M) Lozano Jr.,DEM,TX,Open,Won-General,551800.69,43
State Representative,Garnet Coleman,DEM,TX,Incumbent,Won-General,547931.98,147
State Representative,George Lavender,REP,TX,Challenger,Won-General,544530.5,1
State Senator,Joan Huffman,REP,TX,Incumbent,Won-General,538044.12,17
State Representative,Kenneth Sheets,REP,TX,Challenger,Won-General,535141.01,107
State Representative,Joseph Moody,DEM,TX,Incumbent,Lost-General,533426.55,78
State Representative,Ken Legler,REP,TX,Incumbent,Won-General,529798.44,144
State Representative,Walter Price IV,REP,TX,Open,Won-General,528723.99,87
State Representative,Kristi Thibaut,DEM,TX,Incumbent,Lost-General,527587.69,133
