office,candidate,party,state,incumbency,result,total money,district
Governor,Ted Strickland,DEM,OH,Incumbent,Lost-General,19299093.51,nan
Governor,John Kasich,REP,OH,Challenger,Won-General,18323285.51,nan
U.S. Senator,Robert Portman,REP,OH,Open,Won-General,17129414.54,nan
U.S. Representative,John Boehner,REP,OH,Incumbent,Won-General,10505496.29,8
U.S. Senator,Lee Fisher,DEM,OH,Open,Lost-General,6260789.55,nan
Attorney General,Mike Dewine,REP,OH,Challenger,Won-General,6206359.08,nan
Secretary Of State,Jon Husted,REP,OH,Open,Won-General,5502618.82,nan
Attorney General,Richard Cordray,DEM,OH,Incumbent,Lost-General,5073944.57,nan
Treasurer,Josh Mandel,REP,OH,Challenger,Won-General,4459008.08,nan
U.S. Representative,Patrick Tiberi,REP,OH,Incumbent,Won-General,3086619.17,12
U.S. Representative,Steven Stivers,REP,OH,Challenger,Won-General,2759133.13,15
Auditor,David Andrew Pepper,DEM,OH,Open,Lost-General,2717321.44,nan
U.S. Representative,Mary Jo Kilroy,DEM,OH,Incumbent,Lost-General,2674173.08,15
U.S. Representative,Zachary Space,DEM,OH,Incumbent,Lost-General,2650932.69,18
U.S. Representative,James Renacci,REP,OH,Challenger,Won-General,2549812.85,16
State Representative,Armond Budish,DEM,OH,Incumbent,Won-General,2279577.61,8
U.S. Representative,Thomas Ganley,REP,OH,Challenger,Lost-General,2151426.76,13
U.S. Representative,John Boccieri,DEM,OH,Incumbent,Lost-General,2038567.76,16
U.S. Representative,Richard Bradley Iott,REP,OH,Challenger,Lost-General,1974136.52,9
U.S. Representative,Steven Driehaus,DEM,OH,Incumbent,Lost-General,1922557.4,1
Treasurer,Kevin Boyce,DEM,OH,Incumbent,Lost-General,1848334.57,nan
U.S. Representative,Betty Sutton,DEM,OH,Incumbent,Won-General,1778136.03,13
U.S. Representative,Steven Chabot,REP,OH,Challenger,Won-General,1741260.83,1
State Senator,Frank Larose,REP,OH,Open,Won-General,1683252.82,27
U.S. Representative,Paula Brooks,DEM,OH,Challenger,Lost-General,1443027.25,12
U.S. Representative,Steven Latourette,REP,OH,Incumbent,Won-General,1286669.05,14
State Senator,Gayle Manning,REP,OH,Challenger,Won-General,1281515.5,13
Auditor,David Yost,REP,OH,Open,Won-General,1278339.45,nan
U.S. Representative,Robert Brian Gibbs,REP,OH,Challenger,Won-General,1140237.29,18
State Representative,Matthew Szollosi,DEM,OH,Incumbent,Won-General,1121883.24,49
State Representative,Raymond Allen Pryor,DEM,OH,Incumbent,Lost-General,1060765.31,85
U.S. Representative,Charlie Wilson Jr.,DEM,OH,Incumbent,Lost-General,1057340.5,6
State Representative,Daniel Dodd,DEM,OH,Incumbent,Lost-General,1052536.79,91
U.S. Representative,Timothy Ryan,DEM,OH,Incumbent,Won-General,1051880.42,17
State Senator,Shannon Jones,REP,OH,Incumbent,Won-General,1044221.82,7
Secretary Of State,Maryellen Oshaughnessy,DEM,OH,Open,Lost-General,1041994.66,nan
U.S. Representative,Jean Schmidt,REP,OH,Incumbent,Won-General,1039302.02,2
State Representative,William Batchelder III,REP,OH,Incumbent,Won-General,1038605.09,69
State Representative,Mike Moran,DEM,OH,Incumbent,Lost-General,943812.95,42
State Senator,Bill Beagle,REP,OH,Challenger,Won-General,926640.63,5
Supreme Court-Chief Justice,Maureen Oconnor,IND,OH,Open,Won-General,895037.99,nan
U.S. Representative,Dennis Kucinich,DEM,OH,Incumbent,Won-General,886493.18,10
State Representative,David Robinson,DEM,OH,Open,Lost-General,882664.15,21
Supreme Court-Lanzinger Seat,Judith Lanzinger,IND,OH,Incumbent,Won-General,879464.6,nan
U.S. Representative,James Jordan,REP,OH,Incumbent,Won-General,836100.04,4
State Representative,Jay Goyal,DEM,OH,Incumbent,Won-General,800198.83,73
State Representative,John Patrick Carney,DEM,OH,Incumbent,Won-General,789494.33,22
U.S. Representative,Mike Turner,REP,OH,Incumbent,Won-General,753103.19,3
State Representative,Connie Pillich,DEM,OH,Incumbent,Won-General,750897.97,28
State Senator,Kevin Bacon,REP,OH,Open,Won-General,738071.12,3
U.S. Representative,Steve Austria,REP,OH,Incumbent,Won-General,722981.36,7
State Representative,Mark Schneider,DEM,OH,Incumbent,Lost-General,712757.01,63
State Representative,Nancy Garland,DEM,OH,Incumbent,Won-General,701200.46,20
State Representative,Vernon Sykes,DEM,OH,Incumbent,Won-General,678197.19,44
U.S. Representative,Bill Johnson,REP,OH,Challenger,Won-General,671347.98,6
State Representative,Bob Peterson,REP,OH,Challenger,Won-General,668695.64,85
State Representative,Matt Carle,REP,OH,Challenger,Lost-General,651377.46,20
State Representative,Mike Duffey,REP,OH,Open,Won-General,636072.57,21
State Representative,Michael Dovilla,REP,OH,Challenger,Won-General,626386.12,18
State Representative,Mike Wilson,REP,OH,Challenger,Lost-General,614417.67,28
U.S. Representative,Marcy Kaptur,DEM,OH,Incumbent,Won-General,600282.3,9
State Representative,Stephen Dyer,DEM,OH,Incumbent,Lost-General,599212.89,43
Supreme Court-Chief Justice,Eric Brown,IND,OH,Open,Lost-General,592573.13,nan
U.S. Representative,Robert Latta,REP,OH,Incumbent,Won-General,586948.93,5
State Senator,Frank Comunale,DEM,OH,Open,Lost-General,578309.09,27
State Representative,Ronald Young,REP,OH,Challenger,Won-General,578093.83,63
State Representative,Matt Patten,DEM,OH,Incumbent,Lost-General,566686.84,18
State Senator,Stephen Buehrer,REP,OH,Incumbent,Won-General,564353.47,1
U.S. Representative,Marcia Fudge,DEM,OH,Incumbent,Won-General,553653.0,11
State Representative,Barbara Sears,REP,OH,Incumbent,Won-General,535639.96,46
State Senator,Sue Morano,DEM,OH,Incumbent,Lost-General,522113.64,13
State Representative,Marlene Anielski,REP,OH,Open,Won-General,436484.83,17
State Representative,Harry Barlos,DEM,OH,Challenger,Lost-General,423579.6,46
State Representative,Marian Harris,DEM,OH,Incumbent,Lost-General,398948.57,19
State Representative,Debbie Phillips,DEM,OH,Incumbent,Won-General,386994.77,92
State Representative,Todd Bosley,DEM,OH,Challenger,Lost-General,385587.42,50
State Representative,Brian Williams,DEM,OH,Incumbent,Lost-General,366927.89,41
State Representative,Linda Secrest,DEM,OH,Open,Lost-General,361466.7,93
State Representative,Tracy Heard,DEM,OH,Incumbent,Won-General,358256.71,26
State Senator,Fred Strahorn,DEM,OH,Incumbent,Lost-General,341089.0,5
State Representative,Todd Snitchler,REP,OH,Incumbent,Won-General,335404.67,50
State Representative,Matt Huffman,REP,OH,Incumbent,Won-General,325265.35,4
State Senator,David Daniels,REP,OH,Open,Won-General,321685.67,17
State Representative,Denise Driehaus,DEM,OH,Incumbent,Won-General,312060.11,31
U.S. Representative,Peter Corrigan,REP,OH,Challenger,Lost-General,311796.65,10
State Representative,Andrew Thompson,REP,OH,Open,Won-General,311716.78,93
State Representative,Timothy Degeeter,DEM,OH,Incumbent,Won-General,299978.61,15
State Senator,Tim Schaffer,REP,OH,Incumbent,Won-General,289852.95,31
State Representative,Craig Newbold,REP,OH,Challenger,Won-General,279433.54,1
State Representative,Mike Foley,DEM,OH,Incumbent,Won-General,276893.26,14
State Representative,Sandra Williams,DEM,OH,Incumbent,Won-General,276291.78,11
State Representative,Ted Celeste,DEM,OH,Incumbent,Won-General,271527.06,24
State Representative,Linda Bolon,DEM,OH,Incumbent,Lost-General,266491.39,1
State Representative,Lou Gentile,DEM,OH,Open,Won-General,260311.46,95
State Senator,Eric Kearney,DEM,OH,Incumbent,Won-General,255594.74,9
State Representative,Ron Amstutz,REP,OH,Incumbent,Won-General,253560.46,3
U.S. Representative,Surya Yalamanchili,DEM,OH,Challenger,Lost-General,253348.39,2
State Representative,Terry Johnson,REP,OH,Open,Won-General,252174.07,89
State Representative,Anne Gonzales,REP,OH,Challenger,Won-General,248957.99,19
U.S. Representative,Justin Coussoule,DEM,OH,Challenger,Lost-General,247715.62,8
State Representative,Cheryl Grossman,REP,OH,Incumbent,Won-General,237144.81,23
State Representative,John Adams,REP,OH,Incumbent,Won-General,232414.56,78
State Representative,Thomas J Letson,DEM,OH,Incumbent,Won-General,221070.04,64
State Representative,Ross McGregor,REP,OH,Incumbent,Won-General,220078.19,72
State Senator,Kris Jordan,REP,OH,Open,Won-General,218921.16,19
State Representative,Lynn Charles Slaby,REP,OH,Challenger,Won-General,216778.13,41
State Representative,Louis Blessing Jr.,REP,OH,Incumbent,Won-General,209808.43,29
State Representative,Randall Gardner,REP,OH,Incumbent,Won-General,208070.91,6
State Representative,Todd McKenney,REP,OH,Challenger,Won-General,205878.28,43
State Representative,Kristina Roegner,REP,OH,Challenger,Won-General,202069.38,42
State Representative,Lynn Wachtmann,REP,OH,Incumbent,Won-General,200432.68,75
State Representative,Dennis Murray,DEM,OH,Incumbent,Won-General,190169.08,80
State Representative,Allan Sayre,DEM,OH,Incumbent,Withdrew-General,188621.61,96
State Senator,Joseph Schiavoni,DEM,OH,Incumbent,Won-General,187734.68,33
State Representative,Ronald Gerberry,DEM,OH,Incumbent,Won-General,178478.91,59
State Representative,Matt Lundy,DEM,OH,Incumbent,Won-General,175790.74,57
State Representative,Kelli Kay Perk,DEM,OH,Open,Lost-General,172045.29,17
Supreme Court-Lanzinger Seat,Mary Jane Trapp,IND,OH,Challenger,Lost-General,170868.76,nan
State Representative,Kenny Yuko,DEM,OH,Incumbent,Won-General,169517.59,7
Appellate Court District 001-Mallory Seat,Pat Fischer,IND,OH,Challenger,Won-General,162401.53,nan
State Representative,Kathleen Clyde,DEM,OH,Open,Won-General,162021.85,68
State Representative,Benjamin Nutter,DEM,OH,Open,Lost-General,159265.43,81
U.S. Representative,John David Anderson,LIB,OH,Challenger,Lost-General,157968.5,7
State Representative,Joshua Ofarrell,DEM,OH,Incumbent,Lost-General,157169.88,96
Appellate Court District 006-Cosme Seat,Keila Cosme,IND,OH,Incumbent,Lost-General,151835.23,nan
State Representative,James Zehringer,REP,OH,Incumbent,Won-General,150070.2,77
State Senator,Scott Oelslager,REP,OH,Open,Won-General,148265.14,29
Appellate Court District 010-Klatt Seat,William Klatt,IND,OH,Incumbent,Won-General,148250.0,nan
State Representative,Robert Hagan,DEM,OH,Incumbent,Won-General,144300.53,60
State Representative,Barbara Boyd,DEM,OH,Incumbent,Won-General,139519.36,9
State Representative,Peter Anthony Beck,REP,OH,Incumbent,Won-General,137558.74,67
State Representative,Peggy Lehner,REP,OH,Incumbent,Won-General,137180.0,37
U.S. Representative,Bill Oneill,DEM,OH,Challenger,Lost-General,136369.37,14
State Representative,Mike Robison,REP,OH,Challenger,Lost-General,134361.7,31
State Representative,John Carey Jr.,REP,OH,Open,Won-General,131832.28,87
State Senator,Shirley Smith,DEM,OH,Incumbent,Won-General,131715.54,21
State Representative,Nan Baker,REP,OH,Incumbent,Won-General,130117.56,16
State Representative,Michael Stinziano,DEM,OH,Open,Won-General,128149.99,25
State Representative,Troy Balderson,REP,OH,Incumbent,Won-General,127852.32,94
State Representative,Jay Hottinger,REP,OH,Incumbent,Won-General,123164.42,71
State Representative,Jeff Krabill,REP,OH,Challenger,Lost-General,121338.95,80
State Representative,Teresa Fedor,DEM,OH,Open,Won-General,120143.17,47
State Representative,Nickie Antonio,DEM,OH,Open,Won-General,119925.42,13
State Senator,Neil Patel,DEM,OH,Open,Lost-General,116688.0,19
State Representative,Lorraine Fende,DEM,OH,Incumbent,Won-General,116622.92,62
Appellate Court District 006-Cosme Seat,Steve Yarbrough,IND,OH,Challenger,Won-General,114726.29,nan
State Representative,Mark Okey,DEM,OH,Incumbent,Won-General,109079.01,61
State Representative,Cliff Hite,REP,OH,Incumbent,Won-General,105814.0,76
Appellate Court District 010-French Seat,Judith French,IND,OH,Incumbent,Won-General,103900.25,nan
State Senator,Michael Skindell,DEM,OH,Open,Won-General,103749.56,23
Appellate Court District 011-Otoole Seat,Eugene Lucci,IND,OH,Open,Lost-General,103314.94,nan
Appellate Court District 010-Open Seat,Julia Dorrian,IND,OH,Open,Won-General,99733.51,nan
State Representative,Sean Obrien,DEM,OH,Open,Won-General,95760.0,65
State Representative,Stephen Slesnick,DEM,OH,Incumbent,Won-General,92990.69,52
Appellate Court District 001-Hendon Seat,Sylvia Sieve Hendon,IND,OH,Incumbent,Won-General,91879.64,nan
State Representative,Al Landis,REP,OH,Challenger,Won-General,91484.22,96
State Representative,Clayton Luckie II,DEM,OH,Incumbent,Won-General,89934.01,39
State Representative,Roland Winburn,DEM,OH,Incumbent,Won-General,89584.66,40
State Representative,Bruce Carter,DEM,OH,Challenger,Lost-General,89536.68,54
State Senator,Edna Brown,DEM,OH,Open,Won-General,87242.4,11
State Representative,Jarrod Martin,REP,OH,Incumbent,Won-General,87128.6,70
State Representative,Dave Hall,REP,OH,Incumbent,Won-General,87057.91,97
Attorney General,Robert Owens,CON,OH,Challenger,Lost-General,86799.72,nan
Appellate Court District 011-Otoole Seat,Thomas Wright,IND,OH,Open,Won-General,85460.67,nan
State Representative,Timothy Derickson,REP,OH,Incumbent,Won-General,83074.0,53
State Representative,Michael Ashford,DEM,OH,Open,Won-General,83001.0,48
State Senator,Mark Pfeifer,DEM,OH,Open,Lost-General,82577.73,3
Appellate Court District 009-Moore Seat,Carla Moore,IND,OH,Incumbent,Won-General,82115.18,nan
State Representative,Bob Mecklenborg,REP,OH,Incumbent,Won-General,81883.25,30
State Representative,Ron Hadsell,DEM,OH,Open,Lost-General,81687.04,89
State Representative,Dave Burke,REP,OH,Incumbent,Won-General,80955.0,83
State Representative,Deborah Newcomb,DEM,OH,Incumbent,Lost-General,79962.98,99
State Representative,Rex Arthur Damschroder,REP,OH,Open,Won-General,79034.03,81
State Representative,Robert Hackett,REP,OH,Incumbent,Won-General,78464.37,84
Appellate Court District 001-Mallory Seat,William Mallory,IND,OH,Incumbent,Lost-General,76597.5,nan
State Representative,Ron Maag,REP,OH,Incumbent,Won-General,74193.76,35
Appellate Court District 012-Open Seat 1,Robin Piper,IND,OH,Open,Won-General,73759.0,nan
State Representative,Peter Stautberg,REP,OH,Incumbent,Won-General,73408.09,34
State Representative,Gerald Stebelton,REP,OH,Incumbent,Won-General,73350.65,5
U.S. Representative,Jim Graham,REP,OH,Challenger,Lost-General,72907.27,17
Appellate Court District 005-Edwards Seat,Julie Edwards,IND,OH,Incumbent,Won-General,72809.37,nan
State Representative,William Coley,REP,OH,Incumbent,Won-General,72361.59,55
State Representative,Dale Mallory,DEM,OH,Incumbent,Won-General,70006.42,32
State Senator,Nina Turner,DEM,OH,Incumbent,Won-General,69122.11,25
