office,candidate,party,state,incumbency,result,total money,district
Governor,Robert Bentley,REP,AL,Open,Won-General,7638841.06,nan
Governor,Bradley Byrne,REP,AL,Open,Lost-Primary Runoff,7344202.34,nan
U.S. Senator,Richard Craig Shelby,REP,AL,Incumbent,Won-General,6237803.22,nan
Lieutenant Governor,Kay Ellen Ivey,REP,AL,Challenger,Won-General,4101144.95,nan
Attorney General,Luther Strange III,REP,AL,Open,Won-General,3422250.54,nan
Governor,Ron Sparks,DEM,AL,Open,Lost-General,3220509.2,nan
Lieutenant Governor,Jim Folsom Jr.,DEM,AL,Incumbent,Lost-General,2241202.08,nan
U.S. Representative,Terri Sewell,DEM,AL,Open,Won-General,1723355.7,7
U.S. Representative,Spencer Bachus III,REP,AL,Incumbent,Won-General,1607712.95,6
State Senator,Lowell Barron,DEM,AL,Incumbent,Lost-General,1525904.34,8
U.S. Representative,Bobby Neal Bright Sr.,DEM,AL,Incumbent,Lost-General,1444379.28,2
Supreme Court-Bolin Seat,Michael Bolin,REP,AL,Incumbent,Won-General,1351648.7,nan
State Senator,Zeb Little,DEM,AL,Incumbent,Lost-General,1271946.48,4
U.S. Representative,Martha Roby,REP,AL,Challenger,Won-General,1246921.11,2
State Senator,Roger Bedford Jr.,DEM,AL,Incumbent,Won-General,1189255.42,6
State Senator,Greg Varner,DEM,AL,Open,Lost-General,1138848.85,13
State Senator,George Davis Flowers,REP,AL,Open,Lost-General,1075896.42,29
U.S. Representative,Mike Rogers,REP,AL,Incumbent,Won-General,1032385.45,3
State Senator,Harri Anne Smith,IND,AL,Open,Won-General,951196.33,29
State Senator,Mark Slade Blackwell,REP,AL,Open,Won-General,942390.0,15
U.S. Representative,Steve Raby,DEM,AL,Open,Lost-General,915250.31,5
U.S. Representative,Jo Bonner,REP,AL,Incumbent,Won-General,900198.76,1
Supreme Court-Open Seat,Kelli Wise,REP,AL,Open,Won-General,879177.0,nan
State Senator,William Beasley,DEM,AL,Open,Won-General,858539.09,28
Treasurer,Young Jacob Boozer III,REP,AL,Open,Won-General,839634.91,nan
U.S. Representative,Mo Brooks,REP,AL,Open,Won-General,834105.87,5
State Senator,Thomas Whatley,REP,AL,Challenger,Won-General,746912.5,27
U.S. Representative,Robert Aderholt,REP,AL,Incumbent,Won-General,715122.94,4
State Senator,Del Marsh,REP,AL,Incumbent,Won-General,702623.77,12
Attorney General,James Anderson,DEM,AL,Open,Lost-General,680755.75,nan
Agriculture Commissioner,John McMillan,REP,AL,Open,Won-General,634569.69,nan
State Senator,George Keahey,DEM,AL,Incumbent,Won-General,630833.41,22
State Senator,Jerry Fielding,DEM,AL,Open,Won-General,621876.0,11
State Senator,Larry Means,DEM,AL,Incumbent,Lost-General,606896.14,10
Agriculture Commissioner,Dorman Grace,REP,AL,Open,Lost-Primary Runoff,583762.12,nan
State Senator,Jeff Enfinger,DEM,AL,Challenger,Lost-General,549366.84,7
State Senator,Tom Butler,DEM,AL,Incumbent,Lost-General,532406.56,2
Supreme Court-Parker Seat,Tom Parker,REP,AL,Incumbent,Won-General,508825.0,nan
State Senator,Greg Reed,REP,AL,Open,Won-General,503216.95,5
State Senator,Bryan Taylor,REP,AL,Challenger,Won-General,492394.79,30
State Senator,Rodger Smitherman,DEM,AL,Incumbent,Won-General,486505.08,18
State Senator,Wendell Mitchell,DEM,AL,Incumbent,Lost-General,463251.6,30
State Senator,Gerald Allen,REP,AL,Challenger,Won-General,434168.97,21
State Senator,D Little,DEM,AL,Incumbent,Lost-General,432179.26,27
State Senator,Paul Bussman,REP,AL,Challenger,Won-General,431599.04,4
State Representative,Mike Hubbard,REP,AL,Incumbent,Won-General,429578.0,79
State Senator,Paul Sanford,REP,AL,Incumbent,Won-General,425852.65,7
Civil Appellate Court-Bryan Seat,Tommy Bryan,REP,AL,Incumbent,Won-General,421823.48,nan
Attorney General,Giles Perkins,DEM,AL,Open,Lost-Primary Runoff,412402.35,nan
State Senator,Ray Robbins,REP,AL,Open,Lost-General,405909.57,11
State Senator,Gerald Dial,REP,AL,Open,Won-General,404209.38,13
