office,candidate,party,state,incumbency,result,total money,district
U.S. Senator,Linda McMahon,REP,CT,Open,Lost-General,50210591.79,nan
Governor,Thomas Coleman Foley Sr.,REP,CT,Open,Lost-General,12519438.32,nan
Governor,Dannel Malloy,DEM,CT,Open,Won-General,9130509.56,nan
U.S. Senator,Richard Blumenthal,DEM,CT,Open,Won-General,8720798.58,nan
U.S. Representative,James Himes,DEM,CT,Incumbent,Won-General,3337541.55,4
U.S. Representative,Christopher Murphy,DEM,CT,Incumbent,Won-General,2999154.26,5
U.S. Representative,John Larson,DEM,CT,Incumbent,Won-General,2340615.45,1
U.S. Representative,Daniel Debicella,REP,CT,Challenger,Lost-General,1964614.57,4
U.S. Representative,Joe Courtney,DEM,CT,Incumbent,Won-General,1752418.08,2
U.S. Representative,Sam F Caligiuri,REP,CT,Challenger,Lost-General,1256990.49,5
Secretary Of State,Denise Merrill,DEM,CT,Open,Won-General,1210840.73,nan
Comptroller,Kevin Lembo,DEM,CT,Open,Won-General,1200026.43,nan
U.S. Representative,Rosa Delauro,DEM,CT,Incumbent,Won-General,1179072.46,3
Attorney General,George Jepsen,DEM,CT,Open,Won-General,831737.14,nan
Treasurer,Jeff Wright,REP,CT,Challenger,Lost-General,830358.19,nan
Secretary Of State,Jerry Farrell Jr.,REP,CT,Open,Lost-General,824800.0,nan
Treasurer,Denise Nappier,DEM,CT,Incumbent,Won-General,777887.33,nan
U.S. Senator,Merrick Alpert,DEM,CT,Open,Lost-Convention,379708.14,nan
U.S. Representative,Ann Brickley,REP,CT,Challenger,Lost-General,317400.89,1
U.S. Senator,Warren Bruce Mosler,DEM,CT,Open,Lost-General,253040.0,nan
U.S. Representative,Janet Peckinpaugh,REP,CT,Challenger,Lost-General,247390.61,2
U.S. Representative,Thomas Herrmann,REP,CT,Open,Lost-Convention,246488.96,4
U.S. Representative,Gerald Labriola Jr.,REP,CT,Challenger,Lost-General,190747.0,3
State Senator,John Fonfara,DEM,CT,Incumbent,Won-General,170096.29,1
Comptroller,Jack Orchulli,REP,CT,Open,Lost-General,153924.24,nan
