office,candidate,party,state,incumbency,result,total money,district
U.S. Senator,John Henry Hoeven III,REP,ND,Open,Won-General,3842646.56,nan
U.S. Representative,Earl Pomeroy,DEMOCRATIC-NPL,ND,Incumbent,Lost-General,2751527.92,1
U.S. Representative,Richard Berg,REP,ND,Challenger,Won-General,2269879.05,1
Public Service Commissioner,Kevin Cramer,REP,ND,Incumbent,Won-General,201637.39,nan
Public Service Commissioner,Bradford Crabtree,DEMOCRATIC-NPL,ND,Challenger,Lost-General,201357.46,nan
Agriculture Commissioner,Doug Goehring,REP,ND,Incumbent,Won-General,198296.04,nan
Attorney General,Wayne Stenehjem,REP,ND,Incumbent,Won-General,183995.2,nan
Agriculture Commissioner,Merle Boucher,DEMOCRATIC-NPL,ND,Challenger,Lost-General,183314.0,nan
Tax Commissioner,Cory Fong,REP,ND,Incumbent,Won-General,181598.43,nan
Secretary Of State,Corey Mock,DEMOCRATIC-NPL,ND,Challenger,Lost-General,135161.37,nan
U.S. Senator,Tracy Potter,DEMOCRATIC-NPL,ND,Open,Lost-General,132188.49,nan
Secretary Of State,Alvin Jaeger,REP,ND,Incumbent,Won-General,85235.33,nan
Tax Commissioner,Cynthia Kaldor,DEMOCRATIC-NPL,ND,Challenger,Lost-General,56116.0,nan
Attorney General,Jeanette Boechler,DEMOCRATIC-NPL,ND,Challenger,Lost-General,53425.0,nan
State Representative,Roscoe Keith Streyle,REP,ND,Challenger,Won-General,25476.66,3
State Senator,Lonnie Laffen,REP,ND,Challenger,Won-General,21869.63,43
State Senator,Robert Horne,DEMOCRATIC-NPL,ND,Incumbent,Lost-General,19225.0,3
State Senator,Judy Lee,REP,ND,Incumbent,Won-General,18125.0,13
State Senator,Nick Archuleta,DEMOCRATIC-NPL,ND,Open,Lost-General,15435.0,35
State Senator,Ryan Taylor,DEMOCRATIC-NPL,ND,Incumbent,Won-General,14777.6,7
State Representative,Tyrel Hegland,DEMOCRATIC-NPL,ND,Challenger,Lost-General,14666.53,41
State Senator,Ray Holmberg,REP,ND,Incumbent,Won-General,13675.0,17
State Representative,Dick Anderson,REP,ND,Challenger,Won-General,12650.0,7
State Representative,Scott Louser,REP,ND,Challenger,Won-General,11815.0,5
State Representative,Donald Dietrich,REP,ND,Challenger,Lost-General,11239.43,43
State Senator,Ronald Sorvaag,REP,ND,Challenger,Won-General,10876.67,45
State Representative,Louise Potter,DEMOCRATIC-NPL,ND,Incumbent,Lost-General,10614.43,17
State Representative,Jon Nelson,REP,ND,Incumbent,Won-General,10551.0,7
State Representative,Louis Pinkerton,DEMOCRATIC-NPL,ND,Incumbent,Lost-General,10125.0,5
State Representative,Lisa Wolf,DEMOCRATIC-NPL,ND,Incumbent,Lost-General,9725.0,3
State Senator,Terry Wanzek,REP,ND,Incumbent,Won-General,9325.0,29
State Representative,Curt Kreun,REP,ND,Challenger,Won-General,9200.0,43
State Representative,James Kerzman,DEMOCRATIC-NPL,ND,Incumbent,Lost-General,9125.0,31
