office,candidate,party,state,incumbency,result,total money,district
Governor,William Haslam,REP,TN,Open,Won-General,17840837.57,nan
Governor,Michael Ray McWherter,DEM,TN,Open,Lost-General,3477341.38,nan
U.S. Representative,Stephen Lee Fincher,REP,TN,Open,Won-General,2695372.55,8
U.S. Representative,Diane Lynn Black,REP,TN,Open,Won-General,2237575.96,6
U.S. Representative,Roy Brasfield Herron,DEM,TN,Open,Lost-General,2073744.48,8
U.S. Representative,Lincoln Edward Davis,DEM,TN,Incumbent,Lost-General,1573472.73,4
U.S. Representative,Marsha Blackburn,REP,TN,Incumbent,Won-General,1560269.12,7
U.S. Representative,Chuck Fleischmann,REP,TN,Open,Won-General,1376581.77,3
U.S. Representative,Stephen Cohen,DEM,TN,Incumbent,Won-General,1139089.44,9
U.S. Representative,Jim Cooper,DEM,TN,Incumbent,Won-General,1032464.35,5
U.S. Representative,Scott Desjarlais,REP,TN,Challenger,Won-General,936986.33,4
State Senator,Douglas Henry Jr.,DEM,TN,Incumbent,Won-General,709928.02,21
U.S. Representative,John Duncan Jr.,REP,TN,Incumbent,Won-General,516246.23,2
U.S. Representative,David Phillip Roe,REP,TN,Incumbent,Won-General,515054.05,1
State Senator,Lowe Finney,DEM,TN,Incumbent,Won-General,510793.56,27
State Senator,George McDonald,DEM,TN,Challenger,Lost-General,366083.35,17
State Representative,James Hale,DEM,TN,Challenger,Lost-General,286588.56,40
State Senator,Mae Beavers,REP,TN,Incumbent,Won-General,274486.0,17
State Senator,Bill Ketron,REP,TN,Incumbent,Won-General,261307.47,13
State Senator,Jack Johnson,REP,TN,Incumbent,Won-General,243076.84,23
U.S. Representative,Charlotte Bergmann,REP,TN,Challenger,Lost-General,217428.1,9
U.S. Representative,Brett Carter,DEM,TN,Open,Lost-General,214352.88,6
State Senator,Don McLeary,REP,TN,Challenger,Lost-General,180375.31,27
State Senator,Bo Watson,REP,TN,Incumbent,Won-General,172603.0,11
State Senator,Steve Southerland,REP,TN,Incumbent,Won-General,171705.0,1
State Representative,Gary Odom,DEM,TN,Incumbent,Won-General,168410.06,55
State Representative,Ty Cobb,DEM,TN,Incumbent,Lost-General,168028.65,64
State Representative,Kent Williams,IND,TN,Incumbent,Won-General,161381.1,4
State Representative,Michael Turner,DEM,TN,Incumbent,Won-General,154806.25,51
State Senator,Randy McNally,REP,TN,Incumbent,Won-General,154355.66,5
State Representative,Sheila Butt,REP,TN,Challenger,Won-General,150103.86,64
State Representative,Timothy Wirgau,REP,TN,Challenger,Won-General,144181.72,75
