office,candidate,party,state,incumbency,result,total money,district
Governor,Thomas Corbett,REP,PA,Open,Won-General,29321047.51,nan
Governor,Dan Onorato,DEM,PA,Open,Lost-General,24741393.61,nan
U.S. Senator,Patrick Joseph Toomey,REP,PA,Open,Won-General,19045008.14,nan
U.S. Senator,Joseph Sestak Jr.,DEM,PA,Open,Lost-General,13283348.9,nan
U.S. Representative,Patrick Murphy,DEM,PA,Incumbent,Lost-General,4169953.48,8
U.S. Representative,Patrick Meehan,REP,PA,Open,Won-General,3096487.85,7
U.S. Representative,Allyson Young Schwartz,DEM,PA,Incumbent,Won-General,2841553.37,13
U.S. Representative,Mark Critz,DEM,PA,Incumbent,Won-General,2459353.17,12
U.S. Representative,Jason Altmire,DEM,PA,Incumbent,Won-General,2445609.46,4
U.S. Representative,Charles Dent,REP,PA,Incumbent,Won-General,2422795.14,15
U.S. Representative,Timothy Burns,REP,PA,Challenger,Lost-General,2161789.0,12
U.S. Representative,Michael Fitzpatrick,REP,PA,Challenger,Won-General,2132644.98,8
U.S. Representative,John Callahan,DEM,PA,Challenger,Lost-General,1985039.06,15
U.S. Representative,Jim Gerlach,REP,PA,Incumbent,Won-General,1921648.47,6
U.S. Representative,Paul Kanjorski,DEM,PA,Incumbent,Lost-General,1857256.43,11
U.S. Representative,Timothy Murphy,REP,PA,Incumbent,Won-General,1803433.6,18
U.S. Representative,Kathleen Ann Dahlkemper,DEM,PA,Incumbent,Lost-General,1698269.1,3
U.S. Representative,Bryan Lentz,DEM,PA,Open,Lost-General,1656687.33,7
U.S. Representative,Christopher Paul Carney,DEM,PA,Incumbent,Lost-General,1608886.59,10
U.S. Representative,Manan Trivedi,DEM,PA,Challenger,Lost-General,1406398.88,6
State Representative,Dwight Evans,DEM,PA,Incumbent,Won-General,1400790.19,203
U.S. Representative,Tim Holden,DEM,PA,Incumbent,Won-General,1355683.66,17
U.S. Representative,Keith James Rothfus,REP,PA,Challenger,Lost-General,1340470.21,4
U.S. Representative,George Kelly Jr.,REP,PA,Challenger,Won-General,1261779.45,3
U.S. Representative,Lou Barletta,REP,PA,Challenger,Won-General,1253097.64,11
State Representative,Michael Turzai,REP,PA,Incumbent,Won-General,1116489.99,28
U.S. Representative,Glenn William Thompson Jr.,REP,PA,Incumbent,Won-General,1064041.85,5
State Representative,Todd Eachus,DEM,PA,Incumbent,Lost-General,1047400.93,116
State Senator,Jacob Corman III,REP,PA,Incumbent,Won-General,995438.16,34
U.S. Representative,Carson Dee Adcock,REP,PA,Challenger,Lost-General,929302.77,13
U.S. Representative,Robert Brady,DEM,PA,Incumbent,Won-General,895335.0,1
State Senator,Jane Clare Orie,REP,PA,Incumbent,Won-General,858654.74,40
State Senator,Patrick Browne,REP,PA,Incumbent,Won-General,843829.04,16
State Senator,Edwin Erickson,REP,PA,Incumbent,Won-General,818486.22,26
State Senator,Charles McIlhinney Jr.,REP,PA,Incumbent,Won-General,809552.33,10
U.S. Representative,Bill Shuster,REP,PA,Incumbent,Won-General,797147.7,9
State Senator,Robert Tomlinson,REP,PA,Incumbent,Won-General,784323.11,6
U.S. Representative,Joseph Pitts,REP,PA,Incumbent,Won-General,743689.46,16
State Senator,Anthony Hardy Williams,DEM,PA,Incumbent,Won-General,742923.17,8
U.S. Representative,Michael Doyle,DEM,PA,Incumbent,Won-General,720030.98,14
U.S. Representative,Thomas Anthony Marino,REP,PA,Challenger,Won-General,706688.41,10
State Representative,Paul Drucker,DEM,PA,Incumbent,Lost-General,680383.27,157
State Senator,John Patrick Blake,DEM,PA,Open,Won-General,604992.61,22
State Senator,Kris Vanderman,REP,PA,Open,Lost-General,564032.14,46
State Senator,John Rafferty Jr.,REP,PA,Incumbent,Won-General,547453.31,44
State Representative,Steven Santarsiero,DEM,PA,Incumbent,Won-General,530798.67,31
State Representative,Joshua Shapiro,DEM,PA,Incumbent,Won-General,525019.99,153
State Senator,Stewart Greenleaf,REP,PA,Incumbent,Won-General,519293.28,12
State Representative,Frank Dermody,DEM,PA,Incumbent,Won-General,500773.33,33
State Senator,John Yudichak,DEM,PA,Open,Won-General,496115.56,14
State Senator,Christine Tartaglione,DEM,PA,Incumbent,Won-General,460344.53,2
U.S. Representative,Chaka Fattah,DEM,PA,Incumbent,Won-General,459158.26,2
State Senator,Richard Kasunic,DEM,PA,Incumbent,Won-General,458835.0,32
State Representative,Mike Gerber,DEM,PA,Incumbent,Won-General,452345.15,148
State Senator,Timothy Joseph Solobay,DEM,PA,Open,Won-General,448365.12,46
State Representative,John Perzel,REP,PA,Incumbent,Lost-General,421322.05,172
U.S. Representative,Lois Herr,DEM,PA,Challenger,Lost-General,409688.1,16
State Representative,Warren Kampf,REP,PA,Challenger,Won-General,392908.78,157
State Representative,William Adolph Jr.,REP,PA,Incumbent,Won-General,388268.63,165
U.S. Representative,David Argall,REP,PA,Challenger,Lost-General,374721.6,17
State Representative,Sam Smith,REP,PA,Incumbent,Won-General,370055.1,66
U.S. Representative,Dan Connolly,DEM,PA,Challenger,Lost-General,351003.57,18
State Representative,George Zalar,DEM,PA,Open,Lost-General,347930.12,107
State Representative,Joseph Hackett,REP,PA,Open,Won-General,346433.73,161
State Representative,Ron Buxton,DEM,PA,Incumbent,Won-General,344826.42,103
State Representative,Mike Horton,DEM,PA,Open,Lost-General,321860.03,131
State Representative,Joseph Markosek,DEM,PA,Incumbent,Won-General,314028.6,25
State Senator,Michael Brubaker,REP,PA,Incumbent,Won-General,306141.07,36
State Representative,Walter Waite Jr.,DEM,PA,Open,Lost-General,303148.64,161
State Senator,Robert Robbins,REP,PA,Incumbent,Won-General,302601.4,50
State Representative,William Todd Stephens,REP,PA,Challenger,Won-General,299645.23,151
State Representative,Jay Moyer,REP,PA,Challenger,Lost-General,293374.4,70
State Senator,Robert Bruce Mensch,REP,PA,Incumbent,Won-General,292226.92,24
State Representative,Bryan Barbin,DEM,PA,Incumbent,Won-General,289508.05,71
State Representative,Frank Anthony Farry III,REP,PA,Incumbent,Won-General,286345.41,142
State Representative,Charles Dertinger,DEM,PA,Open,Lost-General,279624.74,137
State Representative,Kevin Boyle,DEM,PA,Challenger,Won-General,277797.06,172
State Representative,Mark Painter,DEM,PA,Challenger,Lost-General,275156.58,146
State Representative,David Levdansky,DEM,PA,Incumbent,Lost-General,274924.5,39
State Senator,Jim Ferlo,DEM,PA,Incumbent,Won-General,274405.0,38
State Representative,Justin Yaich,DEM,PA,Open,Lost-General,273927.91,122
State Senator,Michael Folmer,REP,PA,Incumbent,Won-General,271222.58,48
State Senator,Leanna Washington,DEM,PA,Incumbent,Won-General,269963.16,4
State Representative,Thomas Houghton,DEM,PA,Incumbent,Lost-General,265827.64,13
State Representative,Matthew Bradford,DEM,PA,Incumbent,Won-General,262450.12,70
State Representative,Rick Taylor,DEM,PA,Incumbent,Lost-General,261017.44,151
State Representative,Michael Patrick McGeehan,DEM,PA,Incumbent,Won-General,254623.78,173
State Representative,David Reed,REP,PA,Incumbent,Won-General,252511.97,62
State Representative,Tim Seip,DEM,PA,Incumbent,Lost-General,244189.0,125
State Representative,Jennifer Mann,DEM,PA,Incumbent,Won-General,242526.53,132
State Representative,William Keller,DEM,PA,Incumbent,Won-General,242425.0,184
State Representative,John Taylor,REP,PA,Incumbent,Won-General,238430.82,177
State Representative,Maureen Carey,REP,PA,Open,Lost-General,235043.51,164
State Representative,Justin Simmons,REP,PA,Open,Won-General,234807.75,131
State Representative,William Deweese,DEM,PA,Incumbent,Won-General,232659.0,50
State Representative,Tarah Toohil,REP,PA,Challenger,Won-General,231855.9,116
State Representative,Tina Marie Davis,DEM,PA,Open,Won-General,229713.4,141
State Representative,John Adda Lawrence,REP,PA,Challenger,Won-General,229316.67,13
State Representative,Joseph Emrick,REP,PA,Open,Won-General,226307.79,137
State Representative,Marc Gergely,DEM,PA,Incumbent,Won-General,225868.49,35
State Representative,Richard Mirabito,DEM,PA,Incumbent,Won-General,224411.23,83
State Senator,Elisabeth Baker,REP,PA,Incumbent,Won-General,224369.42,20
State Representative,Regina Smith,REP,PA,Challenger,Lost-General,223694.57,3
