office,candidate,party,state,incumbency,result,total money,district
U.S. Representative,Michele Bachmann,REP,MN,Incumbent,Won-General,13664150.8,6
Governor,Mark Dayton,DEM,MN,Open,Won-General,5373673.99,nan
U.S. Representative,Tarryl Clark,DEM,MN,Challenger,Lost-General,4566648.72,6
Governor,Thomas Earl Emmer Jr.,REP,MN,Open,Lost-General,3405558.97,nan
U.S. Representative,Erik Paulsen,REP,MN,Incumbent,Won-General,2669475.57,3
U.S. Representative,Timothy Walz,DEM,MN,Incumbent,Won-General,2129510.41,1
U.S. Representative,James Oberstar,DEM,MN,Incumbent,Lost-General,1727569.91,8
U.S. Representative,John Kline,REP,MN,Incumbent,Won-General,1566419.01,2
U.S. Representative,Keith Maurice Ellison,DEM,MN,Incumbent,Won-General,1383412.18,5
Governor,Tom Horner,INDEPENDENCE,MN,Open,Lost-General,1219276.77,nan
U.S. Representative,Collin Peterson,DEM,MN,Incumbent,Won-General,1162707.48,7
U.S. Representative,Randy Demmer,REP,MN,Challenger,Lost-General,862044.55,1
U.S. Representative,Betty McCollum,DEM,MN,Incumbent,Won-General,836922.11,4
U.S. Representative,Chip Cravaack,REP,MN,Challenger,Won-General,653809.6,8
Attorney General,Lori Swanson,DEM,MN,Incumbent,Won-General,646919.31,nan
U.S. Representative,Jim Meffert,DEM,MN,Challenger,Lost-General,525374.8,3
U.S. Representative,Lee Byberg,REP,MN,Challenger,Lost-General,385767.29,7
Secretary Of State,Mark Ritchie,DEM,MN,Incumbent,Won-General,349115.49,nan
Auditor,Rebecca Otto,DEM,MN,Incumbent,Won-General,255133.25,nan
U.S. Representative,Teresa Collett,REP,MN,Challenger,Lost-General,214852.97,4
Auditor,Patricia Anderson,REP,MN,Challenger,Lost-General,162061.37,nan
Secretary Of State,Dan Severson,REP,MN,Challenger,Lost-General,157917.28,nan
State Senator,Geoffrey Michel,REP,MN,Incumbent,Won-General,126995.71,41
State Representative,Joe Atkins,DEM,MN,Incumbent,Won-General,121891.59,39B
Attorney General,Chris Barden,REP,MN,Challenger,Lost-General,108938.07,nan
State Representative,Keith Downey,REP,MN,Incumbent,Won-General,104540.27,41A
State Senator,Thomas Bakk,DEM,MN,Incumbent,Won-General,102787.75,6
State Senator,Gary Kubly,DEM,MN,Incumbent,Won-General,98006.96,20
State Senator,David Tomassoni,DEM,MN,Incumbent,Won-General,97834.94,5
State Senator,Karin Housley,REP,MN,Challenger,Lost-General,96798.32,57
U.S. Representative,Joel Demos,REP,MN,Challenger,Lost-General,93035.57,5
State Senator,Ann Lynch,DEM,MN,Incumbent,Lost-General,88454.92,30
U.S. Representative,Shelley Madore,DEM,MN,Challenger,Lost-General,87617.47,2
State Senator,Kathleen Sheran,DEM,MN,Incumbent,Won-General,87479.84,23
State Senator,James Carlson,DEM,MN,Incumbent,Lost-General,86022.59,38
State Senator,Terri Bonoff,DEM,MN,Incumbent,Won-General,84750.82,43
State Senator,Richard Cohen,DEM,MN,Incumbent,Won-General,80931.22,64
State Senator,William Ingebrigtsen,REP,MN,Incumbent,Won-General,77917.95,11
State Senator,Dan Skogen,DEM,MN,Incumbent,Lost-General,76781.59,10
State Senator,Kathy Saltzman,DEM,MN,Incumbent,Lost-General,76214.01,56
State Senator,Sharon Erickson Ropes,DEM,MN,Incumbent,Lost-General,75476.43,31
State Representative,Kevin Staunton,DEM,MN,Challenger,Lost-General,73227.36,41A
State Senator,Paul Meunier,DEM,MN,Open,Lost-General,72563.7,49
State Senator,Lawrence Pogemiller,DEM,MN,Incumbent,Won-General,71815.23,59
State Senator,David Senjem,REP,MN,Incumbent,Won-General,70865.0,29
State Senator,Carla Jean Nelson,REP,MN,Challenger,Won-General,70504.47,30
State Senator,Jeremy Miller,REP,MN,Challenger,Won-General,69984.07,31
State Senator,Anthony Lourey,DEM,MN,Incumbent,Won-General,69717.27,8
State Senator,Daniel Sparks,DEM,MN,Incumbent,Won-General,68831.7,27
