office,candidate,party,state,incumbency,result,total money,district
U.S. Senator,Paul Hodes,DEM,NH,Open,Lost-General,6914130.77,nan
U.S. Senator,Kelly Ayotte,REP,NH,Open,Won-General,5378006.82,nan
U.S. Representative,Ann McLane Kuster,DEM,NH,Open,Lost-General,2520043.85,2
Governor,John Lynch,DEM,NH,Incumbent,Won-General,2001610.97,nan
U.S. Representative,Carol Shea-Porter,DEM,NH,Incumbent,Lost-General,1557129.98,1
U.S. Representative,Frank Guinta,REP,NH,Challenger,Won-General,1545122.53,1
U.S. Representative,Charles Bass,REP,NH,Open,Won-General,1246988.7,2
Governor,John Stephen,REP,NH,Challenger,Lost-General,754159.11,nan
State Senator,Jacalyn Cilley,DEM,NH,Incumbent,Lost-General,219057.66,6
State Senator,Jeb Bradley,REP,NH,Incumbent,Won-General,139004.97,3
State Senator,Lou Dallesandro,DEM,NH,Incumbent,Won-General,137527.0,20
Executive Councilor,Raymond Burton,REP,NH,Incumbent,Won-General,133224.0,nan
State Senator,Betsi Devries,DEM,NH,Incumbent,Lost-General,128063.46,18
State Senator,Margaret Wood Hassan,DEM,NH,Incumbent,Lost-General,126781.01,23
State Senator,Andy Sanborn,REP,NH,Open,Won-General,99181.04,7
State Senator,Martha Fuller Clark,DEM,NH,Incumbent,Lost-General,96336.0,24
Executive Councilor-003,Christopher Sununu,REP,NH,Challenger,Won-General,92965.05,nan
State Senator,Jeanie Forrester,REP,NH,Challenger,Won-General,88781.38,2
State Senator,Andrew Hosmer,DEM,NH,Open,Lost-General,81826.0,4
State Senator,Sylvia Larsen,DEM,NH,Incumbent,Won-General,76228.62,15
State Senator,Molly Kelly,DEM,NH,Incumbent,Won-General,75398.4,10
State Senator,Margaret Gilmour,DEM,NH,Incumbent,Lost-General,74661.32,12
State Senator,Bette Lasky,DEM,NH,Incumbent,Lost-General,64508.67,13
State Senator,Nancy Stiles,REP,NH,Challenger,Won-General,60761.03,24
State Senator,Jim Forsythe,REP,NH,Open,Won-General,56082.22,4
State Senator,Amanda Merrill,DEM,NH,Incumbent,Won-General,55510.35,21
State Senator,Gary Lambert,REP,NH,Challenger,Won-General,54951.67,13
State Senator,Michele Tremblay,DEM,NH,Open,Lost-General,52497.9,7
State Senator,John Gallus,REP,NH,Incumbent,Won-General,49210.45,1
State Senator,Fenton Groen,REP,NH,Challenger,Won-General,48896.89,6
State Senator,Peter Angerhofer,REP,NH,Challenger,Lost-General,48773.63,21
Executive Councilor-003,Beverly Hollingworth,DEM,NH,Incumbent,Lost-General,47853.0,nan
State Senator,David Richard Boutin,REP,NH,Incumbent,Won-General,45496.88,16
State Senator,James Rausch,REP,NH,Open,Won-General,43830.0,19
State Senator,Robert Odell Jr.,REP,NH,Incumbent,Won-General,43801.94,8
State Senator,Charles Morse,REP,NH,Open,Won-General,42102.0,22
State Senator,Matthew Houde,DEM,NH,Incumbent,Won-General,41680.62,5
State Senator,Sharon Carson,REP,NH,Incumbent,Won-General,41181.21,14
State Senator,Ray White,REP,NH,Open,Won-General,41125.2,9
State Senator,Deborah Reynolds,DEM,NH,Incumbent,Lost-General,39670.91,2
State Senator,Tom Deblois,REP,NH,Challenger,Won-General,36095.0,18
State Senator,Peter Bragdon,REP,NH,Incumbent,Won-General,34658.08,11
State Senator,Thomas Eaton,REP,NH,Challenger,Lost-General,31860.0,10
State Senator,Russell Prescott,REP,NH,Challenger,Won-General,30111.6,23
State Senator,Jim Luther,REP,NH,Challenger,Won-General,30005.0,12
Executive Councilor-004,Raymond Wieczorek,REP,NH,Incumbent,Won-General,29666.0,nan
Executive Councilor-002,Dan St Hilaire,REP,NH,Challenger,Won-General,28879.58,nan
U.S. Representative,Tim Vanblommesteyn,IND,NH,Open,Lost-General,24890.0,2
State Representative,Gene Chandler,REP,NH,Incumbent,Won-General,23582.8,1
Executive Councilor-005,David Wheeler,REP,NH,Challenger,Won-General,21832.4,nan
Executive Councilor-005,Debora Pignatelli,DEM,NH,Incumbent,Lost-General,19785.0,nan
State Senator,Joseph Kelly Levasseur,REP,NH,Challenger,Lost-General,17950.0,20
State Senator,John Barnes Jr.,REP,NH,Incumbent,Won-General,17225.0,17
State Senator,Kathleen Kelley,DEM,NH,Challenger,Lost-General,15650.0,16
State Senator,Bob Jones,DEM,NH,Open,Lost-General,9110.62,9
State Senator,Christopher Wood,REP,NH,Challenger,Lost-General,8783.0,15
State Representative,Frank Ferraro,REP,NH,Challenger,Lost-General,8755.08,13
State Representative,David Campbell,DEM,NH,Incumbent,Won-General,8650.0,24
State Representative,Richard Nalevanko,REP,NH,Challenger,Lost-General,8155.0,2
State Representative,Michele Peckham,REP,NH,Challenger,Won-General,8014.77,13
State Representative,Robert Foose,DEM,NH,Incumbent,Won-General,7854.56,1
State Representative,Brian Jx Murphy,REP,NH,Challenger,Won-General,6990.0,18
State Representative,Warren Groen,REP,NH,Incumbent,Won-General,6846.0,1
State Representative,Laurie Sanborn,REP,NH,Challenger,Won-General,6802.0,5
State Representative,Marshall Quandt,REP,NH,Incumbent,Won-General,6150.0,13
State Representative,Molly Smith,REP,NH,Challenger,Won-General,6094.0,9
State Representative,Mark Warden,REP,NH,Challenger,Won-General,5822.73,7
State Representative,Ryan Mahoney,DEM,NH,Challenger,Lost-General,5754.1,14
State Representative,Richard Ames,DEM,NH,Challenger,Lost-General,5640.0,7
State Senator,Beverly Woods,DEM,NH,Challenger,Lost-General,5559.35,3
State Representative,William Obrien,REP,NH,Incumbent,Won-General,5245.8,4
State Representative,Norma Roth Jackman,DEM,NH,Challenger,Lost-General,4980.0,3
Governor,John Babiarz,LIB,NH,Challenger,Lost-General,4904.0,nan
State Senator,Tammy Marie Siekmann,DEM,NH,Challenger,Lost-General,4845.0,14
State Representative,Patricia McMahon,DEM,NH,Incumbent,Lost-General,4793.0,3
State Representative,Shaun Doherty,REP,NH,Incumbent,Won-General,4788.1,27
State Representative,Chris Nevins,REP,NH,Incumbent,Won-General,4776.24,15
State Representative,Patrick Abrami,REP,NH,Challenger,Won-General,4733.42,13
State Representative,Cameron Dejong,REP,NH,Challenger,Won-General,4599.11,9
State Representative,Victoria Schwaegler,REP,NH,Challenger,Lost-General,4526.19,6
State Representative,Henry Ahern Jr.,REP,NH,Challenger,Lost-General,4475.0,7
State Representative,Donna Schlachman,DEM,NH,Incumbent,Won-General,4430.42,13
State Representative,Elisa Bolton,DEM,NH,Challenger,Lost-General,4397.5,18
State Representative,Denise Landis,DEM,NH,Challenger,Lost-General,4329.42,13
State Representative,Mary Beth Walz,DEM,NH,Incumbent,Lost-General,4300.0,13
State Representative,Kevin Hodges,DEM,NH,Incumbent,Lost-General,4272.0,7
State Representative,David Borden,DEM,NH,Incumbent,Lost-General,4270.0,18
