office,candidate,party,state,incumbency,result,total money,district
U.S. Senator,Russell Dana Feingold,DEM,WI,Incumbent,Lost-General,20413100.14,nan
U.S. Senator,Ronald Harold Johnson,REP,WI,Challenger,Won-General,15237973.99,nan
Governor,Scott Walker,REP,WI,Open,Won-General,11363316.83,nan
Governor,Tom Barrett,DEM,WI,Open,Lost-General,6461576.64,nan
U.S. Representative,Paul Ryan,REP,WI,Incumbent,Won-General,3784638.95,1
U.S. Representative,Steven Kagen,DEM,WI,Incumbent,Lost-General,2001756.57,8
U.S. Representative,Sean Duffy,REP,WI,Open,Won-General,1976122.32,7
U.S. Representative,Ron Kind,DEM,WI,Incumbent,Won-General,1707600.84,3
U.S. Representative,Reid Ribble,REP,WI,Challenger,Won-General,1297764.45,8
U.S. Representative,Julie Lassa,DEM,WI,Open,Lost-General,1270320.81,7
U.S. Representative,Tammy Suzanne Green Baldwin,DEM,WI,Incumbent,Won-General,1182742.96,2
Attorney General,John B) Van Hollen,REP,WI,Incumbent,Won-General,1178865.64,nan
U.S. Representative,Daniel Kapanke,REP,WI,Challenger,Lost-General,1007559.46,3
U.S. Representative,Tom Petri,REP,WI,Incumbent,Won-General,702087.81,6
U.S. Representative,Gwendolynne Moore,DEM,WI,Incumbent,Won-General,582285.02,4
State Senator,Leah Vukmir,REP,WI,Challenger,Won-General,442328.9,5
U.S. Representative,James Sensenbrenner Jr.,REP,WI,Incumbent,Won-General,413909.83,5
State Senator,Scott Fitzgerald,REP,WI,Incumbent,Won-General,362753.4,13
Attorney General,Scott Hassett,DEM,WI,Challenger,Lost-General,361517.12,nan
State Senator,Jim Sullivan,DEM,WI,Incumbent,Lost-General,320991.45,5
State Senator,Van Wanggaard,REP,WI,Challenger,Won-General,257683.91,21
State Senator,John Lehman,DEM,WI,Incumbent,Lost-General,256460.58,21
State Senator,Patrick Kreitlow,DEM,WI,Incumbent,Lost-General,256298.11,23
State Senator,Ed Thompson,REP,WI,Challenger,Lost-General,211573.66,31
State Senator,Kathleen Vinehout,DEM,WI,Incumbent,Won-General,207626.62,31
State Senator,Terry Moulton,REP,WI,Challenger,Won-General,202525.94,23
State Senator,Russ Decker,DEM,WI,Incumbent,Lost-General,187033.35,29
State Senator,Pamela Gail Galloway,REP,WI,Challenger,Won-General,175885.91,29
U.S. Representative,Todd Kolosso,DEM,WI,Challenger,Lost-General,175545.0,5
State Senator,Monk Elmer,DEM,WI,Open,Lost-General,173679.09,1
State Senator,Joe Leibham,REP,WI,Incumbent,Won-General,171566.75,9
State Senator,Neal Kedzie,REP,WI,Incumbent,Won-General,147789.04,11
State Senator,Dale Schultz,REP,WI,Incumbent,Won-General,147475.58,17
State Senator,Frank Lasee,REP,WI,Open,Won-General,145463.95,1
Appellate Court District 004-Open Seat,Brian Blanchard,IND,WI,Open,Won-General,136629.0,nan
U.S. Representative,Chad Lee,REP,WI,Challenger,Lost-General,124124.41,2
State Senator,Jon Erpenbach,DEM,WI,Incumbent,Won-General,115895.98,27
State Representative,John Klenke,REP,WI,Challenger,Won-General,114877.57,88
Appellate Court District 002-Snyder Seat,Linda Van De Water,IND,WI,Open,Lost-General,112788.48,nan
State Representative,Robin Vos,REP,WI,Incumbent,Won-General,112593.79,63
State Representative,Howard Marklein,REP,WI,Open,Won-General,111889.47,51
State Representative,Cory Mason IV,DEM,WI,Incumbent,Won-General,110138.79,62
State Representative,Jeff Fitzgerald,REP,WI,Incumbent,Won-General,109157.19,39
State Representative,Thomas Larson,REP,WI,Open,Won-General,107050.86,67
State Senator,Christopher Larson,DEM,WI,Open,Won-General,102640.56,7
Appellate Court District 002-Snyder Seat,Paul Reilly,IND,WI,Open,Won-General,97621.6,nan
State Representative,Mike Huebsch,REP,WI,Incumbent,Won-General,96259.12,94
State Representative,Kristen Dexter,DEM,WI,Incumbent,Lost-General,95400.36,68
State Representative,Fred Clark,DEM,WI,Incumbent,Won-General,94266.11,42
State Representative,Travis Tranel,REP,WI,Challenger,Won-General,93470.5,49
State Representative,Michael James Sheridan,DEM,WI,Incumbent,Lost-General,92260.49,44
State Representative,Dana Schultz,DEM,WI,Challenger,Lost-General,89980.59,87
State Representative,Roger Rivard,REP,WI,Open,Won-General,87519.37,75
State Representative,Andre Jacque,REP,WI,Challenger,Won-General,86991.61,2
State Senator,Rich Zipperer,REP,WI,Open,Won-General,85589.41,33
State Representative,John Simonson,DEM,WI,Open,Lost-General,85563.07,51
Lieutenant Governor,Robert Gerald Lorge,REP,WI,Open,Lost-General,84447.93,nan
State Representative,Dan Henke,REP,WI,Open,Lost-General,83728.02,80
State Representative,Keith Ripp,REP,WI,Incumbent,Won-General,83441.4,47
State Representative,Chris Kapenga,REP,WI,Open,Won-General,83285.67,33
State Representative,James Soletski,DEM,WI,Incumbent,Lost-General,83062.88,88
State Representative,Penny Bernard Schaber,DEM,WI,Incumbent,Won-General,81745.95,57
State Representative,Erik Severson,REP,WI,Challenger,Won-General,79546.96,28
State Representative,Jeff Smith,DEM,WI,Incumbent,Lost-General,78335.0,93
State Senator,Dane Deutsch,REP,WI,Challenger,Lost-General,77512.42,25
State Representative,Thomas Tiffany,REP,WI,Open,Won-General,77022.43,35
State Senator,Bob Jauch,DEM,WI,Incumbent,Won-General,73556.1,25
State Representative,Steve Perala,DEM,WI,Open,Lost-General,72474.36,75
State Senator,Timothy Cullen,DEM,WI,Open,Won-General,71508.2,15
State Representative,Dennis Clinard,REP,WI,Challenger,Lost-General,71051.89,92
State Representative,Richard Skare,DEM,WI,Challenger,Lost-General,69896.53,1
Appellate Court District 004-Open Seat,Edward Leineweber,IND,WI,Open,Lost-General,69758.81,nan
State Representative,Chris Hanson,REP,WI,Challenger,Lost-General,69279.61,57
State Senator,Kurt Schlicht,REP,WI,Challenger,Lost-General,68574.49,27
State Representative,Janis Ringhand,DEM,WI,Open,Won-General,67566.16,80
State Representative,Jay Schmelling,DEM,WI,Open,Lost-General,66388.0,35
State Representative,Jim Steineke,REP,WI,Open,Won-General,66162.0,5
State Representative,Evan Wynn,REP,WI,Challenger,Won-General,63629.72,43
State Representative,Brian Murphy,DEM,WI,Challenger,Lost-General,63140.19,96
State Representative,Brett Hulsey,DEM,WI,Open,Won-General,61652.29,77
State Representative,Ann Hraychuck,DEM,WI,Incumbent,Lost-General,60372.51,28
State Representative,Jack Cummings,REP,WI,Challenger,Lost-General,60328.0,42
Secretary Of State,David King,REP,WI,Challenger,Lost-General,60079.69,nan
State Representative,Dean Knudson,REP,WI,Open,Won-General,59670.73,30
State Representative,Trish Oneil,DEM,WI,Challenger,Lost-General,58579.23,47
State Representative,Chad Weininger,REP,WI,Open,Won-General,58319.1,4
State Representative,Michelle Litjens,REP,WI,Open,Won-General,58177.31,56
State Representative,Mary Williams,REP,WI,Incumbent,Won-General,55780.22,87
State Representative,Mark Honadel,REP,WI,Incumbent,Won-General,55187.14,21
State Representative,Kerry Trask,DEM,WI,Challenger,Lost-General,54995.59,25
State Senator,Jess Ripp,REP,WI,Open,Lost-General,52987.45,7
State Representative,Ben Manski,WISCONSIN GREEN,WI,Open,Lost-General,52939.38,77
State Representative,Jeremy John Thiesfeldt,REP,WI,Open,Won-General,52937.57,52
State Representative,Ted Zigmunt,DEM,WI,Incumbent,Lost-General,52372.73,2
State Senator,Timothy Carpenter,DEM,WI,Incumbent,Won-General,52368.81,3
State Senator,Rick Richard,REP,WI,Open,Lost-General,52335.38,15
State Representative,Louis John Molepske Jr.,DEM,WI,Incumbent,Won-General,51647.28,71
State Representative,Thomas Hixson,DEM,WI,Incumbent,Lost-General,51111.64,43
State Representative,Janet Bewley,DEM,WI,Open,Won-General,50249.5,74
State Representative,Philip Garthwaite,DEM,WI,Incumbent,Lost-General,50166.98,49
State Representative,Jerry Petrowski,REP,WI,Incumbent,Won-General,50015.69,86
State Representative,John Nygren,REP,WI,Incumbent,Won-General,48774.19,89
State Representative,William Kramer,REP,WI,Incumbent,Won-General,48556.0,97
State Senator,Carol Beals,DEM,WI,Challenger,Lost-General,47659.44,17
State Representative,Peter Barca,DEM,WI,Incumbent,Won-General,47631.29,64
State Representative,Kathleen Bernier,REP,WI,Challenger,Won-General,47484.51,68
State Representative,Garey Bies,REP,WI,Incumbent,Won-General,47390.0,1
State Representative,Mark Radcliffe,DEM,WI,Incumbent,Won-General,45623.28,92
State Representative,Amy Loudenbeck,REP,WI,Open,Won-General,45250.85,45
U.S. Representative,Dan Sebring,REP,WI,Challenger,Lost-General,45206.64,4
State Representative,Kevin David Petersen,REP,WI,Incumbent,Won-General,45180.74,40
State Representative,Dale Kooyenga,REP,WI,Open,Won-General,45150.12,14
State Representative,Gordon Hintz,DEM,WI,Incumbent,Won-General,45018.35,54
State Representative,Lee Nerison,REP,WI,Incumbent,Won-General,44278.9,96
State Representative,Scott Gunderson,REP,WI,Incumbent,Won-General,44178.67,83
State Representative,Robert Turner,DEM,WI,Incumbent,Won-General,44165.78,61
State Representative,Sandra Pasch,DEM,WI,Incumbent,Won-General,42998.13,22
State Representative,Jeff Stone,REP,WI,Incumbent,Won-General,42341.0,82
State Representative,Lou Ann Weix,DEM,WI,Challenger,Lost-General,41779.55,90
State Representative,Warren Petryk,REP,WI,Challenger,Won-General,40465.8,93
State Representative,Roger Anclam,DEM,WI,Open,Lost-General,39580.76,45
State Representative,Shirl Labarre,REP,WI,Open,Lost-General,39443.61,74
State Representative,Jon Richards,DEM,WI,Incumbent,Won-General,39104.0,19
State Representative,Andrew Earl Jorgensen,DEM,WI,Incumbent,Won-General,38964.76,37
State Representative,Michael Endsley,REP,WI,Challenger,Won-General,38675.91,26
State Representative,Amy Sue Vruwink,DEM,WI,Incumbent,Won-General,37942.5,70
State Representative,Sondy Pope,DEM,WI,Incumbent,Won-General,37813.07,79
State Representative,Christopher Danou,DEM,WI,Incumbent,Won-General,36930.48,91
State Representative,John Murtha,REP,WI,Incumbent,Won-General,36844.81,29
State Representative,Donna Seidel,DEM,WI,Incumbent,Won-General,36307.99,85
State Representative,Steven Brown,DEM,WI,Challenger,Lost-General,36120.93,66
State Representative,Mert Summers,DEM,WI,Open,Lost-General,35856.14,5
State Representative,Jennifer Shilling,DEM,WI,Incumbent,Won-General,34255.17,95
State Representative,Karl Van Roy,REP,WI,Incumbent,Won-General,33422.06,90
State Representative,Tyler August,REP,WI,Open,Won-General,32218.69,32
State Representative,Vicki Milbrath,REP,WI,Challenger,Lost-General,31724.16,37
State Representative,Patricia Strachota,REP,WI,Incumbent,Won-General,30913.17,58
State Representative,Jonathan Krause,REP,WI,Challenger,Lost-General,29970.0,54
State Representative,Jeffrey Mursau,REP,WI,Incumbent,Won-General,29964.91,36
State Representative,Cheryl Hancock,DEM,WI,Challenger,Lost-General,29734.28,94
State Representative,Matt Borup,DEM,WI,Open,Lost-General,29260.67,30
State Representative,Joe Knilans,REP,WI,Challenger,Won-General,29238.47,44
State Representative,Joel Kleefisch,REP,WI,Incumbent,Won-General,28735.0,38
State Representative,Paul Farrow,REP,WI,Open,Won-General,28375.0,98
State Representative,Daniel Lemahieu,REP,WI,Incumbent,Won-General,26012.25,59
State Representative,Edward Allen Brooks,REP,WI,Incumbent,Won-General,25531.39,50
State Representative,Nick Milroy,DEM,WI,Incumbent,Won-General,25373.0,73
State Representative,Mark Gottlieb,REP,WI,Incumbent,Won-General,25360.0,60
State Representative,Jim Ott,REP,WI,Incumbent,Won-General,25315.0,23
State Representative,W King,DEM,WI,Open,Lost-General,25055.64,67
State Representative,Scott Suder,REP,WI,Incumbent,Won-General,24833.0,69
State Representative,Tom Clauder,REP,WI,Challenger,Lost-General,24556.36,79
State Representative,Sarah Ann Shanahan,DEM,WI,Challenger,Lost-General,24462.11,50
State Representative,Bob Ziegelbauer,IND,WI,Incumbent,Won-General,23852.99,25
State Representative,Dan Meyer,REP,WI,Incumbent,Won-General,23565.0,34
State Representative,Bonnie Baker,REP,WI,Challenger,Lost-General,23467.68,73
State Representative,Tony Staskunas,DEM,WI,Incumbent,Won-General,23225.0,15
State Senator,Annette Miller Krznarich,REP,WI,Challenger,Lost-General,22845.95,3
State Representative,Paul Czisny,DEM,WI,Open,Lost-General,22726.2,52
State Representative,Jocasta Zamarripa,DEM,WI,Open,Won-General,22567.38,8
State Representative,Michael Kuglitsch,REP,WI,Open,Won-General,22492.9,84
State Representative,Anne-Marie Woznicki,DEM,WI,Challenger,Lost-General,22144.94,36
State Representative,John Spiros,REP,WI,Challenger,Lost-General,21940.18,70
State Representative,Gary Hebl,DEM,WI,Incumbent,Won-General,21940.01,46
State Representative,Ronald Rieboldt,REP,WI,Challenger,Lost-General,21876.08,15
State Representative,Joseph Parisi,DEM,WI,Incumbent,Won-General,21830.87,48
State Senator,Dwayne Block,DEM,WI,Challenger,Lost-General,21825.3,13
State Representative,David Cullen,DEM,WI,Incumbent,Won-General,21543.33,13
State Senator,Jason Borden,DEM,WI,Challenger,Lost-General,20570.0,9
State Representative,Kelda Helen Roys,DEM,WI,Incumbent,Won-General,20424.5,81
State Representative,Liz Jones,DEM,WI,Challenger,Lost-General,20365.98,29
Treasurer,Dawn Marie Sass,DEM,WI,Incumbent,Lost-General,20242.0,nan
State Representative,Sam Dunlop,DEM,WI,Open,Lost-General,19762.0,4
State Representative,Jon Baltmanis,DEM,WI,Challenger,Lost-General,18977.0,40
State Representative,Tom Michalski,DEM,WI,Challenger,Lost-General,18940.52,21
State Representative,Donald Pridemore,REP,WI,Incumbent,Won-General,18883.0,99
State Representative,Elizabeth Coggs,DEM,WI,Open,Won-General,18557.0,10
State Representative,Steve Kestell,REP,WI,Incumbent,Won-General,18415.0,27
State Representative,Samantha Kerkman,REP,WI,Incumbent,Won-General,17913.5,66
State Representative,Joan Ballweg,REP,WI,Incumbent,Won-General,17765.0,41
State Representative,Dan Knodl,REP,WI,Incumbent,Won-General,17742.27,24
