office,candidate,party,state,incumbency,result,total money,district
Governor,Patrick Joseph Quinn III,DEM,IL,Incumbent,Won-General,24370722.84,nan
Governor,William Brady Jr.,REP,IL,Challenger,Lost-General,21584127.6,nan
U.S. Senator,Mark Steven Kirk,REP,IL,Open,Won-General,14211977.64,nan
U.S. Senator,Alexander Giannoulias,DEM,IL,Open,Lost-General,9600728.7,nan
Governor,Scott Lee Cohen,IND,IL,Challenger,Lost-General,6222880.98,nan
Attorney General,Lisa Madigan,DEM,IL,Incumbent,Won-General,5741871.34,nan
State Representative,Michael Madigan,DEM,IL,Incumbent,Won-General,4886669.94,22
State Representative,Tom Cross,REP,IL,Incumbent,Won-General,3789660.96,84
U.S. Representative,George William Foster,DEM,IL,Incumbent,Lost-General,3769336.92,14
U.S. Representative,Robert James Dold Jr.,REP,IL,Open,Won-General,2979692.75,10
U.S. Representative,Daniel Seals,DEM,IL,Open,Lost-General,2881156.89,10
Supreme Court District 003,Thomas Kilbride,IND,IL,Incumbent,Won-Retention,2789649.2,nan
U.S. Representative,Deborah Defrancesco Halvorson,DEM,IL,Incumbent,Lost-General,2684333.38,11
U.S. Representative,Peter Roskam,REP,IL,Incumbent,Won-General,2381107.83,6
U.S. Representative,Aaron Schock,REP,IL,Incumbent,Won-General,2379670.52,18
Treasurer,Dan Rutherford,REP,IL,Open,Won-General,2028160.49,nan
Secretary Of State,Jesse White,DEM,IL,Incumbent,Won-General,2018407.68,nan
State Senator,Deanna Demuzio,DEM,IL,Incumbent,Lost-General,1959482.12,49
U.S. Representative,Melissa Bean,DEM,IL,Incumbent,Lost-General,1948100.4,8
U.S. Representative,Adam Daniel Kinzinger,REP,IL,Challenger,Won-General,1847151.22,11
U.S. Representative,John Shimkus,REP,IL,Incumbent,Won-General,1762664.29,19
U.S. Representative,Randall Mark Hultgren,REP,IL,Challenger,Won-General,1659798.97,14
U.S. Representative,Judy Biggert,REP,IL,Incumbent,Won-General,1598635.84,13
State Representative,Jack Franks,DEM,IL,Incumbent,Won-General,1438467.28,63
State Senator,Michael Bond,DEM,IL,Incumbent,Lost-General,1432436.94,31
U.S. Representative,Janice Schakowsky,DEM,IL,Incumbent,Won-General,1396893.31,9
State Senator,Arthur Wilhelmi,DEM,IL,Incumbent,Won-General,1387779.97,43
State Senator,Toi Hutchinson,DEM,IL,Incumbent,Won-General,1364341.67,40
State Representative,Jay Hoffman,DEM,IL,Incumbent,Lost-General,1345340.6,112
U.S. Representative,Phil Hare,DEM,IL,Incumbent,Lost-General,1339567.11,17
U.S. Representative,Jerry Costello II,DEM,IL,Incumbent,Won-General,1280682.94,12
State Senator,Michael Noland,DEM,IL,Incumbent,Won-General,1227753.17,22
State Representative,Michael Smith,DEM,IL,Incumbent,Lost-General,1153297.81,91
U.S. Representative,Robert Todd Schilling,REP,IL,Challenger,Won-General,1143570.02,17
U.S. Representative,Donald Manzullo,REP,IL,Incumbent,Won-General,1138238.79,16
Comptroller,David Miller,DEM,IL,Open,Lost-General,1066533.25,nan
State Senator,William McCann,REP,IL,Challenger,Won-General,1027640.96,49
State Senator,Dave Syverson,REP,IL,Incumbent,Won-General,1016682.33,34
Treasurer,Robin Kelly,DEM,IL,Open,Lost-General,1000210.65,nan
Comptroller,Judy Baar Topinka,REP,IL,Open,Won-General,979338.1,nan
State Representative,Robert Flider,DEM,IL,Incumbent,Lost-General,973790.62,101
State Representative,Angelo Saviano,REP,IL,Incumbent,Won-General,958370.64,77
State Senator,John Mulroe,DEM,IL,Open,Won-General,912503.28,10
State Representative,Charles Landers,DEM,IL,Open,Lost-General,901810.64,98
State Representative,Michael Unes,REP,IL,Challenger,Won-General,814748.47,91
State Senator,Steven Rauschenberger,REP,IL,Challenger,Lost-General,805841.51,22
State Representative,Adam Brown,REP,IL,Challenger,Won-General,801454.43,101
State Representative,Wayne Arthur Rosenthal,REP,IL,Open,Won-General,797863.09,98
U.S. Representative,Jesse Jackson Jr.,DEM,IL,Incumbent,Won-General,796857.49,2
State Representative,Louis Lang,DEM,IL,Incumbent,Won-General,791960.77,16
State Senator,Marla Jean Wilson,DEM,IL,Challenger,Lost-General,786249.08,34
State Representative,Michelle Mussman,DEM,IL,Open,Won-General,763087.24,56
State Representative,Daniel Biss,DEM,IL,Open,Won-General,761684.22,17
State Senator,John Millner,REP,IL,Incumbent,Won-General,739152.65,28
U.S. Representative,Daniel William Lipinski,DEM,IL,Incumbent,Won-General,738429.67,3
State Senator,Antonio Munoz,DEM,IL,Incumbent,Won-General,732310.94,1
State Senator,Dale Righter,REP,IL,Incumbent,Won-General,690796.49,55
State Representative,Dwight Kay,REP,IL,Challenger,Won-General,670494.34,112
State Representative,Mark Walker,DEM,IL,Incumbent,Lost-General,667526.04,66
U.S. Representative,Joel Barry Pollak,REP,IL,Challenger,Lost-General,663262.43,9
State Representative,Keith Farnham,DEM,IL,Incumbent,Won-General,653560.72,43
State Senator,Kyle McCarter,REP,IL,Incumbent,Won-General,651678.89,51
U.S. Representative,Scott Harper,DEM,IL,Challenger,Lost-General,645477.16,13
State Senator,David Luechtefeld,REP,IL,Incumbent,Won-General,641634.16,58
State Representative,Ryan Higgins,REP,IL,Open,Lost-General,639514.28,56
State Senator,Kwame Raoul,DEM,IL,Incumbent,Won-General,636838.65,13
U.S. Representative,Joe Walsh,REP,IL,Challenger,Won-General,622163.86,8
State Representative,Jehan Gordon-Booth,DEM,IL,Incumbent,Won-General,619035.81,92
State Representative,Carol Sente,DEM,IL,Incumbent,Won-General,612839.08,59
State Senator,Suzi Schmidt,REP,IL,Challenger,Won-General,592413.06,31
State Senator,Michael Frerichs,DEM,IL,Incumbent,Won-General,586193.45,52
U.S. Representative,Daniel Davis,DEM,IL,Incumbent,Won-General,584891.38,7
State Representative,Fred Crespo,DEM,IL,Incumbent,Won-General,574312.77,44
State Senator,Adam Baumgartner,REP,IL,Challenger,Lost-General,543127.93,40
Appellate Court District 001-Epstein Seat,James Epstein,DEM,IL,Incumbent,Won-General,539009.39,nan
U.S. Representative,Bobby Rush,DEM,IL,Incumbent,Won-General,530188.74,1
U.S. Representative,Luis Gutierrez,DEM,IL,Incumbent,Won-General,527993.5,4
State Representative,Hamilton Chang,REP,IL,Open,Lost-General,509233.35,17
State Senator,Brian Doherty,REP,IL,Open,Lost-General,493964.56,10
State Representative,Emily Klunk-Mcasey,DEM,IL,Incumbent,Won-General,492100.59,85
State Representative,Kevin McCarthy,DEM,IL,Incumbent,Won-General,488523.85,37
State Senator,Dale Risinger,REP,IL,Incumbent,Won-General,475451.58,37
State Representative,Billie Diane Roth,REP,IL,Challenger,Lost-General,473369.06,44
State Representative,David Harris,REP,IL,Challenger,Won-General,468165.49,66
State Representative,Eddie Lee Jackson,DEM,IL,Incumbent,Won-General,455432.32,114
State Representative,Ruth Munson,REP,IL,Challenger,Lost-General,444759.59,43
Appellate Court District 002-Jorgensen Seat,Ann Jorgensen,REP,IL,Incumbent,Won-General,443484.07,nan
U.S. Representative,Michael Quigley,DEM,IL,Incumbent,Won-General,440210.21,5
State Senator,Tim Dudley,DEM,IL,Challenger,Lost-General,436373.46,51
State Representative,Frank Mautino,DEM,IL,Incumbent,Won-General,427895.18,76
State Representative,Lisa Dugan,DEM,IL,Incumbent,Won-General,427829.79,79
State Representative,Thomas Holbrook,DEM,IL,Incumbent,Won-General,413305.52,113
State Senator,Heather Steans,DEM,IL,Incumbent,Won-General,411733.37,7
State Representative,Jim Watson,REP,IL,Incumbent,Won-General,405923.46,97
State Representative,Daniel Burke,DEM,IL,Incumbent,Won-General,400125.8,23
State Senator,Cedra Crenshaw,REP,IL,Challenger,Lost-General,393046.3,43
State Representative,Susan Rezin,REP,IL,Challenger,Won-General,384826.76,75
State Representative,Richard Morthland,REP,IL,Open,Won-General,377128.42,71
State Representative,John Bradley,DEM,IL,Incumbent,Won-General,373657.76,117
State Senator,Christopher Lauzen,REP,IL,Incumbent,Won-General,365124.02,25
State Representative,Ann Williams,DEM,IL,Open,Won-General,358215.54,11
State Representative,Maripat Oliver,REP,IL,Challenger,Lost-General,349834.22,85
State Representative,David Leitch,REP,IL,Incumbent,Won-General,349746.48,73
State Representative,Jeffrey Junkas,REP,IL,Challenger,Lost-General,347320.39,37
State Representative,Patrick Verschoore,DEM,IL,Incumbent,Won-General,338548.12,72
U.S. Representative,Timothy Johnson,REP,IL,Incumbent,Won-General,338286.8,15
State Representative,Edward Acevedo,DEM,IL,Incumbent,Won-General,315262.71,2
State Representative,Dan Reitz,DEM,IL,Incumbent,Won-General,302001.72,116
State Representative,Chapin Rose,REP,IL,Incumbent,Won-General,295163.07,110
State Representative,Careen Gordon,DEM,IL,Incumbent,Lost-General,289880.16,75
State Senator,David Koehler,DEM,IL,Incumbent,Won-General,287072.87,46
State Representative,Lauren Turelli,REP,IL,Challenger,Lost-General,285897.63,58
State Representative,Karen May,DEM,IL,Incumbent,Won-General,276453.84,58
Appellate Court District 002-Seminara-Schostok Seat,Mary Seminara-Schostok,REP,IL,Incumbent,Won-General,274786.64,nan
State Representative,Brandon Phelps,DEM,IL,Incumbent,Won-General,270973.67,118
State Representative,William Burns,DEM,IL,Incumbent,Won-General,270736.17,26
State Senator,Maggie Crotty,DEM,IL,Incumbent,Won-General,262594.26,19
State Senator,Kimberly Lightford,DEM,IL,Incumbent,Won-General,258820.67,4
State Representative,Christopher Nybo,REP,IL,Open,Won-General,254053.54,41
State Representative,Roger Eddy,REP,IL,Incumbent,Won-General,244146.87,109
State Representative,Ron Stephens,REP,IL,Incumbent,Won-General,241300.67,102
State Representative,Thaddeus Jones,DEM,IL,Open,Won-General,240473.78,29
