office,candidate,party,state,incumbency,result,total money,district
Governor,Terry Branstad,REP,IA,Challenger,Won-General,8824287.78,nan
Governor,Chet Culver,DEM,IA,Incumbent,Lost-General,8689194.44,nan
U.S. Senator,Charles Grassley,REP,IA,Incumbent,Won-General,7196547.38,nan
U.S. Senator,Roxanne Conlin,DEM,IA,Challenger,Lost-General,3653198.55,nan
U.S. Representative,Bruce Braley,DEM,IA,Incumbent,Won-General,1955714.0,1
U.S. Representative,Leonard Boswell,DEM,IA,Incumbent,Won-General,1514738.18,3
Attorney General,Brenna Findley,REP,IA,Challenger,Lost-General,1389497.96,nan
U.S. Representative,Tom Latham,REP,IA,Incumbent,Won-General,1315249.19,4
U.S. Representative,Mariannette Miller-Meeks,REP,IA,Challenger,Lost-General,1128675.31,2
U.S. Representative,David Wayne Loebsack,DEM,IA,Incumbent,Won-General,1120940.65,2
U.S. Representative,Steven King,REP,IA,Incumbent,Won-General,952443.76,5
State Representative,Kraig Paulsen,REP,IA,Incumbent,Won-General,873266.29,35
Attorney General,Tom Miller,DEM,IA,Incumbent,Won-General,787706.15,nan
Agriculture Secretary,Bill Northey,REP,IA,Incumbent,Won-General,700215.24,nan
U.S. Representative,Brad Zaun,REP,IA,Challenger,Lost-General,677136.24,3
State Senator,Staci Appel,DEM,IA,Incumbent,Lost-General,609541.95,37
U.S. Representative,Benjamin Lange,REP,IA,Challenger,Lost-General,534777.19,1
State Senator,Rebecca Schmitz,DEM,IA,Incumbent,Lost-General,523754.07,45
State Senator,Rich Olive,DEM,IA,Incumbent,Lost-General,465007.86,5
State Representative,Patrick Joseph Murphy,DEM,IA,Incumbent,Won-General,434154.92,28
State Senator,William Dix,REP,IA,Challenger,Won-General,325574.26,9
Agriculture Secretary,Francis Edward Thicke,DEM,IA,Challenger,Lost-General,316892.0,nan
State Representative,Scott Ourth,DEM,IA,Open,Lost-General,316874.87,74
State Representative,Kevin McCarthy,DEM,IA,Incumbent,Won-General,307550.0,67
State Representative,Eric Palmer,DEM,IA,Incumbent,Lost-General,300446.63,75
State Representative,Glen Massie,REP,IA,Open,Won-General,282454.87,74
