office,candidate,party,state,incumbency,result,total money,district
U.S. Senator,Robert Bennett,REP,UT,Incumbent,Lost-Convention,3485646.24,nan
Governor,Gary Herbert,REP,UT,Incumbent,Won-General,2578112.71,nan
Governor,Peter Corroon,DEM,UT,Challenger,Lost-General,2161765.93,nan
U.S. Representative,James Matheson,DEM,UT,Incumbent,Won-General,1779991.22,2
U.S. Senator,Mike Lee,REP,UT,Open,Won-General,1703731.03,nan
U.S. Representative,Jason Chaffetz,REP,UT,Incumbent,Won-General,612402.43,3
U.S. Representative,Morgan Philpot,REP,UT,Challenger,Lost-General,384466.7,2
U.S. Senator,Sam Granato,DEM,UT,Open,Lost-General,278869.14,nan
U.S. Representative,Robert Bishop,REP,UT,Incumbent,Won-General,277125.56,1
State Representative,David Clark,REP,UT,Incumbent,Won-General,233330.25,74
State Senator,Gene Davis,DEM,UT,Incumbent,Won-General,185186.01,3
State Senator,Wayne Niederhauser,REP,UT,Incumbent,Won-General,179647.12,9
State Senator,Karen Mayne,DEM,UT,Incumbent,Won-General,179337.38,5
State Senator,Ross Romero,DEM,UT,Incumbent,Won-General,131626.91,7
State Representative,Brad Dee,REP,UT,Incumbent,Won-General,131195.77,11
State Representative,Jim Dunnigan,REP,UT,Incumbent,Won-General,128367.84,39
State Senator,Brent Goodfellow,DEM,UT,Incumbent,Lost-General,125142.62,12
U.S. Senator,Cherilyn Eagar,REP,UT,Challenger,Lost-Convention,123318.74,nan
State Senator,Howard Stephenson,REP,UT,Incumbent,Won-General,116240.51,11
State Senator,Patricia Jones,DEM,UT,Incumbent,Won-General,111698.21,4
State Representative,Greg Hughes,REP,UT,Incumbent,Won-General,110765.56,51
State Representative,Ron Bigelow,REP,UT,Incumbent,Won-General,103182.82,32
State Senator,Stuart Adams,REP,UT,Incumbent,Won-General,102885.54,22
State Senator,Peter Knudson,REP,UT,Incumbent,Won-General,96972.01,17
State Senator,Ben McAdams,DEM,UT,Incumbent,Won-General,93448.77,2
State Senator,Margaret Dayton,REP,UT,Incumbent,Won-General,87978.5,15
State Representative,Patrice Arent,DEM,UT,Open,Won-General,80809.15,36
State Representative,David Litvack,DEM,UT,Incumbent,Won-General,77913.63,26
State Representative,Derek Brown,REP,UT,Challenger,Won-General,69970.0,49
State Representative,Jackie Biskupski,DEM,UT,Incumbent,Won-General,65618.06,30
State Senator,Stuart Reid,REP,UT,Open,Won-General,65575.7,18
State Representative,Brad Last,REP,UT,Incumbent,Won-General,63129.36,71
U.S. Representative,Neil Walter,REP,UT,Open,Lost-Convention,59834.99,2
State Representative,Brad Wilson,REP,UT,Open,Won-General,57085.37,15
State Representative,Rebecca Lockhart,REP,UT,Incumbent,Won-General,55067.1,64
State Representative,Merlynn Newbold,REP,UT,Incumbent,Won-General,54744.21,50
State Representative,Todd Kiser,REP,UT,Incumbent,Won-General,54588.01,41
State Senator,Kevin Van Tassell,REP,UT,Incumbent,Won-General,53977.5,26
State Representative,Trisha Beck,DEM,UT,Incumbent,Lost-General,52195.36,48
State Representative,Carol Spackman Moss,DEM,UT,Incumbent,Won-General,50446.71,37
U.S. Senator,Scott Bradley,CON,UT,Open,Lost-General,48876.71,nan
State Representative,Becky Edwards,REP,UT,Incumbent,Won-General,48555.0,20
State Representative,Jim Nielson,REP,UT,Open,Won-General,47960.44,19
