office,candidate,party,state,incumbency,result,total money,district
Governor,Susana Martinez,REP,NM,Open,Won-General,7946647.09,nan
Governor,Diane Denish,DEM,NM,Open,Lost-General,6932361.92,nan
U.S. Representative,Martin Trevor Heinrich,DEM,NM,Incumbent,Won-General,2677963.63,1
U.S. Representative,Stevan Pearce,REP,NM,Challenger,Won-General,2445188.49,2
U.S. Representative,Harry Teague,DEM,NM,Incumbent,Lost-General,2046140.09,2
U.S. Representative,Jonathan Barela,REP,NM,Challenger,Lost-General,1439069.3,1
Attorney General,Gary Kenneth King,DEM,NM,Incumbent,Won-General,1412049.81,nan
U.S. Representative,Ben Ray Lujan,DEM,NM,Incumbent,Won-General,1106714.87,3
Attorney General,Matthew Chandler,REP,NM,Challenger,Lost-General,620172.19,nan
Commissioner Of Public Lands,Matthew Rush,REP,NM,Open,Lost-General,429080.86,nan
U.S. Representative,Thomas Mullins,REP,NM,Challenger,Lost-General,385258.88,3
Commissioner Of Public Lands,Ray Bennett Powell,DEM,NM,Open,Won-General,293747.07,nan
Auditor,Hector Balderas,DEM,NM,Incumbent,Won-General,257412.69,nan
Appellate Court-Vanzi Seat,Linda Vanzi,DEM,NM,Incumbent,Won-General,249894.27,nan
Secretary Of State,Dianna Duran,REP,NM,Challenger,Won-General,203660.19,nan
Appellate Court-Robles Seat,Ned Fuller,REP,NM,Challenger,Lost-General,194894.07,nan
State Representative,William Baldwin Oneill,DEM,NM,Incumbent,Won-General,169600.83,15
State Representative,Brian Franklin Egolf Jr.,DEM,NM,Incumbent,Won-General,168137.65,47
Secretary Of State,Mary Herrera,DEM,NM,Incumbent,Lost-General,165391.62,nan
State Representative,Jeff Steinborn,DEM,NM,Incumbent,Lost-General,141289.64,37
State Representative,John Heaton,DEM,NM,Incumbent,Lost-General,138701.19,55
State Representative,Ben Lujan Sr.,DEM,NM,Incumbent,Won-General,134158.03,46
Appellate Court-Robles Seat,Robert Robles,DEM,NM,Incumbent,Won-General,130277.09,nan
State Representative,Nathan Cote,DEM,NM,Incumbent,Lost-General,129338.48,53
State Representative,Jack Thomas,DEM,NM,Incumbent,Lost-General,116554.26,60
State Representative,Benjamin Rodefer,DEM,NM,Incumbent,Lost-General,114546.49,23
State Representative,Mimi Stewart,DEM,NM,Incumbent,Won-General,110074.31,21
State Representative,Nathaniel Gentry,REP,NM,Challenger,Won-General,109849.7,30
State Representative,Justin Alexander Horwitz,REP,NM,Challenger,Lost-General,106698.81,15
State Representative,Andrew Jerome Barreras,DEM,NM,Incumbent,Lost-General,100383.7,7
State Representative,David Doyle,REP,NM,Challenger,Won-General,98970.0,23
State Representative,Julian Luna,DEM,NM,Open,Lost-General,98015.65,8
State Representative,Stephanie Garcia Richard,DEM,NM,Challenger,Lost-General,97292.49,43
Treasurer,James Lewis,DEM,NM,Incumbent,Won-General,93851.67,nan
State Representative,Alfred Park,DEM,NM,Incumbent,Won-General,92467.88,26
State Representative,Keith Gardner,REP,NM,Incumbent,Won-General,87575.0,66
Public Regulation Commission District 002,Patrick Hiller Lyons,REP,NM,Open,Won-General,83773.0,nan
State Representative,Karen Giannini,DEM,NM,Incumbent,Lost-General,82693.64,30
State Representative,Terry McMillan,REP,NM,Challenger,Won-General,74304.99,37
State Representative,Andrew Nunez,DEM,NM,Incumbent,Won-General,70309.95,36
State Representative,Candy Spence Ezzell,REP,NM,Incumbent,Won-General,67429.28,58
Public Regulation Commission District 005,William McCamley,DEM,NM,Open,Lost-General,66443.0,nan
Public Regulation Commission District 005,Ben Hall,REP,NM,Open,Won-General,64513.94,nan
State Representative,Debbie Rodella,DEM,NM,Incumbent,Won-General,63808.4,41
State Representative,Thomas Taylor,REP,NM,Incumbent,Won-General,62450.0,1
Public Regulation Commission District 002,Stephanie Dubois,DEM,NM,Open,Lost-General,55287.84,nan
State Representative,Jeannette Wallace,REP,NM,Incumbent,Won-General,53640.87,43
State Representative,Richard Vigil,DEM,NM,Incumbent,Won-General,53478.3,70
State Representative,Nora Lee Espinoza,REP,NM,Incumbent,Won-General,53085.28,59
State Representative,Dennis Kintigh,REP,NM,Incumbent,Won-General,51978.36,57
State Representative,Joni Marie Gutierrez,DEM,NM,Incumbent,Won-General,47831.64,33
State Representative,Rodolpho Martinez,DEM,NM,Incumbent,Won-General,47485.5,39
State Representative,Luciano Varela,DEM,NM,Incumbent,Won-General,45729.78,48
State Representative,Henry Saavedra,DEM,NM,Incumbent,Won-General,45304.15,10
State Representative,Jimmie Hall,REP,NM,Incumbent,Won-General,45184.12,28
State Representative,Patricia Lundstrom,DEM,NM,Incumbent,Won-General,44247.5,9
State Representative,Roberto Gonzales,DEM,NM,Incumbent,Won-General,43470.0,42
State Representative,Alonzo Baldonado,REP,NM,Open,Won-General,40576.12,8
State Representative,Dona Irwin,DEM,NM,Incumbent,Won-General,40320.78,32
State Representative,Sheryl Williams Stapleton,DEM,NM,Incumbent,Won-General,38735.0,19
State Representative,Eleanor Chavez,DEM,NM,Incumbent,Won-General,38549.64,13
State Representative,Thomas Garcia,DEM,NM,Incumbent,Won-General,37580.0,68
State Representative,Cathrynn Novich Brown,REP,NM,Challenger,Won-General,37142.33,55
State Representative,Walter Ken Martinez,DEM,NM,Incumbent,Won-General,36533.0,69
State Representative,Jane Powdrell-Culbert,REP,NM,Incumbent,Won-General,36141.71,44
State Representative,Edward Sandoval,DEM,NM,Incumbent,Won-General,36129.0,17
State Representative,Joseph Cervantes,DEM,NM,Incumbent,Won-General,36005.25,52
State Representative,Sandra Jeff,DEM,NM,Incumbent,Won-General,35675.0,5
State Representative,Rhonda King,DEM,NM,Incumbent,Won-General,35237.0,50
Auditor,Errol Chavez,REP,NM,Challenger,Lost-General,33856.84,nan
Appellate Court-Garcia Seat,Timothy Garcia,DEM,NM,Incumbent,Won-General,33786.28,nan
State Representative,Timothy Dwight Lewis,REP,NM,Challenger,Won-General,32991.26,60
State Representative,William Rehm,REP,NM,Incumbent,Won-General,32873.38,31
State Representative,David Chavez,REP,NM,Challenger,Won-General,32556.71,7
State Representative,Yvette Herrell,REP,NM,Open,Won-General,32427.39,51
State Representative,Ricky Little,REP,NM,Challenger,Won-General,32122.14,53
State Representative,Miguel Garcia,DEM,NM,Incumbent,Won-General,29210.0,14
State Representative,William Gray,REP,NM,Incumbent,Won-General,29095.0,54
State Representative,Larry Kennedy,REP,NM,Challenger,Lost-General,28769.0,26
State Representative,Melinda Joy Russ,REP,NM,Open,Lost-General,28465.0,63
State Representative,George Dodge Jr.,DEM,NM,Open,Won-General,28058.0,63
State Representative,Lorenzo Larranaga,REP,NM,Incumbent,Won-General,26156.5,27
State Representative,Gail Chasey,DEM,NM,Incumbent,Won-General,25325.17,18
State Representative,Michael Trujillo,DEM,NM,Challenger,Lost-General,25174.62,58
State Representative,Michael M Malloy,DEM,NM,Challenger,Lost-General,25112.64,31
State Representative,Danice Picraux,DEM,NM,Incumbent,Won-General,23632.0,25
State Representative,Dennis Roch,REP,NM,Incumbent,Won-General,22070.11,67
State Representative,Antoinette Marie Baca,REP,NM,Challenger,Lost-General,21905.0,21
State Representative,Anna Crook,REP,NM,Incumbent,Won-General,21865.26,64
State Representative,Thomas Anthony Anderson,REP,NM,Incumbent,Won-General,20564.01,29
State Representative,Eliseo Alcon,DEM,NM,Incumbent,Won-General,19574.0,6
State Representative,Jennifer Thornburg,REP,NM,Challenger,Lost-General,17661.65,25
State Representative,Brigette Ford Russell,REP,NM,Challenger,Lost-General,17328.43,47
State Representative,Joel Davis,DEM,NM,Challenger,Lost-General,17017.29,44
State Representative,Jim Trujillo,DEM,NM,Incumbent,Won-General,16700.0,45
State Representative,Susan Medina,DEM,NM,Open,Lost-General,16445.34,51
State Representative,Clyde Wheeler,REP,NM,Challenger,Lost-General,16354.34,12
State Representative,James White,REP,NM,Incumbent,Won-General,16256.05,20
State Representative,Zachary Cook,REP,NM,Incumbent,Won-General,15914.0,56
State Representative,Dianne Hamilton,REP,NM,Incumbent,Won-General,15550.0,38
State Representative,Antonio Maestas,DEM,NM,Incumbent,Won-General,15091.87,16
State Representative,Linda Sue Pecotte,REP,NM,Challenger,Lost-General,14847.9,39
State Representative,Alexander Russell,DEM,NM,Challenger,Lost-General,14603.0,29
State Representative,Ernesto Chavez,DEM,NM,Incumbent,Won-General,13870.42,12
State Representative,Conrad James,REP,NM,Open,Won-General,13535.87,24
State Representative,Rick Miera,DEM,NM,Incumbent,Won-General,12450.0,11
State Representative,Robert Walsh,REP,NM,Challenger,Lost-General,12403.56,48
State Representative,James Roger Madalena,DEM,NM,Incumbent,Won-General,11500.0,65
Treasurer,Jim Schoonover,REP,NM,Challenger,Lost-General,11019.43,nan
State Representative,Paul Bandy,REP,NM,Incumbent,Won-General,10839.26,3
State Representative,James Smith,REP,NM,Open,Won-General,9480.0,22
State Representative,James J) Strickler,REP,NM,Incumbent,Won-General,9350.0,2
State Representative,Ray Begaye,DEM,NM,Incumbent,Won-General,9300.0,4
State Representative,Virginia Robertson,REP,NM,Challenger,Lost-General,9107.43,33
State Representative,Shirley Tyler,REP,NM,Incumbent,Won-General,9100.0,61
State Representative,Nick Salazar,DEM,NM,Incumbent,Won-General,8575.0,40
State Representative,Donald Bratton,REP,NM,Incumbent,Won-General,7600.0,62
State Representative,Cornelia Lange,DEM,NM,Challenger,Lost-General,6907.34,28
Public Regulation Commission District 004,Theresa Becenti-Aguilar,DEM,NM,Open,Won-General,6437.07,nan
State Representative,Leroy Candelaria,REP,NM,Challenger,Lost-General,6258.0,50
State Representative,Clara Pena,REP,NM,Challenger,Lost-General,6208.28,14
State Representative,Ellen Elisabeth Wedum,DEM,NM,Challenger,Lost-General,6094.88,59
State Representative,Debra White,REP,NM,Challenger,Lost-General,5084.25,36
Public Regulation Commission District 004,Gary Montoya,REP,NM,Open,Lost-General,4325.0,nan
State Representative,Antonio Lujan,DEM,NM,Incumbent,Won-General,3650.0,35
