office,candidate,party,state,incumbency,result,total money,district
Governor,Patrick Deval,DEM,MA,Open,Won-General,20670980.18,nan
Governor,Charles Baker,REP,MA,Open,Lost-General,20149581.91,nan
U.S. Senator,Scott Brown,REP,MA,Open,Won-General,17934438.34,nan
U.S. Senator,Martha Coakley,DEM,MA,Open,Lost-General,7552296.0,nan
Treasurer,Steven Grossman,DEM,MA,Open,Won-General,4370379.81,nan
Governor,Timothy Cahill,UNENROLLED,MA,Open,Lost-General,4356801.62,nan
U.S. Representative,Barney Frank,DEM,MA,Incumbent,Won-General,4015311.04,4
Attorney General,Martha Coakley,DEM,MA,Incumbent,Won-General,3246189.92,nan
U.S. Representative,Sean Bielat,REP,MA,Challenger,Lost-General,2412928.8,4
Treasurer,Karyn Polito,REP,MA,Open,Lost-General,2334842.8,nan
U.S. Representative,Richard Neal,DEM,MA,Incumbent,Won-General,2151369.19,2
U.S. Representative,Nicola Tsongas,DEM,MA,Incumbent,Won-General,1902392.95,5
U.S. Representative,James McGovern,DEM,MA,Incumbent,Won-General,1852494.81,3
Secretary Of State,William Galvin,DEM,MA,Incumbent,Won-General,1556961.35,nan
U.S. Representative,William Richard Keating,DEM,MA,Open,Won-General,1499560.92,10
Auditor,Suzanne Bump,DEM,MA,Open,Won-General,1345436.07,nan
U.S. Representative,Edward Markey,DEM,MA,Incumbent,Won-General,1304072.44,7
U.S. Representative,Jeffrey Davis Perry,REP,MA,Open,Lost-General,1289000.78,10
Auditor,Mary Zarrilli Connaughton,REP,MA,Open,Lost-General,1015445.08,nan
U.S. Representative,Stephen Lynch,DEM,MA,Incumbent,Won-General,940047.66,9
Representative Nineteenth Suffolk,Robert Deleo,DEM,MA,Incumbent,Won-General,885379.66,nan
U.S. Representative,Michael Capuano,DEM,MA,Incumbent,Won-General,880494.58,8
U.S. Representative,John Olver,DEM,MA,Incumbent,Won-General,860348.04,1
U.S. Representative,John Tierney,DEM,MA,Incumbent,Won-General,832559.46,6
U.S. Representative,William Hudak,REP,MA,Challenger,Lost-General,814568.24,6
Senator Plymouth And Barnstable,Therese Murray,DEM,MA,Incumbent,Won-General,634576.05,nan
Senator Cape And Islands,Daniel Wolf,DEM,MA,Open,Won-General,523478.97,nan
Governor,Jill Ellen Stein,GRN,MA,Open,Lost-General,457680.67,nan
Representative Twenty-First Middlesex,Charles Murphy,DEM,MA,Incumbent,Won-General,454340.79,nan
U.S. Representative,Jonathan Golnik,REP,MA,Challenger,Lost-General,401186.01,5
Senator Middlesex And Essex,Katherine Clark,DEM,MA,Open,Won-General,366027.73,nan
Senator Second Essex And Middlesex,Barry Finegold,DEM,MA,Open,Won-General,357768.6,nan
"Senator Norfolk, Bristol And Plymouth",Brian Joyce,DEM,MA,Incumbent,Won-General,317694.79,nan
Representative Twelfth Middlesex,Ruth Balser,DEM,MA,Incumbent,Won-General,253414.76,nan
Senator First Suffolk,John Hart Jr.,DEM,MA,Incumbent,Won-General,227528.89,nan
Senator First Bristol And Plymouth,Michael Rodrigues,DEM,MA,Open,Won-General,222728.29,nan
Senator Middlesex And Worcester,James Eldridge,DEM,MA,Incumbent,Won-General,222152.77,nan
Senator First Plymouth And Bristol,Marc Richard Pacheco,DEM,MA,Incumbent,Won-General,210824.63,nan
Senator Middlesex And Essex,Craig Spadafora,REP,MA,Open,Lost-General,207979.79,nan
Senator Worcester And Norfolk,Richard Moore,DEM,MA,Incumbent,Won-General,207323.33,nan
Executive Councilor District 006,Terrence Kennedy,DEM,MA,Open,Won-General,199147.0,nan
Representative Tenth Middlesex,Peter Koutoujian,DEM,MA,Incumbent,Won-General,198687.41,nan
