office,candidate,party,state,incumbency,result,total money,district
U.S. Senator,Lisa Murkowski,REPUBLICAN WRITEIN,AK,Incumbent,Won-General,4567601.74,nan
U.S. Senator,Joseph Wayne Miller,REP,AK,Challenger,Lost-General,3031957.89,nan
Governor,Sean Parnell,REP,AK,Incumbent,Won-General,1500807.96,nan
U.S. Senator,Scott McAdams,DEM,AK,Challenger,Lost-General,1295059.92,nan
U.S. Representative,Don Young,REP,AK,Incumbent,Won-General,941912.1,1
Governor,Ethan Berkowitz,DEM,AK,Challenger,Lost-General,738190.49,nan
U.S. Representative,Harry Crawford Jr.,DEM,AK,Challenger,Lost-General,234568.99,1
State Representative,Gabrielle Ledoux,REP,AK,Challenger,Lost-General,184000.34,19
Senator P,Catherine Giessel,REP,AK,Open,Won-General,148593.7,nan
Senator P,Phillip Dziubinski,NO PARTY AFFILIATION,AK,Open,Lost-General,148540.4,nan
Senator P,Janet Reiser,DEM,AK,Open,Lost-General,140403.99,nan
Senator D,Joe Thomas II,DEM,AK,Incumbent,Won-General,112674.58,nan
State Representative,Barbara Norton,DEM,AK,Open,Lost-General,100681.1,21
State Representative,James Petersen,DEM,AK,Incumbent,Won-General,94300.37,19
State Representative,Mia Costello,REP,AK,Challenger,Won-General,89790.37,27
Senator J,William Wielechowski,DEM,AK,Incumbent,Won-General,88307.18,nan
State Representative,Chris Tuck,DEM,AK,Incumbent,Won-General,87519.97,29
State Representative,Michael Hawker,REP,AK,Incumbent,Won-General,87405.0,32
Senator D,Pete Higgins,REP,AK,Challenger,Lost-General,86212.88,nan
State Representative,Michael Kelly,REP,AK,Incumbent,Lost-General,81244.9,7
State Representative,Robert Buch,DEM,AK,Incumbent,Lost-General,79942.8,27
State Representative,Scott Kawasaki,DEM,AK,Incumbent,Won-General,70961.0,9
State Representative,Bob Miller,DEM,AK,Challenger,Won-General,69762.1,7
State Representative,Steve Thompson,REP,AK,Open,Won-General,66840.96,10
Senator N,Lesil McGuire,REP,AK,Incumbent,Won-General,66430.0,nan
State Representative,Charisse Millett,REP,AK,Incumbent,Won-General,66300.75,30
State Representative,Bill Stoltze,REP,AK,Incumbent,Won-General,63910.5,16
Senator L,Johnny Ellis Jr.,DEM,AK,Incumbent,Won-General,63552.95,nan
State Representative,David Guttenberg,DEM,AK,Incumbent,Won-General,58465.57,8
State Representative,Kris Warren,REP,AK,Challenger,Lost-General,58158.96,29
State Representative,John Brown,DEM,AK,Open,Lost-General,56591.53,10
State Representative,Joseph Michel,REP,AK,Challenger,Lost-General,54753.05,9
State Representative,Bert Cottle,DEM,AK,Open,Lost-General,52187.03,12
Senator H,Charlie Huggins,REP,AK,Incumbent,Won-General,48436.97,nan
State Representative,Lance Pruitt,REP,AK,Open,Won-General,48076.92,21
State Representative,Dan Saddler,REP,AK,Open,Won-General,47561.81,18
State Representative,Martin Lindeke,DEM,AK,Open,Lost-General,47312.33,18
State Representative,Craig Johnson,REP,AK,Incumbent,Won-General,47030.0,28
Senator B,Dennis Egan,DEM,AK,Incumbent,Won-General,44790.5,nan
State Representative,Guadalupe Marroquin,DEM,AK,Challenger,Lost-General,43809.43,31
State Representative,Michael Doogan,DEM,AK,Incumbent,Won-General,42224.99,25
State Representative,Anna Fairclough Mackinnon,REP,AK,Incumbent,Won-General,41822.22,17
Senator S,Lyman Hoffman,DEM,AK,Incumbent,Won-General,40392.5,nan
State Representative,Charles Chenault,REP,AK,Incumbent,Won-General,40380.0,34
Senator J,Ron Slepecki,REP,AK,Challenger,Lost-General,39105.73,nan
State Representative,Eric Feige,REP,AK,Open,Won-General,37690.45,12
State Representative,William Thomas Jr.,REP,AK,Incumbent,Won-General,36972.0,5
State Representative,Max Gruenberg Jr.,DEM,AK,Incumbent,Won-General,34880.0,20
State Representative,David Talerico,REP,AK,Challenger,Lost-General,34139.46,8
State Representative,Robert Lynn,REP,AK,Incumbent,Won-General,33677.92,31
State Representative,Lynda Zaugg,DEM,AK,Challenger,Lost-General,33486.36,30
State Representative,Leslie Gara,DEM,AK,Incumbent,Won-General,32865.0,23
State Representative,Neal Foster,DEM,AK,Incumbent,Won-General,30937.27,39
State Representative,Peggy Wilson,REP,AK,Incumbent,Won-General,30359.55,2
State Representative,Jodie Dominguez,DEM,AK,Challenger,Lost-General,30324.88,28
State Representative,Woodie Salmon,DEM,AK,Incumbent,Lost-General,29615.0,6
State Representative,Robert Beedle,DEM,AK,Challenger,Lost-General,27353.93,5
State Representative,Lindsey Holmes,DEM,AK,Incumbent,Won-General,27244.0,26
State Representative,Alberta Gardner,DEM,AK,Incumbent,Won-General,27140.0,24
State Representative,Kurt Olson,REP,AK,Incumbent,Won-General,26070.0,33
State Representative,Cathy Engstrom Munoz,REP,AK,Incumbent,Won-General,25925.0,4
State Representative,Mark Neuman,REP,AK,Incumbent,Won-General,25462.45,15
State Representative,Reginald Joule,DEM,AK,Incumbent,Won-General,23233.57,40
State Representative,Carl Gatto,REP,AK,Incumbent,Won-General,22725.0,13
State Representative,Beth Kerttula,DEM,AK,Incumbent,Won-General,22380.0,3
State Representative,Reber Stein,DEM,AK,Challenger,Lost-General,22039.86,2
State Representative,Kyle Johansen,REP,AK,Incumbent,Won-General,20632.88,1
State Representative,Bob Herron,DEM,AK,Incumbent,Won-General,20004.25,38
Senator N,Edward Cullinane,DEM,AK,Challenger,Lost-General,18779.2,nan
Senator R,Gary Lee Stevens,REP,AK,Incumbent,Won-General,17575.0,nan
State Representative,Paul Seaton,REP,AK,Incumbent,Won-General,17270.0,35
State Representative,Alan Austerman,REP,AK,Incumbent,Won-General,14927.18,36
State Representative,Wes Keller,REP,AK,Incumbent,Won-General,14637.56,14
State Representative,Bryce Edgmon,DEM,AK,Incumbent,Won-General,14025.0,37
Senator F,John Coghill Jr.,REP,AK,Incumbent,Won-General,13960.0,nan
State Representative,Alan Dick,REP,AK,Challenger,Won-General,13935.5,6
State Representative,Scott Kohlhaas,LIB,AK,Challenger,Lost-General,13719.17,20
State Representative,Tammie Wilson,REP,AK,Incumbent,Won-General,13216.37,11
State Representative,Sean Rice,DEM,AK,Challenger,Lost-General,13025.0,11
State Representative,Sharon Cissna,DEM,AK,Incumbent,Won-General,10230.0,22
State Representative,Ottar Mobley,DEM,AK,Challenger,Lost-General,7861.98,1
State Representative,Richard Waisanen,DEM,AK,Challenger,Lost-General,4105.66,33
State Representative,Ray Southwell,ALASKA INDEPENDENCE,AK,Challenger,Lost-General,2007.29,34
State Representative,Bonnie Nelson,DEM,AK,Challenger,Lost-General,1562.55,16
Governor,William Toien,LIB,AK,Challenger,Lost-General,1100.0,nan
State Representative,Robert Clift,LIB,AK,Open,Lost-General,1000.0,21
State Representative,Phil Isley,NO PARTY AFFILIATION,AK,Challenger,Lost-General,500.0,26
State Representative,Harley Brown,LIB,AK,Challenger,Lost-General,160.0,25
Senator L,Richard Wanda,REP,AK,Challenger,Lost-General,75.0,nan
Senator N,Clinton Desjarlais,NO PARTY AFFILIATION,AK,Challenger,Lost-General,51.17,nan
Governor,Donald Wright,ALASKA INDEPENDENT,AK,Challenger,Lost-General,0.0,nan
State Representative,Matthew Edward Moore,DEM,AK,Challenger,Lost-General,0.0,32
State Representative,Thomas Higgins,REP,AK,Challenger,Lost-General,0.0,25
State Representative,Terry Haines,DEM,AK,Challenger,Lost-General,0.0,36
Supreme Court-Fabe Seat,Dana Fabe,IND,AK,Incumbent,Won-Retention,0.0,nan
Appellate Court-Mannheimer Seat,David Mannheimer,IND,AK,Incumbent,Won-Retention,0.0,nan
State Representative,Andy Schroeder,DEM,AK,Challenger,Withdrew-General,0.0,36
State Representative,Rex Goolsby,REP,AK,Challenger,Withdrew-General,0.0,6
U.S. Senator,Tim Carter,NO PARTY AFFILIATION,AK,Challenger,Lost-General,0.0,nan
U.S. Senator,Ted Gianoutsos,NO PARTY AFFILIATION,AK,Challenger,Lost-General,0.0,nan
U.S. Senator,Fredrick Haase,LIB,AK,Challenger,Lost-General,0.0,nan
Lieutenant Governor,Diane Benson,DEM,AK,Open,Won-Primary,0.0,nan
Lieutenant Governor,Jeffrey Brown,LIB,AK,Open,Won-Primary,0.0,nan
Lieutenant Governor,Louis Mead Treadwell,REP,AK,Incumbent,Won-Primary,0.0,nan
