office,candidate,party,state,incumbency,result,total money,district
U.S. Senator,Patrick Leahy,DEM,VT,Incumbent,Won-General,4522065.72,nan
Governor,Brian Dubie,REP,VT,Open,Lost-General,1577909.82,nan
Governor,Peter Shumlin,DEM,VT,Open,Won-General,1494357.57,nan
U.S. Representative,Peter Welch,DEM,VT,Incumbent,Won-General,981203.08,1
U.S. Senator,Len Britton,REP,VT,Challenger,Lost-General,226356.65,nan
Lieutenant Governor,Philip Scott,REP,VT,Open,Won-General,185042.85,nan
Lieutenant Governor,Steven James Howard,DEM,VT,Open,Lost-General,164760.89,nan
U.S. Senator,Daniel Freilich,DEM,VT,Challenger,Lost-General,88167.93,nan
Secretary Of State,Jim Condos,DEM,VT,Open,Won-General,83141.8,nan
Secretary Of State,Jason Gibbs,REP,VT,Open,Lost-General,69947.28,nan
Auditor,Thomas Salmon,REP,VT,Incumbent,Won-General,57970.17,nan
Auditor,Doug Hoffer,DEM,VT,Challenger,Lost-General,41380.5,nan
Senator Chittenden,Charlie Smith,REP,VT,Challenger,Lost-General,40722.36,nan
Senator Lamoille,Richard Westman,REP,VT,Open,Won-General,38894.28,nan
Senator Chittenden,Philip Baruth,DEM,VT,Challenger,Won-General,36869.15,nan
Senator Chittenden,Sally Fox,DEM,VT,Challenger,Won-General,36397.87,nan
Senator Chittenden,Mike Branon,REP,VT,Challenger,Lost-General,33965.2,nan
U.S. Representative,Paul Beaudry,REP,VT,Challenger,Lost-General,32734.16,1
Senator Addison,Mark Young,REP,VT,Challenger,Lost-General,29790.56,nan
Senator Rutland,Kevin Mullin,REP,VT,Incumbent,Won-General,28005.33,nan
Senator Washington,William Doyle,REP,VT,Incumbent,Won-General,26824.25,nan
Senator Washington,Donny Osman,DEM,VT,Challenger,Lost-General,26570.13,nan
Senator Caledonia,Charles Bucknam,REP,VT,Challenger,Lost-General,26395.0,nan
Representative Windham-Bennington-Windsor-1,Oliver Olsen,REP,VT,Open,Won-General,25251.29,nan
Senator Franklin,Randolph Brock III,REP,VT,Incumbent,Won-General,21944.0,nan
Representative Windsor-Orange-1,Sarah Buxton,DEM,VT,Challenger,Won-General,20206.62,nan
Attorney General,William Sorrell,DEM,VT,Incumbent,Won-General,20192.56,nan
Senator Windham,Peter Galbraith,DEM,VT,Challenger,Won-General,18659.68,nan
Senator Lamoille,David Yacovone,DEM,VT,Open,Lost-General,18367.0,nan
Senator Washington,Anthony Pollina,DEM,VT,Challenger,Won-General,17945.54,nan
Senator Essex-Orleans,Vincent Illuzzi,REP,VT,Incumbent,Won-General,16267.71,nan
Senator Rutland,Bob Baird,DEM,VT,Challenger,Lost-General,15701.0,nan
Representative Chittenden-3-4,Christopher Pearson,PROGRESSIVE,VT,Challenger,Won-General,14200.53,nan
Senator Chittenden,Tim Ashe,DEM,VT,Incumbent,Won-General,14140.88,nan
Senator Caledonia,Matthew Choate,DEM,VT,Incumbent,Lost-General,13264.07,nan
Senator Caledonia,Jane Kitchel,DEM,VT,Incumbent,Won-General,12974.57,nan
Senator Bennington,Richard Sears Jr.,DEM,VT,Incumbent,Won-General,12461.96,nan
Representative Washington-Chittenden-1,Sue Minter,DEM,VT,Incumbent,Won-General,11524.1,nan
Senator Caledonia,Joe Benning,REP,VT,Challenger,Won-General,11466.36,nan
Representative Addison-5,Spencer Putnam,DEM,VT,Open,Lost-General,10885.0,nan
Representative Bennington-2-1,Brian Campion,DEM,VT,Challenger,Won-General,10831.91,nan
Senator Chittenden,Diane Snelling,REP,VT,Incumbent,Won-General,10400.0,nan
Senator Windham,Hilary Cooke,REP,VT,Challenger,Lost-General,10090.19,nan
Representative Chittenden-3-4,Kesha Ram,DEM,VT,Incumbent,Won-General,9927.87,nan
Senator Washington,Ann Cummings,DEM,VT,Incumbent,Won-General,9818.0,nan
Representative Rutland-Windsor-1,James Eckhardt,REP,VT,Challenger,Won-General,9788.31,nan
