office,candidate,party,state,incumbency,result,total money,district
State Representative,Stanford Adelstein,REP,SD,Challenger,Won-General,115691.75,32
State Senator,Deb Fischer-Clemens,DEM,SD,Open,Lost-General,33706.31,20
State Senator,Larry Diedrich,REP,SD,Open,Won-General,33209.7,4
State Representative,Mike Wilson,DEM,SD,Incumbent,Lost-General,32760.15,32
State Senator,John McIntrye,DEM,SD,Open,Won-General,32647.8,12
State Senator,Alfred Waltman,DEM,SD,Open,Lost-General,32203.73,3
State Senator,Ed Olson,REP,SD,Open,Won-General,31406.0,20
State Senator,Royal McCracken,REP,SD,Open,Won-General,27695.0,34
State Representative,Gene Abdallah,REP,SD,Open,Won-General,24951.0,10
State Senator,Elmer Diedtrich,REP,SD,Open,Won-General,24330.96,3
State Representative,Phyllis Heineman,REP,SD,Incumbent,Won-General,24299.0,13
State Representative,Chet Groseclose,REP,SD,Challenger,Lost-General,23867.22,2
State Representative,Mike Schultz,DEM,SD,Open,Lost-General,23711.72,10
State Senator,John Reedy,DEM,SD,Incumbent,Won-General,21399.24,17
State Senator,Roland Chicoine,DEM,SD,Challenger,Lost-General,21231.1,16
State Representative,Frank Kloucek,DEM,SD,Challenger,Won-General,20700.92,19
State Senator,Barbara Everist,REP,SD,Incumbent,Won-General,20540.94,14
State Representative,Robert Alan Litz,DEM,SD,Open,Lost-General,19467.12,12
State Senator,Patricia De Hueck,REP,SD,Open,Won-General,19295.79,24
State Senator,Dan Sutton,DEM,SD,Open,Won-General,19213.76,8
State Representative,Matt McCaulley,REP,SD,Open,Won-General,19048.28,10
State Representative,Jim Hundstad,DEM,SD,Challenger,Won-General,18969.06,2
State Representative,Burt Elliott,DEM,SD,Open,Won-General,18693.71,3
State Representative,Richard Widman,DEM,SD,Challenger,Lost-General,18341.79,7
State Representative,Mel Olson,DEM,SD,Challenger,Won-General,17783.21,20
State Representative,William Napoli,REP,SD,Incumbent,Won-General,17718.0,35
State Senator,William Earley,REP,SD,Open,Lost-General,17510.0,12
State Senator,Garry Moore,DEM,SD,Incumbent,Won-General,16726.0,18
State Representative,Gordon Pederson,REP,SD,Challenger,Won-General,16572.0,30
State Senator,Brock Greenfield,REP,SD,Open,Won-General,16559.0,6
State Representative,Jeff Kline,DEM,SD,Challenger,Lost-General,16502.75,11
State Representative,Ben J) Nesselhuf,DEM,SD,Challenger,Won-General,16502.24,17
State Senator,Richard Belatti,REP,SD,Open,Lost-General,16266.09,8
State Representative,Margaret Vandemore Gillespie,DEM,SD,Challenger,Won-General,15628.82,16
State Representative,Tim Even,DEM,SD,Open,Lost-General,15582.24,3
State Representative,Al Koistinen,REP,SD,Challenger,Won-General,15518.56,6
State Senator,Donald Munson,REP,SD,Challenger,Lost-General,15162.0,18
State Representative,Thomas Hennies,REP,SD,Incumbent,Won-General,15014.0,32
State Senator,Dennis Daugaard,REP,SD,Incumbent,Won-General,14538.0,9
State Representative,John Teupel,REP,SD,Open,Won-General,14379.72,31
State Representative,Mary Patterson,DEM,SD,Incumbent,Lost-General,14048.0,13
State Representative,Adam Healy,DEM,SD,Challenger,Lost-General,13835.76,18
State Senator,Kermit Staggers,REP,SD,Incumbent,Won-General,13826.86,13
State Representative,Dick Brown,REP,SD,Incumbent,Won-General,13574.0,14
State Representative,Larry Frost,REP,SD,Open,Won-General,13549.0,3
State Senator,Gil Koetzle,DEM,SD,Open,Won-General,13548.87,15
State Representative,Duane Sutton,REP,SD,Incumbent,Won-General,13441.0,2
State Representative,Pat Hilpert,REP,SD,Open,Lost-General,13264.3,3
State Representative,Mitch Richter,REP,SD,Incumbent,Won-General,13020.0,11
State Representative,P Duniphan,REP,SD,Incumbent,Won-General,12890.0,33
State Senator,James Hutmacher,DEM,SD,Incumbent,Won-General,12277.99,25
State Representative,Matthew Michels,REP,SD,Incumbent,Won-General,12268.0,18
State Representative,Lou Sebert,REP,SD,Incumbent,Won-General,12170.0,20
State Senator,Dave Munson,REP,SD,Incumbent,Won-General,12148.0,10
State Senator,Eric Bogue,REP,SD,Incumbent,Won-General,12102.91,28
State Representative,Lindell Howard,REP,SD,Challenger,Lost-General,12040.32,20
State Senator,Kenneth Albers,REP,SD,Incumbent,Won-General,11575.0,16
State Representative,Charlie Flowers,DEM,SD,Open,Won-General,11329.0,21
State Representative,Alice McCoy,REP,SD,Incumbent,Won-General,11125.67,35
